ID;TravelMotives;Population;TripCharacteristics;Margins;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3;Trips_4;DistanceTravelled_5;TimeTravelled_6
5609;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Gelderland (PV);2023;0.07;5.33;12.52;27.0;1944.0;76.2
5610;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Utrecht (PV);2018;0.06;4.27;11.28;23.0;1559.0;68.6
5611;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Utrecht (PV);2019;0.06;4.7;11.62;22.0;1716.0;70.7
5612;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Utrecht (PV);2020;0.07;3.75;12.74;25.0;1373.0;77.7
5613;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Utrecht (PV);2021;0.08;4.2;14.69;29.0;1533.0;89.3
5614;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Utrecht (PV);2022;0.08;4.34;14.04;28.0;1583.0;85.4
5615;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Utrecht (PV);2023;0.07;4.68;13.42;27.0;1709.0;81.6
5616;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Noord-Holland (PV);2018;0.07;5.28;13.22;27.0;1929.0;80.4
5617;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Noord-Holland (PV);2019;0.09;6.39;17.25;33.0;2333.0;105.0
5618;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Noord-Holland (PV);2020;0.07;2.84;12.54;25.0;1039.0;76.5
5619;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Noord-Holland (PV);2021;0.09;4.23;17.41;34.0;1545.0;105.9
5620;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Noord-Holland (PV);2022;0.08;4.5;15.53;29.0;1642.0;94.5
5621;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Noord-Holland (PV);2023;0.08;4.67;14.9;29.0;1704.0;90.7
5622;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Zuid-Holland (PV);2018;0.07;4.96;12.79;26.0;1811.0;77.8
5623;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Zuid-Holland (PV);2019;0.07;5.36;14.23;26.0;1956.0;86.6
5624;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Zuid-Holland (PV);2020;0.07;3.59;13.61;26.0;1315.0;83.0
5625;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Zuid-Holland (PV);2021;0.09;4.84;16.59;32.0;1766.0;100.9
5626;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Zuid-Holland (PV);2022;0.07;4.14;13.32;26.0;1511.0;81.0
5627;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Zuid-Holland (PV);2023;0.08;4.84;14.61;28.0;1768.0;88.9
5628;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Zeeland (PV);2018;0.06;5.14;11.62;22.0;1876.0;70.7
5629;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Zeeland (PV);2019;0.09;8.32;16.59;33.0;3036.0;100.9
5630;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Zeeland (PV);2020;0.1;6.57;17.07;37.0;2404.0;104.2
5631;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Zeeland (PV);2021;0.1;6.46;16.92;35.0;2358.0;102.9
5632;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Zeeland (PV);2022;0.1;6.86;18.34;38.0;2505.0;111.6
5633;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Zeeland (PV);2023;0.09;7.25;16.13;34.0;2646.0;98.1
5634;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Noord-Brabant (PV);2018;0.08;5.66;13.55;27.0;2065.0;82.4
5635;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Noord-Brabant (PV);2019;0.07;4.61;12.84;26.0;1684.0;78.1
5636;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Noord-Brabant (PV);2020;0.06;3.02;11.58;23.0;1104.0;70.7
5637;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Noord-Brabant (PV);2021;0.07;3.51;13.6;27.0;1281.0;82.7
5638;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Noord-Brabant (PV);2022;0.08;5.06;16.24;31.0;1848.0;98.8
5639;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Noord-Brabant (PV);2023;0.08;4.56;13.69;28.0;1666.0;83.3
5640;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Limburg (PV);2018;0.08;6.68;14.92;31.0;2436.0;90.8
5641;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Limburg (PV);2019;0.09;6.56;16.03;31.0;2396.0;97.5
5642;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Limburg (PV);2020;0.07;4.49;13.76;27.0;1642.0;83.9
5643;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Limburg (PV);2021;0.09;5.26;17.57;34.0;1919.0;106.9
5644;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Limburg (PV);2022;0.08;5.85;15.35;29.0;2135.0;93.3
5645;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Limburg (PV);2023;0.09;5.07;15.23;31.0;1850.0;92.7
5646;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Extremely urbanised;2018;0.08;5.53;13.87;28.0;2020.0;84.4
5647;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Extremely urbanised;2019;0.08;5.81;16.0;30.0;2119.0;97.3
5648;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Extremely urbanised;2020;0.07;3.53;14.48;27.0;1290.0;88.4
5649;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Extremely urbanised;2021;0.09;4.77;18.44;34.0;1742.0;112.2
5650;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Extremely urbanised;2022;0.08;4.78;16.22;31.0;1745.0;98.6
5651;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Extremely urbanised;2023;0.09;5.16;16.44;31.0;1885.0;100.0
5652;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Strongly urbanised;2018;0.07;5.54;13.43;27.0;2022.0;81.7
5653;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Strongly urbanised;2019;0.08;6.26;14.56;29.0;2287.0;88.6
5654;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Strongly urbanised;2020;0.07;3.72;12.03;25.0;1360.0;73.4
5655;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Strongly urbanised;2021;0.08;4.56;14.66;29.0;1664.0;89.2
5656;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Strongly urbanised;2022;0.08;5.12;14.35;28.0;1867.0;87.3
5657;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Strongly urbanised;2023;0.08;5.61;14.12;29.0;2047.0;85.9
5658;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Moderately urbanised;2018;0.07;5.42;13.37;27.0;1978.0;81.3
5659;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Moderately urbanised;2019;0.08;5.79;14.49;28.0;2113.0;88.2
5660;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Moderately urbanised;2020;0.07;3.79;12.33;24.0;1388.0;75.2
5661;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Moderately urbanised;2021;0.08;5.11;14.85;30.0;1865.0;90.4
5662;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Moderately urbanised;2022;0.08;4.82;15.61;30.0;1758.0;95.0
5663;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Moderately urbanised;2023;0.08;4.83;13.31;28.0;1763.0;81.0
5664;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Hardly urbanised;2018;0.07;6.71;13.55;27.0;2448.0;82.4
5665;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Hardly urbanised;2019;0.08;6.33;14.21;28.0;2312.0;86.5
5666;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Hardly urbanised;2020;0.06;3.65;12.13;23.0;1335.0;74.0
5667;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Hardly urbanised;2021;0.08;4.85;15.17;30.0;1771.0;92.3
5668;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Hardly urbanised;2022;0.08;5.52;14.1;28.0;2015.0;85.8
5669;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Hardly urbanised;2023;0.07;5.09;12.63;26.0;1857.0;76.8
5670;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Not urbanised;2018;0.07;6.2;12.24;26.0;2265.0;74.5
5671;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Not urbanised;2019;0.09;8.19;17.33;32.0;2990.0;105.4
5672;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Not urbanised;2020;0.07;4.71;11.7;24.0;1722.0;71.4
5673;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Not urbanised;2021;0.09;5.95;16.47;33.0;2172.0;100.2
5674;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Not urbanised;2022;0.08;5.7;14.21;30.0;2080.0;86.4
5675;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Not urbanised;2023;0.08;7.11;15.26;31.0;2596.0;92.8
5676;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;The Netherlands;2018;0.07;5.48;12.88;26.0;2001.0;78.3
5677;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;The Netherlands;2019;0.08;5.86;14.39;28.0;2138.0;87.5
5678;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;The Netherlands;2020;0.07;3.5;12.18;24.0;1282.0;74.3
5679;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;The Netherlands;2021;0.08;4.59;15.34;30.0;1677.0;93.3
5680;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;The Netherlands;2022;0.08;4.81;14.42;28.0;1754.0;87.7
5681;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;The Netherlands;2023;0.08;5.06;13.84;28.0;1845.0;84.2
5682;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Noord-Nederland (LD);2018;0.08;7.48;14.21;28.0;2731.0;86.4
5683;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Noord-Nederland (LD);2019;0.09;8.57;16.21;32.0;3128.0;98.6
5684;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Noord-Nederland (LD);2020;0.06;4.22;11.15;22.0;1543.0;68.0
5685;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Noord-Nederland (LD);2021;0.08;6.35;15.41;31.0;2317.0;93.7
5686;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Noord-Nederland (LD);2022;0.08;6.89;15.92;31.0;2515.0;96.8
5687;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Noord-Nederland (LD);2023;0.08;7.02;14.4;29.0;2561.0;87.6
5688;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Oost-Nederland (LD);2018;0.07;5.35;12.12;25.0;1951.0;73.7
5689;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Oost-Nederland (LD);2019;0.07;5.59;13.23;26.0;2039.0;80.5
5690;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Oost-Nederland (LD);2020;0.06;3.31;10.56;22.0;1210.0;64.4
5691;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Oost-Nederland (LD);2021;0.07;4.39;13.48;27.0;1602.0;82.0
5692;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Oost-Nederland (LD);2022;0.07;4.28;12.56;25.0;1562.0;76.4
5693;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Oost-Nederland (LD);2023;0.07;5.0;12.03;25.0;1825.0;73.2
5694;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;West-Nederland (LD);2018;0.07;4.54;11.84;24.0;1656.0;72.0
5695;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;West-Nederland (LD);2019;0.07;5.23;14.05;27.0;1910.0;85.4
5696;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;West-Nederland (LD);2020;0.07;3.19;12.55;25.0;1169.0;76.6
5697;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;West-Nederland (LD);2021;0.08;4.26;15.81;31.0;1556.0;96.2
5698;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;West-Nederland (LD);2022;0.07;4.05;13.72;27.0;1478.0;83.4
5699;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;West-Nederland (LD);2023;0.08;4.47;13.87;27.0;1633.0;84.3
5700;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Zuid-Nederland (LD);2018;0.07;5.2;12.73;26.0;1899.0;77.4
5701;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Zuid-Nederland (LD);2019;0.07;4.5;12.51;25.0;1644.0;76.1
5702;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Zuid-Nederland (LD);2020;0.06;2.95;11.14;22.0;1080.0;68.0
5703;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Zuid-Nederland (LD);2021;0.07;3.49;13.53;27.0;1273.0;82.3
5704;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Zuid-Nederland (LD);2022;0.08;4.68;14.62;28.0;1709.0;88.9
5705;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Zuid-Nederland (LD);2023;0.07;4.12;12.96;27.0;1505.0;78.8
5706;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Groningen (PV);2018;0.06;6.49;12.21;23.0;2370.0;74.3
5707;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Groningen (PV);2019;0.08;9.36;15.88;31.0;3415.0;96.6
5708;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Groningen (PV);2020;0.06;4.35;11.99;23.0;1591.0;73.1
5709;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Groningen (PV);2021;0.08;6.09;14.65;29.0;2222.0;89.1
5710;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Groningen (PV);2022;0.07;6.56;13.22;26.0;2393.0;80.4
5711;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Groningen (PV);2023;0.08;5.68;13.68;28.0;2075.0;83.2
5712;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Fryslân (PV);2018;0.08;6.14;14.23;29.0;2241.0;86.6
5713;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Fryslân (PV);2019;0.09;7.56;15.45;33.0;2761.0;94.0
5714;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Fryslân (PV);2020;0.05;3.36;9.61;20.0;1230.0;58.6
5715;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Fryslân (PV);2021;0.08;5.62;13.61;28.0;2050.0;82.8
5716;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Fryslân (PV);2022;0.08;5.93;15.77;30.0;2165.0;95.9
5717;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Fryslân (PV);2023;0.07;5.74;13.17;27.0;2094.0;80.1
5718;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Drenthe (PV);2018;0.07;6.85;11.27;25.0;2500.0;68.6
5719;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Drenthe (PV);2019;0.06;4.46;10.99;21.0;1628.0;66.9
5720;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Drenthe (PV);2020;0.04;2.54;7.79;16.0;931.0;47.5
5721;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Drenthe (PV);2021;0.07;4.42;13.3;27.0;1614.0;80.9
5722;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Drenthe (PV);2022;0.08;4.75;13.96;28.0;1735.0;84.9
5723;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Drenthe (PV);2023;0.07;6.59;11.98;26.0;2404.0;72.9
5724;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Overijssel (PV);2018;0.06;5.22;10.29;22.0;1905.0;62.6
5725;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Overijssel (PV);2019;0.07;6.63;12.65;27.0;2420.0;76.9
5726;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Overijssel (PV);2020;0.06;3.5;10.84;22.0;1279.0;66.1
5727;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Overijssel (PV);2021;0.07;4.58;13.26;27.0;1670.0;80.7
5728;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Overijssel (PV);2022;0.06;3.84;10.48;22.0;1400.0;63.8
5729;Total;Population 6 years or older;Time travelled: 120 minutes or more;Lower bound 95% confidence interval;Overijssel (PV);2023;0.07;5.15;11.81;25.0;1881.0;71.8
