ID;VissoortenSchaalEnSchelpdieren;Perioden;Prijzen_1
5489;Tong;2011 april;11260.0
5490;Tong;2011 mei;12850.0
5491;Tong;2011 juni;12850.0
5492;Tong;2011 juli;11360.0
5493;Tong;2011 augustus;9820.0
5494;Tong;2011 september;10390.0
5495;Tong;2011 oktober;10290.0
5496;Tong;2011 november;10500.0
5497;Tong;2011 december;12010.0
5498;Tong;2011;11140.0
5499;Tong;2012 januari;11471.0
5500;Tong;2012 februari;10761.0
5501;Tong;2012 maart;9880.0
5502;Tong;2012 april;9392.0
5503;Tong;2012 mei;10251.0
5504;Tong;2012 juni;10361.0
5505;Tong;2012 juli;9030.0
5506;Tong;2012 augustus;8971.0
5507;Tong;2012 september;9608.0
5508;Tong;2012 oktober;8982.0
5509;Tong;2012 november;8827.0
5510;Tong;2012 december;9285.0
5511;Tong;2012;9652.0
5512;Tong;2013 januari;9588.0
5513;Tong;2013 februari;9767.0
5514;Tong;2013 maart;9274.0
5515;Tong;2013 april;8123.0
5516;Tong;2013 mei;8289.0
5517;Tong;2013 juni;8364.0
5518;Tong;2013 juli;7321.0
5519;Tong;2013 augustus;6965.0
5520;Tong;2013 september;7483.0
5521;Tong;2013 oktober;7731.0
5522;Tong;2013 november;8220.0
5523;Tong;2013 december;8168.0
5524;Tong;2013;8192.0
5525;Tong;2014 januari;8861.0
5526;Tong;2014 februari;9045.0
5527;Tong;2014 maart;6849.0
5528;Tong;2014 april;7442.0
5529;Tong;2014 mei;10590.0
5530;Tong;2014 juni;9304.0
5531;Tong;2014 juli;9477.0
5532;Tong;2014 augustus;10262.0
5533;Tong;2014 september;10431.0
5534;Tong;2014 oktober;10703.0
5535;Tong;2014 november;10608.0
5536;Tong;2014 december;10884.0
5537;Tong;2014 ;9549.0
5538;Tong;2015 januari;10527.0
5539;Tong;2015 februari;9509.0
5540;Tong;2015 maart;8664.0
5541;Tong;2015 april;9220.0
5542;Tong;2015 mei;11403.0
5543;Tong;2015 juni;11481.0
5544;Tong;2015 juli;10845.0
5545;Tong;2015  augustus;11123.0
5546;Tong;2015 september;11283.0
5547;Tong;2015 oktober;11300.0
5548;Tong;2015 november;11390.0
5549;Tong;2015 december;11039.0
5550;Tong;2015 ;10598.0
5551;Tong;2016  januari;11276.0
5552;Tong;2016 februari;10745.0
5553;Tong;2016 maart;10305.0
5554;Tong;2016 april;9514.0
5555;Tong;2016 mei;12268.0
5556;Tong;2016 juni;10630.0
5557;Tong;2016 juli;10103.0
5558;Tong;2016 augustus;11397.0
5559;Tong;2016 september;11472.0
5560;Tong;2016 oktober;11220.0
5561;Tong;2016 november;11372.0
5562;Tong;2016 december;10661.0
5563;Tong;2016;10891.0
5564;Tong;2017 januari;10003.0
5565;Tong;2017 februari;9841.0
5566;Tong;2017 maart;9283.0
5567;Tong;2017 april;8934.0
5568;Tong;2017 mei;11700.0
5569;Tong;2017 juni;11487.0
5570;Tong;2017 juli;12025.0
5571;Tong;2017 augustus;11852.0
5572;Tong;2017 september;12292.0
5573;Tong;2017 oktober;11479.0
5574;Tong;2017 november;10776.0
5575;Tong;2017 december;11160.0
5576;Tong;2017;10719.0
5577;Tong;2018 januari;12766.0
5578;Tong;2018 februari;12181.0
5579;Tong;2018 maart;11327.0
5580;Tong;2018 april;10348.0
5581;Tong;2018 mei;12209.0
5582;Tong;2018 juni;12846.0
5583;Tong;2018 juli;12452.0
5584;Tong;2018 augustus;10923.0
5585;Tong;2018 september;12115.0
5586;Tong;2018 oktober;10856.0
5587;Tong;2018 november;10884.0
5588;Tong;2018 december;12050.0
5589;Tong;2018;11580.0
5590;Tong;2019 januari;11352.0
5591;Tong;2019 februari;10915.0
5592;Tong;2019 maart;11512.0
5593;Tong;2019 april ;10139.0
5594;Tong;2019 mei;11279.0
5595;Tong;2019 juni;12644.0
5596;Tong;2019 juli;11708.0
5597;Tong;2019 augustus;11855.0
5598;Tong;2019 september;12003.0
5599;Tong;2019 oktober;12818.0
5600;Tong;2019 november;12721.0
5601;Tong;2019 december;13664.0
5602;Tong;2019;11815.0
5603;Tong;2020 januari;14543.0
5604;Tong;2020 februari;14430.0
5605;Tong;2020 maart;11745.0
5606;Tong;2020 april;9597.0
5607;Tong;2020 mei;11718.0
5608;Tong;2020 juni;11606.0
5609;Tong;2020 juli;10630.0
5610;Tong;2020 augustus;9986.0
5611;Tong;2020 september;8606.0
5612;Tong;2020 oktober;8161.0
5613;Tong;2020 november;7497.0
5614;Tong;2020 december;8673.0
5615;Tong;2020;10022.0
5616;Tong;2021 januari;9311.0
5617;Tong;2021 februari;7883.0
5618;Tong;2021 maart;7622.0
5619;Tong;2021 april;9036.0
5620;Tong;2021 mei;13212.0
5621;Tong;2021 juni;11569.0
5622;Tong;2021 juli;12969.0
5623;Tong;2021 augustus;13090.0
5624;Tong;2021 september;11933.0
5625;Tong;2021 oktober;13018.0
5626;Tong;2021 november;13032.0
5627;Tong;2021 december;13360.0
5628;Tong;2021 ;11055.0
5629;Tong;2022  januari;14328.0
5630;Tong;2022 februari;13902.0
5631;Tong;2022 maart;13997.0
5632;Tong;2022 april;14834.0
5633;Tong;2022 mei;16357.0
5634;Tong;2022 juni;18207.0
5635;Tong;2022 juli;18389.0
5636;Tong;2022 augustus;18739.0
5637;Tong;2022 september;16941.0
5638;Tong;2022 oktober;17109.0
5639;Tong;2022 november;17937.0
5640;Tong;2022 december;16779.0
5641;Tong;2022;15964.0
5642;Tong;2023 januari;18450.0
5643;Tong;2023 februari;16221.0
5644;Tong;2023 maart;16588.0
5645;Tong;2023 april;16486.0
5646;Tong;2023 mei;19254.0
5647;Tong;2023 juni;18019.0
5648;Tong;2023 juli;17020.0
5649;Tong;2023 augustus;16743.0
5650;Tong;2023 september;16989.0
5651;Tong;2023 oktober;15686.0
5652;Tong;2023 november;16009.0
5653;Tong;2023 december;15473.0
5654;Tong;2023;16701.0
5655;Tong;2024 januari;17514.0
5656;Tong;2024 februari;17066.0
5657;Tong;2024 maart;17535.0
5658;Tong;2024 april;17952.0
5659;Tong;2024 mei;19525.0
5660;Tong;2024 juni;16467.0
5661;Tong;2024 juli ;16191.0
5662;Tong;2024 augustus;16980.0
5663;Tong;2024 september;18850.0
5664;Tong;2024 oktober;17121.0
5665;Tong;2024 november;16198.0
5666;Tong;2024 december;18490.0
5667;Tong;2024 ;17335.0
5668;Tong;2025 januari;18009.0
5669;Tong;2025 februari;17268.0
5670;Wijting;1994 januari;957.0
5671;Wijting;1994 februari;980.0
5672;Wijting;1994 maart;1325.0
5673;Wijting;1994 april;1193.0
5674;Wijting;1994 mei;903.0
5675;Wijting;1994 juni;1003.0
5676;Wijting;1994 juli;803.0
5677;Wijting;1994 augustus;957.0
5678;Wijting;1994 september;853.0
5679;Wijting;1994 oktober;526.0
5680;Wijting;1994 november;481.0
5681;Wijting;1994 december;490.0
5682;Wijting;1994;740.0
5683;Wijting;1995 januari;926.0
5684;Wijting;1995 februari;912.0
5685;Wijting;1995 maart;1016.0
5686;Wijting;1995 april;889.0
5687;Wijting;1995 mei;790.0
5688;Wijting;1995 juni;799.0
5689;Wijting;1995 juli;694.0
5690;Wijting;1995 augustus;930.0
5691;Wijting;1995 september;957.0
5692;Wijting;1995 oktober;663.0
5693;Wijting;1995 november;454.0
5694;Wijting;1995 december;549.0
5695;Wijting;1995;744.0
5696;Wijting;1996 januari;903.0
5697;Wijting;1996 februari;749.0
5698;Wijting;1996 maart;685.0
5699;Wijting;1996 april;1075.0
5700;Wijting;1996 mei;1080.0
5701;Wijting;1996 juni;1007.0
5702;Wijting;1996 juli;930.0
5703;Wijting;1996 augustus;971.0
5704;Wijting;1996 september;967.0
5705;Wijting;1996 oktober;821.0
5706;Wijting;1996 november;767.0
5707;Wijting;1996 december;676.0
5708;Wijting;1996;853.0
5709;Wijting;1997 januari;622.0
5710;Wijting;1997 februari;926.0
5711;Wijting;1997 maart;685.0
5712;Wijting;1997 april;1085.0
5713;Wijting;1997 mei;1225.0
5714;Wijting;1997 juni;994.0
5715;Wijting;1997 juli;985.0
5716;Wijting;1997 augustus;1198.0
5717;Wijting;1997 september;1457.0
5718;Wijting;1997 oktober;1266.0
5719;Wijting;1997 november;917.0
5720;Wijting;1997 december;948.0
5721;Wijting;1997;935.0
5722;Wijting;1998 januari;985.0
5723;Wijting;1998 februari;962.0
5724;Wijting;1998 maart;1134.0
5725;Wijting;1998 april;1180.0
5726;Wijting;1998 mei;1085.0
5727;Wijting;1998 juni;1248.0
5728;Wijting;1998 juli;1171.0
5729;Wijting;1998 augustus;1153.0
5730;Wijting;1998 september;1597.0
5731;Wijting;1998 oktober;1620.0
5732;Wijting;1998 november;1193.0
5733;Wijting;1998 december;808.0
5734;Wijting;1998;1112.0
5735;Wijting;1999 januari;1144.0
5736;Wijting;1999 februari;1189.0
5737;Wijting;1999 maart;1216.0
5738;Wijting;1999 april;1162.0
5739;Wijting;1999 mei;781.0
5740;Wijting;1999 juni;917.0
5741;Wijting;1999 juli;912.0
5742;Wijting;1999 augustus;
5743;Wijting;1999 september;1162.0
5744;Wijting;1999 oktober;921.0
5745;Wijting;1999 november;
5746;Wijting;1999 december;
5747;Wijting;1999;957.0
5748;Wijting;2000 januari;898.0
5749;Wijting;2000 februari;1221.0
5750;Wijting;2000 maart;1497.0
5751;Wijting;2000 april;1289.0
5752;Wijting;2000 mei;1026.0
5753;Wijting;2000 juni;1094.0
5754;Wijting;2000 juli;1048.0
5755;Wijting;2000 augustus;1085.0
5756;Wijting;2000 september;1325.0
5757;Wijting;2000 oktober;971.0
5758;Wijting;2000 november;685.0
5759;Wijting;2000 december;703.0
5760;Wijting;2000;998.0
5761;Wijting;2001 januari;1003.0
5762;Wijting;2001 februari;1107.0
5763;Wijting;2001 maart;1266.0
5764;Wijting;2001 april;1307.0
5765;Wijting;2001 mei;808.0
5766;Wijting;2001 juni;862.0
5767;Wijting;2001 juli;817.0
5768;Wijting;2001 augustus;989.0
5769;Wijting;2001 september;1125.0
5770;Wijting;2001 oktober;794.0
5771;Wijting;2001 november;826.0
5772;Wijting;2001 december;626.0
5773;Wijting;2001;930.0
5774;Wijting;2002 januari;940.0
5775;Wijting;2002 februari;880.0
5776;Wijting;2002 maart;1030.0
5777;Wijting;2002 april;970.0
5778;Wijting;2002 mei;990.0
5779;Wijting;2002 juni;770.0
5780;Wijting;2002 juli;1140.0
5781;Wijting;2002 augustus;1260.0
5782;Wijting;2002 september;1390.0
5783;Wijting;2002 oktober;1080.0
5784;Wijting;2002 november;640.0
5785;Wijting;2002 december;560.0
5786;Wijting;2002;920.0
5787;Wijting;2003 januari;1220.0
5788;Wijting;2003 februari;810.0
5789;Wijting;2003 maart;1160.0
5790;Wijting;2003 april;1190.0
5791;Wijting;2003 mei;810.0
5792;Wijting;2003 juni;870.0
5793;Wijting;2003 juli;940.0
5794;Wijting;2003 augustus;1330.0
5795;Wijting;2003 september;1410.0
5796;Wijting;2003 oktober;970.0
5797;Wijting;2003 november;640.0
5798;Wijting;2003 december;710.0
5799;Wijting;2003;910.0
5800;Wijting;2004 januari;970.0
5801;Wijting;2004 februari;980.0
5802;Wijting;2004 maart;1210.0
5803;Wijting;2004 april;1370.0
5804;Wijting;2004 mei;1170.0
5805;Wijting;2004 juni;1120.0
5806;Wijting;2004 juli;1670.0
5807;Wijting;2004 augustus;1530.0
5808;Wijting;2004 september;2190.0
5809;Wijting;2004 oktober;1230.0
5810;Wijting;2004 november;990.0
5811;Wijting;2004 december;820.0
5812;Wijting;2004;1130.0
5813;Wijting;2005 januari;1270.0
5814;Wijting;2005 februari;1000.0
5815;Wijting;2005 maart;950.0
5816;Wijting;2005 april;1030.0
5817;Wijting;2005 mei;920.0
5818;Wijting;2005 juni;1170.0
5819;Wijting;2005 juli;1200.0
5820;Wijting;2005 augustus;1320.0
5821;Wijting;2005 september;1350.0
5822;Wijting;2005 oktober;1440.0
5823;Wijting;2005 november;1270.0
5824;Wijting;2005 december;1100.0
5825;Wijting;2005;1100.0
5826;Wijting;2006 januari;990.0
5827;Wijting;2006 februari;820.0
5828;Wijting;2006 maart;1190.0
5829;Wijting;2006 april;1180.0
5830;Wijting;2006 mei;1550.0
5831;Wijting;2006 juni;1300.0
5832;Wijting;2006 juli;1210.0
5833;Wijting;2006 augustus;1810.0
5834;Wijting;2006 september;1560.0
5835;Wijting;2006 oktober;1680.0
5836;Wijting;2006 november;2010.0
5837;Wijting;2006 december;1620.0
5838;Wijting;2006;1180.0
5839;Wijting;2007 januari;1850.0
5840;Wijting;2007 februari;1380.0
5841;Wijting;2007 maart;1400.0
5842;Wijting;2007 april;1440.0
5843;Wijting;2007 mei;1160.0
5844;Wijting;2007 juni;1110.0
5845;Wijting;2007 juli;1750.0
5846;Wijting;2007 augustus;1250.0
5847;Wijting;2007 september;1930.0
5848;Wijting;2007 oktober;1700.0
5849;Wijting;2007 november;1390.0
5850;Wijting;2007 december;1100.0
5851;Wijting;2007;1420.0
5852;Wijting;2008 januari;1480.0
5853;Wijting;2008 februari;970.0
5854;Wijting;2008 maart;1250.0
5855;Wijting;2008 april;690.0
5856;Wijting;2008 mei;1030.0
5857;Wijting;2008 juni;1110.0
5858;Wijting;2008 juli;1170.0
5859;Wijting;2008 augustus;1060.0
5860;Wijting;2008 september;1130.0
5861;Wijting;2008 oktober;950.0
5862;Wijting;2008 november;910.0
5863;Wijting;2008 december;
5864;Wijting;2008;970.0
5865;Wijting;2009 januari;650.0
5866;Wijting;2009 februari;750.0
5867;Wijting;2009 maart;
5868;Wijting;2009 april;
5869;Wijting;2009 mei;710.0
5870;Wijting;2009 juni;820.0
5871;Wijting;2009 juli;810.0
5872;Wijting;2009 augustus;1300.0
5873;Wijting;2009 september;1500.0
5874;Wijting;2009 oktober;950.0
5875;Wijting;2009 november;990.0
5876;Wijting;2009 december;940.0
5877;Wijting;2009;860.0
5878;Wijting;2010 januari;790.0
5879;Wijting;2010 februari;750.0
5880;Wijting;2010 maart;980.0
5881;Wijting;2010 april;980.0
5882;Wijting;2010 mei;940.0
5883;Wijting;2010 juni;760.0
5884;Wijting;2010 juli;1140.0
5885;Wijting;2010 augustus;1640.0
5886;Wijting;2010 september;1960.0
5887;Wijting;2010 oktober;1520.0
5888;Wijting;2010 november;1160.0
5889;Wijting;2010 december;890.0
5890;Wijting;2010;1010.0
5891;Wijting;2011 januari;920.0
5892;Wijting;2011 februari;1000.0
5893;Wijting;2011 maart;910.0
5894;Wijting;2011 april;1040.0
5895;Wijting;2011 mei;1260.0
5896;Wijting;2011 juni;1960.0
5897;Wijting;2011 juli;2040.0
5898;Wijting;2011 augustus;2310.0
5899;Wijting;2011 september;2170.0
5900;Wijting;2011 oktober;2060.0
5901;Wijting;2011 november;1400.0
5902;Wijting;2011 december;1800.0
5903;Wijting;2011;1230.0
5904;Wijting;2012 januari;1364.0
5905;Wijting;2012 februari;1099.0
5906;Wijting;2012 maart;1066.0
5907;Wijting;2012 april;1493.0
5908;Wijting;2012 mei;1387.0
5909;Wijting;2012 juni;1813.0
5910;Wijting;2012 juli;1730.0
5911;Wijting;2012 augustus;2029.0
5912;Wijting;2012 september;2482.0
5913;Wijting;2012 oktober;1853.0
5914;Wijting;2012 november;1817.0
5915;Wijting;2012 december;1321.0
5916;Wijting;2012;1469.0
5917;Wijting;2013 januari;1321.0
5918;Wijting;2013 februari;863.0
5919;Wijting;2013 maart;1075.0
5920;Wijting;2013 april;942.0
5921;Wijting;2013 mei;1508.0
5922;Wijting;2013 juni;1605.0
5923;Wijting;2013 juli;1047.0
5924;Wijting;2013 augustus;1561.0
5925;Wijting;2013 september;2046.0
5926;Wijting;2013 oktober;2005.0
5927;Wijting;2013 november;2187.0
5928;Wijting;2013 december;1419.0
5929;Wijting;2013;1265.0
5930;Wijting;2014 januari;1041.0
5931;Wijting;2014 februari;1291.0
5932;Wijting;2014 maart;830.0
5933;Wijting;2014 april;836.0
5934;Wijting;2014 mei;1381.0
5935;Wijting;2014 juni;1544.0
5936;Wijting;2014 juli;1710.0
5937;Wijting;2014 augustus;2582.0
5938;Wijting;2014 september;2896.0
5939;Wijting;2014 oktober;2253.0
5940;Wijting;2014 november;1996.0
5941;Wijting;2014 december;1622.0
5942;Wijting;2014 ;1290.0
5943;Wijting;2015 januari;1305.0
5944;Wijting;2015 februari;763.0
5945;Wijting;2015 maart;805.0
5946;Wijting;2015 april;707.0
5947;Wijting;2015 mei;1065.0
5948;Wijting;2015 juni;1249.0
5949;Wijting;2015 juli;1623.0
5950;Wijting;2015  augustus;1525.0
5951;Wijting;2015 september;2079.0
5952;Wijting;2015 oktober;1524.0
5953;Wijting;2015 november;1235.0
5954;Wijting;2015 december;1235.0
5955;Wijting;2015 ;1049.0
5956;Wijting;2016  januari;981.0
5957;Wijting;2016 februari;860.0
5958;Wijting;2016 maart;819.0
5959;Wijting;2016 april;836.0
5960;Wijting;2016 mei;1333.0
5961;Wijting;2016 juni;1375.0
5962;Wijting;2016 juli;1080.0
5963;Wijting;2016 augustus;1460.0
5964;Wijting;2016 september;1812.0
5965;Wijting;2016 oktober;2002.0
5966;Wijting;2016 november;1406.0
5967;Wijting;2016 december;948.0
5968;Wijting;2016;1091.0
5969;Wijting;2017 januari;1045.0
5970;Wijting;2017 februari;870.0
5971;Wijting;2017 maart;823.0
5972;Wijting;2017 april;1083.0
5973;Wijting;2017 mei;1586.0
5974;Wijting;2017 juni;1717.0
5975;Wijting;2017 juli;1923.0
5976;Wijting;2017 augustus;1951.0
5977;Wijting;2017 september;1998.0
5978;Wijting;2017 oktober;1471.0
5979;Wijting;2017 november;1028.0
5980;Wijting;2017 december;2041.0
5981;Wijting;2017;1222.0
5982;Wijting;2018 januari;1089.0
5983;Wijting;2018 februari;804.0
5984;Wijting;2018 maart;957.0
5985;Wijting;2018 april;1117.0
5986;Wijting;2018 mei;1246.0
5987;Wijting;2018 juni;1356.0
5988;Wijting;2018 juli;1082.0
5989;Wijting;2018 augustus;1183.0
5990;Wijting;2018 september;1608.0
5991;Wijting;2018 oktober;1411.0
5992;Wijting;2018 november;1015.0
5993;Wijting;2018 december;770.0
5994;Wijting;2018;1055.0
5995;Wijting;2019 januari;1004.0
5996;Wijting;2019 februari;969.0
5997;Wijting;2019 maart;1048.0
5998;Wijting;2019 april ;1030.0
5999;Wijting;2019 mei;1433.0
6000;Wijting;2019 juni;1422.0
6001;Wijting;2019 juli;1754.0
6002;Wijting;2019 augustus;1559.0
6003;Wijting;2019 september;1877.0
6004;Wijting;2019 oktober;1501.0
6005;Wijting;2019 november;1164.0
6006;Wijting;2019 december;841.0
6007;Wijting;2019;1157.0
6008;Wijting;2020 januari;1155.0
6009;Wijting;2020 februari;1289.0
6010;Wijting;2020 maart;846.0
6011;Wijting;2020 april;1081.0
6012;Wijting;2020 mei;1939.0
6013;Wijting;2020 juni;1821.0
6014;Wijting;2020 juli;1516.0
6015;Wijting;2020 augustus;1773.0
6016;Wijting;2020 september;1784.0
6017;Wijting;2020 oktober;1376.0
6018;Wijting;2020 november;1162.0
6019;Wijting;2020 december;811.0
6020;Wijting;2020;1252.0
6021;Wijting;2021 januari;1286.0
6022;Wijting;2021 februari;727.0
6023;Wijting;2021 maart;965.0
6024;Wijting;2021 april;1497.0
6025;Wijting;2021 mei;1801.0
6026;Wijting;2021 juni;1681.0
6027;Wijting;2021 juli;1445.0
6028;Wijting;2021 augustus;1650.0
6029;Wijting;2021 september;1728.0
6030;Wijting;2021 oktober;1520.0
6031;Wijting;2021 november;840.0
6032;Wijting;2021 december;800.0
6033;Wijting;2021 ;1240.0
6034;Wijting;2022  januari;970.0
6035;Wijting;2022 februari;1126.0
6036;Wijting;2022 maart;808.0
6037;Wijting;2022 april;1292.0
6038;Wijting;2022 mei;1308.0
6039;Wijting;2022 juni;1687.0
6040;Wijting;2022 juli;1829.0
6041;Wijting;2022 augustus;1847.0
6042;Wijting;2022 september;1987.0
6043;Wijting;2022 oktober;2100.0
6044;Wijting;2022 november;1833.0
6045;Wijting;2022 december;805.0
6046;Wijting;2022;1273.0
6047;Wijting;2023 januari;1185.0
6048;Wijting;2023 februari;704.0
6049;Wijting;2023 maart;898.0
6050;Wijting;2023 april;852.0
6051;Wijting;2023 mei;1254.0
6052;Wijting;2023 juni;1524.0
6053;Wijting;2023 juli;1477.0
6054;Wijting;2023 augustus;2413.0
6055;Wijting;2023 september;1984.0
6056;Wijting;2023 oktober;1149.0
6057;Wijting;2023 november;1028.0
6058;Wijting;2023 december;697.0
6059;Wijting;2023;1035.0
6060;Wijting;2024 januari;724.0
6061;Wijting;2024 februari;549.0
6062;Wijting;2024 maart;619.0
6063;Wijting;2024 april;1569.0
6064;Wijting;2024 mei;1224.0
6065;Wijting;2024 juni;1584.0
6066;Wijting;2024 juli ;1744.0
6067;Wijting;2024 augustus;2143.0
6068;Wijting;2024 september;2335.0
6069;Wijting;2024 oktober;1355.0
6070;Wijting;2024 november;1015.0
6071;Wijting;2024 december;463.0
6072;Wijting;2024 ;934.0
6073;Wijting;2025 januari;623.0
6074;Wijting;2025 februari;578.0
6075;Zeebaars;1994 januari;
6076;Zeebaars;1994 februari;
6077;Zeebaars;1994 maart;
6078;Zeebaars;1994 april;
6079;Zeebaars;1994 mei;
6080;Zeebaars;1994 juni;
6081;Zeebaars;1994 juli;
6082;Zeebaars;1994 augustus;
6083;Zeebaars;1994 september;
6084;Zeebaars;1994 oktober;
6085;Zeebaars;1994 november;
6086;Zeebaars;1994 december;
6087;Zeebaars;1994;
6088;Zeebaars;1995 januari;
6089;Zeebaars;1995 februari;
6090;Zeebaars;1995 maart;
6091;Zeebaars;1995 april;
6092;Zeebaars;1995 mei;
6093;Zeebaars;1995 juni;
6094;Zeebaars;1995 juli;
6095;Zeebaars;1995 augustus;
6096;Zeebaars;1995 september;
6097;Zeebaars;1995 oktober;
6098;Zeebaars;1995 november;
6099;Zeebaars;1995 december;
6100;Zeebaars;1995;
6101;Zeebaars;1996 januari;
6102;Zeebaars;1996 februari;
6103;Zeebaars;1996 maart;
6104;Zeebaars;1996 april;
6105;Zeebaars;1996 mei;
6106;Zeebaars;1996 juni;
6107;Zeebaars;1996 juli;
6108;Zeebaars;1996 augustus;
6109;Zeebaars;1996 september;
6110;Zeebaars;1996 oktober;
6111;Zeebaars;1996 november;
6112;Zeebaars;1996 december;
6113;Zeebaars;1996;
6114;Zeebaars;1997 januari;
6115;Zeebaars;1997 februari;
6116;Zeebaars;1997 maart;
6117;Zeebaars;1997 april;
6118;Zeebaars;1997 mei;
6119;Zeebaars;1997 juni;
6120;Zeebaars;1997 juli;
6121;Zeebaars;1997 augustus;
6122;Zeebaars;1997 september;
6123;Zeebaars;1997 oktober;
6124;Zeebaars;1997 november;
6125;Zeebaars;1997 december;
6126;Zeebaars;1997;
6127;Zeebaars;1998 januari;
6128;Zeebaars;1998 februari;
6129;Zeebaars;1998 maart;
6130;Zeebaars;1998 april;
6131;Zeebaars;1998 mei;
6132;Zeebaars;1998 juni;
6133;Zeebaars;1998 juli;
6134;Zeebaars;1998 augustus;
6135;Zeebaars;1998 september;
6136;Zeebaars;1998 oktober;
6137;Zeebaars;1998 november;
6138;Zeebaars;1998 december;
6139;Zeebaars;1998;
6140;Zeebaars;1999 januari;
6141;Zeebaars;1999 februari;
6142;Zeebaars;1999 maart;
6143;Zeebaars;1999 april;
6144;Zeebaars;1999 mei;
6145;Zeebaars;1999 juni;
6146;Zeebaars;1999 juli;
6147;Zeebaars;1999 augustus;
6148;Zeebaars;1999 september;
6149;Zeebaars;1999 oktober;
6150;Zeebaars;1999 november;
6151;Zeebaars;1999 december;
6152;Zeebaars;1999;
6153;Zeebaars;2000 januari;
6154;Zeebaars;2000 februari;
6155;Zeebaars;2000 maart;
6156;Zeebaars;2000 april;
6157;Zeebaars;2000 mei;
6158;Zeebaars;2000 juni;
6159;Zeebaars;2000 juli;
6160;Zeebaars;2000 augustus;
6161;Zeebaars;2000 september;
6162;Zeebaars;2000 oktober;
6163;Zeebaars;2000 november;
6164;Zeebaars;2000 december;
6165;Zeebaars;2000;
6166;Zeebaars;2001 januari;
6167;Zeebaars;2001 februari;
6168;Zeebaars;2001 maart;
6169;Zeebaars;2001 april;
6170;Zeebaars;2001 mei;
6171;Zeebaars;2001 juni;
6172;Zeebaars;2001 juli;
6173;Zeebaars;2001 augustus;
6174;Zeebaars;2001 september;
6175;Zeebaars;2001 oktober;
6176;Zeebaars;2001 november;
6177;Zeebaars;2001 december;
6178;Zeebaars;2001;
6179;Zeebaars;2002 januari;
6180;Zeebaars;2002 februari;
6181;Zeebaars;2002 maart;
6182;Zeebaars;2002 april;
6183;Zeebaars;2002 mei;
6184;Zeebaars;2002 juni;
6185;Zeebaars;2002 juli;
6186;Zeebaars;2002 augustus;
6187;Zeebaars;2002 september;
6188;Zeebaars;2002 oktober;
6189;Zeebaars;2002 november;
6190;Zeebaars;2002 december;
6191;Zeebaars;2002;
6192;Zeebaars;2003 januari;
6193;Zeebaars;2003 februari;
6194;Zeebaars;2003 maart;
6195;Zeebaars;2003 april;
6196;Zeebaars;2003 mei;
6197;Zeebaars;2003 juni;
6198;Zeebaars;2003 juli;
6199;Zeebaars;2003 augustus;
6200;Zeebaars;2003 september;
6201;Zeebaars;2003 oktober;
6202;Zeebaars;2003 november;
6203;Zeebaars;2003 december;
6204;Zeebaars;2003;
6205;Zeebaars;2004 januari;
6206;Zeebaars;2004 februari;
6207;Zeebaars;2004 maart;
6208;Zeebaars;2004 april;
6209;Zeebaars;2004 mei;
6210;Zeebaars;2004 juni;
6211;Zeebaars;2004 juli;
6212;Zeebaars;2004 augustus;
6213;Zeebaars;2004 september;
6214;Zeebaars;2004 oktober;
6215;Zeebaars;2004 november;
6216;Zeebaars;2004 december;
6217;Zeebaars;2004;
6218;Zeebaars;2005 januari;
6219;Zeebaars;2005 februari;
6220;Zeebaars;2005 maart;
6221;Zeebaars;2005 april;
6222;Zeebaars;2005 mei;
6223;Zeebaars;2005 juni;
6224;Zeebaars;2005 juli;
6225;Zeebaars;2005 augustus;
6226;Zeebaars;2005 september;
6227;Zeebaars;2005 oktober;
6228;Zeebaars;2005 november;
6229;Zeebaars;2005 december;
6230;Zeebaars;2005;
6231;Zeebaars;2006 januari;5697.0
6232;Zeebaars;2006 februari;5628.0
6233;Zeebaars;2006 maart;6402.0
6234;Zeebaars;2006 april;
