ID;Persoonskenmerken;Marges;Perioden;WegenPadenPleintjesGoedOnderhouden_1;PlantsoenenEnParkenGoedOnderhouden_2;BuitenGoedVerlicht_3;GoedeSpeelplekkenVoorKinderen_4;GoedeVoorzieningenVoorJongeren_5;FysiekeVoorzieningenSchaalscore_6;MensenKennenElkaarNauwelijks_7;MensenGaanPrettigMetElkaarOm_8;GezelligeBuurtMetVeelSaamhorigheid_9;VoelMijThuisBijMensenInDezeBuurt_10;VeelContactMetAndereBuurtbewoners_11;TevredenMetSamenstellingBevolking_12;SocialeCohesieSchaalscore_13;VooruitGegaan_14;AchteruitGegaan_15;GelijkGebleven_16;RapportcijferLeefbaarheidWoonbuurt_17;ZeerTevreden_18;NietTevredenNietOntevreden_19;ZeerOntevreden_20;GeenOordeel_21;HeeftAandachtVerbeterenLeefbaarheid_22;InformeertBuurtMbtAanpakLeefbaarheid_23;BetrektBuurtBijAanpakLeefbaarheid_24;EenOfMeerVormenKomenVoor_25;ErvaartEenOfMeerVormenVanOverlast_26;RommelOpStraat_27;StraatmeubilairDatVernieldIs_28;BekladdeMurenOfGebouwen_29;Hondenpoep_30;EenOfMeerVormenFysiekeVerloedering_31;RommelOpStraat_32;StraatmeubilairDatVernieldIs_33;BekladdeMurenOfGebouwen_34;Hondenpoep_35;EenOfMeerVormenFysiekeVerloedering_36;DronkenMensenOpStraat_37;DrugsgebruikOfDrugshandel_38;OverlastDoorBuurtbewoners_39;MensenWordenOpStraatLastiggevallen_40;RondhangendeJongeren_41;EenOfMeerVormenVanSocialeOverlast_42;DronkenMensenOpStraat_43;DrugsgebruikOfDrugshandel_44;OverlastDoorBuurtbewoners_45;MensenWordenOpStraatLastiggevallen_46;RondhangendeJongeren_47;EenOfMeerVormenVanSocialeOverlast_48;TeHardRijden_49;Parkeerproblemen_50;AgressiefGedragInVerkeer_51;EenOfMeerVormenVanVerkeersoverlast_52;TeHardRijden_53;Parkeerproblemen_54;AgressiefGedragInVerkeer_55;EenOfMeerVormenVanVerkeersoverlast_56;KomtWeleensVoor_57;ErvaartVeelOverlast_58
351;Migratieachtergrond: Turkije;Waarde;2013;67.1;62.9;72.5;56.4;29.9;6.0;35.2;57.5;36.8;50.7;38.8;58.6;5.6;14.7;16.8;61.9;6.4;32.0;24.3;16.8;26.9;41.8;38.6;35.0;92.7;62.0;55.8;36.0;25.4;64.7;80.2;11.2;7.0;4.5;29.3;34.9;38.5;35.7;36.0;23.3;51.9;71.9;12.3;11.8;10.7;5.6;18.3;30.7;60.9;58.1;34.1;77.2;23.6;30.3;9.5;41.8;22.0;6.2
352;Migratieachtergrond: Turkije;Waarde;2014;67.7;65.9;72.5;58.6;29.0;6.0;39.2;62.0;40.2;53.3;44.2;56.4;5.6;17.0;19.0;58.8;6.6;32.5;26.2;16.5;24.8;40.5;39.3;34.7;94.0;61.5;56.9;34.9;29.6;66.6;80.9;13.9;8.5;5.4;29.0;35.9;40.8;33.7;35.9;22.7;52.3;69.6;11.8;11.9;11.5;5.1;15.7;30.1;59.5;55.4;34.6;76.7;24.5;29.2;9.2;41.7;22.6;6.0
353;Migratieachtergrond: Turkije;Waarde;2015;68.0;64.7;72.3;57.5;29.0;6.1;38.9;55.3;39.1;53.9;41.6;56.8;5.7;13.7;18.0;61.6;6.6;36.4;24.3;16.0;23.3;44.7;40.9;35.6;91.7;58.0;56.1;37.5;26.7;61.6;78.7;13.5;6.9;3.7;30.3;37.7;32.9;31.8;33.3;21.5;48.8;64.1;9.6;11.3;9.8;5.7;14.6;25.8;59.5;56.4;34.4;78.5;20.9;27.5;8.9;38.9;19.2;4.9
354;Migratieachtergrond: Turkije;Waarde;2016;68.2;65.6;73.6;55.7;30.6;6.1;34.2;59.3;39.3;52.3;40.2;58.1;5.8;18.1;16.5;59.5;6.8;37.5;23.9;13.2;25.4;47.7;44.9;39.9;94.4;59.7;58.1;38.1;27.7;63.1;80.7;12.8;6.2;3.2;28.9;36.1;39.6;36.9;37.2;23.9;53.3;73.5;9.3;11.6;9.0;3.4;14.4;26.6;60.3;59.4;36.5;79.3;22.8;28.8;9.6;42.6;20.3;3.4
355;Migratieachtergrond: Turkije;Waarde;2017;69.0;64.3;72.8;58.0;29.5;6.1;33.2;61.3;40.2;54.8;38.4;58.7;5.8;14.1;16.9;62.1;6.7;35.6;24.5;13.9;26.0;45.5;40.6;35.0;93.1;58.1;58.3;37.0;28.7;57.7;78.0;13.8;6.4;3.7;26.1;34.2;35.5;32.7;34.6;21.1;49.2;68.6;7.3;9.2;8.4;3.6;13.5;22.7;57.3;59.2;33.1;76.5;24.3;30.4;11.5;43.0;18.4;3.6
356;Migratieachtergrond: Turkije;Waarde;2019;67.9;64.7;73.0;62.3;30.8;6.3;34.5;63.9;42.0;58.2;39.9;59.8;5.9;17.2;17.5;60.7;6.9;40.8;25.1;13.4;20.7;48.4;44.8;40.2;92.4;60.1;57.3;34.9;24.9;57.7;78.0;16.1;7.9;2.8;23.9;34.4;34.5;30.5;35.8;16.3;44.1;65.0;9.0;9.8;9.8;3.2;12.1;24.6;60.8;61.9;35.9;78.3;26.6;31.9;10.6;44.8;17.1;4.2
357;Migratieachtergrond: Turkije;Betrouwbaarheidsmarge;2012;4.3;4.5;4.2;4.5;3.8;0.2;4.4;4.6;4.4;4.6;4.5;4.6;0.2;3.4;3.7;4.5;0.1;4.2;4.1;3.1;4.1;5.3;5.3;4.8;2.1;4.4;4.4;4.5;4.4;4.3;3.5;3.7;2.7;1.4;4.3;4.5;4.4;4.2;4.4;3.7;4.6;4.1;2.8;3.1;3.0;2.3;3.6;4.3;4.4;4.5;4.5;3.7;4.1;4.2;3.3;4.6;3.7;1.8
358;Migratieachtergrond: Turkije;Betrouwbaarheidsmarge;2013;3.3;3.4;3.1;3.5;3.3;0.1;3.4;3.5;3.4;3.5;3.4;3.5;0.1;2.4;2.7;3.4;0.1;3.3;3.0;2.7;3.2;4.0;4.0;3.9;1.9;3.5;3.5;3.4;3.1;3.4;2.9;2.0;1.8;1.5;3.2;3.3;3.4;3.4;3.4;3.0;3.5;3.2;2.3;2.2;2.2;1.5;2.7;3.2;3.4;3.5;3.3;3.0;3.0;3.3;2.0;3.5;3.0;1.8
359;Migratieachtergrond: Turkije;Betrouwbaarheidsmarge;2014;3.5;3.6;3.4;3.7;3.4;0.2;3.7;3.6;3.7;3.8;3.8;3.7;0.2;2.9;2.9;3.7;0.1;3.5;3.4;2.8;3.3;4.2;4.2;4.1;1.8;3.7;3.8;3.6;3.4;3.6;3.0;2.6;2.1;1.7;3.4;3.6;3.7;3.5;3.6;3.2;3.8;3.5;2.4;2.4;2.4;1.6;2.7;3.4;3.7;3.8;3.6;3.2;3.2;3.5;2.1;3.7;3.1;1.7
360;Migratieachtergrond: Turkije;Betrouwbaarheidsmarge;2015;3.5;3.6;3.3;3.7;3.3;0.2;3.6;3.7;3.6;3.7;3.7;3.7;0.1;2.5;2.8;3.6;0.1;3.6;3.1;2.8;3.1;4.2;4.2;4.0;2.1;3.7;3.7;3.6;3.3;3.6;3.1;2.5;1.9;1.4;3.4;3.6;3.4;3.4;3.5;3.0;3.7;3.6;2.2;2.3;2.1;1.7;2.6;3.2;3.7;3.7;3.5;3.0;2.9;3.3;2.0;3.6;2.9;1.5
361;Migratieachtergrond: Turkije;Betrouwbaarheidsmarge;2016;3.4;3.5;3.2;3.7;3.4;0.2;3.5;3.6;3.6;3.7;3.6;3.6;0.1;2.9;2.7;3.6;0.1;3.6;3.2;2.4;3.2;4.3;4.3;4.2;1.7;3.7;3.7;3.5;3.3;3.6;3.0;2.3;1.6;1.2;3.3;3.5;3.6;3.6;3.6;3.1;3.7;3.3;2.0;2.3;2.1;1.2;2.5;3.2;3.7;3.6;3.5;3.0;3.0;3.4;2.1;3.7;2.9;1.2
362;Migratieachtergrond: Turkije;Betrouwbaarheidsmarge;2017;3.2;3.4;3.1;3.5;3.2;0.2;3.3;3.4;3.4;3.5;3.4;3.5;0.1;2.4;2.6;3.4;0.1;3.4;3.0;2.4;3.1;4.1;4.1;4.0;1.8;3.5;3.5;3.4;3.2;3.5;3.0;2.4;1.6;1.3;3.1;3.3;3.4;3.3;3.3;2.9;3.5;3.2;1.8;2.0;1.9;1.3;2.3;2.9;3.5;3.5;3.3;3.0;3.0;3.2;2.3;3.5;2.7;1.2
363;Migratieachtergrond: Turkije;Betrouwbaarheidsmarge;2019;3.0;3.0;2.8;3.1;3.0;0.1;3.0;3.0;3.2;3.1;3.1;3.1;0.1;2.5;2.4;3.1;0.1;3.2;2.8;2.1;2.5;3.6;3.6;3.6;1.7;3.1;3.2;3.0;2.7;3.1;2.7;2.3;1.6;0.9;2.7;3.0;3.0;2.9;3.1;2.3;3.2;3.1;1.7;1.8;1.8;1.1;2.0;2.7;3.1;3.1;3.0;2.7;2.8;2.9;1.8;3.1;2.3;1.1
364;Migratieachtergrond: Marokko;Waarde;2012;69.6;67.3;69.6;57.1;25.7;6.1;34.8;56.5;36.4;54.8;40.3;60.7;5.7;24.2;21.2;48.9;6.5;34.5;24.0;15.9;25.5;46.4;44.0;36.7;91.8;62.8;57.7;40.3;35.4;69.5;83.4;14.9;12.5;6.8;34.8;45.8;31.7;31.1;33.4;20.8;50.3;65.9;10.9;13.7;10.4;4.6;15.7;26.7;57.6;52.4;29.1;70.9;26.1;26.8;12.2;40.5;19.6;4.8
365;Migratieachtergrond: Marokko;Waarde;2013;65.7;63.2;71.6;57.6;24.9;6.0;31.8;55.2;35.1;49.9;42.4;55.8;5.7;19.8;18.9;52.6;6.6;38.0;26.5;10.2;25.4;52.7;51.1;43.0;92.2;60.5;55.9;39.1;31.1;64.5;82.0;14.6;6.8;3.8;29.1;37.6;40.1;35.2;34.7;24.2;51.6;70.3;10.1;11.8;8.1;4.0;15.1;27.3;64.2;55.9;34.8;78.4;22.9;24.6;8.5;37.6;20.6;3.6
366;Migratieachtergrond: Marokko;Waarde;2014;65.9;65.4;70.0;59.0;27.3;6.1;32.8;55.4;37.2;51.7;40.3;55.3;5.7;23.2;17.4;50.8;6.7;33.6;19.6;15.2;31.6;46.8;43.4;36.7;93.8;57.0;60.5;37.6;30.0;64.2;81.7;13.7;7.6;3.1;27.5;37.1;38.1;32.7;40.4;21.7;52.6;70.8;7.6;8.1;11.4;2.3;12.4;25.8;57.7;54.6;35.3;77.0;22.3;22.0;7.7;37.0;20.4;3.7
367;Migratieachtergrond: Marokko;Waarde;2015;68.4;62.8;69.2;60.0;28.7;6.1;30.5;59.2;35.9;53.8;40.2;61.1;5.8;19.0;16.8;56.2;6.7;34.0;22.8;11.7;31.5;47.1;46.6;39.5;93.3;55.9;59.9;43.0;32.8;62.8;84.0;14.3;10.1;4.4;26.6;37.5;39.6;36.1;38.9;27.9;50.6;67.7;9.6;8.4;11.0;3.4;14.3;25.6;64.3;53.8;38.2;77.5;22.5;19.9;9.4;33.2;25.3;4.7
368;Migratieachtergrond: Marokko;Waarde;2016;69.2;68.5;73.0;59.7;29.6;6.4;27.4;63.6;42.3;55.5;40.8;61.9;5.9;18.5;15.2;57.5;6.9;42.7;17.7;10.3;29.3;56.2;52.5;45.0;91.8;53.8;56.7;38.0;26.0;63.9;80.5;12.7;7.4;2.9;27.8;36.4;35.6;31.2;34.1;20.3;45.0;63.5;8.4;9.5;8.8;2.9;13.3;24.1;60.4;51.0;31.6;73.4;21.2;18.3;8.2;32.9;19.0;3.5
369;Migratieachtergrond: Marokko;Waarde;2017;66.0;66.4;69.6;62.0;32.7;6.2;31.7;60.4;38.1;52.9;40.6;60.0;5.8;20.7;15.2;56.3;6.9;41.3;20.6;9.7;28.4;54.9;48.8;41.2;92.2;51.6;59.7;36.5;26.3;59.7;78.8;13.5;6.4;2.3;25.6;31.9;32.8;30.0;35.9;17.5;44.5;61.8;5.8;6.5;8.1;2.8;10.7;19.5;59.7;51.8;32.1;74.0;22.7;20.7;8.2;35.3;17.5;3.7
370;Migratieachtergrond: Marokko;Waarde;2019;72.6;69.3;73.3;63.7;31.5;6.5;28.1;64.1;35.7;56.1;39.2;63.7;6.0;22.0;15.7;57.4;7.1;44.2;18.5;8.9;28.4;61.0;51.4;46.8;91.8;52.8;56.8;40.1;25.3;57.7;81.3;13.9;7.4;3.1;22.0;32.3;28.2;25.3;31.5;12.6;41.4;61.6;7.1;6.6;7.4;2.2;7.9;18.7;60.4;52.9;31.0;76.7;21.1;25.4;7.8;35.9;14.2;3.6
371;Migratieachtergrond: Marokko;Betrouwbaarheidsmarge;2012;5.7;5.8;5.6;6.1;5.4;0.3;6.0;6.1;6.0;6.1;6.0;6.1;0.2;5.4;5.0;6.2;0.2;5.8;5.5;4.5;5.2;7.2;7.2;7.0;3.7;6.0;6.0;6.1;6.1;5.8;4.7;4.7;4.5;3.4;5.8;6.2;5.8;5.7;5.8;5.0;6.2;5.8;4.3;4.5;3.8;2.7;4.5;5.5;6.1;6.2;5.5;5.7;5.4;5.6;4.2;6.1;5.0;2.8
372;Migratieachtergrond: Marokko;Betrouwbaarheidsmarge;2013;4.2;4.3;4.0;4.4;3.8;0.2;4.1;4.4;4.3;4.4;4.4;4.4;0.2;3.5;3.4;4.4;0.1;4.3;4.0;2.7;3.7;5.2;5.2;5.2;2.5;4.3;4.4;4.3;4.1;4.3;3.5;3.1;2.2;1.7;4.0;4.3;4.3;4.2;4.2;3.8;4.4;4.0;2.7;2.9;2.3;1.7;3.2;4.0;4.2;4.4;4.2;3.6;3.7;3.8;2.6;4.3;3.5;1.5
373;Migratieachtergrond: Marokko;Betrouwbaarheidsmarge;2014;4.3;4.4;4.2;4.5;4.1;0.2;4.3;4.6;4.5;4.6;4.5;4.6;0.2;4.0;3.5;4.6;0.2;4.4;3.6;3.3;4.2;5.6;5.5;5.4;2.3;4.6;4.5;4.4;4.2;4.4;3.6;3.1;2.5;1.6;4.1;4.4;4.5;4.3;4.5;3.7;4.6;4.2;2.5;2.5;2.9;1.3;3.0;4.0;4.5;4.6;4.4;3.9;3.9;3.7;2.3;4.4;3.6;1.6
374;Migratieachtergrond: Marokko;Betrouwbaarheidsmarge;2015;4.3;4.6;4.3;4.6;4.3;0.2;4.3;4.6;4.5;4.7;4.6;4.5;0.2;3.7;3.6;4.7;0.2;4.4;3.9;3.1;4.3;5.6;5.6;5.6;2.3;4.7;4.6;4.6;4.5;4.5;3.4;3.2;2.9;2.0;4.1;4.5;4.6;4.5;4.6;4.3;4.7;4.4;2.8;2.6;3.0;1.7;3.3;4.1;4.4;4.7;4.6;3.8;3.8;3.7;2.7;4.4;4.1;2.0
375;Migratieachtergrond: Marokko;Betrouwbaarheidsmarge;2016;4.2;4.2;4.0;4.5;4.1;0.2;4.1;4.4;4.5;4.5;4.4;4.4;0.2;3.5;3.2;4.5;0.2;4.5;3.6;2.7;4.1;5.4;5.4;5.4;2.4;4.5;4.5;4.4;4.0;4.3;3.5;3.0;2.4;1.6;4.1;4.4;4.4;4.2;4.3;3.7;4.5;4.3;2.7;2.6;2.6;1.6;3.2;4.0;4.4;4.5;4.2;4.0;3.7;3.5;2.6;4.3;3.5;1.7
376;Migratieachtergrond: Marokko;Betrouwbaarheidsmarge;2017;4.1;4.1;4.0;4.2;4.1;0.2;4.0;4.2;4.2;4.3;4.2;4.2;0.2;3.6;3.0;4.3;0.1;4.3;3.5;2.5;3.8;5.1;5.2;5.1;2.3;4.3;4.2;4.2;3.8;4.2;3.5;3.0;2.0;1.3;3.8;4.1;4.1;3.9;4.2;3.3;4.3;4.2;2.0;2.0;2.3;1.4;2.6;3.4;4.2;4.3;4.0;3.7;3.6;3.5;2.3;4.1;3.3;1.5
377;Migratieachtergrond: Marokko;Betrouwbaarheidsmarge;2019;3.4;3.5;3.4;3.7;3.6;0.2;3.4;3.6;3.6;3.8;3.7;3.7;0.1;3.2;2.7;3.8;0.1;3.8;2.9;2.0;3.5;4.3;4.4;4.5;2.2;3.8;3.8;3.7;3.3;3.8;3.0;2.6;2.0;1.3;3.1;3.6;3.3;3.2;3.5;2.4;3.7;3.7;1.8;1.8;2.0;1.0;1.9;2.9;3.7;3.8;3.5;3.2;3.1;3.2;2.0;3.6;2.4;1.3
378;Onderwijsniveau: laag onderwijs;Waarde;2012;65.3;64.2;77.1;60.1;23.8;6.2;24.8;64.7;43.9;62.4;41.4;66.7;6.2;9.7;16.7;69.4;7.3;34.0;26.9;10.9;28.2;44.4;38.5;33.1;94.0;46.1;55.5;34.7;28.1;71.1;82.5;6.9;3.6;2.2;21.1;25.6;27.0;26.8;27.7;17.1;40.9;81.5;3.1;4.2;4.9;1.7;6.9;94.0;71.7;49.9;33.0;81.5;24.1;17.2;6.7;33.1;16.8;1.7
379;Onderwijsniveau: laag onderwijs;Waarde;2013;64.0;63.6;77.6;59.6;23.9;6.2;25.0;64.2;43.8;61.7;41.1;65.2;6.2;8.1;16.5;71.0;7.3;33.1;26.4;11.6;28.9;42.1;38.3;33.3;93.2;46.0;53.7;32.4;26.0;70.6;81.8;6.6;3.2;1.9;21.1;25.2;25.6;26.1;28.2;16.7;38.5;54.5;2.8;4.1;4.9;1.4;6.3;12.4;72.3;48.5;33.3;81.0;24.4;16.6;6.5;33.1;16.3;1.6
380;Onderwijsniveau: laag onderwijs;Waarde;2014;64.5;64.3;77.1;61.6;24.8;6.2;25.6;64.9;43.4;61.4;40.9;65.3;6.2;8.4;15.9;71.4;7.3;33.8;25.5;10.7;30.1;43.8;38.3;33.8;92.5;43.5;52.7;31.6;25.4;68.7;80.2;6.2;3.0;1.9;19.4;23.5;25.2;26.5;28.2;16.7;37.9;53.6;2.4;3.7;4.9;1.4;6.1;11.9;70.8;46.6;32.0;79.4;23.2;15.4;6.3;31.3;16.1;1.6
381;Onderwijsniveau: laag onderwijs;Waarde;2015;64.8;64.8;76.5;61.4;24.8;6.2;25.0;65.0;43.4;61.8;41.2;66.0;6.2;8.3;15.4;72.0;7.3;34.0;25.4;10.8;29.8;42.6;37.8;32.9;92.2;42.9;52.3;31.5;24.4;68.7;79.9;6.1;2.9;1.6;18.9;23.0;25.3;26.4;27.8;16.6;37.1;53.1;2.4;3.8;4.7;1.4;5.5;11.3;70.5;47.3;31.1;79.2;22.3;15.2;5.8;30.5;16.3;1.4
382;Onderwijsniveau: laag onderwijs;Waarde;2016;64.5;64.0;77.4;62.1;25.7;6.3;24.8;65.0;44.3;61.5;40.8;65.2;6.2;8.4;15.8;71.7;7.3;35.1;24.5;10.4;30.1;44.1;38.5;34.0;92.8;42.9;52.9;30.4;23.9;68.1;80.3;6.5;2.9;1.5;18.0;22.3;25.0;25.8;28.5;15.3;36.2;53.4;2.6;3.8;5.1;1.1;5.5;11.7;71.3;46.0;30.6;79.6;22.9;15.4;5.8;31.3;15.1;1.3
383;Onderwijsniveau: laag onderwijs;Waarde;2017;62.3;62.5;76.2;60.6;23.9;6.2;25.6;64.9;44.1;61.5;40.4;65.3;6.2;8.1;16.8;70.4;7.3;34.9;24.4;10.6;30.1;43.9;37.8;33.3;92.5;43.2;53.4;29.9;22.6;67.5;79.5;6.8;2.8;1.5;18.1;22.4;24.5;26.0;27.6;15.4;35.9;52.4;2.1;3.9;5.0;1.3;5.3;11.3;70.9;48.4;31.7;80.2;23.3;16.3;6.6;32.0;15.1;1.4
384;Onderwijsniveau: laag onderwijs;Waarde;2019;63.3;63.4;77.3;62.4;24.6;6.3;25.5;66.4;45.5;62.8;41.0;65.5;6.3;9.3;15.7;71.0;7.5;37.6;24.2;10.3;28.0;46.3;40.5;35.5;92.6;42.6;53.5;28.7;20.5;65.5;78.7;7.1;3.2;1.3;16.2;20.9;23.7;25.6;26.3;12.9;32.9;52.0;2.4;4.1;4.8;1.1;4.9;11.0;71.6;48.5;30.5;80.7;23.4;16.9;6.5;32.4;12.9;1.4
385;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;2012;0.7;0.8;0.7;0.8;0.7;0.0;0.7;0.8;0.8;0.8;0.8;0.8;0.0;0.5;0.6;0.7;0.0;0.7;0.7;0.5;0.7;0.9;0.9;0.9;0.4;0.8;0.8;0.8;0.7;0.7;0.6;0.4;0.3;0.3;0.6;0.7;0.7;0.7;0.7;0.6;0.8;0.6;0.3;0.4;0.4;0.2;0.4;0.4;0.7;0.8;0.7;0.6;0.7;0.6;0.4;0.7;0.6;0.2
386;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;2013;0.6;0.6;0.6;0.6;0.6;0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.0;0.4;0.5;0.6;0.0;0.6;0.6;0.4;0.6;0.8;0.8;0.7;0.3;0.7;0.7;0.6;0.6;0.6;0.5;0.3;0.2;0.2;0.5;0.6;0.6;0.6;0.6;0.5;0.6;0.6;0.2;0.3;0.3;0.2;0.3;0.5;0.6;0.7;0.6;0.5;0.6;0.5;0.3;0.6;0.5;0.2
387;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;2014;0.7;0.7;0.6;0.7;0.6;0.0;0.6;0.7;0.7;0.7;0.7;0.7;0.0;0.4;0.5;0.7;0.0;0.7;0.6;0.5;0.7;0.9;0.9;0.8;0.4;0.7;0.7;0.7;0.6;0.7;0.6;0.4;0.3;0.2;0.6;0.6;0.6;0.6;0.7;0.5;0.7;0.7;0.2;0.3;0.3;0.2;0.4;0.5;0.7;0.7;0.7;0.6;0.6;0.5;0.4;0.7;0.5;0.2
388;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;2015;0.7;0.7;0.6;0.7;0.6;0.0;0.6;0.7;0.7;0.7;0.7;0.7;0.0;0.4;0.5;0.7;0.0;0.7;0.6;0.5;0.7;0.9;0.8;0.8;0.4;0.7;0.7;0.7;0.6;0.7;0.6;0.4;0.3;0.2;0.6;0.6;0.6;0.6;0.7;0.5;0.7;0.7;0.2;0.3;0.3;0.2;0.3;0.5;0.7;0.7;0.7;0.6;0.6;0.5;0.3;0.7;0.5;0.2
389;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;2016;0.7;0.7;0.6;0.7;0.7;0.0;0.6;0.7;0.7;0.7;0.7;0.7;0.0;0.5;0.5;0.7;0.0;0.7;0.6;0.5;0.7;0.9;0.9;0.9;0.4;0.7;0.8;0.7;0.6;0.7;0.6;0.4;0.2;0.2;0.6;0.6;0.7;0.7;0.7;0.5;0.7;0.7;0.3;0.3;0.3;0.2;0.4;0.5;0.7;0.7;0.7;0.6;0.6;0.5;0.3;0.7;0.5;0.2
390;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;2017;0.7;0.7;0.6;0.7;0.6;0.0;0.6;0.7;0.7;0.7;0.7;0.7;0.0;0.4;0.5;0.6;0.0;0.7;0.6;0.4;0.6;0.8;0.8;0.8;0.4;0.7;0.7;0.6;0.6;0.6;0.6;0.3;0.2;0.2;0.5;0.6;0.6;0.6;0.6;0.5;0.7;0.7;0.2;0.3;0.3;0.2;0.3;0.4;0.6;0.7;0.6;0.6;0.6;0.5;0.3;0.6;0.5;0.2
391;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;2019;0.7;0.7;0.6;0.7;0.6;0.0;0.6;0.7;0.7;0.7;0.7;0.7;0.0;0.4;0.5;0.6;0.0;0.7;0.6;0.4;0.6;0.8;0.8;0.8;0.4;0.7;0.7;0.6;0.6;0.7;0.6;0.4;0.2;0.2;0.5;0.6;0.6;0.6;0.6;0.5;0.7;0.7;0.2;0.3;0.3;0.2;0.3;0.4;0.6;0.7;0.6;0.6;0.6;0.5;0.3;0.6;0.5;0.2
392;Onderwijsniveau: middelbaar onderwijs;Waarde;2012;69.4;68.0;76.5;61.5;24.2;6.2;22.6;70.4;43.7;60.2;37.7;69.4;6.3;11.1;15.1;69.9;7.4;38.5;29.5;12.8;19.3;46.2;40.8;33.4;95.1;48.1;55.5;33.8;26.9;69.9;83.7;6.8;3.5;2.3;20.0;25.0;26.1;23.2;27.2;13.5;41.2;83.2;3.0;4.0;5.4;1.7;7.3;95.1;72.2;52.0;30.1;83.2;22.6;19.5;6.4;34.3;12.5;1.6
393;Onderwijsniveau: middelbaar onderwijs;Waarde;2013;66.9;66.1;76.5;61.8;24.3;6.1;22.5;69.5;43.4;60.0;37.9;68.2;6.3;9.3;15.0;72.0;7.3;36.6;30.3;13.7;19.4;44.2;38.9;32.3;94.6;48.1;55.0;31.1;25.3;69.2;82.2;6.7;2.9;1.9;20.2;24.7;25.7;23.2;28.1;13.1;39.2;57.2;3.1;3.8;5.7;1.4;6.7;13.5;73.1;51.2;30.2;83.4;23.2;18.9;6.4;34.1;12.3;1.4
394;Onderwijsniveau: middelbaar onderwijs;Waarde;2014;67.9;67.4;76.4;62.6;25.2;6.2;22.9;70.4;43.7;60.4;37.4;68.6;6.3;9.8;14.2;72.5;7.4;36.7;29.5;13.2;20.6;44.4;39.1;32.6;94.5;45.8;53.5;30.8;25.2;68.7;82.1;5.8;2.5;1.8;18.7;22.8;26.5;23.9;28.7;13.5;39.1;57.4;2.8;3.7;5.8;1.3;5.7;12.7;72.2;49.9;29.5;82.4;22.1;18.0;5.6;32.8;12.9;1.3
395;Onderwijsniveau: middelbaar onderwijs;Waarde;2015;67.4;66.7;75.4;62.2;24.6;6.1;22.9;70.2;42.8;59.5;36.1;68.6;6.2;9.1;14.7;72.3;7.4;36.9;28.5;13.5;21.2;43.9;37.6;31.9;94.2;46.3;54.7;30.3;23.8;69.2;82.2;6.5;2.8;1.5;19.3;23.8;25.8;23.9;28.6;13.2;37.8;56.4;2.7;3.8;5.8;1.2;5.5;12.4;72.3;50.4;29.4;82.6;22.3;18.0;5.6;32.8;12.7;1.4
396;Onderwijsniveau: middelbaar onderwijs;Waarde;2016;68.6;67.0;76.9;64.1;25.7;6.2;22.2;71.1;44.0;60.3;37.8;68.8;6.3;9.3;13.8;73.4;7.4;37.7;28.2;12.9;21.3;44.7;39.2;33.1;94.3;45.1;52.8;29.5;22.2;67.6;81.3;6.2;2.5;1.4;17.3;21.7;25.0;22.7;28.4;12.1;37.1;56.2;2.6;3.6;6.1;1.3;5.2;12.4;71.7;49.1;27.8;82.0;22.0;18.2;6.0;32.7;11.5;1.4
397;Onderwijsniveau: middelbaar onderwijs;Waarde;2017;66.9;66.0;76.3;63.1;24.7;6.2;22.8;70.4;43.4;60.3;36.5;67.7;6.3;9.8;15.0;71.4;7.4;37.9;27.6;12.8;21.6;44.4;38.5;32.7;94.0;45.5;53.8;28.0;21.8;67.1;80.8;6.5;2.3;1.2;18.0;22.4;24.5;23.4;28.1;12.0;35.6;54.8;2.5;3.5;5.4;1.2;5.1;11.9;72.1;51.0;28.8;82.4;22.7;18.8;6.0;33.6;12.1;1.5
398;Onderwijsniveau: middelbaar onderwijs;Waarde;2019;67.7;66.5;77.4;64.9;24.9;6.3;22.5;72.2;45.5;61.7;36.9;68.9;6.3;10.2;13.9;72.5;7.6;41.0;27.2;12.2;19.7;47.7;40.7;35.1;94.3;44.9;54.1;27.3;19.4;65.7;80.5;7.4;2.6;1.3;15.8;21.1;25.4;24.0;27.9;10.6;33.6;55.3;2.5;4.0;5.6;1.2;4.7;11.9;74.0;51.5;28.8;84.1;23.1;19.3;6.2;34.2;10.4;1.3
399;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;2012;0.8;0.8;0.7;0.8;0.7;0.0;0.7;0.8;0.8;0.8;0.8;0.8;0.0;0.6;0.6;0.8;0.0;0.8;0.8;0.6;0.7;0.9;0.9;0.9;0.4;0.8;0.8;0.8;0.8;0.8;0.6;0.5;0.4;0.3;0.7;0.7;0.8;0.7;0.8;0.6;0.8;0.6;0.3;0.4;0.4;0.3;0.5;0.4;0.8;0.8;0.8;0.6;0.7;0.7;0.5;0.8;0.6;0.2
