ID;KenmerkenWerknemers;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDieHebbenVerzuimd_2;AantalKeerVerzuimd_3;AantalWerkdagenVerzuimd_4;AantalWerkdagenMeestRecenteVerzuim_5;k_1Tot5Werkdagen_6;k_5Tot20Werkdagen_7;k_20Tot210Werkdagen_8;k_210WerkdagenOfMeer_9;Rug_10;NekSchoudersArmenPolsenHanden_11;HeupBenenKnieenVoeten_12;HartEnVaatstelsel_13;PsychischOverspannenheidBurnOut_14;VermoeidheidOfConcentratieproblemen_15;ConflictOpHetWerk_16;Luchtwegen_17;BuikMaagOfDarmen_18;Huid_19;OrenOfOgen_20;GriepOfVerkoudheid_21;Hoofdpijn_22;KlachtenInVerbandMetZwangerschap_23;OverigeKlachten_24;GriepVerkoudheidOfAnderVirus_25;Hoofdpijn_26;PsychischOverspannenheidBurnOut_27;VermoeidheidOfConcentratieproblemen_28;Rug_29;NekSchoudersArmenPolsenHanden_30;HeupBenenKnieenVoeten_31;HartEnVaatstelsel_32;BuikMaagOfDarmen_33;Luchtwegen_34;Huid_35;OrenOfOgen_36;OverigeKlachten_37;Zwangerschapsklachten_38;Menstruatieklachten_39;Overgangsklachten_40;MenstruatieOfOvergangsklachten_41;JaHoofdzakelijkGevolgVanMijnWerk_42;JaVoorEenDeelGevolgVanMijnWerk_43;NeeGeenGevolgVanMijnWerk_44;WeetNiet_45;WerkdrukWerkstress_46;EmotioneelTeZwaar_47;LichamelijkTeZwaar_48;LangdurigDezelfdeHandelingOfPcWerk_49;TeMoeilijkWerk_50;ProblemenMetLeidingWerkgever_51;ProblemenMetCollegaOfOndergeschikte_52;ProblemenMetKlanten_53;GevaarlijkWerkBedrijfsongeval_54;GevaarlijkeStoffen_55;AndereReden_56;TeHogeWerkdruk_57;LangDezelfdeBewegingenDoen_58;LangAchterDeComputerWerken_59;SlechteFysiekeWerkomstandigheden_60;LichamelijkTeZwaarWerk_61;EmotioneelTeZwaarWerk_62;RuzieConflictOngewenstGedrag_63;ArbeidsongevalOfOngeluk_64;BesmettingOpHetWerk_65;AndereReden_66
411;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2018;4.4;44.0;2.9;17.2;14.3;60.6;21.9;12.0;1.0;6.4;6.9;5.7;1.5;5.2;2.1;0.4;1.5;7.2;0.5;0.9;38.5;3.8;0.2;11.7;;;;;;;;;;;;;;;;;;9.7;14.1;66.0;5.7;22.1;2.5;26.1;9.6;0.1;2.4;1.3;0.2;2.1;0.3;18.4;;;;;;;;;;
412;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2019;4.5;43.6;2.8;17.7;14.2;63.0;19.7;11.8;0.9;6.7;6.0;6.4;1.2;5.3;2.0;0.5;1.7;7.4;0.4;0.9;37.5;4.8;0.4;11.1;;;;;;;;;;;;;;;;;;9.4;14.1;65.0;6.7;20.3;2.0;25.1;10.1;0.2;3.4;1.6;0.3;1.9;0.3;18.7;;;;;;;;;;
413;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2020;4.5;43.6;2.8;17.5;13.7;57.0;25.2;11.8;1.0;5.8;5.7;5.1;1.3;4.8;1.3;0.2;1.9;6.8;0.1;0.6;37.7;4.8;0.2;15.8;;;;;;;;;;;;;;;;;;8.3;10.5;68.8;7.6;18.6;1.0;25.8;6.6;0.0;3.3;1.4;0.3;2.3;0.2;23.1;;;;;;;;;;
414;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2021;4.4;43.1;2.7;17.8;14.9;59.0;23.7;10.5;1.3;6.4;5.1;5.9;1.0;4.7;1.7;0.3;2.1;6.1;0.1;0.9;33.8;4.6;0.1;18.0;;;;;;;;;;;;;;;;;;8.7;12.3;64.2;9.1;22.9;1.4;24.6;6.2;0.4;2.8;1.0;0.0;1.4;0.0;21.7;;;;;;;;;;
415;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2022;5.4;54.5;2.9;17.1;13.0;58.3;27.3;9.2;1.1;;;;;;;;;;;;;;;;56.5;2.9;4.4;0.9;4.3;3.7;4.4;1.1;3.3;1.0;0.2;0.6;9.6;1.0;5.0;1.4;6.7;6.9;11.1;70.3;7.7;;;;;;;;;;;;13.2;10.4;1.8;1.9;18.0;3.2;2.4;3.8;12.9;14.4
416;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2023;4.9;48.7;3.1;17.7;15.0;63.5;20.2;10.8;1.4;;;;;;;;;;;;;;;;47.4;4.7;5.0;1.7;5.0;4.9;5.5;1.2;4.3;1.3;0.2;0.6;9.9;0.5;7.4;1.0;8.9;7.7;12.6;68.3;7.0;;;;;;;;;;;;15.7;11.3;1.5;3.2;20.4;2.3;2.5;4.1;8.0;13.1
417;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2024;4.8;48.9;3.1;17.2;13.4;65.2;19.2;10.4;1.1;;;;;;;;;;;;;;;;47.9;5.3;5.1;1.3;5.2;4.6;5.7;0.8;4.6;1.3;0.3;0.6;9.2;0.5;9.0;1.8;11.3;7.6;12.1;68.9;7.2;;;;;;;;;;;;14.3;10.5;1.2;2.7;23.1;1.8;2.0;3.9;8.3;14.4
418;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2014;4.3;40.9;2.8;18.9;18.5;65.3;24.3;14.3;2.4;10.0;8.7;9.5;2.3;6.1;2.8;0.9;3.5;9.9;1.1;1.3;39.4;6.6;1.2;14.5;;;;;;;;;;;;;;;;;;12.2;18.2;68.6;7.5;27.2;5.2;31.4;16.4;2.1;8.8;2.3;1.9;4.4;2.0;24.6;;;;;;;;;;
419;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2015;4.9;43.4;2.6;20.3;18.4;61.2;27.5;14.9;2.1;11.1;8.7;9.5;2.2;5.8;2.1;0.7;3.0;8.3;0.8;1.3;40.5;5.6;0.8;14.6;;;;;;;;;;;;;;;;;;11.7;16.9;69.0;8.2;24.4;5.2;33.1;16.5;0.8;5.9;2.5;0.9;3.2;2.5;27.5;;;;;;;;;;
420;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2016;4.4;43.2;2.8;18.8;16.5;64.8;24.8;14.4;1.4;9.8;7.9;7.8;2.4;5.7;3.5;1.0;3.6;8.9;1.2;1.7;40.7;6.1;1.1;14.4;;;;;;;;;;;;;;;;;;10.9;17.3;70.6;6.7;29.5;3.9;31.7;11.9;1.0;5.5;2.7;1.2;3.5;2.9;29.0;;;;;;;;;;
421;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2017;4.7;42.5;2.6;20.4;19.4;63.9;24.8;14.9;2.3;9.1;8.0;9.0;3.1;6.7;3.6;1.0;3.2;9.4;1.4;1.7;39.1;6.2;0.7;14.1;;;;;;;;;;;;;;;;;;13.3;17.9;67.6;7.2;26.9;4.7;35.2;13.6;1.2;6.9;3.8;1.1;3.1;1.5;24.8;;;;;;;;;;
422;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2018;5.0;46.2;3.3;19.6;17.5;63.9;24.8;14.3;1.8;8.2;8.7;7.3;2.3;6.8;3.1;0.9;2.3;9.0;1.2;1.6;41.8;5.2;0.7;13.9;;;;;;;;;;;;;;;;;;11.7;16.5;69.1;7.4;27.8;5.3;31.9;13.8;1.0;4.8;3.1;1.3;4.6;1.5;23.7;;;;;;;;;;
423;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2019;5.1;45.9;3.1;20.4;17.3;66.4;22.6;14.2;1.7;8.5;7.8;8.2;2.1;7.0;3.0;1.1;2.7;9.3;0.9;1.7;41.0;6.4;1.1;13.4;;;;;;;;;;;;;;;;;;11.6;16.6;68.3;8.6;26.2;4.4;31.4;14.7;1.6;6.6;3.7;1.7;4.3;1.8;24.4;;;;;;;;;;
424;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2020;5.3;46.0;3.2;20.3;16.8;60.6;28.5;14.2;1.8;7.7;7.5;6.7;2.2;6.5;2.3;0.8;3.1;8.8;0.5;1.2;41.3;6.5;0.8;18.5;;;;;;;;;;;;;;;;;;10.4;12.9;72.1;9.7;25.2;3.2;33.0;11.1;0.7;7.0;3.9;1.7;5.5;1.6;30.1;;;;;;;;;;
425;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2021;5.2;45.8;3.0;20.9;19.0;63.0;27.3;13.1;2.3;8.6;6.9;7.8;1.8;6.6;2.9;0.9;3.4;8.2;0.5;1.8;37.9;6.5;0.7;21.1;;;;;;;;;;;;;;;;;;11.1;15.2;68.1;11.6;30.4;3.9;32.3;11.0;2.7;6.7;3.4;;4.1;;28.9;;;;;;;;;;
426;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2022;6.1;56.8;3.2;19.4;15.5;61.3;30.1;11.1;1.8;;;;;;;;;;;;;;;;59.5;4.1;5.7;1.5;5.6;4.9;5.6;1.8;4.5;1.7;0.5;1.1;11.4;3.0;8.3;3.3;10.3;8.5;13.1;73.1;9.5;;;;;;;;;;;;18.4;15.1;4.3;4.7;23.5;6.4;5.3;6.8;18.1;19.6
427;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2023;5.6;51.0;3.5;20.1;18.3;66.5;22.8;12.9;2.2;;;;;;;;;;;;;;;;50.6;6.2;6.5;2.7;6.5;6.4;7.0;2.0;5.7;2.2;0.6;1.1;11.8;2.1;11.4;2.8;13.1;9.6;14.8;71.3;8.8;;;;;;;;;;;;21.1;16.1;3.7;6.5;26.3;5.2;5.1;7.5;12.3;18.2
428;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2024;5.5;51.1;3.5;19.6;16.4;68.3;21.8;12.4;1.9;;;;;;;;;;;;;;;;51.1;6.9;6.6;2.1;6.7;6.0;7.2;1.4;6.0;2.2;0.8;1.2;11.1;2.2;13.3;3.9;16.0;9.3;14.2;71.9;9.0;;;;;;;;;;;;19.7;15.2;3.4;5.9;29.2;4.3;4.6;7.1;12.7;19.8
429;Onderwijsniveau: havo, vwo, mbo;Waarde;2014;4.1;43.9;2.3;16.2;14.1;66.2;20.5;12.1;1.2;6.6;5.9;5.3;1.4;6.0;2.3;0.6;2.6;9.9;0.7;1.0;40.8;5.1;1.9;12.7;;;;;;;;;;;;;;;;;;9.0;17.3;69.1;4.6;33.4;3.2;18.2;10.1;0.1;7.3;1.5;1.3;2.5;0.5;21.9;;;;;;;;;;
430;Onderwijsniveau: havo, vwo, mbo;Waarde;2015;4.2;45.6;2.3;16.4;14.3;66.4;20.3;12.3;1.0;6.5;5.1;6.0;1.3;6.5;2.2;0.6;2.4;7.8;0.6;1.1;45.0;4.9;1.3;11.4;;;;;;;;;;;;;;;;;;8.6;15.8;69.9;5.7;32.9;3.1;19.1;10.8;0.4;5.7;2.6;0.9;2.4;0.6;21.5;;;;;;;;;;
431;Onderwijsniveau: havo, vwo, mbo;Waarde;2016;4.0;46.2;2.4;15.4;13.9;67.3;20.1;11.6;1.0;6.4;5.2;5.3;1.5;6.3;2.7;0.5;2.9;8.7;0.6;0.9;43.3;5.0;1.2;12.2;;;;;;;;;;;;;;;;;;9.0;16.2;70.0;4.8;33.2;3.1;19.7;11.2;0.5;5.6;1.2;0.7;2.1;0.7;22.0;;;;;;;;;;
432;Onderwijsniveau: havo, vwo, mbo;Waarde;2017;4.2;44.5;2.4;16.9;15.2;66.8;19.2;12.8;1.2;5.8;5.8;5.4;1.4;7.3;2.4;0.4;2.2;8.2;0.6;1.2;43.9;4.8;1.1;12.0;;;;;;;;;;;;;;;;;;10.8;16.4;67.6;5.2;35.8;2.8;19.1;10.3;0.2;5.4;2.0;0.7;2.2;0.3;21.2;;;;;;;;;;
433;Onderwijsniveau: havo, vwo, mbo;Waarde;2018;4.6;48.2;2.7;17.1;14.3;65.1;21.6;12.4;1.0;6.2;4.8;5.6;1.4;7.0;2.1;0.6;2.4;8.6;0.6;1.3;44.5;4.7;1.2;11.7;;;;;;;;;;;;;;;;;;10.4;16.0;68.8;4.8;31.5;2.7;20.3;10.2;0.4;6.2;2.3;0.8;2.2;0.8;22.4;;;;;;;;;;
434;Onderwijsniveau: havo, vwo, mbo;Waarde;2019;4.8;47.6;2.7;18.1;15.9;65.3;20.2;13.2;1.3;6.0;5.7;5.8;1.4;8.1;2.4;0.6;2.2;8.6;0.6;1.0;42.3;4.7;1.3;11.8;;;;;;;;;;;;;;;;;;10.4;16.7;67.2;5.7;33.4;3.3;20.6;9.5;0.3;5.8;1.9;0.7;2.2;0.8;21.4;;;;;;;;;;
435;Onderwijsniveau: havo, vwo, mbo;Waarde;2020;4.8;45.4;2.7;19.2;16.6;59.7;25.2;13.8;1.2;6.0;5.2;4.9;1.3;7.3;1.9;0.6;2.9;7.4;0.6;1.2;40.3;5.5;1.5;16.1;;;;;;;;;;;;;;;;;;9.9;14.8;68.9;6.4;29.6;3.1;20.2;9.2;0.2;4.3;2.3;1.5;2.3;0.8;26.5;;;;;;;;;;
436;Onderwijsniveau: havo, vwo, mbo;Waarde;2021;5.3;45.4;2.8;20.7;18.3;58.2;25.6;14.6;1.5;5.2;4.3;4.5;1.3;8.3;2.7;0.5;2.4;7.0;0.4;0.8;38.3;4.8;1.1;20.6;;;;;;;;;;;;;;;;;;10.6;16.0;66.3;7.1;30.8;3.6;18.7;7.5;0.5;4.9;1.8;1.5;2.5;0.3;28.0;;;;;;;;;;
437;Onderwijsniveau: havo, vwo, mbo;Waarde;2022;5.8;59.4;2.7;17.4;14.4;59.8;28.6;10.5;1.1;;;;;;;;;;;;;;;;61.4;3.5;7.0;1.7;3.4;3.2;3.3;1.0;4.0;1.4;0.3;0.8;8.9;2.5;3.8;2.5;6.2;8.3;13.7;70.9;7.1;;;;;;;;;;;;26.3;5.2;4.2;1.6;12.6;3.3;5.5;3.0;23.5;14.8
438;Onderwijsniveau: havo, vwo, mbo;Waarde;2023;5.3;51.7;2.7;18.4;15.4;67.0;20.0;11.7;1.2;;;;;;;;;;;;;;;;52.6;4.5;8.2;2.0;4.1;3.8;4.1;1.1;5.5;1.5;0.5;1.0;11.0;2.9;5.4;4.2;9.3;8.5;14.2;70.7;6.6;;;;;;;;;;;;26.6;5.9;5.3;2.9;14.4;4.6;6.0;3.7;14.2;16.4
439;Onderwijsniveau: havo, vwo, mbo;Waarde;2024;5.4;52.1;2.9;18.7;15.6;66.8;19.8;12.1;1.3;;;;;;;;;;;;;;;;52.5;4.5;8.4;1.9;4.4;3.8;4.5;1.1;5.3;1.4;0.5;1.0;10.8;2.5;5.1;3.4;8.3;8.4;15.2;70.2;6.2;;;;;;;;;;;;23.6;5.8;4.5;3.5;14.9;5.0;6.9;3.5;15.7;16.7
440;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2014;3.8;43.1;2.2;15.4;13.1;65.0;19.5;11.3;0.9;6.0;5.3;4.8;1.2;5.4;2.0;0.5;2.2;9.2;0.5;0.8;39.5;4.5;1.5;11.9;;;;;;;;;;;;;;;;;;8.3;16.4;67.9;4.1;31.1;2.3;16.4;8.7;0.0;6.1;1.0;0.8;1.8;0.2;19.9;;;;;;;;;;
441;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2015;4.0;44.8;2.2;15.6;13.4;65.4;19.4;11.6;0.8;6.0;4.6;5.5;1.1;5.9;1.9;0.4;2.1;7.2;0.5;0.9;43.9;4.4;1.0;10.7;;;;;;;;;;;;;;;;;;8.0;15.0;68.8;5.2;30.7;2.4;17.4;9.5;0.2;4.7;1.9;0.5;1.8;0.3;19.7;;;;;;;;;;
442;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2016;3.8;45.5;2.3;14.7;13.0;66.2;19.2;10.9;0.8;5.8;4.7;4.8;1.3;5.8;2.3;0.3;2.5;8.1;0.5;0.7;42.2;4.5;0.9;11.5;;;;;;;;;;;;;;;;;;8.4;15.3;69.0;4.4;31.1;2.4;18.0;9.9;0.3;4.6;0.8;0.4;1.5;0.4;20.2;;;;;;;;;;
443;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2017;4.0;43.7;2.3;16.1;14.2;65.7;18.3;12.0;1.0;5.3;5.3;4.9;1.1;6.7;2.1;0.3;1.9;7.6;0.5;0.9;42.7;4.3;0.9;11.3;;;;;;;;;;;;;;;;;;10.1;15.6;66.5;4.7;33.7;2.1;17.4;9.0;0.1;4.5;1.5;0.4;1.6;0.1;19.4;;;;;;;;;;
444;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2018;4.4;47.5;2.6;16.4;13.5;64.2;20.8;11.7;0.8;5.7;4.4;5.2;1.2;6.5;1.9;0.4;2.2;8.1;0.4;1.1;43.5;4.4;1.0;11.1;;;;;;;;;;;;;;;;;;9.8;15.3;67.9;4.4;29.8;2.2;18.9;9.2;0.2;5.4;1.8;0.5;1.7;0.5;20.9;;;;;;;;;;
445;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2019;4.6;46.9;2.6;17.4;15.0;64.4;19.4;12.5;1.1;5.5;5.3;5.4;1.2;7.6;2.1;0.5;2.0;8.0;0.5;0.9;41.3;4.3;1.1;11.2;;;;;;;;;;;;;;;;;;9.8;15.9;66.3;5.3;31.6;2.7;19.1;8.4;0.1;5.0;1.5;0.5;1.7;0.5;19.9;;;;;;;;;;
446;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2020;4.6;44.7;2.6;18.4;15.6;58.7;24.2;13.1;1.0;5.5;4.8;4.5;1.1;6.8;1.6;0.5;2.5;6.9;0.4;1.0;39.3;5.0;1.3;15.3;;;;;;;;;;;;;;;;;;9.2;14.1;67.9;5.9;27.6;2.4;18.6;8.1;0.1;3.5;1.7;1.0;1.8;0.5;24.6;;;;;;;;;;
447;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2021;5.0;44.6;2.7;19.8;17.1;57.0;24.6;13.8;1.3;4.7;3.8;4.1;1.1;7.7;2.3;0.4;2.1;6.5;0.3;0.6;37.2;4.3;0.9;19.7;;;;;;;;;;;;;;;;;;9.9;15.2;65.2;6.5;28.8;2.9;17.1;6.4;0.2;4.0;1.3;1.0;1.8;0.1;25.9;;;;;;;;;;
448;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2022;5.6;58.7;2.6;16.7;13.6;58.9;27.7;9.9;0.9;;;;;;;;;;;;;;;;60.5;3.2;6.6;1.5;3.1;2.9;3.0;0.9;3.6;1.2;0.2;0.6;8.4;2.0;3.1;1.9;5.4;7.8;13.0;70.0;6.7;;;;;;;;;;;;24.5;4.3;3.4;1.1;11.3;2.6;4.6;2.3;21.9;13.4
449;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2023;5.1;51.0;2.6;17.7;14.5;66.1;19.2;11.1;1.0;;;;;;;;;;;;;;;;51.6;4.1;7.7;1.8;3.7;3.5;3.7;0.9;5.0;1.3;0.4;0.8;10.4;2.3;4.5;3.5;8.2;8.0;13.5;69.7;6.1;;;;;;;;;;;;24.7;4.9;4.4;2.2;13.0;3.8;5.0;2.9;12.8;14.8
450;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2024;5.2;51.4;2.8;17.9;14.7;65.9;19.0;11.5;1.1;;;;;;;;;;;;;;;;51.5;4.1;7.8;1.7;4.0;3.4;4.1;0.9;4.8;1.2;0.4;0.8;10.2;1.9;4.3;2.8;7.3;7.9;14.5;69.3;5.7;;;;;;;;;;;;21.9;4.9;3.7;2.8;13.5;4.2;5.9;2.8;14.3;15.2
451;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2014;4.3;44.7;2.4;17.1;15.1;67.5;21.6;12.9;1.5;7.2;6.5;5.9;1.7;6.6;2.7;0.9;3.0;10.8;0.9;1.2;42.1;5.6;2.3;13.6;;;;;;;;;;;;;;;;;;9.7;18.3;70.3;5.2;35.8;4.3;20.2;11.7;0.4;8.8;2.2;2.0;3.4;0.9;24.0;;;;;;;;;;
452;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2015;4.4;46.3;2.4;17.1;15.3;67.5;21.2;13.0;1.2;7.1;5.6;6.5;1.6;7.0;2.6;0.8;2.8;8.4;0.8;1.4;46.2;5.4;1.6;12.1;;;;;;;;;;;;;;;;;;9.3;16.7;70.9;6.2;35.1;4.0;21.0;12.3;0.8;6.8;3.4;1.5;3.2;1.1;23.4;;;;;;;;;;
453;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2016;4.2;47.0;2.5;16.1;14.8;68.3;21.0;12.3;1.3;6.9;5.7;5.8;1.8;6.9;3.0;0.6;3.3;9.4;0.8;1.1;44.5;5.5;1.4;13.0;;;;;;;;;;;;;;;;;;9.7;17.0;71.0;5.3;35.3;4.0;21.6;12.7;1.0;6.7;1.8;1.2;2.8;1.2;23.9;;;;;;;;;;
454;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2017;4.4;45.2;2.5;17.7;16.2;67.9;20.1;13.6;1.5;6.4;6.4;5.9;1.6;7.9;2.8;0.6;2.6;8.9;0.8;1.4;45.1;5.3;1.4;12.8;;;;;;;;;;;;;;;;;;11.6;17.3;68.7;5.7;38.0;3.7;20.9;11.7;0.6;6.5;2.7;1.3;2.9;0.6;23.1;;;;;;;;;;
455;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2018;4.8;48.8;2.8;17.7;15.1;66.0;22.4;13.0;1.2;6.6;5.2;6.0;1.6;7.5;2.4;0.7;2.7;9.2;0.7;1.5;45.5;5.2;1.5;12.3;;;;;;;;;;;;;;;;;;11.0;16.8;69.7;5.2;33.3;3.4;21.9;11.4;0.7;7.2;2.9;1.2;2.9;1.3;24.0;;;;;;;;;;
456;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2019;5.0;48.2;2.8;18.9;16.9;66.3;21.0;13.9;1.5;6.4;6.2;6.3;1.6;8.7;2.7;0.8;2.5;9.1;0.8;1.3;43.3;5.2;1.6;12.5;;;;;;;;;;;;;;;;;;11.0;17.4;68.2;6.2;35.3;4.1;22.2;10.6;0.6;6.8;2.5;1.2;2.8;1.2;23.1;;;;;;;;;;
457;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2020;5.1;46.1;2.8;20.0;17.6;60.8;26.1;14.6;1.5;6.6;5.7;5.4;1.6;7.9;2.2;0.8;3.2;8.0;0.8;1.5;41.4;6.0;1.9;16.9;;;;;;;;;;;;;;;;;;10.5;15.6;69.9;7.0;31.6;4.0;22.0;10.6;0.4;5.3;3.0;2.2;3.1;1.3;28.4;;;;;;;;;;
458;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2021;5.5;46.1;2.9;21.6;19.4;59.3;26.7;15.5;1.8;5.7;4.7;5.0;1.5;9.0;3.1;0.7;2.8;7.6;0.6;1.0;39.5;5.3;1.4;21.5;;;;;;;;;;;;;;;;;;11.3;16.9;67.4;7.8;33.0;4.6;20.5;8.8;1.1;5.9;2.4;2.2;3.3;0.7;30.1;;;;;;;;;;
459;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2022;6.0;60.1;2.8;18.0;15.2;60.7;29.4;11.1;1.3;;;;;;;;;;;;;;;;62.3;3.9;7.5;2.0;3.8;3.5;3.7;1.2;4.4;1.6;0.4;0.9;9.5;3.2;4.6;3.1;7.2;8.9;14.3;71.7;7.6;;;;;;;;;;;;28.2;6.3;5.1;2.2;14.1;4.1;6.5;3.8;25.3;16.3
460;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2023;5.5;52.4;2.8;19.2;16.3;68.0;20.9;12.4;1.5;;;;;;;;;;;;;;;;53.6;4.9;8.8;2.3;4.5;4.2;4.5;1.3;6.0;1.8;0.6;1.2;11.7;3.7;6.4;5.1;10.6;9.1;15.0;71.6;7.1;;;;;;;;;;;;28.6;7.0;6.4;3.9;16.0;5.7;7.1;4.5;15.7;18.0
461;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2024;5.6;52.8;3.0;19.4;16.5;67.8;20.6;12.7;1.6;;;;;;;;;;;;;;;;53.5;4.9;8.9;2.2;4.8;4.2;4.9;1.3;5.7;1.7;0.7;1.2;11.4;3.3;6.0;4.1;9.4;9.0;15.9;71.1;6.7;;;;;;;;;;;;25.4;6.9;5.4;4.4;16.4;6.0;8.0;4.3;17.3;18.3
462;Onderwijsniveau: hbo, wo bachelor;Waarde;2014;3.2;44.9;2.3;12.3;10.0;74.5;15.8;9.1;0.5;3.9;3.4;3.1;1.1;6.3;3.8;0.5;2.8;9.1;0.5;1.2;49.3;6.1;2.7;10.5;;;;;;;;;;;;;;;;;;7.9;17.3;70.9;3.9;52.4;4.9;4.6;9.3;0.1;6.8;1.8;1.2;0.9;0.2;17.8;;;;;;;;;;
463;Onderwijsniveau: hbo, wo bachelor;Waarde;2015;3.6;47.3;2.2;13.4;11.5;74.8;15.0;9.5;0.7;3.8;3.2;3.2;1.0;6.8;2.8;0.5;2.9;8.5;0.3;1.0;51.8;6.0;1.9;10.5;;;;;;;;;;;;;;;;;;7.1;15.9;73.4;3.6;49.7;4.5;6.8;9.8;0.4;6.1;2.0;1.1;1.1;0.2;18.2;;;;;;;;;;
464;Onderwijsniveau: hbo, wo bachelor;Waarde;2016;3.5;47.6;2.4;13.1;11.1;75.3;14.7;9.3;0.7;3.4;2.6;3.0;0.9;7.3;3.0;0.4;2.4;8.9;0.3;1.2;52.8;5.0;2.1;10.4;;;;;;;;;;;;;;;;;;7.3;16.7;72.8;3.3;52.2;4.4;6.1;8.2;0.4;7.3;1.5;0.7;0.5;0.2;18.7;;;;;;;;;;
465;Onderwijsniveau: hbo, wo bachelor;Waarde;2017;3.7;46.0;2.5;14.0;11.8;73.7;15.5;10.0;0.8;4.1;3.1;3.0;1.1;8.9;3.4;0.6;2.8;9.0;0.4;0.8;48.7;5.0;1.8;10.5;;;;;;;;;;;;;;;;;;8.2;18.2;69.4;4.2;54.5;4.6;3.6;8.4;0.6;6.2;1.4;1.0;0.7;0.9;18.2;;;;;;;;;;
466;Onderwijsniveau: hbo, wo bachelor;Waarde;2018;4.1;50.0;2.5;14.4;12.4;72.7;16.7;9.8;0.8;3.3;2.6;2.7;1.1;8.4;2.7;0.6;2.2;8.4;0.5;0.8;53.6;4.8;2.3;9.9;;;;;;;;;;;;;;;;;;7.7;16.2;72.7;3.4;52.6;3.7;5.6;8.7;0.4;6.6;2.0;1.1;0.9;0.3;18.1;;;;;;;;;;
467;Onderwijsniveau: hbo, wo bachelor;Waarde;2019;4.2;48.5;2.5;15.4;12.7;73.4;14.9;10.8;0.8;3.4;3.0;2.9;0.9;9.4;2.9;0.5;2.5;7.9;0.5;1.0;51.5;4.8;2.2;10.3;;;;;;;;;;;;;;;;;;8.7;17.0;70.5;3.8;48.7;4.5;5.9;9.2;0.3;7.9;2.8;0.8;0.9;0.4;18.5;;;;;;;;;;
468;Onderwijsniveau: hbo, wo bachelor;Waarde;2020;3.9;42.6;2.6;16.3;14.6;68.1;19.5;11.4;1.1;3.6;3.2;2.3;1.1;8.5;3.2;0.7;3.0;7.2;0.4;1.0;48.0;6.9;2.0;13.2;;;;;;;;;;;;;;;;;;8.6;16.2;70.0;5.2;45.4;4.0;5.3;10.3;0.5;7.8;2.0;1.4;1.2;0.3;21.8;;;;;;;;;;
