ID;Geslacht;Herkomstgroepering;Opleidingsfase;Opleidingsvorm;Perioden;TotaalGeslaagden_1;StudieduurInMaanden_2
1760;Mannen;Turken;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1995;;
1761;Mannen;Turken;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1996;;
1762;Mannen;Turken;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1997;;
1763;Mannen;Turken;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1998;;
1764;Mannen;Turken;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1999;;
1765;Mannen;Turken;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2000;;
1766;Mannen;Turken;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2001;;
1767;Mannen;Turken;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2002;;
1768;Mannen;Turken;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2003;;
1769;Mannen;Turken;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2004;;
1770;Mannen;Turken;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1995;0.0;
1771;Mannen;Turken;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1996;0.0;
1772;Mannen;Turken;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1997;0.0;
1773;Mannen;Turken;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1998;;
1774;Mannen;Turken;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1999;0.0;
1775;Mannen;Turken;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2000;0.0;
1776;Mannen;Turken;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2001;0.0;
1777;Mannen;Turken;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2002;;
1778;Mannen;Turken;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2003;;
1779;Mannen;Turken;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2004;0.0;
1780;Mannen;Turken;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1995;0.0;
1781;Mannen;Turken;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1996;0.0;
1782;Mannen;Turken;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1997;0.0;
1783;Mannen;Turken;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1998;;
1784;Mannen;Turken;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1999;0.0;
1785;Mannen;Turken;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2000;0.0;
1786;Mannen;Turken;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2001;0.0;
1787;Mannen;Turken;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2002;;
1788;Mannen;Turken;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2003;;
1789;Mannen;Turken;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2004;0.0;
1790;Mannen;Turken;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1995;;
1791;Mannen;Turken;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1996;;
1792;Mannen;Turken;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1997;;
1793;Mannen;Turken;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1998;;
1794;Mannen;Turken;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1999;;
1795;Mannen;Turken;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2000;;
1796;Mannen;Turken;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2001;;
1797;Mannen;Turken;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2002;;
1798;Mannen;Turken;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2003;;
1799;Mannen;Turken;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2004;;
1800;Mannen;Marokkanen;Doctoraal;Totaal opleidingsvorm;Cohort 1995;40.0;
1801;Mannen;Marokkanen;Doctoraal;Totaal opleidingsvorm;Cohort 1996;40.0;
1802;Mannen;Marokkanen;Doctoraal;Totaal opleidingsvorm;Cohort 1997;40.0;
1803;Mannen;Marokkanen;Doctoraal;Totaal opleidingsvorm;Cohort 1998;40.0;
1804;Mannen;Marokkanen;Doctoraal;Totaal opleidingsvorm;Cohort 1999;60.0;73.0
1805;Mannen;Marokkanen;Doctoraal;Totaal opleidingsvorm;Cohort 2000;50.0;
1806;Mannen;Marokkanen;Doctoraal;Totaal opleidingsvorm;Cohort 2001;60.0;70.0
1807;Mannen;Marokkanen;Doctoraal;Totaal opleidingsvorm;Cohort 2002;60.0;67.0
1808;Mannen;Marokkanen;Doctoraal;Totaal opleidingsvorm;Cohort 2003;80.0;69.0
1809;Mannen;Marokkanen;Doctoraal;Totaal opleidingsvorm;Cohort 2004;90.0;64.0
1810;Mannen;Marokkanen;Doctoraal;Voltijdopleidingen;Cohort 1995;40.0;
1811;Mannen;Marokkanen;Doctoraal;Voltijdopleidingen;Cohort 1996;40.0;
1812;Mannen;Marokkanen;Doctoraal;Voltijdopleidingen;Cohort 1997;40.0;
1813;Mannen;Marokkanen;Doctoraal;Voltijdopleidingen;Cohort 1998;40.0;
1814;Mannen;Marokkanen;Doctoraal;Voltijdopleidingen;Cohort 1999;60.0;72.0
1815;Mannen;Marokkanen;Doctoraal;Voltijdopleidingen;Cohort 2000;50.0;
1816;Mannen;Marokkanen;Doctoraal;Voltijdopleidingen;Cohort 2001;60.0;70.0
1817;Mannen;Marokkanen;Doctoraal;Voltijdopleidingen;Cohort 2002;60.0;67.0
1818;Mannen;Marokkanen;Doctoraal;Voltijdopleidingen;Cohort 2003;80.0;67.0
1819;Mannen;Marokkanen;Doctoraal;Voltijdopleidingen;Cohort 2004;90.0;64.0
1820;Mannen;Marokkanen;Doctoraal;Deeltijdopleidingen;Cohort 1995;0.0;
1821;Mannen;Marokkanen;Doctoraal;Deeltijdopleidingen;Cohort 1996;;
1822;Mannen;Marokkanen;Doctoraal;Deeltijdopleidingen;Cohort 1997;;
1823;Mannen;Marokkanen;Doctoraal;Deeltijdopleidingen;Cohort 1998;;
1824;Mannen;Marokkanen;Doctoraal;Deeltijdopleidingen;Cohort 1999;0.0;
1825;Mannen;Marokkanen;Doctoraal;Deeltijdopleidingen;Cohort 2000;0.0;
1826;Mannen;Marokkanen;Doctoraal;Deeltijdopleidingen;Cohort 2001;0.0;
1827;Mannen;Marokkanen;Doctoraal;Deeltijdopleidingen;Cohort 2002;0.0;
1828;Mannen;Marokkanen;Doctoraal;Deeltijdopleidingen;Cohort 2003;10.0;
1829;Mannen;Marokkanen;Doctoraal;Deeltijdopleidingen;Cohort 2004;10.0;
1830;Mannen;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 1995;;
1831;Mannen;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 1996;;
1832;Mannen;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 1997;;
1833;Mannen;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 1998;;
1834;Mannen;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 1999;;
1835;Mannen;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 2000;;
1836;Mannen;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 2001;;
1837;Mannen;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 2002;10.0;
1838;Mannen;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 2003;30.0;
1839;Mannen;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 2004;40.0;
1840;Mannen;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 1995;;
1841;Mannen;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 1996;;
1842;Mannen;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 1997;;
1843;Mannen;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 1998;;
1844;Mannen;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 1999;;
1845;Mannen;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 2000;;
1846;Mannen;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 2001;;
1847;Mannen;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 2002;10.0;
1848;Mannen;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 2003;30.0;
1849;Mannen;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 2004;40.0;
1850;Mannen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 1995;;
1851;Mannen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 1996;;
1852;Mannen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 1997;;
1853;Mannen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 1998;;
1854;Mannen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 1999;;
1855;Mannen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 2000;;
1856;Mannen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 2001;;
1857;Mannen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 2002;;
1858;Mannen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 2003;;
1859;Mannen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 2004;0.0;
1860;Mannen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1995;;
1861;Mannen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1996;0.0;
1862;Mannen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1997;0.0;
1863;Mannen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1998;0.0;
1864;Mannen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1999;10.0;
1865;Mannen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2000;0.0;
1866;Mannen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2001;10.0;
1867;Mannen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2002;0.0;
1868;Mannen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2003;10.0;
1869;Mannen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2004;10.0;
1870;Mannen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1995;;
1871;Mannen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1996;0.0;
1872;Mannen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1997;0.0;
1873;Mannen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1998;0.0;
1874;Mannen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1999;10.0;
1875;Mannen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2000;0.0;
1876;Mannen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2001;10.0;
1877;Mannen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2002;0.0;
1878;Mannen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2003;10.0;
1879;Mannen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2004;10.0;
1880;Mannen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1995;;
1881;Mannen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1996;;
1882;Mannen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1997;;
1883;Mannen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1998;;
1884;Mannen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1999;;
1885;Mannen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2000;;
1886;Mannen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2001;;
1887;Mannen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2002;;
1888;Mannen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2003;;
1889;Mannen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2004;;
1890;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1995;0.0;
1891;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1996;0.0;
1892;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1997;0.0;
1893;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1998;;
1894;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1999;;
1895;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2000;0.0;
1896;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2001;;
1897;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2002;0.0;
1898;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2003;0.0;
1899;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2004;0.0;
1900;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1995;0.0;
1901;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1996;0.0;
1902;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1997;0.0;
1903;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1998;;
1904;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1999;;
1905;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2000;0.0;
1906;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2001;;
1907;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2002;0.0;
1908;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2003;0.0;
1909;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2004;0.0;
1910;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1995;;
1911;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1996;;
1912;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1997;;
1913;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1998;;
1914;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1999;;
1915;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2000;;
1916;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2001;;
1917;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2002;;
1918;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2003;0.0;
1919;Mannen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2004;0.0;
1920;Mannen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 1995;190.0;72.0
1921;Mannen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 1996;180.0;73.0
1922;Mannen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 1997;160.0;76.0
1923;Mannen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 1998;140.0;81.0
1924;Mannen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 1999;110.0;81.0
1925;Mannen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 2000;130.0;83.0
1926;Mannen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 2001;100.0;86.0
1927;Mannen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 2002;110.0;85.0
1928;Mannen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 2003;120.0;80.0
1929;Mannen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 2004;130.0;76.0
1930;Mannen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 1995;170.0;75.0
1931;Mannen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 1996;170.0;73.0
1932;Mannen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 1997;140.0;76.0
1933;Mannen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 1998;120.0;80.0
1934;Mannen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 1999;110.0;83.0
1935;Mannen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 2000;110.0;81.0
1936;Mannen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 2001;90.0;83.0
1937;Mannen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 2002;90.0;81.0
1938;Mannen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 2003;110.0;77.0
1939;Mannen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 2004;120.0;70.0
1940;Mannen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 1995;20.0;
1941;Mannen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 1996;10.0;
1942;Mannen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 1997;10.0;
1943;Mannen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 1998;20.0;
1944;Mannen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 1999;10.0;
1945;Mannen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 2000;20.0;
1946;Mannen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 2001;10.0;
1947;Mannen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 2002;20.0;
1948;Mannen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 2003;20.0;
1949;Mannen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 2004;20.0;
1950;Mannen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 1995;;
1951;Mannen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 1996;;
1952;Mannen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 1997;;
1953;Mannen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 1998;;
1954;Mannen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 1999;;
1955;Mannen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 2000;0.0;
1956;Mannen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 2001;;
1957;Mannen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 2002;30.0;
1958;Mannen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 2003;50.0;
1959;Mannen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 2004;80.0;53.0
1960;Mannen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 1995;;
1961;Mannen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 1996;;
1962;Mannen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 1997;;
1963;Mannen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 1998;;
1964;Mannen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 1999;;
1965;Mannen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 2000;0.0;
1966;Mannen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 2001;;
1967;Mannen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 2002;30.0;
1968;Mannen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 2003;50.0;
1969;Mannen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 2004;70.0;54.0
1970;Mannen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 1995;;
1971;Mannen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 1996;;
1972;Mannen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 1997;;
1973;Mannen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 1998;;
1974;Mannen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 1999;;
1975;Mannen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 2000;;
1976;Mannen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 2001;;
1977;Mannen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 2002;0.0;
1978;Mannen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 2003;0.0;
1979;Mannen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 2004;0.0;
1980;Mannen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1995;30.0;
1981;Mannen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1996;30.0;
1982;Mannen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1997;30.0;
1983;Mannen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1998;30.0;
1984;Mannen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1999;30.0;
1985;Mannen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2000;20.0;
1986;Mannen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2001;20.0;
1987;Mannen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2002;10.0;
1988;Mannen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2003;20.0;
1989;Mannen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2004;20.0;
1990;Mannen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1995;30.0;
1991;Mannen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1996;30.0;
1992;Mannen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1997;30.0;
1993;Mannen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1998;30.0;
1994;Mannen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1999;30.0;
1995;Mannen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2000;20.0;
1996;Mannen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2001;20.0;
1997;Mannen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2002;10.0;
1998;Mannen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2003;20.0;
1999;Mannen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2004;20.0;
2000;Mannen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1995;;
2001;Mannen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1996;;
2002;Mannen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1997;;
2003;Mannen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1998;;
2004;Mannen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1999;;
2005;Mannen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2000;;
2006;Mannen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2001;;
2007;Mannen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2002;;
2008;Mannen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2003;;
2009;Mannen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2004;;
2010;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1995;0.0;
2011;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1996;0.0;
2012;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1997;0.0;
2013;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1998;0.0;
2014;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1999;0.0;
2015;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2000;;
2016;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2001;10.0;
2017;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2002;0.0;
2018;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2003;0.0;
2019;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2004;0.0;
2020;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1995;0.0;
2021;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1996;0.0;
2022;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1997;0.0;
2023;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1998;0.0;
2024;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1999;0.0;
2025;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2000;;
2026;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2001;0.0;
2027;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2002;0.0;
2028;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2003;0.0;
2029;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2004;;
2030;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1995;0.0;
2031;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1996;;
2032;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1997;0.0;
2033;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1998;;
2034;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1999;;
2035;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2000;;
2036;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2001;0.0;
2037;Mannen;Surinamers;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2002;;
