ID;Sex;Age;Nationality;CaribbeanNetherlands;Periods;PopulationOnJanuary1st_1
9712;Total male and female;20 to 24 years;Dutch;Bonaire;2021;837
9713;Total male and female;20 to 24 years;Dutch;Bonaire;2022;862
9714;Total male and female;20 to 24 years;Dutch;Bonaire;2023;944
9715;Total male and female;20 to 24 years;Dutch;Bonaire;2024;941
9716;Total male and female;20 to 24 years;Dutch;St. Eustatius;2011;126
9717;Total male and female;20 to 24 years;Dutch;St. Eustatius;2012;116
9718;Total male and female;20 to 24 years;Dutch;St. Eustatius;2013;129
9719;Total male and female;20 to 24 years;Dutch;St. Eustatius;2014;130
9720;Total male and female;20 to 24 years;Dutch;St. Eustatius;2015;112
9721;Total male and female;20 to 24 years;Dutch;St. Eustatius;2016;114
9722;Total male and female;20 to 24 years;Dutch;St. Eustatius;2017;109
9723;Total male and female;20 to 24 years;Dutch;St. Eustatius;2018;114
9724;Total male and female;20 to 24 years;Dutch;St. Eustatius;2019;113
9725;Total male and female;20 to 24 years;Dutch;St. Eustatius;2020;114
9726;Total male and female;20 to 24 years;Dutch;St. Eustatius;2021;108
9727;Total male and female;20 to 24 years;Dutch;St. Eustatius;2022;120
9728;Total male and female;20 to 24 years;Dutch;St. Eustatius;2023;127
9729;Total male and female;20 to 24 years;Dutch;St. Eustatius;2024;110
9730;Total male and female;20 to 24 years;Dutch;Saba;2011;52
9731;Total male and female;20 to 24 years;Dutch;Saba;2012;64
9732;Total male and female;20 to 24 years;Dutch;Saba;2013;67
9733;Total male and female;20 to 24 years;Dutch;Saba;2014;70
9734;Total male and female;20 to 24 years;Dutch;Saba;2015;82
9735;Total male and female;20 to 24 years;Dutch;Saba;2016;80
9736;Total male and female;20 to 24 years;Dutch;Saba;2017;67
9737;Total male and female;20 to 24 years;Dutch;Saba;2018;72
9738;Total male and female;20 to 24 years;Dutch;Saba;2019;65
9739;Total male and female;20 to 24 years;Dutch;Saba;2020;55
9740;Total male and female;20 to 24 years;Dutch;Saba;2021;50
9741;Total male and female;20 to 24 years;Dutch;Saba;2022;44
9742;Total male and female;20 to 24 years;Dutch;Saba;2023;43
9743;Total male and female;20 to 24 years;Dutch;Saba;2024;41
9744;Total male and female;20 to 24 years;Ecuadorian;Caribbean Netherlands;2011;6
9745;Total male and female;20 to 24 years;Ecuadorian;Caribbean Netherlands;2012;5
9746;Total male and female;20 to 24 years;Ecuadorian;Caribbean Netherlands;2013;5
9747;Total male and female;20 to 24 years;Ecuadorian;Caribbean Netherlands;2014;2
9748;Total male and female;20 to 24 years;Ecuadorian;Caribbean Netherlands;2015;3
9749;Total male and female;20 to 24 years;Ecuadorian;Caribbean Netherlands;2016;5
9750;Total male and female;20 to 24 years;Ecuadorian;Caribbean Netherlands;2017;4
9751;Total male and female;20 to 24 years;Ecuadorian;Caribbean Netherlands;2018;4
9752;Total male and female;20 to 24 years;Ecuadorian;Caribbean Netherlands;2019;5
9753;Total male and female;20 to 24 years;Ecuadorian;Caribbean Netherlands;2020;4
9754;Total male and female;20 to 24 years;Ecuadorian;Caribbean Netherlands;2021;4
9755;Total male and female;20 to 24 years;Ecuadorian;Caribbean Netherlands;2022;3
9756;Total male and female;20 to 24 years;Ecuadorian;Caribbean Netherlands;2023;3
9757;Total male and female;20 to 24 years;Ecuadorian;Caribbean Netherlands;2024;8
9758;Total male and female;20 to 24 years;Ecuadorian;Bonaire;2011;6
9759;Total male and female;20 to 24 years;Ecuadorian;Bonaire;2012;5
9760;Total male and female;20 to 24 years;Ecuadorian;Bonaire;2013;5
9761;Total male and female;20 to 24 years;Ecuadorian;Bonaire;2014;2
9762;Total male and female;20 to 24 years;Ecuadorian;Bonaire;2015;3
9763;Total male and female;20 to 24 years;Ecuadorian;Bonaire;2016;5
9764;Total male and female;20 to 24 years;Ecuadorian;Bonaire;2017;4
9765;Total male and female;20 to 24 years;Ecuadorian;Bonaire;2018;4
9766;Total male and female;20 to 24 years;Ecuadorian;Bonaire;2019;5
9767;Total male and female;20 to 24 years;Ecuadorian;Bonaire;2020;4
9768;Total male and female;20 to 24 years;Ecuadorian;Bonaire;2021;4
9769;Total male and female;20 to 24 years;Ecuadorian;Bonaire;2022;3
9770;Total male and female;20 to 24 years;Ecuadorian;Bonaire;2023;3
9771;Total male and female;20 to 24 years;Ecuadorian;Bonaire;2024;7
9772;Total male and female;20 to 24 years;Ecuadorian;St. Eustatius;2011;0
9773;Total male and female;20 to 24 years;Ecuadorian;St. Eustatius;2012;0
9774;Total male and female;20 to 24 years;Ecuadorian;St. Eustatius;2013;0
9775;Total male and female;20 to 24 years;Ecuadorian;St. Eustatius;2014;0
9776;Total male and female;20 to 24 years;Ecuadorian;St. Eustatius;2015;0
9777;Total male and female;20 to 24 years;Ecuadorian;St. Eustatius;2016;0
9778;Total male and female;20 to 24 years;Ecuadorian;St. Eustatius;2017;0
9779;Total male and female;20 to 24 years;Ecuadorian;St. Eustatius;2018;0
9780;Total male and female;20 to 24 years;Ecuadorian;St. Eustatius;2019;0
9781;Total male and female;20 to 24 years;Ecuadorian;St. Eustatius;2020;0
9782;Total male and female;20 to 24 years;Ecuadorian;St. Eustatius;2021;0
9783;Total male and female;20 to 24 years;Ecuadorian;St. Eustatius;2022;0
9784;Total male and female;20 to 24 years;Ecuadorian;St. Eustatius;2023;0
9785;Total male and female;20 to 24 years;Ecuadorian;St. Eustatius;2024;0
9786;Total male and female;20 to 24 years;Ecuadorian;Saba;2011;0
9787;Total male and female;20 to 24 years;Ecuadorian;Saba;2012;0
9788;Total male and female;20 to 24 years;Ecuadorian;Saba;2013;0
9789;Total male and female;20 to 24 years;Ecuadorian;Saba;2014;0
9790;Total male and female;20 to 24 years;Ecuadorian;Saba;2015;0
9791;Total male and female;20 to 24 years;Ecuadorian;Saba;2016;0
9792;Total male and female;20 to 24 years;Ecuadorian;Saba;2017;0
9793;Total male and female;20 to 24 years;Ecuadorian;Saba;2018;0
9794;Total male and female;20 to 24 years;Ecuadorian;Saba;2019;0
9795;Total male and female;20 to 24 years;Ecuadorian;Saba;2020;0
9796;Total male and female;20 to 24 years;Ecuadorian;Saba;2021;0
9797;Total male and female;20 to 24 years;Ecuadorian;Saba;2022;0
9798;Total male and female;20 to 24 years;Ecuadorian;Saba;2023;0
9799;Total male and female;20 to 24 years;Ecuadorian;Saba;2024;1
9800;Total male and female;20 to 24 years;Guyanese;Caribbean Netherlands;2011;11
9801;Total male and female;20 to 24 years;Guyanese;Caribbean Netherlands;2012;10
9802;Total male and female;20 to 24 years;Guyanese;Caribbean Netherlands;2013;11
9803;Total male and female;20 to 24 years;Guyanese;Caribbean Netherlands;2014;9
9804;Total male and female;20 to 24 years;Guyanese;Caribbean Netherlands;2015;8
9805;Total male and female;20 to 24 years;Guyanese;Caribbean Netherlands;2016;3
9806;Total male and female;20 to 24 years;Guyanese;Caribbean Netherlands;2017;6
9807;Total male and female;20 to 24 years;Guyanese;Caribbean Netherlands;2018;4
9808;Total male and female;20 to 24 years;Guyanese;Caribbean Netherlands;2019;5
9809;Total male and female;20 to 24 years;Guyanese;Caribbean Netherlands;2020;4
9810;Total male and female;20 to 24 years;Guyanese;Caribbean Netherlands;2021;4
9811;Total male and female;20 to 24 years;Guyanese;Caribbean Netherlands;2022;2
9812;Total male and female;20 to 24 years;Guyanese;Caribbean Netherlands;2023;2
9813;Total male and female;20 to 24 years;Guyanese;Caribbean Netherlands;2024;2
9814;Total male and female;20 to 24 years;Guyanese;Bonaire;2011;1
9815;Total male and female;20 to 24 years;Guyanese;Bonaire;2012;0
9816;Total male and female;20 to 24 years;Guyanese;Bonaire;2013;1
9817;Total male and female;20 to 24 years;Guyanese;Bonaire;2014;1
9818;Total male and female;20 to 24 years;Guyanese;Bonaire;2015;1
9819;Total male and female;20 to 24 years;Guyanese;Bonaire;2016;1
9820;Total male and female;20 to 24 years;Guyanese;Bonaire;2017;1
9821;Total male and female;20 to 24 years;Guyanese;Bonaire;2018;1
9822;Total male and female;20 to 24 years;Guyanese;Bonaire;2019;0
9823;Total male and female;20 to 24 years;Guyanese;Bonaire;2020;1
9824;Total male and female;20 to 24 years;Guyanese;Bonaire;2021;1
9825;Total male and female;20 to 24 years;Guyanese;Bonaire;2022;2
9826;Total male and female;20 to 24 years;Guyanese;Bonaire;2023;2
9827;Total male and female;20 to 24 years;Guyanese;Bonaire;2024;2
9828;Total male and female;20 to 24 years;Guyanese;St. Eustatius;2011;9
9829;Total male and female;20 to 24 years;Guyanese;St. Eustatius;2012;9
9830;Total male and female;20 to 24 years;Guyanese;St. Eustatius;2013;10
9831;Total male and female;20 to 24 years;Guyanese;St. Eustatius;2014;8
9832;Total male and female;20 to 24 years;Guyanese;St. Eustatius;2015;7
9833;Total male and female;20 to 24 years;Guyanese;St. Eustatius;2016;2
9834;Total male and female;20 to 24 years;Guyanese;St. Eustatius;2017;5
9835;Total male and female;20 to 24 years;Guyanese;St. Eustatius;2018;3
9836;Total male and female;20 to 24 years;Guyanese;St. Eustatius;2019;5
9837;Total male and female;20 to 24 years;Guyanese;St. Eustatius;2020;3
9838;Total male and female;20 to 24 years;Guyanese;St. Eustatius;2021;3
9839;Total male and female;20 to 24 years;Guyanese;St. Eustatius;2022;0
9840;Total male and female;20 to 24 years;Guyanese;St. Eustatius;2023;0
9841;Total male and female;20 to 24 years;Guyanese;St. Eustatius;2024;0
9842;Total male and female;20 to 24 years;Guyanese;Saba;2011;1
9843;Total male and female;20 to 24 years;Guyanese;Saba;2012;1
9844;Total male and female;20 to 24 years;Guyanese;Saba;2013;0
9845;Total male and female;20 to 24 years;Guyanese;Saba;2014;0
9846;Total male and female;20 to 24 years;Guyanese;Saba;2015;0
9847;Total male and female;20 to 24 years;Guyanese;Saba;2016;0
9848;Total male and female;20 to 24 years;Guyanese;Saba;2017;0
9849;Total male and female;20 to 24 years;Guyanese;Saba;2018;0
9850;Total male and female;20 to 24 years;Guyanese;Saba;2019;0
9851;Total male and female;20 to 24 years;Guyanese;Saba;2020;0
9852;Total male and female;20 to 24 years;Guyanese;Saba;2021;0
9853;Total male and female;20 to 24 years;Guyanese;Saba;2022;0
9854;Total male and female;20 to 24 years;Guyanese;Saba;2023;0
9855;Total male and female;20 to 24 years;Guyanese;Saba;2024;0
9856;Total male and female;20 to 24 years;Haitian;Caribbean Netherlands;2011;4
9857;Total male and female;20 to 24 years;Haitian;Caribbean Netherlands;2012;6
9858;Total male and female;20 to 24 years;Haitian;Caribbean Netherlands;2013;7
9859;Total male and female;20 to 24 years;Haitian;Caribbean Netherlands;2014;7
9860;Total male and female;20 to 24 years;Haitian;Caribbean Netherlands;2015;8
9861;Total male and female;20 to 24 years;Haitian;Caribbean Netherlands;2016;8
9862;Total male and female;20 to 24 years;Haitian;Caribbean Netherlands;2017;9
9863;Total male and female;20 to 24 years;Haitian;Caribbean Netherlands;2018;7
9864;Total male and female;20 to 24 years;Haitian;Caribbean Netherlands;2019;5
9865;Total male and female;20 to 24 years;Haitian;Caribbean Netherlands;2020;8
9866;Total male and female;20 to 24 years;Haitian;Caribbean Netherlands;2021;7
9867;Total male and female;20 to 24 years;Haitian;Caribbean Netherlands;2022;8
9868;Total male and female;20 to 24 years;Haitian;Caribbean Netherlands;2023;8
9869;Total male and female;20 to 24 years;Haitian;Caribbean Netherlands;2024;6
9870;Total male and female;20 to 24 years;Haitian;Bonaire;2011;2
9871;Total male and female;20 to 24 years;Haitian;Bonaire;2012;2
9872;Total male and female;20 to 24 years;Haitian;Bonaire;2013;2
9873;Total male and female;20 to 24 years;Haitian;Bonaire;2014;4
9874;Total male and female;20 to 24 years;Haitian;Bonaire;2015;5
9875;Total male and female;20 to 24 years;Haitian;Bonaire;2016;5
9876;Total male and female;20 to 24 years;Haitian;Bonaire;2017;6
9877;Total male and female;20 to 24 years;Haitian;Bonaire;2018;7
9878;Total male and female;20 to 24 years;Haitian;Bonaire;2019;5
9879;Total male and female;20 to 24 years;Haitian;Bonaire;2020;7
9880;Total male and female;20 to 24 years;Haitian;Bonaire;2021;6
9881;Total male and female;20 to 24 years;Haitian;Bonaire;2022;8
9882;Total male and female;20 to 24 years;Haitian;Bonaire;2023;8
9883;Total male and female;20 to 24 years;Haitian;Bonaire;2024;6
9884;Total male and female;20 to 24 years;Haitian;St. Eustatius;2011;1
9885;Total male and female;20 to 24 years;Haitian;St. Eustatius;2012;1
9886;Total male and female;20 to 24 years;Haitian;St. Eustatius;2013;1
9887;Total male and female;20 to 24 years;Haitian;St. Eustatius;2014;1
9888;Total male and female;20 to 24 years;Haitian;St. Eustatius;2015;1
9889;Total male and female;20 to 24 years;Haitian;St. Eustatius;2016;0
9890;Total male and female;20 to 24 years;Haitian;St. Eustatius;2017;0
9891;Total male and female;20 to 24 years;Haitian;St. Eustatius;2018;0
9892;Total male and female;20 to 24 years;Haitian;St. Eustatius;2019;0
9893;Total male and female;20 to 24 years;Haitian;St. Eustatius;2020;0
9894;Total male and female;20 to 24 years;Haitian;St. Eustatius;2021;0
9895;Total male and female;20 to 24 years;Haitian;St. Eustatius;2022;0
9896;Total male and female;20 to 24 years;Haitian;St. Eustatius;2023;0
9897;Total male and female;20 to 24 years;Haitian;St. Eustatius;2024;0
9898;Total male and female;20 to 24 years;Haitian;Saba;2011;1
9899;Total male and female;20 to 24 years;Haitian;Saba;2012;3
9900;Total male and female;20 to 24 years;Haitian;Saba;2013;4
9901;Total male and female;20 to 24 years;Haitian;Saba;2014;2
9902;Total male and female;20 to 24 years;Haitian;Saba;2015;2
9903;Total male and female;20 to 24 years;Haitian;Saba;2016;3
9904;Total male and female;20 to 24 years;Haitian;Saba;2017;3
9905;Total male and female;20 to 24 years;Haitian;Saba;2018;0
9906;Total male and female;20 to 24 years;Haitian;Saba;2019;0
9907;Total male and female;20 to 24 years;Haitian;Saba;2020;1
9908;Total male and female;20 to 24 years;Haitian;Saba;2021;1
9909;Total male and female;20 to 24 years;Haitian;Saba;2022;0
9910;Total male and female;20 to 24 years;Haitian;Saba;2023;0
9911;Total male and female;20 to 24 years;Haitian;Saba;2024;0
9912;Total male and female;20 to 24 years;Jamaican;Caribbean Netherlands;2011;3
9913;Total male and female;20 to 24 years;Jamaican;Caribbean Netherlands;2012;0
9914;Total male and female;20 to 24 years;Jamaican;Caribbean Netherlands;2013;0
9915;Total male and female;20 to 24 years;Jamaican;Caribbean Netherlands;2014;1
9916;Total male and female;20 to 24 years;Jamaican;Caribbean Netherlands;2015;0
9917;Total male and female;20 to 24 years;Jamaican;Caribbean Netherlands;2016;4
9918;Total male and female;20 to 24 years;Jamaican;Caribbean Netherlands;2017;4
9919;Total male and female;20 to 24 years;Jamaican;Caribbean Netherlands;2018;2
9920;Total male and female;20 to 24 years;Jamaican;Caribbean Netherlands;2019;2
9921;Total male and female;20 to 24 years;Jamaican;Caribbean Netherlands;2020;3
9922;Total male and female;20 to 24 years;Jamaican;Caribbean Netherlands;2021;3
9923;Total male and female;20 to 24 years;Jamaican;Caribbean Netherlands;2022;3
9924;Total male and female;20 to 24 years;Jamaican;Caribbean Netherlands;2023;5
9925;Total male and female;20 to 24 years;Jamaican;Caribbean Netherlands;2024;8
9926;Total male and female;20 to 24 years;Jamaican;Bonaire;2011;0
9927;Total male and female;20 to 24 years;Jamaican;Bonaire;2012;0
9928;Total male and female;20 to 24 years;Jamaican;Bonaire;2013;0
9929;Total male and female;20 to 24 years;Jamaican;Bonaire;2014;1
9930;Total male and female;20 to 24 years;Jamaican;Bonaire;2015;0
9931;Total male and female;20 to 24 years;Jamaican;Bonaire;2016;2
9932;Total male and female;20 to 24 years;Jamaican;Bonaire;2017;2
9933;Total male and female;20 to 24 years;Jamaican;Bonaire;2018;1
