ID;RegioS;Migratieachtergrond;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
2923;Bergeijk;Westerse migratieachtergrond;0.9;16.1
2924;Bergeijk;Niet-westerse migratieachtergrond;;
2925;Bladel;Totaal;12.5;16.9
2926;Bladel;Nederlandse achtergrond;11.6;16.9
2927;Bladel;Met migratieachtergrond;0.9;16.5
2928;Bladel;Westerse migratieachtergrond;0.8;16.9
2929;Bladel;Niet-westerse migratieachtergrond;;
2930;Gulpen-Wittem;Totaal;10.1;16.6
2931;Gulpen-Wittem;Nederlandse achtergrond;8.8;16.8
2932;Gulpen-Wittem;Met migratieachtergrond;1.3;15.5
2933;Gulpen-Wittem;Westerse migratieachtergrond;1.2;15.7
2934;Gulpen-Wittem;Niet-westerse migratieachtergrond;;
2935;Tynaarlo;Totaal;21.3;17.9
2936;Tynaarlo;Nederlandse achtergrond;20.1;17.9
2937;Tynaarlo;Met migratieachtergrond;1.2;18.5
2938;Tynaarlo;Westerse migratieachtergrond;1.0;18.9
2939;Tynaarlo;Niet-westerse migratieachtergrond;;
2940;Midden-Drenthe;Totaal;21.7;15.5
2941;Midden-Drenthe;Nederlandse achtergrond;20.7;15.5
2942;Midden-Drenthe;Met migratieachtergrond;1.0;16.3
2943;Midden-Drenthe;Westerse migratieachtergrond;0.9;17.0
2944;Midden-Drenthe;Niet-westerse migratieachtergrond;;
2945;Overbetuwe;Totaal;26.2;17.2
2946;Overbetuwe;Nederlandse achtergrond;23.7;17.3
2947;Overbetuwe;Met migratieachtergrond;2.4;16.3
2948;Overbetuwe;Westerse migratieachtergrond;2.1;16.9
2949;Overbetuwe;Niet-westerse migratieachtergrond;0.4;12.9
2950;Hof van Twente;Totaal;23.6;16.7
2951;Hof van Twente;Nederlandse achtergrond;21.9;16.6
2952;Hof van Twente;Met migratieachtergrond;1.6;17.3
2953;Hof van Twente;Westerse migratieachtergrond;1.3;18.3
2954;Hof van Twente;Niet-westerse migratieachtergrond;0.4;14.0
2955;Sittard-Geleen;Totaal;65.4;16.4
2956;Sittard-Geleen;Nederlandse achtergrond;51.9;16.7
2957;Sittard-Geleen;Met migratieachtergrond;13.5;15.5
2958;Sittard-Geleen;Westerse migratieachtergrond;11.3;15.9
2959;Sittard-Geleen;Niet-westerse migratieachtergrond;2.1;13.3
2960;Zwartewaterland;Totaal;13.0;16.7
2961;Zwartewaterland;Nederlandse achtergrond;12.5;16.7
2962;Zwartewaterland;Met migratieachtergrond;0.4;16.3
2963;Zwartewaterland;Westerse migratieachtergrond;0.3;16.5
2964;Zwartewaterland;Niet-westerse migratieachtergrond;;
2965;Leidschendam-Voorburg;Totaal;51.5;19.4
2966;Leidschendam-Voorburg;Nederlandse achtergrond;41.1;19.5
2967;Leidschendam-Voorburg;Met migratieachtergrond;10.4;18.8
2968;Leidschendam-Voorburg;Westerse migratieachtergrond;6.6;20.7
2969;Leidschendam-Voorburg;Niet-westerse migratieachtergrond;3.8;15.6
2970;Pijnacker-Nootdorp;Totaal;22.1;19.2
2971;Pijnacker-Nootdorp;Nederlandse achtergrond;19.8;19.2
2972;Pijnacker-Nootdorp;Met migratieachtergrond;2.2;19.3
2973;Pijnacker-Nootdorp;Westerse migratieachtergrond;1.3;20.7
2974;Pijnacker-Nootdorp;Niet-westerse migratieachtergrond;0.9;17.3
2975;Heel;Totaal;5.8;16.2
2976;Heel;Nederlandse achtergrond;5.1;16.3
2977;Heel;Met migratieachtergrond;0.6;15.2
2978;Heel;Westerse migratieachtergrond;0.6;15.2
2979;Heel;Niet-westerse migratieachtergrond;;
2980;Menterwolde;Totaal;8.2;14.8
2981;Menterwolde;Nederlandse achtergrond;7.8;14.7
2982;Menterwolde;Met migratieachtergrond;0.4;16.2
2983;Menterwolde;Westerse migratieachtergrond;0.3;15.7
2984;Menterwolde;Niet-westerse migratieachtergrond;;
