ID;Providers;Financing;Periods;ExpenditureOnHealthAndSocialCare_1
3631;HP6: Providers of preventive care;HF1: Government, comp. Contr. schemes;2012;897.0
3632;HP6: Providers of preventive care;HF1: Government, comp. Contr. schemes;2013;867.0
3633;HP6: Providers of preventive care;HF1: Government, comp. Contr. schemes;2014;887.0
3634;HP6: Providers of preventive care;HF1: Government, comp. Contr. schemes;2015;890.0
3635;HP6: Providers of preventive care;HF1: Government, comp. Contr. schemes;2016;897.0
3636;HP6: Providers of preventive care;HF11: Government schemes;2005;578.0
3637;HP6: Providers of preventive care;HF11: Government schemes;2006;650.0
3638;HP6: Providers of preventive care;HF11: Government schemes;2007;719.0
3639;HP6: Providers of preventive care;HF11: Government schemes;2008;722.0
3640;HP6: Providers of preventive care;HF11: Government schemes;2009;738.0
3641;HP6: Providers of preventive care;HF11: Government schemes;2010;783.0
3642;HP6: Providers of preventive care;HF11: Government schemes;2011;794.0
3643;HP6: Providers of preventive care;HF11: Government schemes;2012;816.0
3644;HP6: Providers of preventive care;HF11: Government schemes;2013;782.0
3645;HP6: Providers of preventive care;HF11: Government schemes;2014;800.0
3646;HP6: Providers of preventive care;HF11: Government schemes;2015;804.0
3647;HP6: Providers of preventive care;HF11: Government schemes;2016;808.0
3648;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2005;153.0
3649;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2006;99.0
3650;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2007;100.0
3651;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2008;89.0
3652;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2009;88.0
3653;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2010;98.0
3654;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2011;95.0
3655;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2012;82.0
3656;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2013;85.0
3657;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2014;88.0
3658;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2015;86.0
3659;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2016;90.0
3660;HP6: Providers of preventive care;HF121a: Long-term care insurance;2005;78.0
3661;HP6: Providers of preventive care;HF121a: Long-term care insurance;2006;14.0
3662;HP6: Providers of preventive care;HF121a: Long-term care insurance;2007;0.0
3663;HP6: Providers of preventive care;HF121a: Long-term care insurance;2008;0.0
3664;HP6: Providers of preventive care;HF121a: Long-term care insurance;2009;0.0
3665;HP6: Providers of preventive care;HF121a: Long-term care insurance;2010;0.0
3666;HP6: Providers of preventive care;HF121a: Long-term care insurance;2011;0.0
3667;HP6: Providers of preventive care;HF121a: Long-term care insurance;2012;0.0
3668;HP6: Providers of preventive care;HF121a: Long-term care insurance;2013;0.0
3669;HP6: Providers of preventive care;HF121a: Long-term care insurance;2014;0.0
3670;HP6: Providers of preventive care;HF121a: Long-term care insurance;2015;0.0
3671;HP6: Providers of preventive care;HF121a: Long-term care insurance;2016;0.0
3672;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2005;76.0
3673;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2006;
3674;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2007;
3675;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2008;
3676;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2009;
3677;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2010;
3678;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2011;
3679;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2012;
3680;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2013;
3681;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2014;
3682;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2015;
3683;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2016;
3684;HP6: Providers of preventive care;HF122: Compulsory private insurance;2005;
3685;HP6: Providers of preventive care;HF122: Compulsory private insurance;2006;85.0
3686;HP6: Providers of preventive care;HF122: Compulsory private insurance;2007;100.0
3687;HP6: Providers of preventive care;HF122: Compulsory private insurance;2008;89.0
3688;HP6: Providers of preventive care;HF122: Compulsory private insurance;2009;88.0
3689;HP6: Providers of preventive care;HF122: Compulsory private insurance;2010;98.0
3690;HP6: Providers of preventive care;HF122: Compulsory private insurance;2011;95.0
3691;HP6: Providers of preventive care;HF122: Compulsory private insurance;2012;82.0
3692;HP6: Providers of preventive care;HF122: Compulsory private insurance;2013;85.0
3693;HP6: Providers of preventive care;HF122: Compulsory private insurance;2014;88.0
3694;HP6: Providers of preventive care;HF122: Compulsory private insurance;2015;86.0
3695;HP6: Providers of preventive care;HF122: Compulsory private insurance;2016;90.0
3696;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2005;680.0
3697;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2006;581.0
3698;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2007;596.0
3699;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2008;486.0
3700;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2009;577.0
3701;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2010;586.0
3702;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2011;546.0
3703;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2012;512.0
3704;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2013;519.0
3705;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2014;523.0
3706;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2015;501.0
3707;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2016;521.0
3708;HP6: Providers of preventive care;HF2: Voluntary schemes;2005;652.0
3709;HP6: Providers of preventive care;HF2: Voluntary schemes;2006;551.0
3710;HP6: Providers of preventive care;HF2: Voluntary schemes;2007;562.0
3711;HP6: Providers of preventive care;HF2: Voluntary schemes;2008;460.0
3712;HP6: Providers of preventive care;HF2: Voluntary schemes;2009;553.0
3713;HP6: Providers of preventive care;HF2: Voluntary schemes;2010;561.0
3714;HP6: Providers of preventive care;HF2: Voluntary schemes;2011;521.0
3715;HP6: Providers of preventive care;HF2: Voluntary schemes;2012;485.0
3716;HP6: Providers of preventive care;HF2: Voluntary schemes;2013;490.0
3717;HP6: Providers of preventive care;HF2: Voluntary schemes;2014;493.0
3718;HP6: Providers of preventive care;HF2: Voluntary schemes;2015;472.0
3719;HP6: Providers of preventive care;HF2: Voluntary schemes;2016;491.0
3720;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2005;22.0
3721;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2006;0.0
3722;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2007;0.0
3723;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2008;0.0
3724;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2009;0.0
3725;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2010;0.0
3726;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2011;0.0
3727;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2012;0.0
3728;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2013;0.0
3729;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2014;0.0
3730;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2015;0.0
3731;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2016;0.0
3732;HP6: Providers of preventive care;HF22: Financing schemes NPI;2005;91.0
3733;HP6: Providers of preventive care;HF22: Financing schemes NPI;2006;78.0
3734;HP6: Providers of preventive care;HF22: Financing schemes NPI;2007;79.0
3735;HP6: Providers of preventive care;HF22: Financing schemes NPI;2008;64.0
3736;HP6: Providers of preventive care;HF22: Financing schemes NPI;2009;59.0
3737;HP6: Providers of preventive care;HF22: Financing schemes NPI;2010;60.0
3738;HP6: Providers of preventive care;HF22: Financing schemes NPI;2011;56.0
3739;HP6: Providers of preventive care;HF22: Financing schemes NPI;2012;51.0
3740;HP6: Providers of preventive care;HF22: Financing schemes NPI;2013;53.0
3741;HP6: Providers of preventive care;HF22: Financing schemes NPI;2014;53.0
3742;HP6: Providers of preventive care;HF22: Financing schemes NPI;2015;51.0
3743;HP6: Providers of preventive care;HF22: Financing schemes NPI;2016;53.0
3744;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2005;539.0
3745;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2006;473.0
3746;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2007;483.0
3747;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2008;396.0
3748;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2009;495.0
3749;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2010;501.0
3750;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2011;465.0
3751;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2012;433.0
3752;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2013;437.0
3753;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2014;440.0
3754;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2015;421.0
3755;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2016;439.0
3756;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2005;28.0
3757;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2006;30.0
3758;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2007;35.0
3759;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2008;26.0
3760;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2009;23.0
3761;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2010;25.0
3762;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2011;25.0
3763;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2012;28.0
3764;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2013;29.0
3765;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2014;30.0
3766;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2015;29.0
3767;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2016;30.0
3768;HP6: Providers of preventive care;"Rest of the world; exports";2005;0.0
3769;HP6: Providers of preventive care;"Rest of the world; exports";2006;0.0
3770;HP6: Providers of preventive care;"Rest of the world; exports";2007;0.0
3771;HP6: Providers of preventive care;"Rest of the world; exports";2008;0.0
3772;HP6: Providers of preventive care;"Rest of the world; exports";2009;0.0
3773;HP6: Providers of preventive care;"Rest of the world; exports";2010;0.0
3774;HP6: Providers of preventive care;"Rest of the world; exports";2011;0.0
3775;HP6: Providers of preventive care;"Rest of the world; exports";2012;0.0
3776;HP6: Providers of preventive care;"Rest of the world; exports";2013;0.0
3777;HP6: Providers of preventive care;"Rest of the world; exports";2014;0.0
3778;HP6: Providers of preventive care;"Rest of the world; exports";2015;0.0
3779;HP6: Providers of preventive care;"Rest of the world; exports";2016;0.0
3780;HP7: Healthcare adm. and financ.;Total financ schemes health,social care;2005;2546.0
3781;HP7: Healthcare adm. and financ.;Total financ schemes health,social care;2006;2752.0
3782;HP7: Healthcare adm. and financ.;Total financ schemes health,social care;2007;3012.0
3783;HP7: Healthcare adm. and financ.;Total financ schemes health,social care;2008;2965.0
3784;HP7: Healthcare adm. and financ.;Total financ schemes health,social care;2009;3026.0
3785;HP7: Healthcare adm. and financ.;Total financ schemes health,social care;2010;3132.0
3786;HP7: Healthcare adm. and financ.;Total financ schemes health,social care;2011;3351.0
3787;HP7: Healthcare adm. and financ.;Total financ schemes health,social care;2012;3342.0
3788;HP7: Healthcare adm. and financ.;Total financ schemes health,social care;2013;3484.0
3789;HP7: Healthcare adm. and financ.;Total financ schemes health,social care;2014;3670.0
3790;HP7: Healthcare adm. and financ.;Total financ schemes health,social care;2015;3647.0
3791;HP7: Healthcare adm. and financ.;Total financ schemes health,social care;2016;3602.0
3792;HP7: Healthcare adm. and financ.;Total financing of residents;2005;2546.0
3793;HP7: Healthcare adm. and financ.;Total financing of residents;2006;2752.0
3794;HP7: Healthcare adm. and financ.;Total financing of residents;2007;3012.0
3795;HP7: Healthcare adm. and financ.;Total financing of residents;2008;2965.0
3796;HP7: Healthcare adm. and financ.;Total financing of residents;2009;3026.0
3797;HP7: Healthcare adm. and financ.;Total financing of residents;2010;3132.0
3798;HP7: Healthcare adm. and financ.;Total financing of residents;2011;3351.0
3799;HP7: Healthcare adm. and financ.;Total financing of residents;2012;3342.0
3800;HP7: Healthcare adm. and financ.;Total financing of residents;2013;3484.0
3801;HP7: Healthcare adm. and financ.;Total financing of residents;2014;3670.0
3802;HP7: Healthcare adm. and financ.;Total financing of residents;2015;3647.0
3803;HP7: Healthcare adm. and financ.;Total financing of residents;2016;3602.0
3804;HP7: Healthcare adm. and financ.;HF1: Government, comp. Contr. schemes;2005;1395.0
3805;HP7: Healthcare adm. and financ.;HF1: Government, comp. Contr. schemes;2006;2200.0
3806;HP7: Healthcare adm. and financ.;HF1: Government, comp. Contr. schemes;2007;2451.0
3807;HP7: Healthcare adm. and financ.;HF1: Government, comp. Contr. schemes;2008;2408.0
3808;HP7: Healthcare adm. and financ.;HF1: Government, comp. Contr. schemes;2009;2419.0
3809;HP7: Healthcare adm. and financ.;HF1: Government, comp. Contr. schemes;2010;2504.0
3810;HP7: Healthcare adm. and financ.;HF1: Government, comp. Contr. schemes;2011;2698.0
3811;HP7: Healthcare adm. and financ.;HF1: Government, comp. Contr. schemes;2012;2696.0
3812;HP7: Healthcare adm. and financ.;HF1: Government, comp. Contr. schemes;2013;2833.0
3813;HP7: Healthcare adm. and financ.;HF1: Government, comp. Contr. schemes;2014;3022.0
3814;HP7: Healthcare adm. and financ.;HF1: Government, comp. Contr. schemes;2015;3060.0
3815;HP7: Healthcare adm. and financ.;HF1: Government, comp. Contr. schemes;2016;3035.0
3816;HP7: Healthcare adm. and financ.;HF11: Government schemes;2005;640.0
3817;HP7: Healthcare adm. and financ.;HF11: Government schemes;2006;689.0
3818;HP7: Healthcare adm. and financ.;HF11: Government schemes;2007;949.0
3819;HP7: Healthcare adm. and financ.;HF11: Government schemes;2008;982.0
3820;HP7: Healthcare adm. and financ.;HF11: Government schemes;2009;1018.0
3821;HP7: Healthcare adm. and financ.;HF11: Government schemes;2010;974.0
3822;HP7: Healthcare adm. and financ.;HF11: Government schemes;2011;982.0
3823;HP7: Healthcare adm. and financ.;HF11: Government schemes;2012;965.0
3824;HP7: Healthcare adm. and financ.;HF11: Government schemes;2013;992.0
3825;HP7: Healthcare adm. and financ.;HF11: Government schemes;2014;1037.0
3826;HP7: Healthcare adm. and financ.;HF11: Government schemes;2015;1021.0
3827;HP7: Healthcare adm. and financ.;HF11: Government schemes;2016;1046.0
3828;HP7: Healthcare adm. and financ.;HF12: Compulsory contributory schemes;2005;755.0
3829;HP7: Healthcare adm. and financ.;HF12: Compulsory contributory schemes;2006;1510.0
3830;HP7: Healthcare adm. and financ.;HF12: Compulsory contributory schemes;2007;1502.0
3831;HP7: Healthcare adm. and financ.;HF12: Compulsory contributory schemes;2008;1427.0
3832;HP7: Healthcare adm. and financ.;HF12: Compulsory contributory schemes;2009;1401.0
3833;HP7: Healthcare adm. and financ.;HF12: Compulsory contributory schemes;2010;1530.0
3834;HP7: Healthcare adm. and financ.;HF12: Compulsory contributory schemes;2011;1716.0
3835;HP7: Healthcare adm. and financ.;HF12: Compulsory contributory schemes;2012;1731.0
3836;HP7: Healthcare adm. and financ.;HF12: Compulsory contributory schemes;2013;1841.0
