ID;Functions;Providers;Periods;HealthCareExpenditure_1
1832;HC41: Laboratory services;HP32: Dental practices;2023;0
1833;HC41: Laboratory services;HP33 : Other health care practitioners;2021;0
1834;HC41: Laboratory services;HP33 : Other health care practitioners;2022;0
1835;HC41: Laboratory services;HP33 : Other health care practitioners;2023;0
1836;HC41: Laboratory services;HP34: Ambulatory health care centres;2021;0
1837;HC41: Laboratory services;HP34: Ambulatory health care centres;2022;0
1838;HC41: Laboratory services;HP34: Ambulatory health care centres;2023;0
1839;HC41: Laboratory services;HP35: Providers home healthcare services;2021;0
1840;HC41: Laboratory services;HP35: Providers home healthcare services;2022;0
1841;HC41: Laboratory services;HP35: Providers home healthcare services;2023;0
1842;HC41: Laboratory services;HP4: Providers of ancillary services;2021;69
1843;HC41: Laboratory services;HP4: Providers of ancillary services;2022;69
1844;HC41: Laboratory services;HP4: Providers of ancillary services;2023;74
1845;HC41: Laboratory services;HP41: Patient transportation, emergency;2021;0
1846;HC41: Laboratory services;HP41: Patient transportation, emergency;2022;0
1847;HC41: Laboratory services;HP41: Patient transportation, emergency;2023;0
1848;HC41: Laboratory services;HP42-49: Laboratories, other anc. serv.;2021;69
1849;HC41: Laboratory services;HP42-49: Laboratories, other anc. serv.;2022;69
1850;HC41: Laboratory services;HP42-49: Laboratories, other anc. serv.;2023;74
1851;HC41: Laboratory services;HP5: Retailers of medical goods;2021;0
1852;HC41: Laboratory services;HP5: Retailers of medical goods;2022;0
1853;HC41: Laboratory services;HP5: Retailers of medical goods;2023;0
1854;HC41: Laboratory services;HP51: Pharmacies;2021;0
1855;HC41: Laboratory services;HP51: Pharmacies;2022;0
1856;HC41: Laboratory services;HP51: Pharmacies;2023;0
1857;HC41: Laboratory services;HP52-59 : Suppl. med. appliances, other;2021;0
1858;HC41: Laboratory services;HP52-59 : Suppl. med. appliances, other;2022;0
1859;HC41: Laboratory services;HP52-59 : Suppl. med. appliances, other;2023;0
1860;HC41: Laboratory services;HP6: Providers of preventive care;2021;0
1861;HC41: Laboratory services;HP6: Providers of preventive care;2022;0
1862;HC41: Laboratory services;HP6: Providers of preventive care;2023;0
1863;HC41: Laboratory services;HP7: Healthcare adm. and financ.;2021;0
1864;HC41: Laboratory services;HP7: Healthcare adm. and financ.;2022;0
1865;HC41: Laboratory services;HP7: Healthcare adm. and financ.;2023;0
1866;HC41: Laboratory services;HP71: Government health administration;2021;0
1867;HC41: Laboratory services;HP71: Government health administration;2022;0
1868;HC41: Laboratory services;HP71: Government health administration;2023;0
1869;HC41: Laboratory services;HP72: Social health insurance agencies;2021;0
1870;HC41: Laboratory services;HP72: Social health insurance agencies;2022;0
1871;HC41: Laboratory services;HP72: Social health insurance agencies;2023;0
1872;HC41: Laboratory services;HP73: Providers of health insurance;2021;0
1873;HC41: Laboratory services;HP73: Providers of health insurance;2022;0
1874;HC41: Laboratory services;HP73: Providers of health insurance;2023;0
1875;HC41: Laboratory services;HP79: Other administration agencies;2021;0
1876;HC41: Laboratory services;HP79: Other administration agencies;2022;0
1877;HC41: Laboratory services;HP79: Other administration agencies;2023;0
1878;HC41: Laboratory services;HP8: Rest of economy;2021;0
1879;HC41: Laboratory services;HP8: Rest of economy;2022;0
1880;HC41: Laboratory services;HP8: Rest of economy;2023;0
1881;HC41: Laboratory services;HP81: Households prov. home health care;2021;0
1882;HC41: Laboratory services;HP81: Households prov. home health care;2022;0
1883;HC41: Laboratory services;HP81: Households prov. home health care;2023;0
1884;HC41: Laboratory services;HP82: Secondary providers of health care;2021;0
1885;HC41: Laboratory services;HP82: Secondary providers of health care;2022;0
1886;HC41: Laboratory services;HP82: Secondary providers of health care;2023;0
1887;HC41: Laboratory services;HP9: Rest of the world;2021;0
1888;HC41: Laboratory services;HP9: Rest of the world;2022;0
1889;HC41: Laboratory services;HP9: Rest of the world;2023;0
1890;HC42: Imaging diagnosis;Total health care providers;2021;0
1891;HC42: Imaging diagnosis;Total health care providers;2022;0
1892;HC42: Imaging diagnosis;Total health care providers;2023;0
1893;HC42: Imaging diagnosis;HP1: Hospitals;2021;0
1894;HC42: Imaging diagnosis;HP1: Hospitals;2022;0
1895;HC42: Imaging diagnosis;HP1: Hospitals;2023;0
1896;HC42: Imaging diagnosis;HP11: General and university hospitals;2021;0
1897;HC42: Imaging diagnosis;HP11: General and university hospitals;2022;0
1898;HC42: Imaging diagnosis;HP11: General and university hospitals;2023;0
1899;HC42: Imaging diagnosis;HP12: Mental health institutions,;2021;0
1900;HC42: Imaging diagnosis;HP12: Mental health institutions,;2022;0
1901;HC42: Imaging diagnosis;HP12: Mental health institutions,;2023;0
1902;HC42: Imaging diagnosis;HP13: Specialised hospitals;2021;0
1903;HC42: Imaging diagnosis;HP13: Specialised hospitals;2022;0
1904;HC42: Imaging diagnosis;HP13: Specialised hospitals;2023;0
1905;HC42: Imaging diagnosis;HP2: Nursing and residential care facil.;2021;0
1906;HC42: Imaging diagnosis;HP2: Nursing and residential care facil.;2022;0
1907;HC42: Imaging diagnosis;HP2: Nursing and residential care facil.;2023;0
1908;HC42: Imaging diagnosis;HP21: Nursing care facilities;2021;0
1909;HC42: Imaging diagnosis;HP21: Nursing care facilities;2022;0
1910;HC42: Imaging diagnosis;HP21: Nursing care facilities;2023;0
1911;HC42: Imaging diagnosis;HP22-29: Facilities for the disabled;2021;0
1912;HC42: Imaging diagnosis;HP22-29: Facilities for the disabled;2022;0
1913;HC42: Imaging diagnosis;HP22-29: Facilities for the disabled;2023;0
1914;HC42: Imaging diagnosis;HP3: Providers of ambulatory health care;2021;0
1915;HC42: Imaging diagnosis;HP3: Providers of ambulatory health care;2022;0
1916;HC42: Imaging diagnosis;HP3: Providers of ambulatory health care;2023;0
1917;HC42: Imaging diagnosis;HP31: Medical practices;2021;0
1918;HC42: Imaging diagnosis;HP31: Medical practices;2022;0
1919;HC42: Imaging diagnosis;HP31: Medical practices;2023;0
1920;HC42: Imaging diagnosis;HP32: Dental practices;2021;0
1921;HC42: Imaging diagnosis;HP32: Dental practices;2022;0
1922;HC42: Imaging diagnosis;HP32: Dental practices;2023;0
1923;HC42: Imaging diagnosis;HP33 : Other health care practitioners;2021;0
1924;HC42: Imaging diagnosis;HP33 : Other health care practitioners;2022;0
1925;HC42: Imaging diagnosis;HP33 : Other health care practitioners;2023;0
1926;HC42: Imaging diagnosis;HP34: Ambulatory health care centres;2021;0
1927;HC42: Imaging diagnosis;HP34: Ambulatory health care centres;2022;0
1928;HC42: Imaging diagnosis;HP34: Ambulatory health care centres;2023;0
1929;HC42: Imaging diagnosis;HP35: Providers home healthcare services;2021;0
1930;HC42: Imaging diagnosis;HP35: Providers home healthcare services;2022;0
1931;HC42: Imaging diagnosis;HP35: Providers home healthcare services;2023;0
1932;HC42: Imaging diagnosis;HP4: Providers of ancillary services;2021;0
1933;HC42: Imaging diagnosis;HP4: Providers of ancillary services;2022;0
1934;HC42: Imaging diagnosis;HP4: Providers of ancillary services;2023;0
1935;HC42: Imaging diagnosis;HP41: Patient transportation, emergency;2021;0
1936;HC42: Imaging diagnosis;HP41: Patient transportation, emergency;2022;0
1937;HC42: Imaging diagnosis;HP41: Patient transportation, emergency;2023;0
1938;HC42: Imaging diagnosis;HP42-49: Laboratories, other anc. serv.;2021;0
1939;HC42: Imaging diagnosis;HP42-49: Laboratories, other anc. serv.;2022;0
1940;HC42: Imaging diagnosis;HP42-49: Laboratories, other anc. serv.;2023;0
1941;HC42: Imaging diagnosis;HP5: Retailers of medical goods;2021;0
1942;HC42: Imaging diagnosis;HP5: Retailers of medical goods;2022;0
1943;HC42: Imaging diagnosis;HP5: Retailers of medical goods;2023;0
1944;HC42: Imaging diagnosis;HP51: Pharmacies;2021;0
1945;HC42: Imaging diagnosis;HP51: Pharmacies;2022;0
1946;HC42: Imaging diagnosis;HP51: Pharmacies;2023;0
1947;HC42: Imaging diagnosis;HP52-59 : Suppl. med. appliances, other;2021;0
1948;HC42: Imaging diagnosis;HP52-59 : Suppl. med. appliances, other;2022;0
1949;HC42: Imaging diagnosis;HP52-59 : Suppl. med. appliances, other;2023;0
1950;HC42: Imaging diagnosis;HP6: Providers of preventive care;2021;0
1951;HC42: Imaging diagnosis;HP6: Providers of preventive care;2022;0
1952;HC42: Imaging diagnosis;HP6: Providers of preventive care;2023;0
1953;HC42: Imaging diagnosis;HP7: Healthcare adm. and financ.;2021;0
1954;HC42: Imaging diagnosis;HP7: Healthcare adm. and financ.;2022;0
1955;HC42: Imaging diagnosis;HP7: Healthcare adm. and financ.;2023;0
1956;HC42: Imaging diagnosis;HP71: Government health administration;2021;0
1957;HC42: Imaging diagnosis;HP71: Government health administration;2022;0
1958;HC42: Imaging diagnosis;HP71: Government health administration;2023;0
1959;HC42: Imaging diagnosis;HP72: Social health insurance agencies;2021;0
1960;HC42: Imaging diagnosis;HP72: Social health insurance agencies;2022;0
1961;HC42: Imaging diagnosis;HP72: Social health insurance agencies;2023;0
1962;HC42: Imaging diagnosis;HP73: Providers of health insurance;2021;0
1963;HC42: Imaging diagnosis;HP73: Providers of health insurance;2022;0
1964;HC42: Imaging diagnosis;HP73: Providers of health insurance;2023;0
1965;HC42: Imaging diagnosis;HP79: Other administration agencies;2021;0
1966;HC42: Imaging diagnosis;HP79: Other administration agencies;2022;0
1967;HC42: Imaging diagnosis;HP79: Other administration agencies;2023;0
1968;HC42: Imaging diagnosis;HP8: Rest of economy;2021;0
1969;HC42: Imaging diagnosis;HP8: Rest of economy;2022;0
1970;HC42: Imaging diagnosis;HP8: Rest of economy;2023;0
1971;HC42: Imaging diagnosis;HP81: Households prov. home health care;2021;0
1972;HC42: Imaging diagnosis;HP81: Households prov. home health care;2022;0
1973;HC42: Imaging diagnosis;HP81: Households prov. home health care;2023;0
1974;HC42: Imaging diagnosis;HP82: Secondary providers of health care;2021;0
1975;HC42: Imaging diagnosis;HP82: Secondary providers of health care;2022;0
1976;HC42: Imaging diagnosis;HP82: Secondary providers of health care;2023;0
1977;HC42: Imaging diagnosis;HP9: Rest of the world;2021;0
1978;HC42: Imaging diagnosis;HP9: Rest of the world;2022;0
1979;HC42: Imaging diagnosis;HP9: Rest of the world;2023;0
1980;HC43: Patient transport;Total health care providers;2021;883
1981;HC43: Patient transport;Total health care providers;2022;906
1982;HC43: Patient transport;Total health care providers;2023;1056
1983;HC43: Patient transport;HP1: Hospitals;2021;76
1984;HC43: Patient transport;HP1: Hospitals;2022;77
1985;HC43: Patient transport;HP1: Hospitals;2023;85
1986;HC43: Patient transport;HP11: General and university hospitals;2021;76
1987;HC43: Patient transport;HP11: General and university hospitals;2022;77
1988;HC43: Patient transport;HP11: General and university hospitals;2023;85
1989;HC43: Patient transport;HP12: Mental health institutions,;2021;0
1990;HC43: Patient transport;HP12: Mental health institutions,;2022;0
1991;HC43: Patient transport;HP12: Mental health institutions,;2023;0
1992;HC43: Patient transport;HP13: Specialised hospitals;2021;0
1993;HC43: Patient transport;HP13: Specialised hospitals;2022;0
1994;HC43: Patient transport;HP13: Specialised hospitals;2023;0
1995;HC43: Patient transport;HP2: Nursing and residential care facil.;2021;0
1996;HC43: Patient transport;HP2: Nursing and residential care facil.;2022;0
1997;HC43: Patient transport;HP2: Nursing and residential care facil.;2023;0
1998;HC43: Patient transport;HP21: Nursing care facilities;2021;0
1999;HC43: Patient transport;HP21: Nursing care facilities;2022;0
2000;HC43: Patient transport;HP21: Nursing care facilities;2023;0
2001;HC43: Patient transport;HP22-29: Facilities for the disabled;2021;0
2002;HC43: Patient transport;HP22-29: Facilities for the disabled;2022;0
2003;HC43: Patient transport;HP22-29: Facilities for the disabled;2023;0
2004;HC43: Patient transport;HP3: Providers of ambulatory health care;2021;0
2005;HC43: Patient transport;HP3: Providers of ambulatory health care;2022;0
2006;HC43: Patient transport;HP3: Providers of ambulatory health care;2023;0
2007;HC43: Patient transport;HP31: Medical practices;2021;0
2008;HC43: Patient transport;HP31: Medical practices;2022;0
2009;HC43: Patient transport;HP31: Medical practices;2023;0
2010;HC43: Patient transport;HP32: Dental practices;2021;0
2011;HC43: Patient transport;HP32: Dental practices;2022;0
2012;HC43: Patient transport;HP32: Dental practices;2023;0
2013;HC43: Patient transport;HP33 : Other health care practitioners;2021;0
2014;HC43: Patient transport;HP33 : Other health care practitioners;2022;0
2015;HC43: Patient transport;HP33 : Other health care practitioners;2023;0
2016;HC43: Patient transport;HP34: Ambulatory health care centres;2021;0
2017;HC43: Patient transport;HP34: Ambulatory health care centres;2022;0
2018;HC43: Patient transport;HP34: Ambulatory health care centres;2023;0
2019;HC43: Patient transport;HP35: Providers home healthcare services;2021;0
2020;HC43: Patient transport;HP35: Providers home healthcare services;2022;0
2021;HC43: Patient transport;HP35: Providers home healthcare services;2023;0
2022;HC43: Patient transport;HP4: Providers of ancillary services;2021;500
