ID;Sex;Characteristics;CaribbeanNetherlands;Periods;Persons_1;PersonalGrossIncomeMean_2;PersonalGrossIncomeMedian_3;PersonalIncomeMean_4;PersonalIncomeMedian_5
1658;Male;Age: younger than 20 years;St. Eustatius;2013;0.0;;;;
1659;Male;Age: younger than 20 years;St. Eustatius;2014;0.0;;;;
1660;Male;Age: younger than 20 years;St. Eustatius;2015;0.0;;;;
1661;Male;Age: younger than 20 years;St. Eustatius;2016;0.0;;;;
1662;Male;Age: younger than 20 years;St. Eustatius;2017;0.0;;;;
1663;Male;Age: younger than 20 years;St. Eustatius;2018;0.0;;;;
1664;Male;Age: younger than 20 years;St. Eustatius;2019;0.0;;;;
1665;Male;Age: younger than 20 years;St. Eustatius;2020;50.0;;;;
1666;Male;Age: younger than 20 years;St. Eustatius;2021;50.0;;;;
1667;Male;Age: younger than 20 years;St. Eustatius;2022;0.0;;;;
1668;Male;Age: younger than 20 years;Saba;2011;0.0;;;;
1669;Male;Age: younger than 20 years;Saba;2012;0.0;;;;
1670;Male;Age: younger than 20 years;Saba;2013;0.0;;;;
1671;Male;Age: younger than 20 years;Saba;2014;0.0;;;;
1672;Male;Age: younger than 20 years;Saba;2015;0.0;;;;
1673;Male;Age: younger than 20 years;Saba;2016;0.0;;;;
1674;Male;Age: younger than 20 years;Saba;2017;0.0;;;;
1675;Male;Age: younger than 20 years;Saba;2018;0.0;;;;
1676;Male;Age: younger than 20 years;Saba;2019;0.0;;;;
1677;Male;Age: younger than 20 years;Saba;2020;0.0;;;;
1678;Male;Age: younger than 20 years;Saba;2021;0.0;;;;
1679;Male;Age: younger than 20 years;Saba;2022;50.0;;;;
1680;Male;Age: 20 to 39 years;Caribbean Netherlands;2011;1950.0;23.3;17.7;21.9;17.0
1681;Male;Age: 20 to 39 years;Caribbean Netherlands;2012;2050.0;23.3;17.7;21.9;17.1
1682;Male;Age: 20 to 39 years;Caribbean Netherlands;2013;2200.0;24.5;18.8;23.0;18.3
1683;Male;Age: 20 to 39 years;Caribbean Netherlands;2014;2250.0;25.0;19.0;23.4;18.4
1684;Male;Age: 20 to 39 years;Caribbean Netherlands;2015;2400.0;24.9;19.3;23.4;18.7
1685;Male;Age: 20 to 39 years;Caribbean Netherlands;2016;2450.0;25.0;19.9;23.5;19.4
1686;Male;Age: 20 to 39 years;Caribbean Netherlands;2017;2600.0;26.3;21.0;24.8;20.4
1687;Male;Age: 20 to 39 years;Caribbean Netherlands;2018;2700.0;26.7;22.0;25.3;21.7
1688;Male;Age: 20 to 39 years;Caribbean Netherlands;2019;2800.0;26.4;21.0;24.9;20.7
1689;Male;Age: 20 to 39 years;Caribbean Netherlands;2020;2850.0;26.5;20.4;24.9;20.2
1690;Male;Age: 20 to 39 years;Caribbean Netherlands;2021;2950.0;26.3;20.3;24.7;20.1
1691;Male;Age: 20 to 39 years;Caribbean Netherlands;2022;3150.0;28.0;21.7;26.0;21.2
1692;Male;Age: 20 to 39 years;Bonaire;2011;1600.0;21.4;16.8;20.1;16.4
1693;Male;Age: 20 to 39 years;Bonaire;2012;1700.0;21.2;16.7;20.0;16.2
1694;Male;Age: 20 to 39 years;Bonaire;2013;1800.0;22.5;17.8;21.2;17.4
1695;Male;Age: 20 to 39 years;Bonaire;2014;1900.0;22.9;18.0;21.5;17.6
1696;Male;Age: 20 to 39 years;Bonaire;2015;2000.0;22.7;18.4;21.4;17.9
1697;Male;Age: 20 to 39 years;Bonaire;2016;2050.0;23.0;19.0;21.7;18.4
1698;Male;Age: 20 to 39 years;Bonaire;2017;2150.0;24.1;20.2;22.7;19.5
1699;Male;Age: 20 to 39 years;Bonaire;2018;2200.0;25.1;21.4;23.8;21.1
1700;Male;Age: 20 to 39 years;Bonaire;2019;2350.0;24.9;20.4;23.4;20.1
1701;Male;Age: 20 to 39 years;Bonaire;2020;2400.0;25.2;19.9;23.7;19.7
1702;Male;Age: 20 to 39 years;Bonaire;2021;2500.0;24.9;19.8;23.5;19.5
1703;Male;Age: 20 to 39 years;Bonaire;2022;2650.0;26.7;21.0;24.7;20.5
1704;Male;Age: 20 to 39 years;St. Eustatius;2011;200.0;36.5;26.9;34.0;26.2
1705;Male;Age: 20 to 39 years;St. Eustatius;2012;250.0;35.9;26.4;33.5;25.8
1706;Male;Age: 20 to 39 years;St. Eustatius;2013;250.0;37.8;28.2;35.3;27.1
1707;Male;Age: 20 to 39 years;St. Eustatius;2014;250.0;38.9;29.8;36.4;29.2
1708;Male;Age: 20 to 39 years;St. Eustatius;2015;250.0;40.9;31.8;38.7;31.2
1709;Male;Age: 20 to 39 years;St. Eustatius;2016;250.0;39.7;28.8;37.8;28.2
1710;Male;Age: 20 to 39 years;St. Eustatius;2017;300.0;42.4;34.8;40.4;34.3
1711;Male;Age: 20 to 39 years;St. Eustatius;2018;300.0;36.9;26.5;35.3;26.5
1712;Male;Age: 20 to 39 years;St. Eustatius;2019;300.0;36.8;27.2;35.1;26.5
1713;Male;Age: 20 to 39 years;St. Eustatius;2020;300.0;34.7;25.7;32.9;24.9
1714;Male;Age: 20 to 39 years;St. Eustatius;2021;300.0;36.2;25.7;33.7;25.4
1715;Male;Age: 20 to 39 years;St. Eustatius;2022;300.0;36.3;25.3;34.3;24.3
1716;Male;Age: 20 to 39 years;Saba;2011;150.0;26.1;22.0;24.2;21.0
1717;Male;Age: 20 to 39 years;Saba;2012;150.0;29.7;24.9;27.4;22.6
1718;Male;Age: 20 to 39 years;Saba;2013;150.0;26.0;20.3;24.1;19.7
1719;Male;Age: 20 to 39 years;Saba;2014;150.0;29.7;22.5;26.9;21.4
1720;Male;Age: 20 to 39 years;Saba;2015;150.0;27.4;20.6;24.9;19.6
1721;Male;Age: 20 to 39 years;Saba;2016;150.0;27.9;22.3;25.4;21.4
1722;Male;Age: 20 to 39 years;Saba;2017;150.0;28.0;22.4;25.5;20.9
1723;Male;Age: 20 to 39 years;Saba;2018;150.0;29.2;24.6;27.1;23.2
1724;Male;Age: 20 to 39 years;Saba;2019;150.0;28.7;22.4;26.7;21.7
1725;Male;Age: 20 to 39 years;Saba;2020;150.0;30.9;24.9;28.7;23.8
1726;Male;Age: 20 to 39 years;Saba;2021;150.0;28.9;25.5;27.1;25.0
1727;Male;Age: 20 to 39 years;Saba;2022;200.0;33.5;30.4;30.9;29.2
1728;Male;Age: 20 to 29 years;Caribbean Netherlands;2011;850.0;16.7;14.2;15.9;13.9
1729;Male;Age: 20 to 29 years;Caribbean Netherlands;2012;900.0;17.2;14.3;16.3;13.9
1730;Male;Age: 20 to 29 years;Caribbean Netherlands;2013;1000.0;18.1;14.6;17.1;14.3
1731;Male;Age: 20 to 29 years;Caribbean Netherlands;2014;1000.0;19.0;15.3;18.0;14.9
1732;Male;Age: 20 to 29 years;Caribbean Netherlands;2015;1100.0;18.6;15.1;17.7;14.8
1733;Male;Age: 20 to 29 years;Caribbean Netherlands;2016;1100.0;18.5;15.4;17.7;15.1
1734;Male;Age: 20 to 29 years;Caribbean Netherlands;2017;1150.0;19.3;16.5;18.5;16.2
1735;Male;Age: 20 to 29 years;Caribbean Netherlands;2018;1150.0;20.7;17.2;19.8;17.0
1736;Male;Age: 20 to 29 years;Caribbean Netherlands;2019;1150.0;20.0;16.4;19.1;16.1
1737;Male;Age: 20 to 29 years;Caribbean Netherlands;2020;1150.0;19.6;17.0;18.7;16.7
1738;Male;Age: 20 to 29 years;Caribbean Netherlands;2021;1200.0;19.0;16.3;18.3;16.1
1739;Male;Age: 20 to 29 years;Caribbean Netherlands;2022;1250.0;20.2;17.4;19.1;17.1
1740;Male;Age: 20 to 29 years;Bonaire;2011;700.0;15.5;13.8;14.8;13.5
1741;Male;Age: 20 to 29 years;Bonaire;2012;750.0;15.6;13.8;14.9;13.4
1742;Male;Age: 20 to 29 years;Bonaire;2013;800.0;16.8;14.1;16.0;13.8
1743;Male;Age: 20 to 29 years;Bonaire;2014;850.0;17.6;14.9;16.8;14.5
1744;Male;Age: 20 to 29 years;Bonaire;2015;900.0;17.1;14.8;16.3;14.4
1745;Male;Age: 20 to 29 years;Bonaire;2016;950.0;17.4;15.3;16.7;15.0
1746;Male;Age: 20 to 29 years;Bonaire;2017;1000.0;17.9;16.1;17.3;15.7
1747;Male;Age: 20 to 29 years;Bonaire;2018;950.0;19.8;16.9;18.9;16.7
1748;Male;Age: 20 to 29 years;Bonaire;2019;950.0;19.2;16.3;18.3;16.0
1749;Male;Age: 20 to 29 years;Bonaire;2020;1000.0;19.2;17.0;18.3;16.8
1750;Male;Age: 20 to 29 years;Bonaire;2021;1000.0;18.3;16.2;17.5;16.0
1751;Male;Age: 20 to 29 years;Bonaire;2022;1050.0;19.5;17.2;18.5;16.9
1752;Male;Age: 20 to 29 years;St. Eustatius;2011;100.0;;;;
1753;Male;Age: 20 to 29 years;St. Eustatius;2012;100.0;26.1;19.3;24.7;19.0
1754;Male;Age: 20 to 29 years;St. Eustatius;2013;100.0;28.0;21.3;26.3;20.6
1755;Male;Age: 20 to 29 years;St. Eustatius;2014;100.0;;;;
1756;Male;Age: 20 to 29 years;St. Eustatius;2015;100.0;30.4;21.2;29.1;20.8
1757;Male;Age: 20 to 29 years;St. Eustatius;2016;100.0;;;;
1758;Male;Age: 20 to 29 years;St. Eustatius;2017;100.0;31.9;24.0;30.5;23.5
1759;Male;Age: 20 to 29 years;St. Eustatius;2018;100.0;27.2;21.6;26.2;21.2
1760;Male;Age: 20 to 29 years;St. Eustatius;2019;100.0;24.9;18.2;24.1;18.0
1761;Male;Age: 20 to 29 years;St. Eustatius;2020;100.0;21.1;16.4;20.4;15.9
1762;Male;Age: 20 to 29 years;St. Eustatius;2021;100.0;22.5;16.7;21.8;16.4
1763;Male;Age: 20 to 29 years;St. Eustatius;2022;100.0;23.4;18.2;22.6;18.0
1764;Male;Age: 20 to 29 years;Saba;2011;50.0;;;;
1765;Male;Age: 20 to 29 years;Saba;2012;50.0;;;;
1766;Male;Age: 20 to 29 years;Saba;2013;50.0;;;;
1767;Male;Age: 20 to 29 years;Saba;2014;50.0;;;;
1768;Male;Age: 20 to 29 years;Saba;2015;100.0;;;;
1769;Male;Age: 20 to 29 years;Saba;2016;100.0;;;;
1770;Male;Age: 20 to 29 years;Saba;2017;100.0;;;;
1771;Male;Age: 20 to 29 years;Saba;2018;50.0;;;;
1772;Male;Age: 20 to 29 years;Saba;2019;50.0;;;;
1773;Male;Age: 20 to 29 years;Saba;2020;50.0;;;;
1774;Male;Age: 20 to 29 years;Saba;2021;50.0;;;;
1775;Male;Age: 20 to 29 years;Saba;2022;50.0;;;;
1776;Male;Age: 30 to 39 years;Caribbean Netherlands;2011;1100.0;28.4;21.1;26.5;20.4
1777;Male;Age: 30 to 39 years;Caribbean Netherlands;2012;1100.0;28.3;21.3;26.5;20.3
1778;Male;Age: 30 to 39 years;Caribbean Netherlands;2013;1200.0;29.7;22.6;27.8;21.9
1779;Male;Age: 30 to 39 years;Caribbean Netherlands;2014;1250.0;29.8;22.5;27.8;21.7
1780;Male;Age: 30 to 39 years;Caribbean Netherlands;2015;1300.0;30.3;23.7;28.3;22.9
1781;Male;Age: 30 to 39 years;Caribbean Netherlands;2016;1350.0;30.3;23.8;28.3;23.4
1782;Male;Age: 30 to 39 years;Caribbean Netherlands;2017;1450.0;32.1;24.3;29.8;23.8
1783;Male;Age: 30 to 39 years;Caribbean Netherlands;2018;1550.0;31.2;24.4;29.4;24.0
1784;Male;Age: 30 to 39 years;Caribbean Netherlands;2019;1650.0;30.8;23.6;28.8;23.3
1785;Male;Age: 30 to 39 years;Caribbean Netherlands;2020;1700.0;31.1;23.4;29.1;23.0
1786;Male;Age: 30 to 39 years;Caribbean Netherlands;2021;1800.0;31.0;23.6;28.9;23.1
1787;Male;Age: 30 to 39 years;Caribbean Netherlands;2022;1900.0;33.2;24.9;30.5;24.1
1788;Male;Age: 30 to 39 years;Bonaire;2011;900.0;25.9;19.6;24.2;18.9
1789;Male;Age: 30 to 39 years;Bonaire;2012;900.0;25.7;19.3;24.1;18.8
1790;Male;Age: 30 to 39 years;Bonaire;2013;950.0;27.3;21.7;25.5;20.9
1791;Male;Age: 30 to 39 years;Bonaire;2014;1050.0;27.2;21.3;25.4;20.4
1792;Male;Age: 30 to 39 years;Bonaire;2015;1050.0;27.5;22.3;25.6;21.6
1793;Male;Age: 30 to 39 years;Bonaire;2016;1100.0;27.7;22.5;25.9;22.3
1794;Male;Age: 30 to 39 years;Bonaire;2017;1150.0;29.3;23.7;27.2;23.2
1795;Male;Age: 30 to 39 years;Bonaire;2018;1250.0;29.3;24.0;27.6;23.6
1796;Male;Age: 30 to 39 years;Bonaire;2019;1400.0;28.9;23.1;27.0;22.9
1797;Male;Age: 30 to 39 years;Bonaire;2020;1450.0;29.3;22.8;27.4;22.5
1798;Male;Age: 30 to 39 years;Bonaire;2021;1500.0;29.4;22.7;27.4;22.4
1799;Male;Age: 30 to 39 years;Bonaire;2022;1600.0;31.6;23.8;29.0;22.9
1800;Male;Age: 30 to 39 years;St. Eustatius;2011;150.0;42.9;30.3;39.7;28.8
1801;Male;Age: 30 to 39 years;St. Eustatius;2012;150.0;43.6;36.6;40.5;34.4
1802;Male;Age: 30 to 39 years;St. Eustatius;2013;150.0;44.3;35.5;41.2;34.4
1803;Male;Age: 30 to 39 years;St. Eustatius;2014;150.0;44.6;36.7;41.7;34.8
1804;Male;Age: 30 to 39 years;St. Eustatius;2015;150.0;49.2;41.7;46.3;40.7
1805;Male;Age: 30 to 39 years;St. Eustatius;2016;150.0;47.1;39.0;44.8;37.1
1806;Male;Age: 30 to 39 years;St. Eustatius;2017;150.0;48.7;46.3;46.5;45.4
1807;Male;Age: 30 to 39 years;St. Eustatius;2018;200.0;43.1;30.3;41.2;29.8
1808;Male;Age: 30 to 39 years;St. Eustatius;2019;200.0;44.1;31.3;41.9;30.6
1809;Male;Age: 30 to 39 years;St. Eustatius;2020;200.0;42.7;33.8;40.3;32.6
1810;Male;Age: 30 to 39 years;St. Eustatius;2021;200.0;44.1;33.3;40.7;32.4
1811;Male;Age: 30 to 39 years;St. Eustatius;2022;200.0;43.2;31.1;40.5;30.3
1812;Male;Age: 30 to 39 years;Saba;2011;100.0;;;;
1813;Male;Age: 30 to 39 years;Saba;2012;50.0;;;;
1814;Male;Age: 30 to 39 years;Saba;2013;100.0;;;;
1815;Male;Age: 30 to 39 years;Saba;2014;100.0;;;;
1816;Male;Age: 30 to 39 years;Saba;2015;100.0;;;;
1817;Male;Age: 30 to 39 years;Saba;2016;100.0;;;;
1818;Male;Age: 30 to 39 years;Saba;2017;100.0;;;;
1819;Male;Age: 30 to 39 years;Saba;2018;100.0;33.4;26.6;31.2;25.0
1820;Male;Age: 30 to 39 years;Saba;2019;100.0;;;;
1821;Male;Age: 30 to 39 years;Saba;2020;100.0;;;;
1822;Male;Age: 30 to 39 years;Saba;2021;100.0;;;;
1823;Male;Age: 30 to 39 years;Saba;2022;100.0;37.5;33.8;34.3;30.8
1824;Male;Age: 40 to 59 year;Caribbean Netherlands;2011;2850.0;34.1;24.4;31.4;23.3
1825;Male;Age: 40 to 59 year;Caribbean Netherlands;2012;2900.0;34.9;25.0;32.4;23.9
1826;Male;Age: 40 to 59 year;Caribbean Netherlands;2013;3050.0;35.1;25.0;32.4;23.8
1827;Male;Age: 40 to 59 year;Caribbean Netherlands;2014;3150.0;35.7;25.4;33.0;24.4
1828;Male;Age: 40 to 59 year;Caribbean Netherlands;2015;3200.0;36.7;26.1;33.9;25.0
1829;Male;Age: 40 to 59 year;Caribbean Netherlands;2016;3300.0;39.0;26.1;34.3;25.2
1830;Male;Age: 40 to 59 year;Caribbean Netherlands;2017;3400.0;40.1;27.4;35.1;26.4
1831;Male;Age: 40 to 59 year;Caribbean Netherlands;2018;3500.0;40.3;26.8;35.3;25.8
1832;Male;Age: 40 to 59 year;Caribbean Netherlands;2019;3550.0;39.8;25.9;35.0;25.1
1833;Male;Age: 40 to 59 year;Caribbean Netherlands;2020;3600.0;39.0;25.5;34.4;24.9
1834;Male;Age: 40 to 59 year;Caribbean Netherlands;2021;3600.0;39.0;26.5;34.5;25.2
1835;Male;Age: 40 to 59 year;Caribbean Netherlands;2022;3550.0;40.8;28.1;35.6;26.4
1836;Male;Age: 40 to 59 year;Bonaire;2011;2350.0;31.9;23.7;29.5;22.8
1837;Male;Age: 40 to 59 year;Bonaire;2012;2350.0;32.4;23.9;30.1;22.9
1838;Male;Age: 40 to 59 year;Bonaire;2013;2450.0;32.7;23.8;30.3;23.0
1839;Male;Age: 40 to 59 year;Bonaire;2014;2500.0;33.7;24.3;31.2;23.4
1840;Male;Age: 40 to 59 year;Bonaire;2015;2550.0;33.9;24.7;31.3;23.8
1841;Male;Age: 40 to 59 year;Bonaire;2016;2700.0;36.8;25.0;31.8;24.2
1842;Male;Age: 40 to 59 year;Bonaire;2017;2750.0;37.5;26.0;32.3;24.9
1843;Male;Age: 40 to 59 year;Bonaire;2018;2850.0;37.6;25.3;32.2;24.2
1844;Male;Age: 40 to 59 year;Bonaire;2019;2900.0;37.3;24.8;32.2;23.8
1845;Male;Age: 40 to 59 year;Bonaire;2020;2950.0;36.8;24.0;32.0;23.4
1846;Male;Age: 40 to 59 year;Bonaire;2021;2950.0;37.2;25.2;32.4;24.1
1847;Male;Age: 40 to 59 year;Bonaire;2022;2950.0;39.1;26.7;33.6;25.1
1848;Male;Age: 40 to 59 year;St. Eustatius;2011;350.0;48.0;33.4;44.2;32.4
1849;Male;Age: 40 to 59 year;St. Eustatius;2012;350.0;50.1;37.8;46.2;35.2
1850;Male;Age: 40 to 59 year;St. Eustatius;2013;400.0;49.4;39.5;45.4;36.4
1851;Male;Age: 40 to 59 year;St. Eustatius;2014;400.0;47.7;34.8;43.7;33.5
1852;Male;Age: 40 to 59 year;St. Eustatius;2015;400.0;54.4;40.1;50.3;37.4
1853;Male;Age: 40 to 59 year;St. Eustatius;2016;400.0;53.6;36.8;50.0;35.6
1854;Male;Age: 40 to 59 year;St. Eustatius;2017;400.0;56.2;46.1;52.6;44.3
1855;Male;Age: 40 to 59 year;St. Eustatius;2018;450.0;56.4;41.4;52.8;40.2
1856;Male;Age: 40 to 59 year;St. Eustatius;2019;450.0;54.9;43.4;51.6;42.6
1857;Male;Age: 40 to 59 year;St. Eustatius;2020;400.0;53.2;39.1;49.1;37.8
1858;Male;Age: 40 to 59 year;St. Eustatius;2021;400.0;50.2;37.5;47.2;36.7
1859;Male;Age: 40 to 59 year;St. Eustatius;2022;400.0;51.0;40.0;47.7;38.0
1860;Male;Age: 40 to 59 year;Saba;2011;200.0;35.5;26.0;32.6;23.9
1861;Male;Age: 40 to 59 year;Saba;2012;200.0;37.6;27.2;34.7;24.5
1862;Male;Age: 40 to 59 year;Saba;2013;200.0;37.1;25.9;34.2;23.9
1863;Male;Age: 40 to 59 year;Saba;2014;200.0;37.5;28.4;34.7;27.6
1864;Male;Age: 40 to 59 year;Saba;2015;200.0;37.4;27.0;34.3;25.0
1865;Male;Age: 40 to 59 year;Saba;2016;200.0;39.5;29.4;36.0;27.7
1866;Male;Age: 40 to 59 year;Saba;2017;200.0;41.8;29.7;37.9;28.0
1867;Male;Age: 40 to 59 year;Saba;2018;200.0;44.9;34.3;40.6;30.6
1868;Male;Age: 40 to 59 year;Saba;2019;250.0;42.7;31.9;38.9;29.5
1869;Male;Age: 40 to 59 year;Saba;2020;250.0;42.9;31.1;39.3;29.9
1870;Male;Age: 40 to 59 year;Saba;2021;250.0;42.4;32.6;39.4;31.5
1871;Male;Age: 40 to 59 year;Saba;2022;250.0;44.4;35.0;41.0;32.8
1872;Male;Age: 40 to 49 years;Caribbean Netherlands;2011;1550.0;32.4;24.0;30.1;23.1
1873;Male;Age: 40 to 49 years;Caribbean Netherlands;2012;1500.0;33.4;24.6;31.1;23.6
1874;Male;Age: 40 to 49 years;Caribbean Netherlands;2013;1550.0;33.1;24.2;30.8;23.3
1875;Male;Age: 40 to 49 years;Caribbean Netherlands;2014;1550.0;34.9;25.5;32.3;24.6
1876;Male;Age: 40 to 49 years;Caribbean Netherlands;2015;1550.0;36.5;26.0;33.8;25.0
1877;Male;Age: 40 to 49 years;Caribbean Netherlands;2016;1600.0;38.1;26.0;34.4;25.4
1878;Male;Age: 40 to 49 years;Caribbean Netherlands;2017;1550.0;38.9;27.2;34.6;26.4
1879;Male;Age: 40 to 49 years;Caribbean Netherlands;2018;1600.0;38.6;26.4;34.7;25.5
1880;Male;Age: 40 to 49 years;Caribbean Netherlands;2019;1600.0;38.2;25.4;34.3;24.5
1881;Male;Age: 40 to 49 years;Caribbean Netherlands;2020;1650.0;38.0;25.4;34.4;24.9
1882;Male;Age: 40 to 49 years;Caribbean Netherlands;2021;1700.0;37.1;25.3;33.4;24.5
1883;Male;Age: 40 to 49 years;Caribbean Netherlands;2022;1700.0;38.2;27.0;34.2;26.0
1884;Male;Age: 40 to 49 years;Bonaire;2011;1250.0;30.4;23.4;28.2;22.5
1885;Male;Age: 40 to 49 years;Bonaire;2012;1250.0;30.8;23.4;28.8;22.4
1886;Male;Age: 40 to 49 years;Bonaire;2013;1250.0;30.5;23.1;28.3;22.1
1887;Male;Age: 40 to 49 years;Bonaire;2014;1250.0;32.6;24.5;30.2;23.6
1888;Male;Age: 40 to 49 years;Bonaire;2015;1200.0;33.2;24.4;30.7;23.8
1889;Male;Age: 40 to 49 years;Bonaire;2016;1250.0;35.7;24.8;31.8;24.3
1890;Male;Age: 40 to 49 years;Bonaire;2017;1250.0;36.0;25.8;31.5;25.0
1891;Male;Age: 40 to 49 years;Bonaire;2018;1300.0;35.1;24.6;31.1;23.7
1892;Male;Age: 40 to 49 years;Bonaire;2019;1300.0;35.6;24.3;31.5;23.2
1893;Male;Age: 40 to 49 years;Bonaire;2020;1350.0;35.1;23.9;31.5;23.4
1894;Male;Age: 40 to 49 years;Bonaire;2021;1350.0;35.2;24.2;31.3;23.5
1895;Male;Age: 40 to 49 years;Bonaire;2022;1450.0;36.3;25.3;32.1;24.7
1896;Male;Age: 40 to 49 years;St. Eustatius;2011;200.0;44.4;32.9;41.0;29.7
1897;Male;Age: 40 to 49 years;St. Eustatius;2012;200.0;48.7;40.2;44.9;38.0
1898;Male;Age: 40 to 49 years;St. Eustatius;2013;200.0;49.3;40.3;45.4;36.9
1899;Male;Age: 40 to 49 years;St. Eustatius;2014;200.0;48.3;36.5;44.3;34.8
1900;Male;Age: 40 to 49 years;St. Eustatius;2015;200.0;56.6;44.4;52.4;42.3
1901;Male;Age: 40 to 49 years;St. Eustatius;2016;200.0;51.9;37.1;48.5;36.1
1902;Male;Age: 40 to 49 years;St. Eustatius;2017;200.0;55.8;49.1;52.3;48.4
1903;Male;Age: 40 to 49 years;St. Eustatius;2018;200.0;56.5;46.5;53.0;45.6
1904;Male;Age: 40 to 49 years;St. Eustatius;2019;200.0;51.3;42.3;48.4;41.6
1905;Male;Age: 40 to 49 years;St. Eustatius;2020;200.0;55.5;44.2;51.3;39.8
1906;Male;Age: 40 to 49 years;St. Eustatius;2021;200.0;47.4;35.5;44.8;34.1
1907;Male;Age: 40 to 49 years;St. Eustatius;2022;200.0;49.7;40.2;46.8;38.1
1908;Male;Age: 40 to 49 years;Saba;2011;100.0;34.5;24.6;31.9;23.2
1909;Male;Age: 40 to 49 years;Saba;2012;100.0;37.1;24.7;34.5;23.3
1910;Male;Age: 40 to 49 years;Saba;2013;100.0;37.0;24.9;34.4;23.4
1911;Male;Age: 40 to 49 years;Saba;2014;100.0;36.7;28.4;34.0;27.6
1912;Male;Age: 40 to 49 years;Saba;2015;100.0;36.6;27.9;33.7;25.4
1913;Male;Age: 40 to 49 years;Saba;2016;100.0;40.4;29.6;36.9;28.1
1914;Male;Age: 40 to 49 years;Saba;2017;100.0;40.2;29.0;36.7;28.1
1915;Male;Age: 40 to 49 years;Saba;2018;100.0;46.0;34.3;41.8;33.4
1916;Male;Age: 40 to 49 years;Saba;2019;100.0;44.0;30.7;40.2;28.7
1917;Male;Age: 40 to 49 years;Saba;2020;100.0;44.0;30.6;40.5;29.6
1918;Male;Age: 40 to 49 years;Saba;2021;100.0;42.6;31.6;39.6;29.7
1919;Male;Age: 40 to 49 years;Saba;2022;100.0;44.4;36.0;41.0;33.3
1920;Male;Age: 50 to 59 years;Caribbean Netherlands;2011;1300.0;36.0;25.3;33.1;23.8
1921;Male;Age: 50 to 59 years;Caribbean Netherlands;2012;1400.0;36.6;25.5;33.8;24.1
1922;Male;Age: 50 to 59 years;Caribbean Netherlands;2013;1500.0;37.1;25.9;34.2;24.6
1923;Male;Age: 50 to 59 years;Caribbean Netherlands;2014;1600.0;36.5;25.3;33.6;24.2
1924;Male;Age: 50 to 59 years;Caribbean Netherlands;2015;1650.0;36.9;26.3;34.0;25.0
1925;Male;Age: 50 to 59 years;Caribbean Netherlands;2016;1700.0;39.8;26.2;34.2;25.2
1926;Male;Age: 50 to 59 years;Caribbean Netherlands;2017;1850.0;41.1;27.5;35.6;26.4
1927;Male;Age: 50 to 59 years;Caribbean Netherlands;2018;1900.0;41.8;27.4;35.8;26.2
1928;Male;Age: 50 to 59 years;Caribbean Netherlands;2019;1950.0;41.1;26.6;35.5;25.4
1929;Male;Age: 50 to 59 years;Caribbean Netherlands;2020;1950.0;39.8;25.6;34.5;24.8
1930;Male;Age: 50 to 59 years;Caribbean Netherlands;2021;1900.0;40.7;27.2;35.5;25.9
1931;Male;Age: 50 to 59 years;Caribbean Netherlands;2022;1850.0;43.1;29.1;36.9;26.9
1932;Male;Age: 50 to 59 years;Bonaire;2011;1100.0;33.6;24.1;30.9;23.1
1933;Male;Age: 50 to 59 years;Bonaire;2012;1150.0;34.1;24.3;31.5;23.3
1934;Male;Age: 50 to 59 years;Bonaire;2013;1200.0;35.1;24.8;32.4;23.7
1935;Male;Age: 50 to 59 years;Bonaire;2014;1300.0;34.8;24.1;32.1;23.3
1936;Male;Age: 50 to 59 years;Bonaire;2015;1350.0;34.5;24.9;31.8;23.9
1937;Male;Age: 50 to 59 years;Bonaire;2016;1400.0;37.7;25.2;31.8;24.0
1938;Male;Age: 50 to 59 years;Bonaire;2017;1500.0;38.7;26.2;32.9;24.8
1939;Male;Age: 50 to 59 years;Bonaire;2018;1550.0;39.6;26.2;33.1;24.7
1940;Male;Age: 50 to 59 years;Bonaire;2019;1600.0;38.7;25.3;32.7;24.3
1941;Male;Age: 50 to 59 years;Bonaire;2020;1600.0;38.1;24.3;32.5;23.5
1942;Male;Age: 50 to 59 years;Bonaire;2021;1600.0;38.9;26.1;33.3;24.7
1943;Male;Age: 50 to 59 years;Bonaire;2022;1500.0;41.8;28.0;34.9;25.9
1944;Male;Age: 50 to 59 years;St. Eustatius;2011;150.0;52.7;36.9;48.3;34.2
1945;Male;Age: 50 to 59 years;St. Eustatius;2012;200.0;51.6;34.3;47.5;32.8
1946;Male;Age: 50 to 59 years;St. Eustatius;2013;200.0;49.5;38.5;45.3;35.7
1947;Male;Age: 50 to 59 years;St. Eustatius;2014;200.0;47.2;33.7;43.0;31.3
1948;Male;Age: 50 to 59 years;St. Eustatius;2015;200.0;52.3;34.8;48.2;33.4
1949;Male;Age: 50 to 59 years;St. Eustatius;2016;200.0;55.5;36.1;51.5;34.9
1950;Male;Age: 50 to 59 years;St. Eustatius;2017;200.0;56.5;43.3;52.9;40.8
1951;Male;Age: 50 to 59 years;St. Eustatius;2018;200.0;56.4;38.4;52.7;35.3
1952;Male;Age: 50 to 59 years;St. Eustatius;2019;200.0;58.4;45.2;54.7;43.7
1953;Male;Age: 50 to 59 years;St. Eustatius;2020;200.0;51.2;36.8;47.3;35.2
1954;Male;Age: 50 to 59 years;St. Eustatius;2021;200.0;52.7;38.2;49.3;38.0
