ID;SectorBranches;TypeOfBankruptcy;Periods;PronouncedBankruptcies_1;BusinessAgeInEventOfBankruptcy_2;EmployeesInEventOfBankruptcy_3
1571;M Other specialised business services;Total entities with/without legal pers.;2017 2nd quarter;98;9.1;245.0
1572;M Other specialised business services;Total entities with/without legal pers.;2017 3rd quarter;97;11.6;246.0
1573;M Other specialised business services;Total entities with/without legal pers.;2017 4th quarter;102;11.3;330.0
1574;M Other specialised business services;Total entities with/without legal pers.;2017;424;10.9;1265.0
1575;M Other specialised business services;Total entities with/without legal pers.;2018 1st quarter;88;9.1;283.0
1576;M Other specialised business services;Total entities with/without legal pers.;2018 2nd quarter;96;10.7;339.0
1577;M Other specialised business services;Total entities with/without legal pers.;2018 3rd quarter;101;9.3;224.0
1578;M Other specialised business services;Total entities with/without legal pers.;2018 4th quarter;81;10.4;488.0
1579;M Other specialised business services;Total entities with/without legal pers.;2018;366;9.9;1334.0
1580;M Other specialised business services;Total entities with/without legal pers.;2019 1st quarter;96;10.2;365.0
1581;M Other specialised business services;Total entities with/without legal pers.;2019 2nd quarter;126;8.6;542.0
1582;M Other specialised business services;Total entities with/without legal pers.;2019 3rd quarter;89;9.7;257.0
1583;M Other specialised business services;Total entities with/without legal pers.;2019 4th quarter;110;10.4;602.0
1584;M Other specialised business services;Total entities with/without legal pers.;2019;421;9.8;1765.0
1585;M Other specialised business services;Total entities with/without legal pers.;2020 1st quarter;92;9.8;283.0
1586;M Other specialised business services;Total entities with/without legal pers.;2020 2nd quarter;94;9.1;554.0
1587;M Other specialised business services;Total entities with/without legal pers.;2020 3rd quarter;62;7.3;221.0
1588;M Other specialised business services;Total entities with/without legal pers.;2020 4th quarter;60;9.3;220.0
1589;M Other specialised business services;Total entities with/without legal pers.;2020;308;9.0;1279.0
1590;M Other specialised business services;Total entities with/without legal pers.;2021 1st quarter;54;9.9;208.0
1591;M Other specialised business services;Total entities with/without legal pers.;2021 2nd quarter;46;8.0;198.0
1592;M Other specialised business services;Total entities with/without legal pers.;2021 3rd quarter;49;8.7;146.0
1593;M Other specialised business services;Total entities with/without legal pers.;2021 4th quarter;50;7.5;150.0
1594;M Other specialised business services;Total entities with/without legal pers.;2021;199;8.5;701.0
1595;M Other specialised business services;Total entities with/without legal pers.;2022 1st quarter;42;9.7;73.0
1596;M Other specialised business services;Total entities with/without legal pers.;2022 2nd quarter;53;9.4;261.0
1597;M Other specialised business services;Total entities with/without legal pers.;2022 3rd quarter;55;10.4;159.0
1598;M Other specialised business services;Total entities with/without legal pers.;2022 4th quarter;74;8.6;238.0
1599;M Other specialised business services;Total entities with/without legal pers.;2022;224;9.4;731.0
1600;M Other specialised business services;Companies and institutions;2015 1st quarter;195;12.8;640.0
1601;M Other specialised business services;Companies and institutions;2015 2nd quarter;148;11.6;478.0
1602;M Other specialised business services;Companies and institutions;2015 3rd quarter;146;11.8;905.0
1603;M Other specialised business services;Companies and institutions;2015 4th quarter;126;10.8;453.0
1604;M Other specialised business services;Companies and institutions;2015;615;11.9;2476.0
1605;M Other specialised business services;Companies and institutions;2016 1st quarter;144;11.4;304.0
1606;M Other specialised business services;Companies and institutions;2016 2nd quarter;139;11.8;522.0
1607;M Other specialised business services;Companies and institutions;2016 3rd quarter;115;11.2;373.0
1608;M Other specialised business services;Companies and institutions;2016 4th quarter;119;10.1;560.0
1609;M Other specialised business services;Companies and institutions;2016;517;11.2;1758.0
1610;M Other specialised business services;Companies and institutions;2017 1st quarter;114;11.8;407.0
1611;M Other specialised business services;Companies and institutions;2017 2nd quarter;96;9.2;243.0
1612;M Other specialised business services;Companies and institutions;2017 3rd quarter;93;11.8;243.0
1613;M Other specialised business services;Companies and institutions;2017 4th quarter;93;11.0;318.0
1614;M Other specialised business services;Companies and institutions;2017;396;11.0;1211.0
1615;M Other specialised business services;Companies and institutions;2018 1st quarter;74;9.4;266.0
1616;M Other specialised business services;Companies and institutions;2018 2nd quarter;79;10.5;320.0
1617;M Other specialised business services;Companies and institutions;2018 3rd quarter;88;9.6;208.0
1618;M Other specialised business services;Companies and institutions;2018 4th quarter;76;10.5;483.0
1619;M Other specialised business services;Companies and institutions;2018;317;10.0;1276.0
1620;M Other specialised business services;Companies and institutions;2019 1st quarter;91;10.1;360.0
1621;M Other specialised business services;Companies and institutions;2019 2nd quarter;121;8.7;532.0
1622;M Other specialised business services;Companies and institutions;2019 3rd quarter;84;9.9;250.0
1623;M Other specialised business services;Companies and institutions;2019 4th quarter;103;10.7;595.0
1624;M Other specialised business services;Companies and institutions;2019;399;9.9;1736.0
1625;M Other specialised business services;Companies and institutions;2020 1st quarter;84;10.0;275.0
1626;M Other specialised business services;Companies and institutions;2020 2nd quarter;89;9.0;542.0
1627;M Other specialised business services;Companies and institutions;2020 3rd quarter;61;7.2;220.0
1628;M Other specialised business services;Companies and institutions;2020 4th quarter;58;9.5;215.0
1629;M Other specialised business services;Companies and institutions;2020;292;9.0;1253.0
1630;M Other specialised business services;Companies and institutions;2021 1st quarter;51;10.2;205.0
1631;M Other specialised business services;Companies and institutions;2021 2nd quarter;42;8.2;194.0
1632;M Other specialised business services;Companies and institutions;2021 3rd quarter;45;9.2;140.0
1633;M Other specialised business services;Companies and institutions;2021 4th quarter;49;7.5;149.0
1634;M Other specialised business services;Companies and institutions;2021;187;8.8;688.0
1635;M Other specialised business services;Companies and institutions;2022 1st quarter;39;10.0;70.0
1636;M Other specialised business services;Companies and institutions;2022 2nd quarter;51;9.6;259.0
1637;M Other specialised business services;Companies and institutions;2022 3rd quarter;51;10.8;148.0
1638;M Other specialised business services;Companies and institutions;2022 4th quarter;71;8.7;236.0
1639;M Other specialised business services;Companies and institutions;2022;212;9.7;712.0
1640;M Other specialised business services;Natural persons with sole proprietorship;2015 1st quarter;18;10.1;55.0
1641;M Other specialised business services;Natural persons with sole proprietorship;2015 2nd quarter;10;10.0;28.0
1642;M Other specialised business services;Natural persons with sole proprietorship;2015 3rd quarter;9;6.7;11.0
1643;M Other specialised business services;Natural persons with sole proprietorship;2015 4th quarter;16;10.9;22.0
1644;M Other specialised business services;Natural persons with sole proprietorship;2015;53;9.8;116.0
1645;M Other specialised business services;Natural persons with sole proprietorship;2016 1st quarter;16;5.9;18.0
1646;M Other specialised business services;Natural persons with sole proprietorship;2016 2nd quarter;9;10.0;17.0
1647;M Other specialised business services;Natural persons with sole proprietorship;2016 3rd quarter;18;10.8;20.0
1648;M Other specialised business services;Natural persons with sole proprietorship;2016 4th quarter;8;11.1;24.0
1649;M Other specialised business services;Natural persons with sole proprietorship;2016;51;9.2;79.0
1650;M Other specialised business services;Natural persons with sole proprietorship;2017 1st quarter;13;7.4;37.0
1651;M Other specialised business services;Natural persons with sole proprietorship;2017 2nd quarter;2;2.4;2.0
1652;M Other specialised business services;Natural persons with sole proprietorship;2017 3rd quarter;4;7.0;4.0
1653;M Other specialised business services;Natural persons with sole proprietorship;2017 4th quarter;9;14.5;12.0
1654;M Other specialised business services;Natural persons with sole proprietorship;2017;28;9.3;54.0
1655;M Other specialised business services;Natural persons with sole proprietorship;2018 1st quarter;14;7.4;17.0
1656;M Other specialised business services;Natural persons with sole proprietorship;2018 2nd quarter;17;11.5;20.0
1657;M Other specialised business services;Natural persons with sole proprietorship;2018 3rd quarter;13;7.6;16.0
1658;M Other specialised business services;Natural persons with sole proprietorship;2018 4th quarter;5;10.0;5.0
1659;M Other specialised business services;Natural persons with sole proprietorship;2018;49;9.2;58.0
1660;M Other specialised business services;Natural persons with sole proprietorship;2019 1st quarter;5;11.8;5.0
1661;M Other specialised business services;Natural persons with sole proprietorship;2019 2nd quarter;5;5.7;10.0
1662;M Other specialised business services;Natural persons with sole proprietorship;2019 3rd quarter;5;6.9;7.0
1663;M Other specialised business services;Natural persons with sole proprietorship;2019 4th quarter;7;7.4;7.0
1664;M Other specialised business services;Natural persons with sole proprietorship;2019;22;7.9;29.0
1665;M Other specialised business services;Natural persons with sole proprietorship;2020 1st quarter;8;8.2;8.0
1666;M Other specialised business services;Natural persons with sole proprietorship;2020 2nd quarter;5;10.3;12.0
1667;M Other specialised business services;Natural persons with sole proprietorship;2020 3rd quarter;1;15.8;1.0
1668;M Other specialised business services;Natural persons with sole proprietorship;2020 4th quarter;2;3.4;5.0
1669;M Other specialised business services;Natural persons with sole proprietorship;2020;16;8.7;26.0
1670;M Other specialised business services;Natural persons with sole proprietorship;2021 1st quarter;3;5.1;3.0
1671;M Other specialised business services;Natural persons with sole proprietorship;2021 2nd quarter;4;6.1;4.0
1672;M Other specialised business services;Natural persons with sole proprietorship;2021 3rd quarter;4;3.2;5.0
1673;M Other specialised business services;Natural persons with sole proprietorship;2021 4th quarter;1;4.9;1.0
1674;M Other specialised business services;Natural persons with sole proprietorship;2021;12;4.8;13.0
1675;M Other specialised business services;Natural persons with sole proprietorship;2022 1st quarter;3;5.3;3.0
1676;M Other specialised business services;Natural persons with sole proprietorship;2022 2nd quarter;2;3.3;2.0
1677;M Other specialised business services;Natural persons with sole proprietorship;2022 3rd quarter;4;5.1;11.0
1678;M Other specialised business services;Natural persons with sole proprietorship;2022 4th quarter;3;6.6;2.0
1679;M Other specialised business services;Natural persons with sole proprietorship;2022;12;5.2;18.0
1680;N Renting and other business support;Total entities with/without legal pers.;2015 1st quarter;115;9.0;811.0
1681;N Renting and other business support;Total entities with/without legal pers.;2015 2nd quarter;84;7.3;497.0
1682;N Renting and other business support;Total entities with/without legal pers.;2015 3rd quarter;84;7.6;600.0
1683;N Renting and other business support;Total entities with/without legal pers.;2015 4th quarter;91;9.2;770.0
1684;N Renting and other business support;Total entities with/without legal pers.;2015;374;8.3;2679.0
1685;N Renting and other business support;Total entities with/without legal pers.;2016 1st quarter;97;9.2;644.0
