ID;CountryUCI;SIC2008;CompanySize;Periods;Applicants_1;Applications_2;ApplicantsWithForeignCooperation_3;ApplicationsWithForeignCooperation_4;PatentApplicants_5;PatentApplications_6;ApplicantsWithForeignCooperation_7;ApplicationsWithForeignCooperation_8
5098;Total domestic and foreign;87 Residential care and guidance;0 to 49 employed persons;2017;;;;;;;;
5099;Total domestic and foreign;87 Residential care and guidance;0 to 49 employed persons;2018;;;;;;;;
5100;Total domestic and foreign;87 Residential care and guidance;0 to 49 employed persons;2019;;;;;0.0;0.0;0.0;0.0
5101;Total domestic and foreign;87 Residential care and guidance;0 to 49 employed persons;2020;;;;;;;;
5102;Total domestic and foreign;87 Residential care and guidance;0 to 49 employed persons;2021;;;;;;;;
5103;Total domestic and foreign;87 Residential care and guidance;50 to 249 employed persons;2013;;;;;;;;
5104;Total domestic and foreign;87 Residential care and guidance;50 to 249 employed persons;2014;;;;;;;;
5105;Total domestic and foreign;87 Residential care and guidance;50 to 249 employed persons;2015;;;;;;;;
5106;Total domestic and foreign;87 Residential care and guidance;50 to 249 employed persons;2016;;;;;;;;
5107;Total domestic and foreign;87 Residential care and guidance;50 to 249 employed persons;2017;;;;;;;;
5108;Total domestic and foreign;87 Residential care and guidance;50 to 249 employed persons;2018;;;;;;;;
5109;Total domestic and foreign;87 Residential care and guidance;50 to 249 employed persons;2019;;;;;;;;
5110;Total domestic and foreign;87 Residential care and guidance;50 to 249 employed persons;2020;;;;;;;;
5111;Total domestic and foreign;87 Residential care and guidance;50 to 249 employed persons;2021;;;;;;;;
5112;Total domestic and foreign;87 Residential care and guidance;250 and more employed persons;2013;;;;;;;;
5113;Total domestic and foreign;87 Residential care and guidance;250 and more employed persons;2014;;;;;;;;
5114;Total domestic and foreign;87 Residential care and guidance;250 and more employed persons;2015;;;;;;;;
5115;Total domestic and foreign;87 Residential care and guidance;250 and more employed persons;2016;;;;;;;;
5116;Total domestic and foreign;87 Residential care and guidance;250 and more employed persons;2017;;;;;;;;
5117;Total domestic and foreign;87 Residential care and guidance;250 and more employed persons;2018;;;;;;;;
5118;Total domestic and foreign;87 Residential care and guidance;250 and more employed persons;2019;;;;;;;;
5119;Total domestic and foreign;87 Residential care and guidance;250 and more employed persons;2020;;;;;;;;
5120;Total domestic and foreign;87 Residential care and guidance;250 and more employed persons;2021;;;;;;;;
5121;Total domestic and foreign;87 Residential care and guidance;Employed persons unknown;2013;;;;;;;;
5122;Total domestic and foreign;87 Residential care and guidance;Employed persons unknown;2014;;;;;;;;
5123;Total domestic and foreign;87 Residential care and guidance;Employed persons unknown;2015;;;;;;;;
5124;Total domestic and foreign;87 Residential care and guidance;Employed persons unknown;2016;;;;;;;;
5125;Total domestic and foreign;87 Residential care and guidance;Employed persons unknown;2017;;;;;;;;
5126;Total domestic and foreign;87 Residential care and guidance;Employed persons unknown;2018;;;;;;;;
5127;Total domestic and foreign;87 Residential care and guidance;Employed persons unknown;2019;;;;;;;;
5128;Total domestic and foreign;87 Residential care and guidance;Employed persons unknown;2020;;;;;;;;
5129;Total domestic and foreign;87 Residential care and guidance;Employed persons unknown;2021;;;;;;;;
5130;Total domestic and foreign;87-88 Care and social work;Total employed persons;2013;;;;;;;;
5131;Total domestic and foreign;87-88 Care and social work;Total employed persons;2014;;;;;0.0;0.0;0.0;0.0
5132;Total domestic and foreign;87-88 Care and social work;Total employed persons;2015;;;;;0.0;0.0;0.0;0.0
5133;Total domestic and foreign;87-88 Care and social work;Total employed persons;2016;;;;;0.0;0.0;0.0;0.0
5134;Total domestic and foreign;87-88 Care and social work;Total employed persons;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5135;Total domestic and foreign;87-88 Care and social work;Total employed persons;2018;;;;;0.0;0.0;0.0;0.0
5136;Total domestic and foreign;87-88 Care and social work;Total employed persons;2019;;;;;0.0;0.0;0.0;0.0
5137;Total domestic and foreign;87-88 Care and social work;Total employed persons;2020;;;;;0.0;0.0;0.0;0.0
5138;Total domestic and foreign;87-88 Care and social work;Total employed persons;2021;;;;;0.0;0.0;0.0;0.0
5139;Total domestic and foreign;87-88 Care and social work;0 to 49 employed persons;2013;;;;;;;;
5140;Total domestic and foreign;87-88 Care and social work;0 to 49 employed persons;2014;;;;;0.0;0.0;0.0;0.0
5141;Total domestic and foreign;87-88 Care and social work;0 to 49 employed persons;2015;;;;;;;;
5142;Total domestic and foreign;87-88 Care and social work;0 to 49 employed persons;2016;;;;;0.0;0.0;0.0;0.0
5143;Total domestic and foreign;87-88 Care and social work;0 to 49 employed persons;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5144;Total domestic and foreign;87-88 Care and social work;0 to 49 employed persons;2018;;;;;0.0;0.0;0.0;0.0
5145;Total domestic and foreign;87-88 Care and social work;0 to 49 employed persons;2019;;;;;;;;
5146;Total domestic and foreign;87-88 Care and social work;0 to 49 employed persons;2020;;;;;0.0;0.0;0.0;0.0
5147;Total domestic and foreign;87-88 Care and social work;0 to 49 employed persons;2021;;;;;0.0;0.0;0.0;0.0
5148;Total domestic and foreign;87-88 Care and social work;50 to 249 employed persons;2013;;;;;;;;
5149;Total domestic and foreign;87-88 Care and social work;50 to 249 employed persons;2014;;;;;;;;
5150;Total domestic and foreign;87-88 Care and social work;50 to 249 employed persons;2015;;;;;0.0;0.0;0.0;0.0
5151;Total domestic and foreign;87-88 Care and social work;50 to 249 employed persons;2016;;;;;;;;
5152;Total domestic and foreign;87-88 Care and social work;50 to 249 employed persons;2017;;;;;;;;
5153;Total domestic and foreign;87-88 Care and social work;50 to 249 employed persons;2018;;;;;0.0;0.0;0.0;0.0
5154;Total domestic and foreign;87-88 Care and social work;50 to 249 employed persons;2019;;;;;;;;
5155;Total domestic and foreign;87-88 Care and social work;50 to 249 employed persons;2020;;;;;;;;
5156;Total domestic and foreign;87-88 Care and social work;50 to 249 employed persons;2021;;;;;;;;
5157;Total domestic and foreign;87-88 Care and social work;250 and more employed persons;2013;;;;;;;;
5158;Total domestic and foreign;87-88 Care and social work;250 and more employed persons;2014;;;;;;;;
5159;Total domestic and foreign;87-88 Care and social work;250 and more employed persons;2015;;;;;;;;
5160;Total domestic and foreign;87-88 Care and social work;250 and more employed persons;2016;;;;;;;;
5161;Total domestic and foreign;87-88 Care and social work;250 and more employed persons;2017;;;;;;;;
5162;Total domestic and foreign;87-88 Care and social work;250 and more employed persons;2018;;;;;;;;
5163;Total domestic and foreign;87-88 Care and social work;250 and more employed persons;2019;;;;;0.0;0.0;0.0;0.0
5164;Total domestic and foreign;87-88 Care and social work;250 and more employed persons;2020;;;;;;;;
5165;Total domestic and foreign;87-88 Care and social work;250 and more employed persons;2021;;;;;;;;
5166;Total domestic and foreign;87-88 Care and social work;Employed persons unknown;2013;;;;;;;;
5167;Total domestic and foreign;87-88 Care and social work;Employed persons unknown;2014;;;;;;;;
5168;Total domestic and foreign;87-88 Care and social work;Employed persons unknown;2015;;;;;;;;
5169;Total domestic and foreign;87-88 Care and social work;Employed persons unknown;2016;;;;;;;;
5170;Total domestic and foreign;87-88 Care and social work;Employed persons unknown;2017;;;;;;;;
5171;Total domestic and foreign;87-88 Care and social work;Employed persons unknown;2018;;;;;;;;
5172;Total domestic and foreign;87-88 Care and social work;Employed persons unknown;2019;;;;;;;;
5173;Total domestic and foreign;87-88 Care and social work;Employed persons unknown;2020;;;;;;;;
5174;Total domestic and foreign;87-88 Care and social work;Employed persons unknown;2021;;;;;;;;
5175;Total domestic and foreign;88 Social work without accommodation;Total employed persons;2013;;;;;;;;
5176;Total domestic and foreign;88 Social work without accommodation;Total employed persons;2014;;;;;;;;
5177;Total domestic and foreign;88 Social work without accommodation;Total employed persons;2015;;;;;;;;
5178;Total domestic and foreign;88 Social work without accommodation;Total employed persons;2016;;;;;;;;
5179;Total domestic and foreign;88 Social work without accommodation;Total employed persons;2017;;;;;;;;
5180;Total domestic and foreign;88 Social work without accommodation;Total employed persons;2018;;;;;;;;
5181;Total domestic and foreign;88 Social work without accommodation;Total employed persons;2019;;;;;;;;
5182;Total domestic and foreign;88 Social work without accommodation;Total employed persons;2020;;;;;;;;
5183;Total domestic and foreign;88 Social work without accommodation;Total employed persons;2021;;;;;;;;
5184;Total domestic and foreign;88 Social work without accommodation;0 to 49 employed persons;2013;;;;;;;;
5185;Total domestic and foreign;88 Social work without accommodation;0 to 49 employed persons;2014;;;;;;;;
5186;Total domestic and foreign;88 Social work without accommodation;0 to 49 employed persons;2015;;;;;;;;
5187;Total domestic and foreign;88 Social work without accommodation;0 to 49 employed persons;2016;;;;;;;;
5188;Total domestic and foreign;88 Social work without accommodation;0 to 49 employed persons;2017;;;;;;;;
5189;Total domestic and foreign;88 Social work without accommodation;0 to 49 employed persons;2018;;;;;;;;
5190;Total domestic and foreign;88 Social work without accommodation;0 to 49 employed persons;2019;;;;;;;;
5191;Total domestic and foreign;88 Social work without accommodation;0 to 49 employed persons;2020;;;;;;;;
5192;Total domestic and foreign;88 Social work without accommodation;0 to 49 employed persons;2021;;;;;;;;
5193;Total domestic and foreign;88 Social work without accommodation;50 to 249 employed persons;2013;;;;;;;;
5194;Total domestic and foreign;88 Social work without accommodation;50 to 249 employed persons;2014;;;;;0.0;0.0;0.0;0.0
5195;Total domestic and foreign;88 Social work without accommodation;50 to 249 employed persons;2015;;;;;0.0;0.0;0.0;0.0
5196;Total domestic and foreign;88 Social work without accommodation;50 to 249 employed persons;2016;;;;;0.0;0.0;0.0;0.0
5197;Total domestic and foreign;88 Social work without accommodation;50 to 249 employed persons;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5198;Total domestic and foreign;88 Social work without accommodation;50 to 249 employed persons;2018;;;;;0.0;0.0;0.0;0.0
5199;Total domestic and foreign;88 Social work without accommodation;50 to 249 employed persons;2019;;;;;;;;
5200;Total domestic and foreign;88 Social work without accommodation;50 to 249 employed persons;2020;;;;;0.0;0.0;0.0;0.0
5201;Total domestic and foreign;88 Social work without accommodation;50 to 249 employed persons;2021;;;;;0.0;0.0;0.0;0.0
5202;Total domestic and foreign;88 Social work without accommodation;250 and more employed persons;2013;;;;;;;;
5203;Total domestic and foreign;88 Social work without accommodation;250 and more employed persons;2014;;;;;;;;
5204;Total domestic and foreign;88 Social work without accommodation;250 and more employed persons;2015;;;;;0.0;0.0;0.0;0.0
5205;Total domestic and foreign;88 Social work without accommodation;250 and more employed persons;2016;;;;;;;;
5206;Total domestic and foreign;88 Social work without accommodation;250 and more employed persons;2017;;;;;;;;
5207;Total domestic and foreign;88 Social work without accommodation;250 and more employed persons;2018;;;;;0.0;0.0;0.0;0.0
5208;Total domestic and foreign;88 Social work without accommodation;250 and more employed persons;2019;;;;;;;;
5209;Total domestic and foreign;88 Social work without accommodation;250 and more employed persons;2020;;;;;;;;
5210;Total domestic and foreign;88 Social work without accommodation;250 and more employed persons;2021;;;;;;;;
5211;Total domestic and foreign;88 Social work without accommodation;Employed persons unknown;2013;;;;;;;;
5212;Total domestic and foreign;88 Social work without accommodation;Employed persons unknown;2014;;;;;;;;
5213;Total domestic and foreign;88 Social work without accommodation;Employed persons unknown;2015;;;;;;;;
5214;Total domestic and foreign;88 Social work without accommodation;Employed persons unknown;2016;;;;;;;;
5215;Total domestic and foreign;88 Social work without accommodation;Employed persons unknown;2017;;;;;;;;
5216;Total domestic and foreign;88 Social work without accommodation;Employed persons unknown;2018;;;;;;;;
5217;Total domestic and foreign;88 Social work without accommodation;Employed persons unknown;2019;;;;;;;;
5218;Total domestic and foreign;88 Social work without accommodation;Employed persons unknown;2020;;;;;;;;
5219;Total domestic and foreign;88 Social work without accommodation;Employed persons unknown;2021;;;;;;;;
5220;Total domestic and foreign;R-U Culture, recreation, other services;Total employed persons;2013;10.0;180.0;0.0;155.0;10.0;50.0;0.0;0.0
5221;Total domestic and foreign;R-U Culture, recreation, other services;Total employed persons;2014;10.0;20.0;0.0;0.0;10.0;50.0;0.0;0.0
5222;Total domestic and foreign;R-U Culture, recreation, other services;Total employed persons;2015;10.0;15.0;5.0;0.0;5.0;30.0;0.0;0.0
5223;Total domestic and foreign;R-U Culture, recreation, other services;Total employed persons;2016;10.0;20.0;0.0;5.0;10.0;45.0;0.0;0.0
5224;Total domestic and foreign;R-U Culture, recreation, other services;Total employed persons;2017;5.0;5.0;0.0;0.0;10.0;30.0;0.0;0.0
5225;Total domestic and foreign;R-U Culture, recreation, other services;Total employed persons;2018;5.0;15.0;5.0;5.0;10.0;45.0;0.0;0.0
5226;Total domestic and foreign;R-U Culture, recreation, other services;Total employed persons;2019;5.0;25.0;0.0;5.0;10.0;35.0;0.0;0.0
5227;Total domestic and foreign;R-U Culture, recreation, other services;Total employed persons;2020;5.0;25.0;0.0;0.0;5.0;55.0;0.0;5.0
5228;Total domestic and foreign;R-U Culture, recreation, other services;Total employed persons;2021;5.0;25.0;0.0;5.0;10.0;70.0;0.0;5.0
5229;Total domestic and foreign;R-U Culture, recreation, other services;0 to 49 employed persons;2013;5.0;15.0;0.0;0.0;10.0;45.0;0.0;0.0
5230;Total domestic and foreign;R-U Culture, recreation, other services;0 to 49 employed persons;2014;10.0;15.0;0.0;0.0;10.0;50.0;0.0;0.0
5231;Total domestic and foreign;R-U Culture, recreation, other services;0 to 49 employed persons;2015;10.0;15.0;0.0;0.0;5.0;30.0;0.0;0.0
5232;Total domestic and foreign;R-U Culture, recreation, other services;0 to 49 employed persons;2016;10.0;15.0;0.0;0.0;10.0;45.0;0.0;0.0
5233;Total domestic and foreign;R-U Culture, recreation, other services;0 to 49 employed persons;2017;5.0;5.0;0.0;0.0;10.0;25.0;0.0;0.0
5234;Total domestic and foreign;R-U Culture, recreation, other services;0 to 49 employed persons;2018;5.0;10.0;0.0;0.0;5.0;45.0;0.0;0.0
5235;Total domestic and foreign;R-U Culture, recreation, other services;0 to 49 employed persons;2019;5.0;25.0;0.0;5.0;5.0;30.0;0.0;0.0
5236;Total domestic and foreign;R-U Culture, recreation, other services;0 to 49 employed persons;2020;5.0;20.0;0.0;0.0;5.0;55.0;0.0;5.0
5237;Total domestic and foreign;R-U Culture, recreation, other services;0 to 49 employed persons;2021;0.0;20.0;0.0;5.0;10.0;65.0;0.0;0.0
5238;Total domestic and foreign;R-U Culture, recreation, other services;50 to 249 employed persons;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5239;Total domestic and foreign;R-U Culture, recreation, other services;50 to 249 employed persons;2014;;;;;;;;
5240;Total domestic and foreign;R-U Culture, recreation, other services;50 to 249 employed persons;2015;;;;;;;;
5241;Total domestic and foreign;R-U Culture, recreation, other services;50 to 249 employed persons;2016;;;;;0.0;0.0;0.0;0.0
5242;Total domestic and foreign;R-U Culture, recreation, other services;50 to 249 employed persons;2017;;;;;;;;
5243;Total domestic and foreign;R-U Culture, recreation, other services;50 to 249 employed persons;2018;;;;;;;;
5244;Total domestic and foreign;R-U Culture, recreation, other services;50 to 249 employed persons;2019;;;;;0.0;0.0;0.0;0.0
