ID;Beroep;Geslacht;Leeftijd;BurgerlijkeStaat;Personen_1
4705;Beeldenschilder;Mannen;Totaal van alle leeftijden;Ongehuwd;48.0
4706;Beeldenschilder;Mannen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;27.0
4707;Beeldenschilder;Mannen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
4708;Beeldenschilder;Mannen;Beneden 14 jaar;Ongehuwd;0.0
4709;Beeldenschilder;Mannen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
4710;Beeldenschilder;Mannen;14-17 jaar;Totaal alle burgerlijke staten;13.0
4711;Beeldenschilder;Mannen;14-17 jaar;Ongehuwd;13.0
4712;Beeldenschilder;Mannen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
4713;Beeldenschilder;Mannen;18 en 19 jaar;Totaal alle burgerlijke staten;9.0
4714;Beeldenschilder;Mannen;18 en 19 jaar;Ongehuwd;9.0
4715;Beeldenschilder;Mannen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
4716;Beeldenschilder;Mannen;20 jaar;Totaal alle burgerlijke staten;1.0
4717;Beeldenschilder;Mannen;20 jaar;Ongehuwd;1.0
4718;Beeldenschilder;Mannen;20 jaar;Gehuwd of gehuwd geweest;0.0
4719;Beeldenschilder;Mannen;21-24 jaar;Totaal alle burgerlijke staten;16.0
4720;Beeldenschilder;Mannen;21-24 jaar;Ongehuwd;14.0
4721;Beeldenschilder;Mannen;21-24 jaar;Gehuwd of gehuwd geweest;2.0
4722;Beeldenschilder;Mannen;25-29 jaar;Totaal alle burgerlijke staten;9.0
4723;Beeldenschilder;Mannen;25-29 jaar;Ongehuwd;7.0
4724;Beeldenschilder;Mannen;25-29 jaar;Gehuwd of gehuwd geweest;2.0
4725;Beeldenschilder;Mannen;30-39 jaar;Totaal alle burgerlijke staten;11.0
4726;Beeldenschilder;Mannen;30-39 jaar;Ongehuwd;1.0
4727;Beeldenschilder;Mannen;30-39 jaar;Gehuwd of gehuwd geweest;10.0
4728;Beeldenschilder;Mannen;40-49 jaar;Totaal alle burgerlijke staten;10.0
4729;Beeldenschilder;Mannen;40-49 jaar;Ongehuwd;2.0
4730;Beeldenschilder;Mannen;40-49 jaar;Gehuwd of gehuwd geweest;8.0
4731;Beeldenschilder;Mannen;50-59 jaar;Totaal alle burgerlijke staten;4.0
4732;Beeldenschilder;Mannen;50-59 jaar;Ongehuwd;1.0
4733;Beeldenschilder;Mannen;50-59 jaar;Gehuwd of gehuwd geweest;3.0
4734;Beeldenschilder;Mannen;60-64 jaar;Totaal alle burgerlijke staten;0.0
4735;Beeldenschilder;Mannen;60-64 jaar;Ongehuwd;0.0
4736;Beeldenschilder;Mannen;60-64 jaar;Gehuwd of gehuwd geweest;0.0
4737;Beeldenschilder;Mannen;65-69 jaar;Totaal alle burgerlijke staten;0.0
4738;Beeldenschilder;Mannen;65-69 jaar;Ongehuwd;0.0
4739;Beeldenschilder;Mannen;65-69 jaar;Gehuwd of gehuwd geweest;0.0
4740;Beeldenschilder;Mannen;70 jaar en ouder;Totaal alle burgerlijke staten;2.0
4741;Beeldenschilder;Mannen;70 jaar en ouder;Ongehuwd;0.0
4742;Beeldenschilder;Mannen;70 jaar en ouder;Gehuwd of gehuwd geweest;2.0
4743;Beeldenschilder;Mannen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
4744;Beeldenschilder;Mannen;Leeftijd onbekend;Ongehuwd;0.0
4745;Beeldenschilder;Mannen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
4746;Beeldenschilder;Vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;1.0
4747;Beeldenschilder;Vrouwen;Totaal van alle leeftijden;Ongehuwd;0.0
4748;Beeldenschilder;Vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;1.0
4749;Beeldenschilder;Vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
4750;Beeldenschilder;Vrouwen;Beneden 14 jaar;Ongehuwd;0.0
4751;Beeldenschilder;Vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
4752;Beeldenschilder;Vrouwen;14-17 jaar;Totaal alle burgerlijke staten;0.0
4753;Beeldenschilder;Vrouwen;14-17 jaar;Ongehuwd;0.0
4754;Beeldenschilder;Vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
4755;Beeldenschilder;Vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;0.0
4756;Beeldenschilder;Vrouwen;18 en 19 jaar;Ongehuwd;0.0
4757;Beeldenschilder;Vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
4758;Beeldenschilder;Vrouwen;20 jaar;Totaal alle burgerlijke staten;0.0
4759;Beeldenschilder;Vrouwen;20 jaar;Ongehuwd;0.0
4760;Beeldenschilder;Vrouwen;20 jaar;Gehuwd of gehuwd geweest;0.0
4761;Beeldenschilder;Vrouwen;21-24 jaar;Totaal alle burgerlijke staten;0.0
4762;Beeldenschilder;Vrouwen;21-24 jaar;Ongehuwd;0.0
4763;Beeldenschilder;Vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;0.0
4764;Beeldenschilder;Vrouwen;25-29 jaar;Totaal alle burgerlijke staten;1.0
4765;Beeldenschilder;Vrouwen;25-29 jaar;Ongehuwd;0.0
4766;Beeldenschilder;Vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;1.0
4767;Beeldenschilder;Vrouwen;30-39 jaar;Totaal alle burgerlijke staten;0.0
4768;Beeldenschilder;Vrouwen;30-39 jaar;Ongehuwd;0.0
4769;Beeldenschilder;Vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;0.0
4770;Beeldenschilder;Vrouwen;40-49 jaar;Totaal alle burgerlijke staten;0.0
4771;Beeldenschilder;Vrouwen;40-49 jaar;Ongehuwd;0.0
4772;Beeldenschilder;Vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;0.0
4773;Beeldenschilder;Vrouwen;50-59 jaar;Totaal alle burgerlijke staten;0.0
4774;Beeldenschilder;Vrouwen;50-59 jaar;Ongehuwd;0.0
4775;Beeldenschilder;Vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;0.0
4776;Beeldenschilder;Vrouwen;60-64 jaar;Totaal alle burgerlijke staten;0.0
4777;Beeldenschilder;Vrouwen;60-64 jaar;Ongehuwd;0.0
4778;Beeldenschilder;Vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;0.0
4779;Beeldenschilder;Vrouwen;65-69 jaar;Totaal alle burgerlijke staten;0.0
4780;Beeldenschilder;Vrouwen;65-69 jaar;Ongehuwd;0.0
4781;Beeldenschilder;Vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;0.0
4782;Beeldenschilder;Vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;0.0
4783;Beeldenschilder;Vrouwen;70 jaar en ouder;Ongehuwd;0.0
4784;Beeldenschilder;Vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;0.0
4785;Beeldenschilder;Vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
4786;Beeldenschilder;Vrouwen;Leeftijd onbekend;Ongehuwd;0.0
4787;Beeldenschilder;Vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
4788;Beeldhouwer (industrie);Totaal mannen en vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;358.0
4789;Beeldhouwer (industrie);Totaal mannen en vrouwen;Totaal van alle leeftijden;Ongehuwd;160.0
4790;Beeldhouwer (industrie);Totaal mannen en vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;198.0
4791;Beeldhouwer (industrie);Totaal mannen en vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
4792;Beeldhouwer (industrie);Totaal mannen en vrouwen;Beneden 14 jaar;Ongehuwd;0.0
4793;Beeldhouwer (industrie);Totaal mannen en vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
4794;Beeldhouwer (industrie);Totaal mannen en vrouwen;14-17 jaar;Totaal alle burgerlijke staten;34.0
4795;Beeldhouwer (industrie);Totaal mannen en vrouwen;14-17 jaar;Ongehuwd;34.0
4796;Beeldhouwer (industrie);Totaal mannen en vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
4797;Beeldhouwer (industrie);Totaal mannen en vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;29.0
4798;Beeldhouwer (industrie);Totaal mannen en vrouwen;18 en 19 jaar;Ongehuwd;29.0
4799;Beeldhouwer (industrie);Totaal mannen en vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
4800;Beeldhouwer (industrie);Totaal mannen en vrouwen;20 jaar;Totaal alle burgerlijke staten;12.0
4801;Beeldhouwer (industrie);Totaal mannen en vrouwen;20 jaar;Ongehuwd;12.0
4802;Beeldhouwer (industrie);Totaal mannen en vrouwen;20 jaar;Gehuwd of gehuwd geweest;0.0
4803;Beeldhouwer (industrie);Totaal mannen en vrouwen;21-24 jaar;Totaal alle burgerlijke staten;39.0
4804;Beeldhouwer (industrie);Totaal mannen en vrouwen;21-24 jaar;Ongehuwd;37.0
4805;Beeldhouwer (industrie);Totaal mannen en vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;2.0
4806;Beeldhouwer (industrie);Totaal mannen en vrouwen;25-29 jaar;Totaal alle burgerlijke staten;33.0
4807;Beeldhouwer (industrie);Totaal mannen en vrouwen;25-29 jaar;Ongehuwd;15.0
4808;Beeldhouwer (industrie);Totaal mannen en vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;18.0
4809;Beeldhouwer (industrie);Totaal mannen en vrouwen;30-39 jaar;Totaal alle burgerlijke staten;52.0
4810;Beeldhouwer (industrie);Totaal mannen en vrouwen;30-39 jaar;Ongehuwd;17.0
4811;Beeldhouwer (industrie);Totaal mannen en vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;35.0
4812;Beeldhouwer (industrie);Totaal mannen en vrouwen;40-49 jaar;Totaal alle burgerlijke staten;51.0
4813;Beeldhouwer (industrie);Totaal mannen en vrouwen;40-49 jaar;Ongehuwd;5.0
4814;Beeldhouwer (industrie);Totaal mannen en vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;46.0
4815;Beeldhouwer (industrie);Totaal mannen en vrouwen;50-59 jaar;Totaal alle burgerlijke staten;52.0
4816;Beeldhouwer (industrie);Totaal mannen en vrouwen;50-59 jaar;Ongehuwd;6.0
4817;Beeldhouwer (industrie);Totaal mannen en vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;46.0
4818;Beeldhouwer (industrie);Totaal mannen en vrouwen;60-64 jaar;Totaal alle burgerlijke staten;30.0
4819;Beeldhouwer (industrie);Totaal mannen en vrouwen;60-64 jaar;Ongehuwd;3.0
4820;Beeldhouwer (industrie);Totaal mannen en vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;27.0
4821;Beeldhouwer (industrie);Totaal mannen en vrouwen;65-69 jaar;Totaal alle burgerlijke staten;18.0
4822;Beeldhouwer (industrie);Totaal mannen en vrouwen;65-69 jaar;Ongehuwd;2.0
4823;Beeldhouwer (industrie);Totaal mannen en vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;16.0
4824;Beeldhouwer (industrie);Totaal mannen en vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;8.0
4825;Beeldhouwer (industrie);Totaal mannen en vrouwen;70 jaar en ouder;Ongehuwd;0.0
4826;Beeldhouwer (industrie);Totaal mannen en vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;8.0
4827;Beeldhouwer (industrie);Totaal mannen en vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
4828;Beeldhouwer (industrie);Totaal mannen en vrouwen;Leeftijd onbekend;Ongehuwd;0.0
4829;Beeldhouwer (industrie);Totaal mannen en vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
4830;Beeldhouwer (industrie);Mannen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;354.0
4831;Beeldhouwer (industrie);Mannen;Totaal van alle leeftijden;Ongehuwd;156.0
4832;Beeldhouwer (industrie);Mannen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;198.0
4833;Beeldhouwer (industrie);Mannen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
4834;Beeldhouwer (industrie);Mannen;Beneden 14 jaar;Ongehuwd;0.0
4835;Beeldhouwer (industrie);Mannen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
4836;Beeldhouwer (industrie);Mannen;14-17 jaar;Totaal alle burgerlijke staten;33.0
4837;Beeldhouwer (industrie);Mannen;14-17 jaar;Ongehuwd;33.0
4838;Beeldhouwer (industrie);Mannen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
4839;Beeldhouwer (industrie);Mannen;18 en 19 jaar;Totaal alle burgerlijke staten;28.0
4840;Beeldhouwer (industrie);Mannen;18 en 19 jaar;Ongehuwd;28.0
4841;Beeldhouwer (industrie);Mannen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
4842;Beeldhouwer (industrie);Mannen;20 jaar;Totaal alle burgerlijke staten;12.0
4843;Beeldhouwer (industrie);Mannen;20 jaar;Ongehuwd;12.0
4844;Beeldhouwer (industrie);Mannen;20 jaar;Gehuwd of gehuwd geweest;0.0
4845;Beeldhouwer (industrie);Mannen;21-24 jaar;Totaal alle burgerlijke staten;39.0
4846;Beeldhouwer (industrie);Mannen;21-24 jaar;Ongehuwd;37.0
4847;Beeldhouwer (industrie);Mannen;21-24 jaar;Gehuwd of gehuwd geweest;2.0
4848;Beeldhouwer (industrie);Mannen;25-29 jaar;Totaal alle burgerlijke staten;32.0
4849;Beeldhouwer (industrie);Mannen;25-29 jaar;Ongehuwd;14.0
4850;Beeldhouwer (industrie);Mannen;25-29 jaar;Gehuwd of gehuwd geweest;18.0
4851;Beeldhouwer (industrie);Mannen;30-39 jaar;Totaal alle burgerlijke staten;52.0
4852;Beeldhouwer (industrie);Mannen;30-39 jaar;Ongehuwd;17.0
4853;Beeldhouwer (industrie);Mannen;30-39 jaar;Gehuwd of gehuwd geweest;35.0
4854;Beeldhouwer (industrie);Mannen;40-49 jaar;Totaal alle burgerlijke staten;50.0
4855;Beeldhouwer (industrie);Mannen;40-49 jaar;Ongehuwd;4.0
4856;Beeldhouwer (industrie);Mannen;40-49 jaar;Gehuwd of gehuwd geweest;46.0
4857;Beeldhouwer (industrie);Mannen;50-59 jaar;Totaal alle burgerlijke staten;52.0
4858;Beeldhouwer (industrie);Mannen;50-59 jaar;Ongehuwd;6.0
4859;Beeldhouwer (industrie);Mannen;50-59 jaar;Gehuwd of gehuwd geweest;46.0
4860;Beeldhouwer (industrie);Mannen;60-64 jaar;Totaal alle burgerlijke staten;30.0
4861;Beeldhouwer (industrie);Mannen;60-64 jaar;Ongehuwd;3.0
4862;Beeldhouwer (industrie);Mannen;60-64 jaar;Gehuwd of gehuwd geweest;27.0
4863;Beeldhouwer (industrie);Mannen;65-69 jaar;Totaal alle burgerlijke staten;18.0
4864;Beeldhouwer (industrie);Mannen;65-69 jaar;Ongehuwd;2.0
4865;Beeldhouwer (industrie);Mannen;65-69 jaar;Gehuwd of gehuwd geweest;16.0
4866;Beeldhouwer (industrie);Mannen;70 jaar en ouder;Totaal alle burgerlijke staten;8.0
4867;Beeldhouwer (industrie);Mannen;70 jaar en ouder;Ongehuwd;0.0
4868;Beeldhouwer (industrie);Mannen;70 jaar en ouder;Gehuwd of gehuwd geweest;8.0
4869;Beeldhouwer (industrie);Mannen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
4870;Beeldhouwer (industrie);Mannen;Leeftijd onbekend;Ongehuwd;0.0
4871;Beeldhouwer (industrie);Mannen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
4872;Beeldhouwer (industrie);Vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;4.0
4873;Beeldhouwer (industrie);Vrouwen;Totaal van alle leeftijden;Ongehuwd;4.0
4874;Beeldhouwer (industrie);Vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;0.0
4875;Beeldhouwer (industrie);Vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
4876;Beeldhouwer (industrie);Vrouwen;Beneden 14 jaar;Ongehuwd;0.0
4877;Beeldhouwer (industrie);Vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
4878;Beeldhouwer (industrie);Vrouwen;14-17 jaar;Totaal alle burgerlijke staten;1.0
4879;Beeldhouwer (industrie);Vrouwen;14-17 jaar;Ongehuwd;1.0
4880;Beeldhouwer (industrie);Vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
4881;Beeldhouwer (industrie);Vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;1.0
4882;Beeldhouwer (industrie);Vrouwen;18 en 19 jaar;Ongehuwd;1.0
4883;Beeldhouwer (industrie);Vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
4884;Beeldhouwer (industrie);Vrouwen;20 jaar;Totaal alle burgerlijke staten;0.0
4885;Beeldhouwer (industrie);Vrouwen;20 jaar;Ongehuwd;0.0
4886;Beeldhouwer (industrie);Vrouwen;20 jaar;Gehuwd of gehuwd geweest;0.0
4887;Beeldhouwer (industrie);Vrouwen;21-24 jaar;Totaal alle burgerlijke staten;0.0
4888;Beeldhouwer (industrie);Vrouwen;21-24 jaar;Ongehuwd;0.0
4889;Beeldhouwer (industrie);Vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;0.0
4890;Beeldhouwer (industrie);Vrouwen;25-29 jaar;Totaal alle burgerlijke staten;1.0
4891;Beeldhouwer (industrie);Vrouwen;25-29 jaar;Ongehuwd;1.0
4892;Beeldhouwer (industrie);Vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;0.0
4893;Beeldhouwer (industrie);Vrouwen;30-39 jaar;Totaal alle burgerlijke staten;0.0
4894;Beeldhouwer (industrie);Vrouwen;30-39 jaar;Ongehuwd;0.0
4895;Beeldhouwer (industrie);Vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;0.0
4896;Beeldhouwer (industrie);Vrouwen;40-49 jaar;Totaal alle burgerlijke staten;1.0
4897;Beeldhouwer (industrie);Vrouwen;40-49 jaar;Ongehuwd;1.0
4898;Beeldhouwer (industrie);Vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;0.0
4899;Beeldhouwer (industrie);Vrouwen;50-59 jaar;Totaal alle burgerlijke staten;0.0
4900;Beeldhouwer (industrie);Vrouwen;50-59 jaar;Ongehuwd;0.0
4901;Beeldhouwer (industrie);Vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;0.0
4902;Beeldhouwer (industrie);Vrouwen;60-64 jaar;Totaal alle burgerlijke staten;0.0
4903;Beeldhouwer (industrie);Vrouwen;60-64 jaar;Ongehuwd;0.0
4904;Beeldhouwer (industrie);Vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;0.0
4905;Beeldhouwer (industrie);Vrouwen;65-69 jaar;Totaal alle burgerlijke staten;0.0
4906;Beeldhouwer (industrie);Vrouwen;65-69 jaar;Ongehuwd;0.0
4907;Beeldhouwer (industrie);Vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;0.0
4908;Beeldhouwer (industrie);Vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;0.0
4909;Beeldhouwer (industrie);Vrouwen;70 jaar en ouder;Ongehuwd;0.0
4910;Beeldhouwer (industrie);Vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;0.0
4911;Beeldhouwer (industrie);Vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
4912;Beeldhouwer (industrie);Vrouwen;Leeftijd onbekend;Ongehuwd;0.0
4913;Beeldhouwer (industrie);Vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
4914;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;227.0
4915;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;Totaal van alle leeftijden;Ongehuwd;57.0
4916;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;170.0
4917;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
4918;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;Beneden 14 jaar;Ongehuwd;0.0
4919;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
4920;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;14-17 jaar;Totaal alle burgerlijke staten;4.0
4921;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;14-17 jaar;Ongehuwd;4.0
4922;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
4923;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;1.0
4924;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;18 en 19 jaar;Ongehuwd;1.0
4925;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
4926;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;20 jaar;Totaal alle burgerlijke staten;2.0
4927;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;20 jaar;Ongehuwd;2.0
4928;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;20 jaar;Gehuwd of gehuwd geweest;0.0
4929;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;21-24 jaar;Totaal alle burgerlijke staten;11.0
4930;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;21-24 jaar;Ongehuwd;9.0
4931;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;2.0
4932;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;25-29 jaar;Totaal alle burgerlijke staten;20.0
4933;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;25-29 jaar;Ongehuwd;11.0
4934;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;9.0
4935;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;30-39 jaar;Totaal alle burgerlijke staten;38.0
4936;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;30-39 jaar;Ongehuwd;8.0
4937;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;30.0
4938;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;40-49 jaar;Totaal alle burgerlijke staten;43.0
4939;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;40-49 jaar;Ongehuwd;7.0
4940;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;36.0
4941;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;50-59 jaar;Totaal alle burgerlijke staten;64.0
4942;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;50-59 jaar;Ongehuwd;10.0
4943;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;54.0
4944;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;60-64 jaar;Totaal alle burgerlijke staten;22.0
4945;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;60-64 jaar;Ongehuwd;2.0
4946;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;20.0
4947;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;65-69 jaar;Totaal alle burgerlijke staten;11.0
4948;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;65-69 jaar;Ongehuwd;2.0
4949;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;9.0
4950;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;11.0
4951;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;70 jaar en ouder;Ongehuwd;1.0
4952;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;10.0
4953;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
4954;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;Leeftijd onbekend;Ongehuwd;0.0
4955;Beeldhouwer (vrij beroep);Totaal mannen en vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
4956;Beeldhouwer (vrij beroep);Mannen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;214.0
4957;Beeldhouwer (vrij beroep);Mannen;Totaal van alle leeftijden;Ongehuwd;48.0
4958;Beeldhouwer (vrij beroep);Mannen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;166.0
4959;Beeldhouwer (vrij beroep);Mannen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
4960;Beeldhouwer (vrij beroep);Mannen;Beneden 14 jaar;Ongehuwd;0.0
4961;Beeldhouwer (vrij beroep);Mannen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
4962;Beeldhouwer (vrij beroep);Mannen;14-17 jaar;Totaal alle burgerlijke staten;3.0
4963;Beeldhouwer (vrij beroep);Mannen;14-17 jaar;Ongehuwd;3.0
4964;Beeldhouwer (vrij beroep);Mannen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
4965;Beeldhouwer (vrij beroep);Mannen;18 en 19 jaar;Totaal alle burgerlijke staten;1.0
4966;Beeldhouwer (vrij beroep);Mannen;18 en 19 jaar;Ongehuwd;1.0
4967;Beeldhouwer (vrij beroep);Mannen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
4968;Beeldhouwer (vrij beroep);Mannen;20 jaar;Totaal alle burgerlijke staten;2.0
4969;Beeldhouwer (vrij beroep);Mannen;20 jaar;Ongehuwd;2.0
4970;Beeldhouwer (vrij beroep);Mannen;20 jaar;Gehuwd of gehuwd geweest;0.0
4971;Beeldhouwer (vrij beroep);Mannen;21-24 jaar;Totaal alle burgerlijke staten;11.0
4972;Beeldhouwer (vrij beroep);Mannen;21-24 jaar;Ongehuwd;9.0
4973;Beeldhouwer (vrij beroep);Mannen;21-24 jaar;Gehuwd of gehuwd geweest;2.0
4974;Beeldhouwer (vrij beroep);Mannen;25-29 jaar;Totaal alle burgerlijke staten;19.0
4975;Beeldhouwer (vrij beroep);Mannen;25-29 jaar;Ongehuwd;10.0
4976;Beeldhouwer (vrij beroep);Mannen;25-29 jaar;Gehuwd of gehuwd geweest;9.0
4977;Beeldhouwer (vrij beroep);Mannen;30-39 jaar;Totaal alle burgerlijke staten;35.0
4978;Beeldhouwer (vrij beroep);Mannen;30-39 jaar;Ongehuwd;7.0
4979;Beeldhouwer (vrij beroep);Mannen;30-39 jaar;Gehuwd of gehuwd geweest;28.0
4980;Beeldhouwer (vrij beroep);Mannen;40-49 jaar;Totaal alle burgerlijke staten;37.0
