ID;InstitutionalSectors;Periods;Balance_1;Revenue_2;Expenditure_3;MaastrichtDebt_4;ChangeInMaastrichtDebt_5;DeficitEMU_6;NetAcquisitionOfFinancialAssets_7;TransactionsInOtherLiabilities_8;ValuationEffects_9;StatisticalDiscrepancy_10;ContributionToGeneralGovernmentDebt_11;Balance_12;MaastrichtDebt_13;ContributionToGeneralGovernmentDebt_14
1258;Other local government;2008 4th quarter;-562;8992;-9554;6067.0;164.0;562;33.0;-134.0;3.0;-300.0;5312.0;-0.1;0.9;0.8
1259;Other local government;2008;-882;34368;-35250;6067.0;806.0;882;62.0;-202.0;10.0;54.0;5312.0;-0.1;0.9;0.8
1260;Other local government;2009 1st quarter;405;8779;-8374;6374.0;307.0;-405;-197.0;756.0;-11.0;164.0;5565.0;-0.1;1.0;0.9
1261;Other local government;2009 2nd quarter;0;9978;-9978;6729.0;355.0;0;499.0;-55.0;-9.0;-80.0;5866.0;-0.1;1.0;0.9
1262;Other local government;2009 3rd quarter;344;8823;-8479;6649.0;-80.0;-344;220.0;-166.0;-10.0;220.0;5646.0;0.0;1.0;0.9
1263;Other local government;2009 4th quarter;-1441;8550;-9991;6768.0;119.0;1441;-299.0;-710.0;-10.0;-303.0;5783.0;-0.1;1.1;0.9
1264;Other local government;2009;-692;36130;-36822;6768.0;701.0;692;223.0;-175.0;-40.0;1.0;5783.0;-0.1;1.1;0.9
1265;Other local government;2010 1st quarter;930;9519;-8589;6786.0;18.0;-930;1072.0;-101.0;2.0;-25.0;5523.0;0.0;1.1;0.9
1266;Other local government;2010 2nd quarter;48;10147;-10099;7193.0;407.0;-48;37.0;541.0;2.0;-125.0;5942.0;0.0;1.1;0.9
1267;Other local government;2010 3rd quarter;-47;8513;-8560;7312.0;119.0;47;-411.0;193.0;2.0;288.0;6039.0;-0.1;1.1;0.9
1268;Other local government;2010 4th quarter;-1454;8608;-10062;7389.0;77.0;1454;-406.0;-839.0;1.0;-133.0;6256.0;-0.1;1.1;1.0
1269;Other local government;2010;-523;36787;-37310;7389.0;621.0;523;292.0;-206.0;7.0;5.0;6256.0;-0.1;1.1;1.0
1270;Other local government;2011 1st quarter;1080;9733;-8653;7499.0;110.0;-1080;785.0;243.0;-2.0;164.0;6287.0;-0.1;1.2;1.0
1271;Other local government;2011 2nd quarter;228;10463;-10235;7564.0;65.0;-228;308.0;114.0;-3.0;-126.0;6203.0;0.0;1.2;1.0
1272;Other local government;2011 3rd quarter;200;8862;-8662;7604.0;40.0;-200;224.0;1.0;-2.0;17.0;5875.0;0.0;1.2;0.9
1273;Other local government;2011 4th quarter;-1935;8255;-10190;8083.0;479.0;1935;-1304.0;-81.0;-4.0;-67.0;6575.0;-0.1;1.2;1.0
1274;Other local government;2011;-427;37313;-37740;8083.0;694.0;427;13.0;277.0;-11.0;-12.0;6575.0;-0.1;1.2;1.0
1275;Other local government;2012 1st quarter;1418;9864;-8446;8102.0;19.0;-1418;1484.0;-42.0;3.0;-8.0;6416.0;0.0;1.2;1.0
1276;Other local government;2012 2nd quarter;533;10652;-10119;8057.0;-45.0;-533;588.0;-72.0;1.0;-29.0;6137.0;0.0;1.2;0.9
1277;Other local government;2012 3rd quarter;-184;8371;-8555;8029.0;-28.0;184;-690.0;261.0;2.0;215.0;6022.0;0.0;1.2;0.9
1278;Other local government;2012 4th quarter;-1487;8570;-10057;7982.0;-47.0;1487;-1208.0;-141.0;2.0;-187.0;6335.0;0.0;1.2;1.0
1279;Other local government;2012;280;37457;-37177;7982.0;-101.0;-280;174.0;6.0;8.0;-9.0;6335.0;0.0;1.2;1.0
1280;Other local government;2013 1st quarter;1094;8547;-7453;7039.0;-943.0;-1094;2308.0;-1109.0;-940.0;-108.0;5571.0;0.0;1.1;0.8
1281;Other local government;2013 2nd quarter;765;9263;-8498;6993.0;-46.0;-765;129.0;500.0;0.0;90.0;5614.0;0.0;1.1;0.9
1282;Other local government;2013 3rd quarter;-394;7115;-7509;7021.0;28.0;394;-126.0;-399.0;1.0;158.0;5787.0;0.0;1.1;0.9
1283;Other local government;2013 4th quarter;-628;8090;-8718;7042.0;21.0;628;-1318.0;829.0;0.0;-118.0;5882.0;0.1;1.1;0.9
1284;Other local government;2013;837;33015;-32178;7042.0;-940.0;-837;993.0;-179.0;-939.0;22.0;5882.0;0.1;1.1;0.9
1285;Other local government;2014 1st quarter;1175;8827;-7652;7026.0;-16.0;-1175;100.0;999.0;-9.0;69.0;5720.0;0.1;1.1;0.9
1286;Other local government;2014 2nd quarter;663;9549;-8886;7017.0;-9.0;-663;266.0;388.0;3.0;-3.0;5465.0;0.1;1.0;0.8
1287;Other local government;2014 3rd quarter;-382;7428;-7810;7024.0;7.0;382;23.0;-433.0;3.0;32.0;5478.0;0.1;1.0;0.8
1288;Other local government;2014 4th quarter;-1418;7502;-8920;7039.0;15.0;1418;-286.0;-1006.0;2.0;-113.0;5798.0;0.0;1.0;0.9
1289;Other local government;2014;38;33306;-33268;7039.0;-3.0;-38;103.0;-52.0;-1.0;-15.0;5798.0;0.0;1.0;0.9
1290;Other local government;2015 1st quarter;1344;9103;-7759;6990.0;-49.0;-1344;196.0;1062.0;-10.0;47.0;5519.0;0.0;1.0;0.8
1291;Other local government;2015 2nd quarter;857;9838;-8981;7064.0;74.0;-857;307.0;619.0;0.0;5.0;5274.0;0.1;1.0;0.8
1292;Other local government;2015 3rd quarter;-487;7667;-8154;7059.0;-5.0;487;22.0;-468.0;0.0;-46.0;5337.0;0.0;1.0;0.8
1293;Other local government;2015 4th quarter;-1352;7646;-8998;7042.0;-17.0;1352;-133.0;-1223.0;-8.0;-5.0;5687.0;0.1;1.0;0.8
1294;Other local government;2015;362;34254;-33892;7042.0;3.0;-362;392.0;-10.0;-18.0;1.0;5687.0;0.1;1.0;0.8
1295;Other local government;2016 1st quarter;1400;9371;-7971;7048.0;6.0;-1400;273.0;1143.0;-6.0;-4.0;5299.0;0.1;1.0;0.8
1296;Other local government;2016 2nd quarter;754;10033;-9279;7032.0;-16.0;-754;332.0;282.0;0.0;124.0;5071.0;0.0;1.0;0.7
1297;Other local government;2016 3rd quarter;-729;7775;-8504;7105.0;73.0;729;-4.0;-551.0;5.0;-106.0;5286.0;0.0;1.0;0.7
1298;Other local government;2016 4th quarter;-1316;7883;-9199;7132.0;27.0;1316;-34.0;-1235.0;1.0;-21.0;5592.0;0.0;1.0;0.8
1299;Other local government;2016;109;35062;-34953;7132.0;90.0;-109;567.0;-361.0;0.0;-7.0;5592.0;0.0;1.0;0.8
1300;Other local government;2017 1st quarter;1100;9310;-8210;6763.0;-369.0;-1100;232.0;948.0;-218.0;-231.0;5089.0;0.0;0.9;0.7
1301;Other local government;2017 2nd quarter;555;10165;-9610;6978.0;215.0;-555;119.0;562.0;0.0;89.0;5171.0;-0.1;0.9;0.7
1302;Other local government;2017 3rd quarter;-362;8039;-8401;7218.0;240.0;362;146.0;-375.0;0.0;107.0;5364.0;0.0;1.0;0.7
1303;Other local government;2017 4th quarter;-1110;8261;-9371;7524.0;306.0;1110;-222.0;-621.0;0.0;39.0;5955.0;0.0;1.0;0.8
1304;Other local government;2017;183;35775;-35592;7524.0;392.0;-183;275.0;514.0;-218.0;4.0;5955.0;0.0;1.0;0.8
1305;Other local government;2018 1st quarter;1490;9757;-8267;7528.0;4.0;-1490;1657.0;-217.0;-2.0;56.0;5714.0;0.1;1.0;0.8
1306;Other local government;2018 2nd quarter;508;10091;-9583;7537.0;9.0;-508;447.0;93.0;-4.0;-19.0;5403.0;0.1;1.0;0.7
1307;Other local government;2018 3rd quarter;-322;8481;-8803;7596.0;59.0;322;-160.0;-85.0;-4.0;-14.0;5260.0;0.1;1.0;0.7
1308;Other local government;2018 4th quarter;-1278;8775;-10053;7619.0;23.0;1278;-1215.0;-25.0;-8.0;-7.0;5429.0;0.1;1.0;0.7
1309;Other local government;2018;398;37104;-36706;7619.0;95.0;-398;729.0;-234.0;-18.0;16.0;5429.0;0.1;1.0;0.7
1310;Other local government;2019 1st quarter;1301;10036;-8735;7636.0;17.0;-1301;1297.0;-47.0;-9.0;77.0;5238.0;0.0;1.0;0.7
1311;Other local government;2019 2nd quarter;438;10535;-10097;7659.0;23.0;-438;510.0;-15.0;0.0;-34.0;4911.0;0.0;0.9;0.6
1312;Other local government;2019 3rd quarter;-371;8705;-9076;7685.0;26.0;371;-229.0;-90.0;0.0;-26.0;4767.0;0.0;0.9;0.6
1313;Other local government;2019 4th quarter;-1177;8973;-10150;7816.0;131.0;1177;-1049.0;-4.0;1.0;6.0;5140.0;0.0;0.9;0.6
1314;Other local government;2019;191;38249;-38058;7816.0;197.0;-191;529.0;-156.0;-8.0;23.0;5140.0;0.0;0.9;0.6
1315;Other local government;2020 1st quarter;1207;10454;-9247;7790.0;-26.0;-1207;1325.0;-160.0;1.0;15.0;4817.0;0.0;0.9;0.6
1316;Other local government;2020 2nd quarter;77;10570;-10493;7761.0;-29.0;-77;378.0;-175.0;0.0;-155.0;4086.0;0.0;0.9;0.5
1317;Other local government;2020 3rd quarter;-436;8783;-9219;7789.0;28.0;436;-163.0;-213.0;0.0;-32.0;3730.0;0.0;1.0;0.5
1318;Other local government;2020 4th quarter;-1057;9435;-10492;7796.0;7.0;1057;-826.0;-403.0;0.0;179.0;3837.0;0.0;1.0;0.5
1319;Other local government;2020;-209;39242;-39451;7796.0;-20.0;209;714.0;-951.0;1.0;7.0;3837.0;0.0;1.0;0.5
1320;Other local government;2021 1st quarter;1339;10849;-9510;7815.0;19.0;-1339;1355.0;-66.0;-2.0;71.0;3005.0;0.0;1.0;0.4
1321;Other local government;2021 2nd quarter;603;11600;-10997;7825.0;10.0;-603;942.0;-38.0;0.0;-291.0;1907.0;0.1;0.9;0.2
1322;Other local government;2021 3rd quarter;705;10652;-9947;7813.0;-12.0;-705;686.0;-135.0;0.0;142.0;937.0;0.2;0.9;0.1
1323;Other local government;2021 4th quarter;-964;10561;-11525;8196.0;383.0;964;-751.0;65.0;0.0;105.0;1301.0;0.2;0.9;0.1
1324;Other local government;2021;1683;43662;-41979;8196.0;400.0;-1683;2232.0;-174.0;-2.0;27.0;1301.0;0.2;0.9;0.1
1325;Other local government;2022 1st quarter;1424;11522;-10098;8213.0;17.0;-1424;1672.0;-238.0;-2.0;9.0;422.0;0.2;0.9;0.0
1326;Other local government;2022 2nd quarter;-164;11634;-11798;8259.0;46.0;164;177.0;-378.0;1.0;82.0;288.0;0.1;0.9;0.0
1327;Other local government;2022 3rd quarter;443;11519;-11076;8320.0;61.0;-443;720.0;-321.0;0.0;105.0;-313.0;0.1;0.9;0.0
1328;Other local government;2022 4th quarter;-708;11715;-12423;8358.0;38.0;708;-371.0;-128.0;0.0;-171.0;-248.0;0.1;0.8;0.0
1329;Other local government;2022;995;46390;-45395;8358.0;162.0;-995;2198.0;-1065.0;-1.0;25.0;-248.0;0.1;0.8;0.0
1330;Other local government;2023 1st quarter;1538;12367;-10829;8463.0;105.0;-1538;1704.0;-45.0;0.0;-16.0;-629.0;0.1;0.8;-0.1
1331;Other local government;2023 2nd quarter;219;12681;-12462;8516.0;53.0;-219;524.0;-113.0;0.0;-139.0;-623.0;0.1;0.8;-0.1
1332;Other local government;2023 3rd quarter;107;12002;-11895;8566.0;50.0;-107;36.0;-19.0;0.0;140.0;-1225.0;0.1;0.8;-0.1
1333;Other local government;2023 4th quarter;-819;12534;-13353;8467.0;-99.0;819;-986.0;53.0;0.0;15.0;-774.0;0.1;0.8;-0.1
1334;Other local government;2023;1045;49584;-48539;8467.0;109.0;-1045;1278.0;-124.0;0.0;0.0;-774.0;0.1;0.8;-0.1
1335;Other local government;2024 1st quarter;273;12326;-12053;8485.0;18.0;-273;243.0;48.0;-2.0;2.0;-754.0;0.0;0.8;-0.1
1336;Other local government;2024 2nd quarter;-314;13494;-13808;8469.0;-16.0;314;-131.0;-199.0;-2.0;2.0;-813.0;-0.1;0.8;-0.1
1337;Other local government;2024 3rd quarter;681;13137;-12456;8430.0;-39.0;-681;692.0;-52.0;1.0;1.0;-1935.0;0.0;0.8;-0.2
1338;Other local government;2024 4th quarter;-1222;12724;-13946;8433.0;3.0;1222;-878.0;-342.0;1.0;0.0;-1419.0;-0.1;0.7;-0.1
1339;Other local government;2024;-582;51681;-52263;8433.0;-34.0;582;-74.0;-545.0;-2.0;5.0;-1419.0;-0.1;0.7;-0.1
1340;Social security funds;1995;-2348;52912;-55260;3108.0;;2348;13.0;-509.0;;152.0;2358.0;-0.7;0.9;0.7
1341;Social security funds;1996;-1625;53352;-54977;4023.0;915.0;1625;136.0;-1039.0;0.0;193.0;3252.0;-0.5;1.2;0.9
1342;Social security funds;1997;49;57922;-57873;2356.0;-1667.0;-49;-328.0;-1473.0;0.0;183.0;2241.0;0.0;0.6;0.6
1343;Social security funds;1998;1017;59868;-58851;3721.0;1365.0;-1017;2223.0;51.0;0.0;108.0;1528.0;0.3;0.9;0.4
1344;Social security funds;1999 1st quarter;1089;16157;-15068;;;-1089;1005.0;-29.0;;-232.0;;;;
1345;Social security funds;1999 2nd quarter;1106;17562;-16456;;;-1106;989.0;-138.0;;-91.0;;;;
1346;Social security funds;1999 3rd quarter;806;15374;-14568;;;-806;302.0;129.0;;-135.0;;;;
1347;Social security funds;1999 4th quarter;1654;16656;-15002;2017.0;;-1654;510.0;96.0;;545.0;-3331.0;1.1;0.5;-0.8
1348;Social security funds;1999;4655;65749;-61094;2017.0;-1704.0;-4655;2806.0;58.0;0.0;87.0;-3331.0;1.1;0.5;-0.8
1349;Social security funds;2000 1st quarter;1144;16868;-15724;1749.0;-268.0;-1144;1555.0;-245.0;0.0;-434.0;-4801.0;1.1;0.4;-1.1
1350;Social security funds;2000 2nd quarter;2008;19229;-17221;1420.0;-329.0;-2008;1774.0;-398.0;0.0;303.0;-6326.0;1.3;0.3;-1.4
1351;Social security funds;2000 3rd quarter;948;16283;-15335;1170.0;-250.0;-948;987.0;-6.0;0.0;-283.0;-7781.0;1.3;0.3;-1.8
1352;Social security funds;2000 4th quarter;2451;18208;-15757;985.0;-185.0;-2451;1623.0;119.0;0.0;524.0;-9141.0;1.4;0.2;-2.0
1353;Social security funds;2000;6551;70588;-64037;985.0;-1032.0;-6551;5939.0;-530.0;0.0;110.0;-9141.0;1.4;0.2;-2.0
1354;Social security funds;2001 1st quarter;1155;18093;-16938;1052.0;67.0;-1155;1972.0;822.0;0.0;-1572.0;-11883.0;1.4;0.2;-2.6
1355;Social security funds;2001 2nd quarter;85;18740;-18655;1121.0;69.0;-85;-1420.0;555.0;0.0;1019.0;-11252.0;1.0;0.2;-2.4
1356;Social security funds;2001 3rd quarter;-247;16305;-16552;1098.0;-23.0;247;-1467.0;1050.0;0.0;147.0;-11135.0;0.7;0.2;-2.3
1357;Social security funds;2001 4th quarter;-768;18131;-18899;1102.0;4.0;768;-2227.0;1060.0;0.0;403.0;-10070.0;0.0;0.2;-2.1
1358;Social security funds;2001;225;71269;-71044;1102.0;117.0;-225;-3142.0;3487.0;0.0;-3.0;-10070.0;0.0;0.2;-2.1
1359;Social security funds;2002 1st quarter;1269;19564;-18295;1607.0;505.0;-1269;2268.0;-639.0;0.0;145.0;-11135.0;0.1;0.3;-2.3
1360;Social security funds;2002 2nd quarter;-2384;18097;-20481;2112.0;505.0;2384;-2267.0;119.0;0.0;269.0;-8034.0;-0.4;0.4;-1.6
1361;Social security funds;2002 3rd quarter;-200;17892;-18092;2619.0;507.0;200;1541.0;-1321.0;0.0;87.0;-9072.0;-0.4;0.5;-1.8
1362;Social security funds;2002 4th quarter;-712;18869;-19581;3128.0;509.0;712;828.0;-573.0;0.0;-458.0;-9177.0;-0.4;0.6;-1.8
1363;Social security funds;2002;-2027;74422;-76449;3128.0;2026.0;2027;2370.0;-2414.0;0.0;43.0;-9177.0;-0.4;0.6;-1.8
1364;Social security funds;2003 1st quarter;1153;20814;-19661;2684.0;-444.0;-1153;2239.0;-1565.0;0.0;35.0;-10346.0;-0.4;0.5;-2.0
1365;Social security funds;2003 2nd quarter;172;22017;-21845;2992.0;308.0;-172;429.0;-166.0;0.0;217.0;-10434.0;0.1;0.6;-2.0
1366;Social security funds;2003 3rd quarter;-1190;18122;-19312;3673.0;681.0;1190;194.0;-972.0;0.0;269.0;-9426.0;-0.1;0.7;-1.8
1367;Social security funds;2003 4th quarter;16;22006;-21990;5267.0;1594.0;-16;1246.0;842.0;0.0;-478.0;-7492.0;0.0;1.0;-1.5
1368;Social security funds;2003;151;82959;-82808;5267.0;2139.0;-151;4108.0;-1861.0;0.0;43.0;-7492.0;0.0;1.0;-1.5
1369;Social security funds;2004 1st quarter;1197;21304;-20107;3626.0;-1641.0;-1197;1105.0;-865.0;0.0;-684.0;-9320.0;0.0;0.7;-1.8
1370;Social security funds;2004 2nd quarter;-1411;21305;-22716;5826.0;2200.0;1411;-538.0;1124.0;0.0;203.0;-6262.0;-0.3;1.1;-1.2
1371;Social security funds;2004 3rd quarter;-126;19869;-19995;3978.0;-1848.0;126;-1056.0;-1457.0;0.0;539.0;-8544.0;-0.1;0.8;-1.6
1372;Social security funds;2004 4th quarter;1131;21949;-20818;4211.0;233.0;-1131;-348.0;1743.0;0.0;-31.0;-8509.0;0.1;0.8;-1.6
1373;Social security funds;2004;791;84427;-83636;4211.0;-1056.0;-791;-837.0;545.0;0.0;27.0;-8509.0;0.1;0.8;-1.6
1374;Social security funds;2005 1st quarter;730;21116;-20386;5585.0;1374.0;-730;4409.0;-2241.0;0.0;-64.0;-10128.0;0.1;1.0;-1.9
1375;Social security funds;2005 2nd quarter;-1052;21843;-22895;7187.0;1602.0;1052;769.0;-65.0;0.0;-154.0;-9367.0;0.1;1.3;-1.7
1376;Social security funds;2005 3rd quarter;-1127;19402;-20529;5602.0;-1585.0;1127;-4187.0;1123.0;0.0;352.0;-7452.0;-0.1;1.0;-1.4
1377;Social security funds;2005 4th quarter;771;24304;-23533;4075.0;-1527.0;-771;-1542.0;874.0;0.0;-88.0;-7750.0;-0.1;0.7;-1.4
1378;Social security funds;2005;-678;86665;-87343;4075.0;-136.0;678;-551.0;-309.0;0.0;46.0;-7750.0;-0.1;0.7;-1.4
1379;Social security funds;2006 1st quarter;-32;22767;-22799;8268.0;4193.0;32;3149.0;773.0;-153.0;392.0;-4215.0;-0.3;1.5;-0.7
1380;Social security funds;2006 2nd quarter;455;25837;-25382;6208.0;-2060.0;-455;-483.0;-1345.0;-62.0;285.0;-5655.0;0.0;1.1;-1.0
1381;Social security funds;2006 3rd quarter;-1164;21435;-22599;4996.0;-1212.0;1164;-2579.0;616.0;-62.0;-351.0;-6884.0;0.0;0.9;-1.2
1382;Social security funds;2006 4th quarter;-941;25870;-26811;2527.0;-2469.0;941;619.0;-3661.0;-61.0;-307.0;-7753.0;-0.3;0.4;-1.3
1383;Social security funds;2006;-1682;95909;-97591;2527.0;-1548.0;1682;706.0;-3617.0;-338.0;19.0;-7753.0;-0.3;0.4;-1.3
1384;Social security funds;2007 1st quarter;1891;25035;-23144;6206.0;3679.0;-1891;1206.0;4703.0;0.0;-339.0;-5462.0;0.0;1.0;-0.9
1385;Social security funds;2007 2nd quarter;-2385;23662;-26047;5757.0;-449.0;2385;913.0;-4346.0;0.0;599.0;-6868.0;-0.4;1.0;-1.1
1386;Social security funds;2007 3rd quarter;-220;22731;-22951;5582.0;-175.0;220;1166.0;-1449.0;0.0;-112.0;-7187.0;-0.3;0.9;-1.2
1387;Social security funds;2007 4th quarter;24;26623;-26599;4222.0;-1360.0;-24;-444.0;-789.0;0.0;-103.0;-7782.0;-0.1;0.7;-1.2
1388;Social security funds;2007;-690;98051;-98741;4222.0;1695.0;690;2841.0;-1881.0;0.0;45.0;-7782.0;-0.1;0.7;-1.2
1389;Social security funds;2008 1st quarter;3902;27812;-23910;9044.0;4822.0;-3902;1933.0;5828.0;0.0;963.0;-5719.0;0.2;1.4;-0.9
1390;Social security funds;2008 2nd quarter;-1967;24709;-26676;8095.0;-949.0;1967;871.0;-2272.0;0.0;-1515.0;-8579.0;0.3;1.3;-1.3
1391;Social security funds;2008 3rd quarter;-442;23369;-23811;8403.0;308.0;442;-1080.0;568.0;0.0;378.0;-7522.0;0.2;1.3;-1.2
1392;Social security funds;2008 4th quarter;1993;26751;-24758;8686.0;283.0;-1993;192.0;1912.0;0.0;172.0;-4632.0;0.5;1.3;-0.7
1393;Social security funds;2008;3486;102641;-99155;8686.0;4464.0;-3486;1916.0;6036.0;0.0;-2.0;-4632.0;0.5;1.3;-0.7
1394;Social security funds;2009 1st quarter;1481;27160;-25679;11963.0;3277.0;-1481;2313.0;2361.0;0.0;84.0;-4011.0;0.2;1.8;-0.6
1395;Social security funds;2009 2nd quarter;-5986;22646;-28632;18351.0;6388.0;5986;-1053.0;2454.0;0.0;-999.0;3109.0;-0.5;2.9;0.5
1396;Social security funds;2009 3rd quarter;-1652;24110;-25762;13875.0;-4476.0;1652;1639.0;-7905.0;0.0;138.0;-3113.0;-0.7;2.2;-0.5
1397;Social security funds;2009 4th quarter;-1375;27419;-28794;15373.0;1498.0;1375;-3828.0;3178.0;0.0;773.0;3496.0;-1.2;2.4;0.6
1398;Social security funds;2009;-7532;101335;-108867;15373.0;6687.0;7532;-929.0;88.0;0.0;-4.0;3496.0;-1.2;2.4;0.6
1399;Social security funds;2010 1st quarter;-343;26917;-27260;19123.0;3750.0;343;2551.0;1139.0;0.0;-283.0;5417.0;-1.5;3.0;0.9
1400;Social security funds;2010 2nd quarter;-4129;26098;-30227;24523.0;5400.0;4129;1055.0;-624.0;0.0;840.0;12589.0;-1.2;3.9;2.0
1401;Social security funds;2010 3rd quarter;-2468;24701;-27169;17143.0;-7380.0;2468;-6961.0;-2360.0;0.0;-527.0;4845.0;-1.3;2.7;0.8
1402;Social security funds;2010 4th quarter;4703;35315;-30612;12720.0;-4423.0;-4703;1563.0;-1256.0;0.0;-27.0;3263.0;-0.3;2.0;0.5
1403;Social security funds;2010;-2237;113031;-115268;12720.0;-2653.0;2237;-1792.0;-3101.0;0.0;3.0;3263.0;-0.3;2.0;0.5
1404;Social security funds;2011 1st quarter;-144;27864;-28008;15229.0;2509.0;144;2953.0;-634.0;0.0;46.0;5013.0;-0.3;2.3;0.8
1405;Social security funds;2011 2nd quarter;-7242;23967;-31209;21708.0;6479.0;7242;889.0;-835.0;0.0;-817.0;12885.0;-0.8;3.3;2.0
1406;Social security funds;2011 3rd quarter;-1967;25637;-27604;16398.0;-5310.0;1967;-5818.0;-1488.0;0.0;29.0;8116.0;-0.7;2.5;1.2
1407;Social security funds;2011 4th quarter;2051;30404;-28353;15829.0;-569.0;-2051;-1910.0;2629.0;0.0;763.0;10537.0;-1.1;2.4;1.6
1408;Social security funds;2011;-7302;107872;-115174;15829.0;3109.0;7302;-3886.0;-328.0;0.0;21.0;10537.0;-1.1;2.4;1.6
1409;Social security funds;2012 1st quarter;197;29047;-28850;21656.0;5827.0;-197;6432.0;-604.0;0.0;196.0;12888.0;-1.1;3.3;2.0
1410;Social security funds;2012 2nd quarter;-6058;26363;-32421;31944.0;10288.0;6058;2294.0;2036.0;0.0;-100.0;23703.0;-0.9;4.9;3.6
1411;Social security funds;2012 3rd quarter;-2689;26399;-29088;24830.0;-7114.0;2689;-5983.0;-3899.0;0.0;79.0;15370.0;-1.0;3.8;2.3
1412;Social security funds;2012 4th quarter;4978;34986;-30008;23452.0;-1378.0;-4978;351.0;3399.0;0.0;-150.0;15299.0;-0.5;3.6;2.3
1413;Social security funds;2012;-3572;116795;-120367;23452.0;7623.0;3572;3094.0;932.0;0.0;25.0;15299.0;-0.5;3.6;2.3
1414;Social security funds;2013 1st quarter;-683;29084;-29767;29296.0;5844.0;683;4267.0;765.0;0.0;129.0;18769.0;-0.7;4.4;2.8
1415;Social security funds;2013 2nd quarter;-6641;26735;-33376;35495.0;6199.0;6641;549.0;-614.0;0.0;-377.0;25874.0;-0.8;5.4;3.9
1416;Social security funds;2013 3rd quarter;-3250;26743;-29993;33299.0;-2196.0;3250;-3688.0;-1976.0;0.0;218.0;22249.0;-0.8;5.0;3.4
1417;Social security funds;2013 4th quarter;2179;32599;-30420;29917.0;-3382.0;-2179;-2189.0;953.0;0.0;33.0;21746.0;-1.3;4.5;3.3
1418;Social security funds;2013;-8395;115161;-123556;29917.0;6465.0;8395;-1061.0;-872.0;0.0;3.0;21746.0;-1.3;4.5;3.3
1419;Social security funds;2014 1st quarter;-1908;29833;-31741;33629.0;3712.0;1908;1051.0;652.0;0.0;101.0;25842.0;-1.4;5.0;3.9
1420;Social security funds;2014 2nd quarter;-7161;26912;-34073;35701.0;2072.0;7161;-2923.0;-2188.0;0.0;22.0;28172.0;-1.5;5.3;4.2
1421;Social security funds;2014 3rd quarter;-2879;27219;-30098;33510.0;-2191.0;2879;-4113.0;-898.0;0.0;-59.0;29279.0;-1.4;5.0;4.3
1422;Social security funds;2014 4th quarter;5509;36331;-30822;34711.0;1201.0;-5509;6010.0;690.0;0.0;10.0;26968.0;-0.9;5.1;4.0
1423;Social security funds;2014;-6439;120295;-126734;34711.0;4794.0;6439;25.0;-1744.0;0.0;74.0;26968.0;-0.9;5.1;4.0
1424;Social security funds;2015 1st quarter;915;30324;-29409;30807.0;-3904.0;-915;-1002.0;-1426.0;0.0;-561.0;26931.0;-0.5;4.5;4.0
1425;Social security funds;2015 2nd quarter;-8338;24681;-33019;35220.0;4413.0;8338;2214.0;-6318.0;0.0;179.0;25875.0;-0.7;5.1;3.8
1426;Social security funds;2015 3rd quarter;-774;28489;-29263;34986.0;-234.0;774;-1144.0;131.0;0.0;5.0;26592.0;-0.4;5.0;3.8
1427;Social security funds;2015 4th quarter;7926;37332;-29406;36282.0;1296.0;-7926;4316.0;4529.0;0.0;377.0;23380.0;0.0;5.2;3.3
1428;Social security funds;2015;-271;120826;-121097;36282.0;1571.0;271;4384.0;-3084.0;0.0;0.0;23380.0;0.0;5.2;3.3
1429;Social security funds;2016 1st quarter;2948;31724;-28776;36690.0;408.0;-2948;2139.0;862.0;0.0;355.0;23077.0;0.3;5.2;3.3
1430;Social security funds;2016 2nd quarter;-3185;29764;-32949;44645.0;7955.0;3185;5603.0;-461.0;0.0;-372.0;28845.0;1.0;6.3;4.1
1431;Social security funds;2016 3rd quarter;1198;30297;-29099;36769.0;-7876.0;-1198;-4713.0;-1931.0;0.0;-34.0;18679.0;1.2;5.1;2.6
1432;Social security funds;2016 4th quarter;6634;36056;-29422;32862.0;-3907.0;-6634;-199.0;2875.0;0.0;51.0;17587.0;1.1;4.6;2.4
1433;Social security funds;2016;7595;127841;-120246;32862.0;-3420.0;-7595;2830.0;1345.0;0.0;0.0;17587.0;1.1;4.6;2.4
1434;Social security funds;2017 1st quarter;611;30061;-29450;33609.0;747.0;-611;1175.0;-227.0;0.0;410.0;17771.0;0.7;4.6;2.4
1435;Social security funds;2017 2nd quarter;-2864;30403;-33267;35509.0;1900.0;2864;4233.0;-5017.0;0.0;-180.0;12899.0;0.8;4.8;1.8
1436;Social security funds;2017 3rd quarter;1332;31253;-29921;34931.0;-578.0;-1332;-1940.0;2753.0;0.0;-59.0;13556.0;0.8;4.7;1.8
1437;Social security funds;2017 4th quarter;3522;34755;-31233;31810.0;-3121.0;-3522;-1620.0;2192.0;0.0;-171.0;14769.0;0.3;4.2;2.0
1438;Social security funds;2017;2601;126472;-123871;31810.0;-1052.0;-2601;1848.0;-299.0;0.0;0.0;14769.0;0.3;4.2;2.0
1439;Social security funds;2018 1st quarter;767;31234;-30467;31673.0;-137.0;-767;2185.0;-1628.0;0.0;73.0;13706.0;0.4;4.2;1.8
1440;Social security funds;2018 2nd quarter;1562;35755;-34193;33449.0;1776.0;-1562;4957.0;-1695.0;0.0;76.0;13818.0;0.9;4.3;1.8
