ID;GeboortelandGroep;Geslacht;JaarVanVestigingInNederland;Perioden;TotaalNietNederlandseImmigranten_1;WerknemersZelfstandigen_2;WerkloosheidsOfBijstandsuitkering_3;ArbeidsongeschiktheidsOverigeUitkering_4;OverigeNietNederlandseImmigranten_5
3447;EU-15;Mannen;Vestigingsjaar 1993;2001;100.0;61.0;4.0;3.0;32.0
3448;EU-15;Mannen;Vestigingsjaar 1993;2002;100.0;62.0;4.0;4.0;31.0
3449;EU-15;Mannen;Vestigingsjaar 1993;2003;100.0;61.0;5.0;4.0;30.0
3450;EU-15;Mannen;Vestigingsjaar 1994;1999;100.0;57.0;4.0;2.0;38.0
3451;EU-15;Mannen;Vestigingsjaar 1994;2000;100.0;58.0;4.0;2.0;36.0
3452;EU-15;Mannen;Vestigingsjaar 1994;2001;100.0;60.0;3.0;3.0;34.0
3453;EU-15;Mannen;Vestigingsjaar 1994;2002;100.0;59.0;4.0;3.0;33.0
3454;EU-15;Mannen;Vestigingsjaar 1994;2003;100.0;58.0;7.0;4.0;32.0
3455;EU-15;Mannen;Vestigingsjaar 1995;1999;100.0;59.0;4.0;2.0;36.0
3456;EU-15;Mannen;Vestigingsjaar 1995;2000;100.0;60.0;4.0;2.0;34.0
3457;EU-15;Mannen;Vestigingsjaar 1995;2001;100.0;62.0;3.0;3.0;32.0
3458;EU-15;Mannen;Vestigingsjaar 1995;2002;100.0;61.0;4.0;3.0;31.0
3459;EU-15;Mannen;Vestigingsjaar 1995;2003;100.0;61.0;5.0;4.0;30.0
3460;EU-15;Mannen;Vestigingsjaar 1996;1999;100.0;60.0;3.0;1.0;35.0
3461;EU-15;Mannen;Vestigingsjaar 1996;2000;100.0;62.0;3.0;2.0;34.0
3462;EU-15;Mannen;Vestigingsjaar 1996;2001;100.0;62.0;3.0;2.0;33.0
3463;EU-15;Mannen;Vestigingsjaar 1996;2002;100.0;62.0;4.0;3.0;32.0
3464;EU-15;Mannen;Vestigingsjaar 1996;2003;100.0;61.0;5.0;4.0;31.0
3465;EU-15;Mannen;Vestigingsjaar 1997;1999;100.0;60.0;2.0;1.0;37.0
3466;EU-15;Mannen;Vestigingsjaar 1997;2000;100.0;60.0;2.0;2.0;36.0
3467;EU-15;Mannen;Vestigingsjaar 1997;2001;100.0;61.0;2.0;2.0;35.0
3468;EU-15;Mannen;Vestigingsjaar 1997;2002;100.0;59.0;3.0;2.0;36.0
3469;EU-15;Mannen;Vestigingsjaar 1997;2003;100.0;58.0;4.0;3.0;34.0
3470;EU-15;Mannen;Vestigingsjaar 1998;1999;100.0;63.0;2.0;1.0;34.0
3471;EU-15;Mannen;Vestigingsjaar 1998;2000;100.0;61.0;2.0;1.0;37.0
3472;EU-15;Mannen;Vestigingsjaar 1998;2001;100.0;60.0;2.0;1.0;37.0
3473;EU-15;Mannen;Vestigingsjaar 1998;2002;100.0;58.0;2.0;2.0;38.0
3474;EU-15;Mannen;Vestigingsjaar 1998;2003;100.0;57.0;4.0;3.0;37.0
3475;EU-15;Mannen;Vestigingsjaar 1999;1999;100.0;65.0;1.0;1.0;33.0
3476;EU-15;Mannen;Vestigingsjaar 1999;2000;100.0;67.0;1.0;1.0;31.0
3477;EU-15;Mannen;Vestigingsjaar 1999;2001;100.0;65.0;1.0;1.0;32.0
3478;EU-15;Mannen;Vestigingsjaar 1999;2002;100.0;61.0;2.0;2.0;35.0
3479;EU-15;Mannen;Vestigingsjaar 1999;2003;100.0;61.0;4.0;2.0;34.0
3480;EU-15;Mannen;Vestigingsjaar 2000;1999;;;;;
3481;EU-15;Mannen;Vestigingsjaar 2000;2000;100.0;69.0;1.0;1.0;30.0
3482;EU-15;Mannen;Vestigingsjaar 2000;2001;100.0;71.0;1.0;1.0;27.0
3483;EU-15;Mannen;Vestigingsjaar 2000;2002;100.0;64.0;2.0;1.0;32.0
3484;EU-15;Mannen;Vestigingsjaar 2000;2003;100.0;63.0;3.0;2.0;33.0
3485;EU-15;Mannen;Vestigingsjaar 2001;1999;;;;;
3486;EU-15;Mannen;Vestigingsjaar 2001;2000;;;;;
3487;EU-15;Mannen;Vestigingsjaar 2001;2001;100.0;71.0;1.0;1.0;28.0
3488;EU-15;Mannen;Vestigingsjaar 2001;2002;100.0;69.0;1.0;1.0;29.0
3489;EU-15;Mannen;Vestigingsjaar 2001;2003;100.0;64.0;2.0;1.0;33.0
3490;EU-15;Mannen;Vestigingsjaar 2002;1999;;;;;
3491;EU-15;Mannen;Vestigingsjaar 2002;2000;;;;;
3492;EU-15;Mannen;Vestigingsjaar 2002;2001;;;;;
3493;EU-15;Mannen;Vestigingsjaar 2002;2002;100.0;68.0;1.0;1.0;30.0
3494;EU-15;Mannen;Vestigingsjaar 2002;2003;100.0;65.0;2.0;1.0;32.0
3495;EU-15;Mannen;Vestigingsjaar 2003;1999;;;;;
3496;EU-15;Mannen;Vestigingsjaar 2003;2000;;;;;
3497;EU-15;Mannen;Vestigingsjaar 2003;2001;;;;;
3498;EU-15;Mannen;Vestigingsjaar 2003;2002;;;;;
3499;EU-15;Mannen;Vestigingsjaar 2003;2003;100.0;65.0;2.0;1.0;32.0
3500;EU-15;Vrouwen;Vestigingsjaar 1990;1999;100.0;50.0;7.0;3.0;40.0
3501;EU-15;Vrouwen;Vestigingsjaar 1990;2000;100.0;53.0;6.0;4.0;38.0
3502;EU-15;Vrouwen;Vestigingsjaar 1990;2001;100.0;54.0;5.0;4.0;36.0
3503;EU-15;Vrouwen;Vestigingsjaar 1990;2002;100.0;56.0;6.0;5.0;34.0
3504;EU-15;Vrouwen;Vestigingsjaar 1990;2003;100.0;56.0;6.0;5.0;33.0
3505;EU-15;Vrouwen;Vestigingsjaar 1991;1999;100.0;49.0;6.0;4.0;41.0
3506;EU-15;Vrouwen;Vestigingsjaar 1991;2000;100.0;52.0;6.0;4.0;39.0
3507;EU-15;Vrouwen;Vestigingsjaar 1991;2001;100.0;54.0;5.0;5.0;36.0
3508;EU-15;Vrouwen;Vestigingsjaar 1991;2002;100.0;54.0;5.0;6.0;35.0
3509;EU-15;Vrouwen;Vestigingsjaar 1991;2003;100.0;54.0;6.0;6.0;34.0
3510;EU-15;Vrouwen;Vestigingsjaar 1992;1999;100.0;48.0;6.0;3.0;43.0
3511;EU-15;Vrouwen;Vestigingsjaar 1992;2000;100.0;50.0;5.0;3.0;41.0
3512;EU-15;Vrouwen;Vestigingsjaar 1992;2001;100.0;52.0;5.0;4.0;39.0
3513;EU-15;Vrouwen;Vestigingsjaar 1992;2002;100.0;52.0;5.0;5.0;38.0
3514;EU-15;Vrouwen;Vestigingsjaar 1992;2003;100.0;54.0;5.0;5.0;36.0
3515;EU-15;Vrouwen;Vestigingsjaar 1993;1999;100.0;46.0;6.0;2.0;46.0
3516;EU-15;Vrouwen;Vestigingsjaar 1993;2000;100.0;49.0;5.0;3.0;43.0
3517;EU-15;Vrouwen;Vestigingsjaar 1993;2001;100.0;51.0;5.0;4.0;41.0
3518;EU-15;Vrouwen;Vestigingsjaar 1993;2002;100.0;51.0;6.0;4.0;39.0
3519;EU-15;Vrouwen;Vestigingsjaar 1993;2003;100.0;51.0;7.0;5.0;38.0
3520;EU-15;Vrouwen;Vestigingsjaar 1994;1999;100.0;46.0;4.0;2.0;49.0
3521;EU-15;Vrouwen;Vestigingsjaar 1994;2000;100.0;47.0;4.0;2.0;46.0
3522;EU-15;Vrouwen;Vestigingsjaar 1994;2001;100.0;50.0;4.0;3.0;43.0
3523;EU-15;Vrouwen;Vestigingsjaar 1994;2002;100.0;52.0;5.0;3.0;40.0
3524;EU-15;Vrouwen;Vestigingsjaar 1994;2003;100.0;52.0;5.0;4.0;39.0
3525;EU-15;Vrouwen;Vestigingsjaar 1995;1999;100.0;46.0;4.0;2.0;49.0
3526;EU-15;Vrouwen;Vestigingsjaar 1995;2000;100.0;48.0;4.0;2.0;45.0
3527;EU-15;Vrouwen;Vestigingsjaar 1995;2001;100.0;52.0;4.0;2.0;42.0
3528;EU-15;Vrouwen;Vestigingsjaar 1995;2002;100.0;51.0;5.0;3.0;40.0
3529;EU-15;Vrouwen;Vestigingsjaar 1995;2003;100.0;52.0;5.0;3.0;39.0
3530;EU-15;Vrouwen;Vestigingsjaar 1996;1999;100.0;47.0;4.0;1.0;48.0
3531;EU-15;Vrouwen;Vestigingsjaar 1996;2000;100.0;50.0;3.0;2.0;45.0
3532;EU-15;Vrouwen;Vestigingsjaar 1996;2001;100.0;52.0;3.0;2.0;42.0
3533;EU-15;Vrouwen;Vestigingsjaar 1996;2002;100.0;53.0;4.0;3.0;40.0
3534;EU-15;Vrouwen;Vestigingsjaar 1996;2003;100.0;53.0;5.0;3.0;39.0
3535;EU-15;Vrouwen;Vestigingsjaar 1997;1999;100.0;46.0;3.0;1.0;50.0
3536;EU-15;Vrouwen;Vestigingsjaar 1997;2000;100.0;49.0;3.0;1.0;47.0
3537;EU-15;Vrouwen;Vestigingsjaar 1997;2001;100.0;51.0;3.0;2.0;44.0
3538;EU-15;Vrouwen;Vestigingsjaar 1997;2002;100.0;51.0;4.0;2.0;43.0
3539;EU-15;Vrouwen;Vestigingsjaar 1997;2003;100.0;51.0;4.0;3.0;42.0
3540;EU-15;Vrouwen;Vestigingsjaar 1998;1999;100.0;49.0;2.0;1.0;49.0
3541;EU-15;Vrouwen;Vestigingsjaar 1998;2000;100.0;49.0;2.0;1.0;48.0
3542;EU-15;Vrouwen;Vestigingsjaar 1998;2001;100.0;50.0;2.0;2.0;46.0
3543;EU-15;Vrouwen;Vestigingsjaar 1998;2002;100.0;50.0;3.0;2.0;45.0
3544;EU-15;Vrouwen;Vestigingsjaar 1998;2003;100.0;51.0;4.0;2.0;42.0
3545;EU-15;Vrouwen;Vestigingsjaar 1999;1999;100.0;48.0;1.0;0.0;50.0
3546;EU-15;Vrouwen;Vestigingsjaar 1999;2000;100.0;56.0;2.0;0.0;42.0
3547;EU-15;Vrouwen;Vestigingsjaar 1999;2001;100.0;55.0;2.0;1.0;42.0
3548;EU-15;Vrouwen;Vestigingsjaar 1999;2002;100.0;54.0;2.0;1.0;43.0
3549;EU-15;Vrouwen;Vestigingsjaar 1999;2003;100.0;53.0;3.0;2.0;41.0
3550;EU-15;Vrouwen;Vestigingsjaar 2000;1999;;;;;
3551;EU-15;Vrouwen;Vestigingsjaar 2000;2000;100.0;52.0;1.0;0.0;47.0
3552;EU-15;Vrouwen;Vestigingsjaar 2000;2001;100.0;58.0;1.0;1.0;40.0
3553;EU-15;Vrouwen;Vestigingsjaar 2000;2002;100.0;54.0;2.0;1.0;43.0
3554;EU-15;Vrouwen;Vestigingsjaar 2000;2003;100.0;54.0;3.0;1.0;42.0
3555;EU-15;Vrouwen;Vestigingsjaar 2001;1999;;;;;
3556;EU-15;Vrouwen;Vestigingsjaar 2001;2000;;;;;
3557;EU-15;Vrouwen;Vestigingsjaar 2001;2001;100.0;51.0;1.0;0.0;48.0
3558;EU-15;Vrouwen;Vestigingsjaar 2001;2002;100.0;54.0;2.0;1.0;44.0
3559;EU-15;Vrouwen;Vestigingsjaar 2001;2003;100.0;52.0;2.0;1.0;45.0
3560;EU-15;Vrouwen;Vestigingsjaar 2002;1999;;;;;
3561;EU-15;Vrouwen;Vestigingsjaar 2002;2000;;;;;
3562;EU-15;Vrouwen;Vestigingsjaar 2002;2001;;;;;
3563;EU-15;Vrouwen;Vestigingsjaar 2002;2002;100.0;50.0;1.0;0.0;48.0
3564;EU-15;Vrouwen;Vestigingsjaar 2002;2003;100.0;53.0;2.0;1.0;45.0
3565;EU-15;Vrouwen;Vestigingsjaar 2003;1999;;;;;
3566;EU-15;Vrouwen;Vestigingsjaar 2003;2000;;;;;
3567;EU-15;Vrouwen;Vestigingsjaar 2003;2001;;;;;
3568;EU-15;Vrouwen;Vestigingsjaar 2003;2002;;;;;
3569;EU-15;Vrouwen;Vestigingsjaar 2003;2003;100.0;47.0;2.0;1.0;50.0
3570;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1990;1999;100.0;58.0;3.0;3.0;36.0
3571;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1990;2000;100.0;61.0;2.0;4.0;33.0
3572;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1990;2001;100.0;61.0;4.0;5.0;31.0
3573;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1990;2002;100.0;60.0;4.0;6.0;31.0
3574;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1990;2003;100.0;58.0;4.0;6.0;31.0
3575;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1991;1999;100.0;60.0;3.0;2.0;35.0
3576;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1991;2000;100.0;62.0;4.0;2.0;32.0
3577;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1991;2001;100.0;65.0;3.0;3.0;29.0
3578;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1991;2002;100.0;62.0;3.0;3.0;32.0
3579;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1991;2003;100.0;66.0;4.0;3.0;28.0
3580;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1992;1999;100.0;58.0;3.0;2.0;37.0
3581;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1992;2000;100.0;59.0;3.0;2.0;35.0
3582;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1992;2001;100.0;61.0;3.0;3.0;33.0
3583;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1992;2002;100.0;59.0;3.0;3.0;34.0
3584;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1992;2003;100.0;61.0;4.0;3.0;31.0
3585;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1993;1999;100.0;57.0;2.0;1.0;40.0
3586;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1993;2000;100.0;58.0;3.0;1.0;38.0
3587;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1993;2001;100.0;59.0;3.0;2.0;36.0
3588;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1993;2002;100.0;61.0;3.0;2.0;34.0
3589;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1993;2003;100.0;61.0;5.0;2.0;32.0
3590;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1994;1999;100.0;56.0;2.0;1.0;42.0
3591;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1994;2000;100.0;57.0;2.0;1.0;40.0
3592;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1994;2001;100.0;57.0;2.0;2.0;39.0
3593;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1994;2002;100.0;54.0;3.0;2.0;41.0
3594;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1994;2003;100.0;54.0;3.0;1.0;41.0
3595;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1995;1999;100.0;54.0;1.0;0.0;45.0
3596;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1995;2000;100.0;55.0;1.0;0.0;44.0
3597;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1995;2001;100.0;57.0;1.0;1.0;42.0
3598;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1995;2002;100.0;54.0;2.0;1.0;42.0
3599;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1995;2003;100.0;55.0;3.0;3.0;40.0
3600;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1996;1999;100.0;47.0;1.0;1.0;51.0
3601;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1996;2000;100.0;49.0;1.0;1.0;50.0
3602;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1996;2001;100.0;48.0;1.0;1.0;50.0
3603;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1996;2002;100.0;48.0;2.0;2.0;48.0
3604;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1996;2003;100.0;46.0;4.0;2.0;48.0
3605;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1997;1999;100.0;44.0;0.0;0.0;55.0
3606;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1997;2000;100.0;45.0;0.0;0.0;54.0
3607;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1997;2001;100.0;47.0;0.0;1.0;52.0
3608;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1997;2002;100.0;48.0;1.0;1.0;50.0
3609;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1997;2003;100.0;47.0;2.0;1.0;50.0
3610;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1998;1999;100.0;46.0;0.0;0.0;54.0
3611;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1998;2000;100.0;48.0;0.0;0.0;51.0
3612;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1998;2001;100.0;48.0;1.0;0.0;51.0
3613;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1998;2002;100.0;47.0;1.0;1.0;51.0
3614;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1998;2003;100.0;48.0;2.0;1.0;49.0
3615;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1999;1999;100.0;40.0;0.0;0.0;59.0
3616;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1999;2000;100.0;48.0;0.0;0.0;51.0
3617;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1999;2001;100.0;46.0;0.0;0.0;53.0
3618;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1999;2002;100.0;46.0;1.0;1.0;53.0
3619;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 1999;2003;100.0;47.0;1.0;1.0;52.0
3620;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;;
3621;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;43.0;0.0;0.0;57.0
3622;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2000;2001;100.0;51.0;1.0;0.0;48.0
3623;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2000;2002;100.0;48.0;1.0;0.0;51.0
3624;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2000;2003;100.0;46.0;1.0;1.0;53.0
3625;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2001;1999;;;;;
3626;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2001;2000;;;;;
3627;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2001;2001;100.0;45.0;0.0;0.0;55.0
3628;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2001;2002;100.0;49.0;0.0;0.0;50.0
3629;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2001;2003;100.0;45.0;1.0;0.0;54.0
3630;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2002;1999;;;;;
3631;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2002;2000;;;;;
3632;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2002;2001;;;;;
3633;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2002;2002;100.0;42.0;0.0;0.0;57.0
3634;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2002;2003;100.0;48.0;1.0;0.0;52.0
3635;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2003;1999;;;;;
3636;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2003;2000;;;;;
3637;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2003;2001;;;;;
3638;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2003;2002;;;;;
3639;Niet-Europese OESO landen;Totaal mannen en vrouwen;Vestigingsjaar 2003;2003;100.0;44.0;0.0;0.0;56.0
3640;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1990;1999;100.0;70.0;4.0;4.0;22.0
3641;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1990;2000;100.0;72.0;3.0;5.0;20.0
3642;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1990;2001;100.0;72.0;5.0;6.0;17.0
3643;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1990;2002;100.0;70.0;5.0;8.0;18.0
3644;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1990;2003;100.0;65.0;6.0;8.0;21.0
3645;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1991;1999;100.0;73.0;4.0;3.0;21.0
3646;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1991;2000;100.0;72.0;4.0;3.0;21.0
3647;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1991;2001;100.0;74.0;4.0;3.0;19.0
3648;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1991;2002;100.0;69.0;4.0;3.0;25.0
3649;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1991;2003;100.0;71.0;6.0;3.0;20.0
3650;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1992;1999;100.0;70.0;3.0;1.0;26.0
3651;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1992;2000;100.0;70.0;3.0;2.0;26.0
3652;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1992;2001;100.0;72.0;3.0;2.0;24.0
3653;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1992;2002;100.0;70.0;3.0;2.0;25.0
3654;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1992;2003;100.0;70.0;3.0;2.0;25.0
3655;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1993;1999;100.0;71.0;3.0;1.0;26.0
3656;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1993;2000;100.0;70.0;4.0;1.0;26.0
3657;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1993;2001;100.0;70.0;4.0;2.0;24.0
3658;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1993;2002;100.0;69.0;5.0;2.0;25.0
3659;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1993;2003;100.0;67.0;6.0;3.0;24.0
3660;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1994;1999;100.0;71.0;2.0;0.0;27.0
3661;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1994;2000;100.0;70.0;1.0;1.0;28.0
3662;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1994;2001;100.0;69.0;2.0;1.0;28.0
3663;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1994;2002;100.0;64.0;2.0;2.0;32.0
3664;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1994;2003;100.0;64.0;3.0;1.0;32.0
3665;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1995;1999;100.0;70.0;1.0;0.0;29.0
3666;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1995;2000;100.0;68.0;1.0;0.0;30.0
3667;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1995;2001;100.0;66.0;1.0;1.0;32.0
3668;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1995;2002;100.0;63.0;3.0;1.0;33.0
3669;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1995;2003;100.0;60.0;2.0;3.0;35.0
3670;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1996;1999;100.0;65.0;0.0;1.0;35.0
3671;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1996;2000;100.0;63.0;0.0;1.0;36.0
3672;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1996;2001;100.0;60.0;0.0;1.0;39.0
3673;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1996;2002;100.0;57.0;1.0;1.0;41.0
3674;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1996;2003;100.0;56.0;3.0;1.0;40.0
3675;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1997;1999;100.0;59.0;0.0;0.0;41.0
3676;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1997;2000;100.0;58.0;0.0;0.0;41.0
3677;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1997;2001;100.0;57.0;0.0;1.0;42.0
3678;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1997;2002;100.0;57.0;1.0;1.0;42.0
3679;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1997;2003;100.0;52.0;2.0;1.0;44.0
3680;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1998;1999;100.0;61.0;0.0;0.0;39.0
3681;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1998;2000;100.0;62.0;0.0;1.0;37.0
3682;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1998;2001;100.0;60.0;1.0;1.0;38.0
3683;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1998;2002;100.0;57.0;2.0;0.0;41.0
3684;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1998;2003;100.0;55.0;2.0;1.0;42.0
3685;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1999;1999;100.0;55.0;0.0;0.0;44.0
3686;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1999;2000;100.0;64.0;0.0;0.0;36.0
3687;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1999;2001;100.0;61.0;0.0;0.0;39.0
3688;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1999;2002;100.0;60.0;1.0;1.0;39.0
3689;Niet-Europese OESO landen;Mannen;Vestigingsjaar 1999;2003;100.0;58.0;1.0;0.0;40.0
3690;Niet-Europese OESO landen;Mannen;Vestigingsjaar 2000;1999;;;;;
3691;Niet-Europese OESO landen;Mannen;Vestigingsjaar 2000;2000;100.0;57.0;0.0;0.0;43.0
3692;Niet-Europese OESO landen;Mannen;Vestigingsjaar 2000;2001;100.0;65.0;1.0;1.0;33.0
3693;Niet-Europese OESO landen;Mannen;Vestigingsjaar 2000;2002;100.0;61.0;1.0;1.0;38.0
3694;Niet-Europese OESO landen;Mannen;Vestigingsjaar 2000;2003;100.0;58.0;1.0;1.0;41.0
3695;Niet-Europese OESO landen;Mannen;Vestigingsjaar 2001;1999;;;;;
3696;Niet-Europese OESO landen;Mannen;Vestigingsjaar 2001;2000;;;;;
3697;Niet-Europese OESO landen;Mannen;Vestigingsjaar 2001;2001;100.0;61.0;0.0;0.0;39.0
3698;Niet-Europese OESO landen;Mannen;Vestigingsjaar 2001;2002;100.0;63.0;0.0;0.0;36.0
3699;Niet-Europese OESO landen;Mannen;Vestigingsjaar 2001;2003;100.0;57.0;1.0;1.0;42.0
3700;Niet-Europese OESO landen;Mannen;Vestigingsjaar 2002;1999;;;;;
3701;Niet-Europese OESO landen;Mannen;Vestigingsjaar 2002;2000;;;;;
3702;Niet-Europese OESO landen;Mannen;Vestigingsjaar 2002;2001;;;;;
