ID;Sex;Age;CausesOfDeath;Periods;Deaths_1
5843;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2015;20
5844;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2016;25
5845;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2017;34
5846;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2018;21
5847;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2019;29
5848;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2020;26
5849;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2021;24
5850;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2022;18
5851;Total male and female;Total;C38 M.n. of heart, mediast.. and pleur..;2023;17
5852;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;1996;2
5853;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;1997;1
5854;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;1998;4
5855;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;1999;3
5856;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2000;1
5857;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2001;2
5858;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2002;1
5859;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2003;3
5860;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2004;2
5861;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2005;0
5862;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2006;0
5863;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2007;1
5864;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2008;0
5865;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2009;3
5866;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2010;0
5867;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2011;0
5868;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2012;2
5869;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2013;2
5870;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2014;0
5871;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2015;1
5872;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2016;0
5873;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2017;1
5874;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2018;0
5875;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2019;2
5876;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2020;0
5877;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2021;0
5878;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2022;2
5879;Total male and female;Total;C39 M.n. oth. and ill-def. resp. sys..;2023;0
5880;Total male and female;Total;C40 M.n. bone and articular cartilage ..;1996;14
5881;Total male and female;Total;C40 M.n. bone and articular cartilage ..;1997;9
5882;Total male and female;Total;C40 M.n. bone and articular cartilage ..;1998;14
5883;Total male and female;Total;C40 M.n. bone and articular cartilage ..;1999;8
5884;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2000;12
5885;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2001;14
5886;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2002;9
5887;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2003;9
5888;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2004;6
5889;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2005;4
5890;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2006;5
5891;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2007;13
5892;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2008;6
5893;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2009;7
5894;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2010;6
5895;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2011;6
5896;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2012;6
5897;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2013;5
5898;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2014;0
5899;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2015;1
5900;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2016;5
5901;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2017;5
5902;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2018;9
5903;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2019;5
5904;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2020;5
5905;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2021;8
5906;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2022;1
5907;Total male and female;Total;C40 M.n. bone and articular cartilage ..;2023;2
5908;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;1996;80
5909;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;1997;51
5910;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;1998;82
5911;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;1999;73
5912;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2000;80
5913;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2001;84
5914;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2002;96
5915;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2003;88
5916;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2004;83
5917;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2005;97
5918;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2006;74
5919;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2007;87
5920;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2008;102
5921;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2009;91
5922;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2010;86
5923;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2011;82
5924;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2012;97
5925;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2013;82
5926;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2014;107
5927;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2015;123
5928;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2016;103
5929;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2017;110
5930;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2018;99
5931;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2019;83
5932;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2020;90
5933;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2021;76
5934;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2022;84
5935;Total male and female;Total;C41 M.n. bone and art. cartilage of oth.;2023;88
5936;Total male and female;Total;C43 Malignant melanoma of skin;1996;427
5937;Total male and female;Total;C43 Malignant melanoma of skin;1997;430
5938;Total male and female;Total;C43 Malignant melanoma of skin;1998;472
5939;Total male and female;Total;C43 Malignant melanoma of skin;1999;488
5940;Total male and female;Total;C43 Malignant melanoma of skin;2000;470
5941;Total male and female;Total;C43 Malignant melanoma of skin;2001;543
5942;Total male and female;Total;C43 Malignant melanoma of skin;2002;538
5943;Total male and female;Total;C43 Malignant melanoma of skin;2003;548
5944;Total male and female;Total;C43 Malignant melanoma of skin;2004;594
5945;Total male and female;Total;C43 Malignant melanoma of skin;2005;624
5946;Total male and female;Total;C43 Malignant melanoma of skin;2006;653
5947;Total male and female;Total;C43 Malignant melanoma of skin;2007;661
5948;Total male and female;Total;C43 Malignant melanoma of skin;2008;685
5949;Total male and female;Total;C43 Malignant melanoma of skin;2009;794
5950;Total male and female;Total;C43 Malignant melanoma of skin;2010;783
5951;Total male and female;Total;C43 Malignant melanoma of skin;2011;781
5952;Total male and female;Total;C43 Malignant melanoma of skin;2012;793
5953;Total male and female;Total;C43 Malignant melanoma of skin;2013;821
5954;Total male and female;Total;C43 Malignant melanoma of skin;2014;826
5955;Total male and female;Total;C43 Malignant melanoma of skin;2015;828
5956;Total male and female;Total;C43 Malignant melanoma of skin;2016;767
5957;Total male and female;Total;C43 Malignant melanoma of skin;2017;796
5958;Total male and female;Total;C43 Malignant melanoma of skin;2018;793
5959;Total male and female;Total;C43 Malignant melanoma of skin;2019;751
5960;Total male and female;Total;C43 Malignant melanoma of skin;2020;811
5961;Total male and female;Total;C43 Malignant melanoma of skin;2021;789
5962;Total male and female;Total;C43 Malignant melanoma of skin;2022;846
5963;Total male and female;Total;C43 Malignant melanoma of skin;2023;812
5964;Total male and female;Total;C44 Other malignant neoplasms of skin;1996;67
5965;Total male and female;Total;C44 Other malignant neoplasms of skin;1997;95
5966;Total male and female;Total;C44 Other malignant neoplasms of skin;1998;71
5967;Total male and female;Total;C44 Other malignant neoplasms of skin;1999;74
5968;Total male and female;Total;C44 Other malignant neoplasms of skin;2000;78
5969;Total male and female;Total;C44 Other malignant neoplasms of skin;2001;80
5970;Total male and female;Total;C44 Other malignant neoplasms of skin;2002;72
5971;Total male and female;Total;C44 Other malignant neoplasms of skin;2003;68
5972;Total male and female;Total;C44 Other malignant neoplasms of skin;2004;60
5973;Total male and female;Total;C44 Other malignant neoplasms of skin;2005;65
5974;Total male and female;Total;C44 Other malignant neoplasms of skin;2006;96
5975;Total male and female;Total;C44 Other malignant neoplasms of skin;2007;72
5976;Total male and female;Total;C44 Other malignant neoplasms of skin;2008;81
5977;Total male and female;Total;C44 Other malignant neoplasms of skin;2009;94
5978;Total male and female;Total;C44 Other malignant neoplasms of skin;2010;94
5979;Total male and female;Total;C44 Other malignant neoplasms of skin;2011;114
5980;Total male and female;Total;C44 Other malignant neoplasms of skin;2012;116
5981;Total male and female;Total;C44 Other malignant neoplasms of skin;2013;98
5982;Total male and female;Total;C44 Other malignant neoplasms of skin;2014;102
5983;Total male and female;Total;C44 Other malignant neoplasms of skin;2015;102
5984;Total male and female;Total;C44 Other malignant neoplasms of skin;2016;129
5985;Total male and female;Total;C44 Other malignant neoplasms of skin;2017;129
5986;Total male and female;Total;C44 Other malignant neoplasms of skin;2018;108
5987;Total male and female;Total;C44 Other malignant neoplasms of skin;2019;133
5988;Total male and female;Total;C44 Other malignant neoplasms of skin;2020;150
5989;Total male and female;Total;C44 Other malignant neoplasms of skin;2021;133
5990;Total male and female;Total;C44 Other malignant neoplasms of skin;2022;163
5991;Total male and female;Total;C44 Other malignant neoplasms of skin;2023;153
5992;Total male and female;Total;C45 Mesothelioma;1996;326
5993;Total male and female;Total;C45 Mesothelioma;1997;377
5994;Total male and female;Total;C45 Mesothelioma;1998;325
5995;Total male and female;Total;C45 Mesothelioma;1999;402
5996;Total male and female;Total;C45 Mesothelioma;2000;389
5997;Total male and female;Total;C45 Mesothelioma;2001;401
5998;Total male and female;Total;C45 Mesothelioma;2002;394
5999;Total male and female;Total;C45 Mesothelioma;2003;393
6000;Total male and female;Total;C45 Mesothelioma;2004;398
6001;Total male and female;Total;C45 Mesothelioma;2005;382
6002;Total male and female;Total;C45 Mesothelioma;2006;463
6003;Total male and female;Total;C45 Mesothelioma;2007;470
6004;Total male and female;Total;C45 Mesothelioma;2008;421
6005;Total male and female;Total;C45 Mesothelioma;2009;471
6006;Total male and female;Total;C45 Mesothelioma;2010;481
6007;Total male and female;Total;C45 Mesothelioma;2011;500
6008;Total male and female;Total;C45 Mesothelioma;2012;497
6009;Total male and female;Total;C45 Mesothelioma;2013;482
6010;Total male and female;Total;C45 Mesothelioma;2014;505
6011;Total male and female;Total;C45 Mesothelioma;2015;501
6012;Total male and female;Total;C45 Mesothelioma;2016;548
6013;Total male and female;Total;C45 Mesothelioma;2017;495
6014;Total male and female;Total;C45 Mesothelioma;2018;524
6015;Total male and female;Total;C45 Mesothelioma;2019;489
6016;Total male and female;Total;C45 Mesothelioma;2020;519
6017;Total male and female;Total;C45 Mesothelioma;2021;463
6018;Total male and female;Total;C45 Mesothelioma;2022;517
6019;Total male and female;Total;C45 Mesothelioma;2023;466
6020;Total male and female;Total;C46 Kaposi's sarcoma;1996;3
6021;Total male and female;Total;C46 Kaposi's sarcoma;1997;2
6022;Total male and female;Total;C46 Kaposi's sarcoma;1998;1
6023;Total male and female;Total;C46 Kaposi's sarcoma;1999;0
6024;Total male and female;Total;C46 Kaposi's sarcoma;2000;1
6025;Total male and female;Total;C46 Kaposi's sarcoma;2001;3
6026;Total male and female;Total;C46 Kaposi's sarcoma;2002;1
6027;Total male and female;Total;C46 Kaposi's sarcoma;2003;2
6028;Total male and female;Total;C46 Kaposi's sarcoma;2004;0
6029;Total male and female;Total;C46 Kaposi's sarcoma;2005;0
6030;Total male and female;Total;C46 Kaposi's sarcoma;2006;0
6031;Total male and female;Total;C46 Kaposi's sarcoma;2007;0
6032;Total male and female;Total;C46 Kaposi's sarcoma;2008;1
6033;Total male and female;Total;C46 Kaposi's sarcoma;2009;1
6034;Total male and female;Total;C46 Kaposi's sarcoma;2010;0
6035;Total male and female;Total;C46 Kaposi's sarcoma;2011;3
6036;Total male and female;Total;C46 Kaposi's sarcoma;2012;2
6037;Total male and female;Total;C46 Kaposi's sarcoma;2013;1
6038;Total male and female;Total;C46 Kaposi's sarcoma;2014;1
6039;Total male and female;Total;C46 Kaposi's sarcoma;2015;2
6040;Total male and female;Total;C46 Kaposi's sarcoma;2016;1
6041;Total male and female;Total;C46 Kaposi's sarcoma;2017;2
6042;Total male and female;Total;C46 Kaposi's sarcoma;2018;0
6043;Total male and female;Total;C46 Kaposi's sarcoma;2019;1
6044;Total male and female;Total;C46 Kaposi's sarcoma;2020;4
6045;Total male and female;Total;C46 Kaposi's sarcoma;2021;4
6046;Total male and female;Total;C46 Kaposi's sarcoma;2022;1
