ID;Sex;Ages;MedicineGroupATC;Periods;PersonsWithDispensedMedicines_1;PersonsWithMedicinesRelative_2;DefinedDailyDosesDDD_3;DefinedDailyDosesDDDRelative_4
5804;Total male and female;Total age;S01B Antiinflammatory agents;2014;224640.0;1.31;;
5805;Total male and female;Total age;S01B Antiinflammatory agents;2015;224320.0;1.3;;
5806;Total male and female;Total age;S01B Antiinflammatory agents;2016;228000.0;1.31;;
5807;Total male and female;Total age;S01B Antiinflammatory agents;2017;229165.0;1.31;;
5808;Total male and female;Total age;S01B Antiinflammatory agents;2018;234930.0;1.33;;
5809;Total male and female;Total age;S01B Antiinflammatory agents;2019;243795.0;1.38;;
5810;Total male and female;Total age;S01B Antiinflammatory agents;2020;222710.0;1.25;0.0;0.0
5811;Total male and female;Total age;S01B Antiinflammatory agents;2021;249845.0;1.4;0.0;0.0
5812;Total male and female;Total age;S01B Antiinflammatory agents;2022;257630.0;1.42;0.0;0.0
5813;Total male and female;Total age;S01B Antiinflammatory agents;2023;272170.0;1.49;0.0;0.0
5814;Total male and female;Total age;S01C Anti-inflammatory/-infectives comb.;2006;181690.0;1.09;;
5815;Total male and female;Total age;S01C Anti-inflammatory/-infectives comb.;2007;191515.0;1.15;;
5816;Total male and female;Total age;S01C Anti-inflammatory/-infectives comb.;2008;203195.0;1.21;;
5817;Total male and female;Total age;S01C Anti-inflammatory/-infectives comb.;2009;208835.0;1.24;;
5818;Total male and female;Total age;S01C Anti-inflammatory/-infectives comb.;2010;210100.0;1.24;;
5819;Total male and female;Total age;S01C Anti-inflammatory/-infectives comb.;2011;217675.0;1.28;;
5820;Total male and female;Total age;S01C Anti-inflammatory/-infectives comb.;2012;212800.0;1.25;;
5821;Total male and female;Total age;S01C Anti-inflammatory/-infectives comb.;2013;203390.0;1.19;;
5822;Total male and female;Total age;S01C Anti-inflammatory/-infectives comb.;2014;197205.0;1.15;;
5823;Total male and female;Total age;S01C Anti-inflammatory/-infectives comb.;2015;186865.0;1.08;;
5824;Total male and female;Total age;S01C Anti-inflammatory/-infectives comb.;2016;191980.0;1.1;;
5825;Total male and female;Total age;S01C Anti-inflammatory/-infectives comb.;2017;188210.0;1.08;;
5826;Total male and female;Total age;S01C Anti-inflammatory/-infectives comb.;2018;181210.0;1.03;;
5827;Total male and female;Total age;S01C Anti-inflammatory/-infectives comb.;2019;184040.0;1.04;;
5828;Total male and female;Total age;S01C Anti-inflammatory/-infectives comb.;2020;173835.0;0.98;0.0;0.0
5829;Total male and female;Total age;S01C Anti-inflammatory/-infectives comb.;2021;169270.0;0.95;0.0;0.0
5830;Total male and female;Total age;S01C Anti-inflammatory/-infectives comb.;2022;178925.0;0.99;0.0;0.0
5831;Total male and female;Total age;S01C Anti-inflammatory/-infectives comb.;2023;164305.0;0.9;0.0;0.0
5832;Total male and female;Total age;S01E Antiglaucoma preparations, miotics;2006;179655.0;1.08;;
5833;Total male and female;Total age;S01E Antiglaucoma preparations, miotics;2007;185250.0;1.11;;
5834;Total male and female;Total age;S01E Antiglaucoma preparations, miotics;2008;193615.0;1.16;;
5835;Total male and female;Total age;S01E Antiglaucoma preparations, miotics;2009;199190.0;1.18;;
5836;Total male and female;Total age;S01E Antiglaucoma preparations, miotics;2010;205185.0;1.21;;
5837;Total male and female;Total age;S01E Antiglaucoma preparations, miotics;2011;213555.0;1.26;;
5838;Total male and female;Total age;S01E Antiglaucoma preparations, miotics;2012;219205.0;1.28;;
5839;Total male and female;Total age;S01E Antiglaucoma preparations, miotics;2013;219330.0;1.28;;
5840;Total male and female;Total age;S01E Antiglaucoma preparations, miotics;2014;223335.0;1.3;;
5841;Total male and female;Total age;S01E Antiglaucoma preparations, miotics;2015;226145.0;1.31;;
5842;Total male and female;Total age;S01E Antiglaucoma preparations, miotics;2016;231210.0;1.33;;
5843;Total male and female;Total age;S01E Antiglaucoma preparations, miotics;2017;236900.0;1.35;;
5844;Total male and female;Total age;S01E Antiglaucoma preparations, miotics;2018;242280.0;1.38;;
5845;Total male and female;Total age;S01E Antiglaucoma preparations, miotics;2019;241100.0;1.36;;
5846;Total male and female;Total age;S01E Antiglaucoma preparations, miotics;2020;227910.0;1.28;109067.0;6128.0
5847;Total male and female;Total age;S01E Antiglaucoma preparations, miotics;2021;234560.0;1.31;114854.0;6414.0
5848;Total male and female;Total age;S01E Antiglaucoma preparations, miotics;2022;246060.0;1.36;120208.0;6621.0
5849;Total male and female;Total age;S01E Antiglaucoma preparations, miotics;2023;252565.0;1.38;127002.0;6938.0
5850;Total male and female;Total age;S01F Mydriatics and cycloplegics;2006;23190.0;0.14;;
5851;Total male and female;Total age;S01F Mydriatics and cycloplegics;2007;23550.0;0.14;;
5852;Total male and female;Total age;S01F Mydriatics and cycloplegics;2008;23520.0;0.14;;
5853;Total male and female;Total age;S01F Mydriatics and cycloplegics;2009;23715.0;0.14;;
5854;Total male and female;Total age;S01F Mydriatics and cycloplegics;2010;24350.0;0.14;;
5855;Total male and female;Total age;S01F Mydriatics and cycloplegics;2011;24000.0;0.14;;
5856;Total male and female;Total age;S01F Mydriatics and cycloplegics;2012;24025.0;0.14;;
5857;Total male and female;Total age;S01F Mydriatics and cycloplegics;2013;22215.0;0.13;;
5858;Total male and female;Total age;S01F Mydriatics and cycloplegics;2014;20940.0;0.12;;
5859;Total male and female;Total age;S01F Mydriatics and cycloplegics;2015;18940.0;0.11;;
5860;Total male and female;Total age;S01F Mydriatics and cycloplegics;2016;18730.0;0.11;;
5861;Total male and female;Total age;S01F Mydriatics and cycloplegics;2017;19235.0;0.11;;
5862;Total male and female;Total age;S01F Mydriatics and cycloplegics;2018;21430.0;0.12;;
5863;Total male and female;Total age;S01F Mydriatics and cycloplegics;2019;25420.0;0.14;;
5864;Total male and female;Total age;S01F Mydriatics and cycloplegics;2020;25125.0;0.14;0.0;0.0
5865;Total male and female;Total age;S01F Mydriatics and cycloplegics;2021;28820.0;0.16;0.0;0.0
5866;Total male and female;Total age;S01F Mydriatics and cycloplegics;2022;31395.0;0.17;0.0;0.0
5867;Total male and female;Total age;S01F Mydriatics and cycloplegics;2023;31400.0;0.17;0.0;0.0
5868;Total male and female;Total age;S01G Decongestants and antiallergics;2006;328920.0;1.98;;
5869;Total male and female;Total age;S01G Decongestants and antiallergics;2007;335045.0;2.01;;
5870;Total male and female;Total age;S01G Decongestants and antiallergics;2008;322160.0;1.92;;
5871;Total male and female;Total age;S01G Decongestants and antiallergics;2009;331545.0;1.97;;
5872;Total male and female;Total age;S01G Decongestants and antiallergics;2010;317925.0;1.88;;
5873;Total male and female;Total age;S01G Decongestants and antiallergics;2011;322390.0;1.89;;
5874;Total male and female;Total age;S01G Decongestants and antiallergics;2012;295700.0;1.73;;
5875;Total male and female;Total age;S01G Decongestants and antiallergics;2013;306750.0;1.79;;
5876;Total male and female;Total age;S01G Decongestants and antiallergics;2014;296115.0;1.72;;
5877;Total male and female;Total age;S01G Decongestants and antiallergics;2015;289700.0;1.68;;
5878;Total male and female;Total age;S01G Decongestants and antiallergics;2016;310330.0;1.78;;
5879;Total male and female;Total age;S01G Decongestants and antiallergics;2017;282550.0;1.62;;
5880;Total male and female;Total age;S01G Decongestants and antiallergics;2018;309175.0;1.76;;
5881;Total male and female;Total age;S01G Decongestants and antiallergics;2019;304330.0;1.72;;
5882;Total male and female;Total age;S01G Decongestants and antiallergics;2020;296915.0;1.67;0.0;0.0
5883;Total male and female;Total age;S01G Decongestants and antiallergics;2021;295475.0;1.65;0.0;0.0
5884;Total male and female;Total age;S01G Decongestants and antiallergics;2022;253270.0;1.39;0.0;0.0
5885;Total male and female;Total age;S01G Decongestants and antiallergics;2023;278460.0;1.52;0.0;0.0
5886;Total male and female;Total age;S01H Local anesthetics;2006;60.0;0.0;;
5887;Total male and female;Total age;S01H Local anesthetics;2007;35.0;0.0;;
5888;Total male and female;Total age;S01H Local anesthetics;2008;35.0;0.0;;
5889;Total male and female;Total age;S01H Local anesthetics;2009;15.0;0.0;;
5890;Total male and female;Total age;S01H Local anesthetics;2010;20.0;0.0;;
5891;Total male and female;Total age;S01H Local anesthetics;2011;20.0;0.0;;
5892;Total male and female;Total age;S01H Local anesthetics;2012;20.0;0.0;;
5893;Total male and female;Total age;S01H Local anesthetics;2013;15.0;0.0;;
5894;Total male and female;Total age;S01H Local anesthetics;2014;10.0;0.0;;
5895;Total male and female;Total age;S01H Local anesthetics;2015;10.0;0.0;;
5896;Total male and female;Total age;S01H Local anesthetics;2016;10.0;0.0;;
5897;Total male and female;Total age;S01H Local anesthetics;2017;5.0;0.0;;
5898;Total male and female;Total age;S01H Local anesthetics;2018;0.0;0.0;;
5899;Total male and female;Total age;S01H Local anesthetics;2019;0.0;0.0;;
5900;Total male and female;Total age;S01H Local anesthetics;2020;0.0;0.0;0.0;0.0
5901;Total male and female;Total age;S01H Local anesthetics;2021;0.0;0.0;0.0;0.0
5902;Total male and female;Total age;S01H Local anesthetics;2022;0.0;0.0;0.0;0.0
5903;Total male and female;Total age;S01H Local anesthetics;2023;0.0;0.0;0.0;0.0
5904;Total male and female;Total age;S01J Diagnostic agents;2006;105.0;0.0;;
5905;Total male and female;Total age;S01J Diagnostic agents;2007;70.0;0.0;;
5906;Total male and female;Total age;S01J Diagnostic agents;2008;130.0;0.0;;
5907;Total male and female;Total age;S01J Diagnostic agents;2009;135.0;0.0;;
5908;Total male and female;Total age;S01J Diagnostic agents;2010;15.0;0.0;;
5909;Total male and female;Total age;S01J Diagnostic agents;2011;0.0;0.0;;
5910;Total male and female;Total age;S01J Diagnostic agents;2012;0.0;0.0;;
5911;Total male and female;Total age;S01J Diagnostic agents;2013;15.0;0.0;;
5912;Total male and female;Total age;S01J Diagnostic agents;2014;5.0;0.0;;
5913;Total male and female;Total age;S01J Diagnostic agents;2015;0.0;0.0;;
5914;Total male and female;Total age;S01J Diagnostic agents;2016;0.0;0.0;;
5915;Total male and female;Total age;S01J Diagnostic agents;2017;0.0;0.0;;
5916;Total male and female;Total age;S01J Diagnostic agents;2018;0.0;0.0;;
5917;Total male and female;Total age;S01J Diagnostic agents;2019;0.0;0.0;;
5918;Total male and female;Total age;S01J Diagnostic agents;2020;0.0;0.0;0.0;0.0
5919;Total male and female;Total age;S01J Diagnostic agents;2021;0.0;0.0;0.0;0.0
5920;Total male and female;Total age;S01J Diagnostic agents;2022;0.0;0.0;0.0;0.0
5921;Total male and female;Total age;S01J Diagnostic agents;2023;0.0;0.0;0.0;0.0
5922;Total male and female;Total age;S01K Surgical aids;2006;625.0;0.0;;
5923;Total male and female;Total age;S01K Surgical aids;2007;300.0;0.0;;
5924;Total male and female;Total age;S01K Surgical aids;2008;95.0;0.0;;
5925;Total male and female;Total age;S01K Surgical aids;2009;50.0;0.0;;
5926;Total male and female;Total age;S01K Surgical aids;2010;40.0;0.0;;
5927;Total male and female;Total age;S01K Surgical aids;2011;25.0;0.0;;
5928;Total male and female;Total age;S01K Surgical aids;2012;30.0;0.0;;
5929;Total male and female;Total age;S01K Surgical aids;2013;50.0;0.0;;
5930;Total male and female;Total age;S01K Surgical aids;2014;45.0;0.0;;
5931;Total male and female;Total age;S01K Surgical aids;2015;25.0;0.0;;
5932;Total male and female;Total age;S01K Surgical aids;2016;20.0;0.0;;
5933;Total male and female;Total age;S01K Surgical aids;2017;20.0;0.0;;
5934;Total male and female;Total age;S01K Surgical aids;2018;20.0;0.0;;
5935;Total male and female;Total age;S01K Surgical aids;2019;25.0;0.0;;
5936;Total male and female;Total age;S01K Surgical aids;2020;20.0;0.0;0.0;0.0
5937;Total male and female;Total age;S01K Surgical aids;2021;20.0;0.0;0.0;0.0
5938;Total male and female;Total age;S01K Surgical aids;2022;85.0;0.0;0.0;0.0
5939;Total male and female;Total age;S01K Surgical aids;2023;110.0;0.0;0.0;0.0
5940;Total male and female;Total age;S01L Ocular vascular disorder agents;2006;0.0;0.0;;
5941;Total male and female;Total age;S01L Ocular vascular disorder agents;2007;0.0;0.0;;
5942;Total male and female;Total age;S01L Ocular vascular disorder agents;2008;0.0;0.0;;
5943;Total male and female;Total age;S01L Ocular vascular disorder agents;2009;0.0;0.0;;
5944;Total male and female;Total age;S01L Ocular vascular disorder agents;2010;0.0;0.0;;
5945;Total male and female;Total age;S01L Ocular vascular disorder agents;2011;0.0;0.0;;
5946;Total male and female;Total age;S01L Ocular vascular disorder agents;2012;0.0;0.0;;
5947;Total male and female;Total age;S01L Ocular vascular disorder agents;2013;0.0;0.0;;
5948;Total male and female;Total age;S01L Ocular vascular disorder agents;2014;0.0;0.0;;
5949;Total male and female;Total age;S01L Ocular vascular disorder agents;2015;0.0;0.0;;
5950;Total male and female;Total age;S01L Ocular vascular disorder agents;2016;0.0;0.0;;
5951;Total male and female;Total age;S01L Ocular vascular disorder agents;2017;0.0;0.0;;
5952;Total male and female;Total age;S01L Ocular vascular disorder agents;2018;0.0;0.0;;
5953;Total male and female;Total age;S01L Ocular vascular disorder agents;2019;5.0;0.0;;
5954;Total male and female;Total age;S01L Ocular vascular disorder agents;2020;5.0;0.0;0.0;0.0
5955;Total male and female;Total age;S01L Ocular vascular disorder agents;2021;5.0;0.0;0.0;0.0
5956;Total male and female;Total age;S01L Ocular vascular disorder agents;2022;5.0;0.0;0.0;0.0
5957;Total male and female;Total age;S01L Ocular vascular disorder agents;2023;0.0;0.0;0.0;0.0
5958;Total male and female;Total age;S01X Other ophthalmologicals;2006;416725.0;2.5;;
5959;Total male and female;Total age;S01X Other ophthalmologicals;2007;453460.0;2.72;;
5960;Total male and female;Total age;S01X Other ophthalmologicals;2008;481610.0;2.87;;
5961;Total male and female;Total age;S01X Other ophthalmologicals;2009;478580.0;2.84;;
5962;Total male and female;Total age;S01X Other ophthalmologicals;2010;509955.0;3.01;;
5963;Total male and female;Total age;S01X Other ophthalmologicals;2011;548315.0;3.22;;
5964;Total male and female;Total age;S01X Other ophthalmologicals;2012;567515.0;3.32;;
5965;Total male and female;Total age;S01X Other ophthalmologicals;2013;574445.0;3.35;;
5966;Total male and female;Total age;S01X Other ophthalmologicals;2014;587165.0;3.41;;
5967;Total male and female;Total age;S01X Other ophthalmologicals;2015;597310.0;3.46;;
5968;Total male and female;Total age;S01X Other ophthalmologicals;2016;624300.0;3.59;;
5969;Total male and female;Total age;S01X Other ophthalmologicals;2017;647770.0;3.7;;
5970;Total male and female;Total age;S01X Other ophthalmologicals;2018;686880.0;3.9;;
5971;Total male and female;Total age;S01X Other ophthalmologicals;2019;727960.0;4.11;;
5972;Total male and female;Total age;S01X Other ophthalmologicals;2020;709850.0;3.99;1.0;0.0
5973;Total male and female;Total age;S01X Other ophthalmologicals;2021;748830.0;4.18;0.0;0.0
5974;Total male and female;Total age;S01X Other ophthalmologicals;2022;775115.0;4.27;0.0;0.0
5975;Total male and female;Total age;S01X Other ophthalmologicals;2023;807040.0;4.41;0.0;0.0
5976;Total male and female;Total age;S02 Otologicals;2006;531625.0;3.19;;
5977;Total male and female;Total age;S02 Otologicals;2007;529830.0;3.18;;
5978;Total male and female;Total age;S02 Otologicals;2008;523405.0;3.12;;
5979;Total male and female;Total age;S02 Otologicals;2009;531815.0;3.16;;
