ID;Geslacht;Arbeidsduur;Persoonskenmerken;Perioden;WerkzameJongeren_1;JongerenInkomenBekend_2;JongerenEconomischZelfstandig_3;JongerenNietEconomischZelfstandig_4;JongerenEconomischZelfstandig_5;JongerenNietEconomischZelfstandig_6;JongerenInkomenOnbekend_7
2187;Mannen;12 tot 20 uur per week;Onderwijsniveau: middelbaar;2011;4;4;0;4;;;0
2188;Mannen;12 tot 20 uur per week;Onderwijsniveau: middelbaar;2012;4;4;1;3;;;0
2189;Mannen;12 tot 20 uur per week;Onderwijsniveau: middelbaar;2013;6;6;1;5;;;0
2190;Mannen;12 tot 20 uur per week;Onderwijsniveau: hoog;2008;1;1;0;0;;;0
2191;Mannen;12 tot 20 uur per week;Onderwijsniveau: hoog;2009;1;1;0;1;;;0
2192;Mannen;12 tot 20 uur per week;Onderwijsniveau: hoog;2010;1;1;0;1;;;0
2193;Mannen;12 tot 20 uur per week;Onderwijsniveau: hoog;2011;2;2;1;1;;;0
2194;Mannen;12 tot 20 uur per week;Onderwijsniveau: hoog;2012;2;2;1;1;;;0
2195;Mannen;12 tot 20 uur per week;Onderwijsniveau: hoog;2013;1;1;0;1;;;0
2196;Mannen;12 tot 20 uur per week;Onderwijsniveau: onbekend;2008;0;0;0;0;;;0
2197;Mannen;12 tot 20 uur per week;Onderwijsniveau: onbekend;2009;0;0;0;0;;;0
2198;Mannen;12 tot 20 uur per week;Onderwijsniveau: onbekend;2010;0;0;0;0;;;0
2199;Mannen;12 tot 20 uur per week;Onderwijsniveau: onbekend;2011;0;0;0;0;;;0
2200;Mannen;12 tot 20 uur per week;Onderwijsniveau: onbekend;2012;1;0;0;0;;;0
2201;Mannen;12 tot 20 uur per week;Onderwijsniveau: onbekend;2013;0;0;0;0;;;0
2202;Mannen;12 tot 20 uur per week;Werkkring: werknemer;2008;5;5;1;4;;;0
2203;Mannen;12 tot 20 uur per week;Werkkring: werknemer;2009;7;6;1;6;;;0
2204;Mannen;12 tot 20 uur per week;Werkkring: werknemer;2010;7;7;2;5;;;0
2205;Mannen;12 tot 20 uur per week;Werkkring: werknemer;2011;9;9;1;8;;;0
2206;Mannen;12 tot 20 uur per week;Werkkring: werknemer;2012;9;8;2;6;;;0
2207;Mannen;12 tot 20 uur per week;Werkkring: werknemer;2013;10;10;2;8;;;0
2208;Mannen;12 tot 20 uur per week;Werkkring: vaste arbeidsrelatie;2008;2;2;0;1;;;0
2209;Mannen;12 tot 20 uur per week;Werkkring: vaste arbeidsrelatie;2009;2;2;0;1;;;0
2210;Mannen;12 tot 20 uur per week;Werkkring: vaste arbeidsrelatie;2010;2;2;1;1;;;0
2211;Mannen;12 tot 20 uur per week;Werkkring: vaste arbeidsrelatie;2011;2;2;0;2;;;0
2212;Mannen;12 tot 20 uur per week;Werkkring: vaste arbeidsrelatie;2012;2;2;1;2;;;0
2213;Mannen;12 tot 20 uur per week;Werkkring: vaste arbeidsrelatie;2013;3;2;1;2;;;0
2214;Mannen;12 tot 20 uur per week;Werkkring: flexibele arbeidsrelatie;2008;3;3;1;3;;;0
2215;Mannen;12 tot 20 uur per week;Werkkring: flexibele arbeidsrelatie;2009;5;5;1;4;;;0
2216;Mannen;12 tot 20 uur per week;Werkkring: flexibele arbeidsrelatie;2010;5;5;1;4;;;0
2217;Mannen;12 tot 20 uur per week;Werkkring: flexibele arbeidsrelatie;2011;7;6;1;6;;;0
2218;Mannen;12 tot 20 uur per week;Werkkring: flexibele arbeidsrelatie;2012;6;6;1;5;;;0
2219;Mannen;12 tot 20 uur per week;Werkkring: flexibele arbeidsrelatie;2013;7;7;1;6;;;0
2220;Mannen;12 tot 20 uur per week;Werkkring: zelfstandige;2008;0;0;0;0;;;0
2221;Mannen;12 tot 20 uur per week;Werkkring: zelfstandige;2009;0;0;0;0;;;0
2222;Mannen;12 tot 20 uur per week;Werkkring: zelfstandige;2010;1;1;0;0;;;0
2223;Mannen;12 tot 20 uur per week;Werkkring: zelfstandige;2011;0;0;0;0;;;0
2224;Mannen;12 tot 20 uur per week;Werkkring: zelfstandige;2012;1;1;0;0;;;0
2225;Mannen;12 tot 20 uur per week;Werkkring: zelfstandige;2013;1;1;0;0;;;0
2226;Mannen;12 tot 20 uur per week;Werkkring: positie onbekend;2008;0;0;0;0;;;0
2227;Mannen;12 tot 20 uur per week;Werkkring: positie onbekend;2009;0;0;0;0;;;0
2228;Mannen;12 tot 20 uur per week;Werkkring: positie onbekend;2010;0;0;0;0;;;0
2229;Mannen;12 tot 20 uur per week;Werkkring: positie onbekend;2011;0;0;0;0;;;0
2230;Mannen;12 tot 20 uur per week;Werkkring: positie onbekend;2012;0;0;0;0;;;0
2231;Mannen;12 tot 20 uur per week;Werkkring: positie onbekend;2013;0;0;0;0;;;0
2232;Mannen;20 tot 35 uur per week;Totaal;2008;111;108;47;61;43.4;56.6;3
2233;Mannen;20 tot 35 uur per week;Totaal;2009;115;112;46;66;41.1;58.9;3
2234;Mannen;20 tot 35 uur per week;Totaal;2010;112;108;44;64;41.0;59.0;4
2235;Mannen;20 tot 35 uur per week;Totaal;2011;118;112;47;66;41.6;58.4;6
2236;Mannen;20 tot 35 uur per week;Totaal;2012;124;120;49;71;41.1;58.9;4
2237;Mannen;20 tot 35 uur per week;Totaal;2013;122;116;47;70;40.1;59.9;6
2238;Mannen;20 tot 35 uur per week;Migratieachtergrond: Nederland;2008;86;84;36;47;43.5;56.5;2
2239;Mannen;20 tot 35 uur per week;Migratieachtergrond: Nederland;2009;87;85;34;51;40.3;59.7;2
2240;Mannen;20 tot 35 uur per week;Migratieachtergrond: Nederland;2010;86;84;35;48;42.3;57.7;2
2241;Mannen;20 tot 35 uur per week;Migratieachtergrond: Nederland;2011;92;89;39;50;43.6;56.4;3
2242;Mannen;20 tot 35 uur per week;Migratieachtergrond: Nederland;2012;96;93;40;54;42.5;57.5;3
2243;Mannen;20 tot 35 uur per week;Migratieachtergrond: Nederland;2013;95;91;37;54;40.4;59.6;4
2244;Mannen;20 tot 35 uur per week;Migratieachtergrond: met migratieacht...;2008;25;24;11;14;43.2;56.8;1
2245;Mannen;20 tot 35 uur per week;Migratieachtergrond: met migratieacht...;2009;28;27;12;15;43.6;56.4;1
2246;Mannen;20 tot 35 uur per week;Migratieachtergrond: met migratieacht...;2010;26;24;9;15;36.5;63.5;2
2247;Mannen;20 tot 35 uur per week;Migratieachtergrond: met migratieacht...;2011;26;24;8;16;33.7;66.3;2
2248;Mannen;20 tot 35 uur per week;Migratieachtergrond: met migratieacht...;2012;28;26;9;17;35.3;64.7;1
2249;Mannen;20 tot 35 uur per week;Migratieachtergrond: met migratieacht...;2013;26;25;10;15;38.9;61.1;1
2250;Mannen;20 tot 35 uur per week;Migratieachtergrond: westers;2008;10;9;4;5;;;0
2251;Mannen;20 tot 35 uur per week;Migratieachtergrond: westers;2009;9;9;4;5;;;0
2252;Mannen;20 tot 35 uur per week;Migratieachtergrond: westers;2010;9;8;3;6;;;0
2253;Mannen;20 tot 35 uur per week;Migratieachtergrond: westers;2011;9;8;3;5;;;1
2254;Mannen;20 tot 35 uur per week;Migratieachtergrond: westers;2012;11;11;4;7;;;0
2255;Mannen;20 tot 35 uur per week;Migratieachtergrond: westers;2013;10;9;4;5;;;0
2256;Mannen;20 tot 35 uur per week;Migratieachtergrond: niet-westers;2008;16;15;6;9;40.6;59.4;0
2257;Mannen;20 tot 35 uur per week;Migratieachtergrond: niet-westers;2009;19;18;8;11;42.5;57.5;1
2258;Mannen;20 tot 35 uur per week;Migratieachtergrond: niet-westers;2010;17;15;6;9;40.1;59.9;1
2259;Mannen;20 tot 35 uur per week;Migratieachtergrond: niet-westers;2011;17;15;5;10;33.2;66.8;2
2260;Mannen;20 tot 35 uur per week;Migratieachtergrond: niet-westers;2012;17;16;5;10;33.8;66.2;1
2261;Mannen;20 tot 35 uur per week;Migratieachtergrond: niet-westers;2013;16;15;5;10;35.2;64.8;1
2262;Mannen;20 tot 35 uur per week;Migratieachtergrond : onbekend;2008;0;0;0;0;;;0
2263;Mannen;20 tot 35 uur per week;Migratieachtergrond : onbekend;2009;1;0;0;0;;;0
2264;Mannen;20 tot 35 uur per week;Migratieachtergrond : onbekend;2010;0;0;0;0;;;0
2265;Mannen;20 tot 35 uur per week;Migratieachtergrond : onbekend;2011;0;0;0;0;;;0
2266;Mannen;20 tot 35 uur per week;Migratieachtergrond : onbekend;2012;0;0;0;0;;;0
2267;Mannen;20 tot 35 uur per week;Migratieachtergrond : onbekend;2013;0;0;0;0;;;0
2268;Mannen;20 tot 35 uur per week;Positie: alleenstaande;2008;16;15;9;6;58.0;42.0;0
2269;Mannen;20 tot 35 uur per week;Positie: alleenstaande;2009;16;16;8;8;47.8;52.2;0
2270;Mannen;20 tot 35 uur per week;Positie: alleenstaande;2010;15;15;6;9;40.1;59.9;0
2271;Mannen;20 tot 35 uur per week;Positie: alleenstaande;2011;16;15;7;8;45.1;54.9;1
2272;Mannen;20 tot 35 uur per week;Positie: alleenstaande;2012;17;17;8;8;50.1;49.9;0
2273;Mannen;20 tot 35 uur per week;Positie: alleenstaande;2013;19;18;9;9;50.9;49.1;1
2274;Mannen;20 tot 35 uur per week;Positie: ouder in éénoudergezin;2008;0;0;0;0;;;0
2275;Mannen;20 tot 35 uur per week;Positie: ouder in éénoudergezin;2009;0;0;0;0;;;0
2276;Mannen;20 tot 35 uur per week;Positie: ouder in éénoudergezin;2010;0;0;0;0;;;0
2277;Mannen;20 tot 35 uur per week;Positie: ouder in éénoudergezin;2011;0;0;0;0;;;0
2278;Mannen;20 tot 35 uur per week;Positie: ouder in éénoudergezin;2012;0;0;0;0;;;0
2279;Mannen;20 tot 35 uur per week;Positie: ouder in éénoudergezin;2013;0;0;0;0;;;0
2280;Mannen;20 tot 35 uur per week;Positie: partner;2008;11;11;8;2;;;0
2281;Mannen;20 tot 35 uur per week;Positie: partner;2009;11;11;7;4;;;0
2282;Mannen;20 tot 35 uur per week;Positie: partner;2010;12;12;8;4;;;0
2283;Mannen;20 tot 35 uur per week;Positie: partner;2011;13;12;9;3;;;1
2284;Mannen;20 tot 35 uur per week;Positie: partner;2012;15;15;11;3;;;1
2285;Mannen;20 tot 35 uur per week;Positie: partner;2013;15;14;10;4;;;1
2286;Mannen;20 tot 35 uur per week;Positie: partner in paar met kind;2008;1;1;1;0;;;0
2287;Mannen;20 tot 35 uur per week;Positie: partner in paar met kind;2009;1;1;1;0;;;0
2288;Mannen;20 tot 35 uur per week;Positie: partner in paar met kind;2010;3;3;2;1;;;0
2289;Mannen;20 tot 35 uur per week;Positie: partner in paar met kind;2011;2;1;1;1;;;0
2290;Mannen;20 tot 35 uur per week;Positie: partner in paar met kind;2012;2;2;1;0;;;0
2291;Mannen;20 tot 35 uur per week;Positie: partner in paar met kind;2013;2;2;2;0;;;0
2292;Mannen;20 tot 35 uur per week;Positie: partner in paar zonder kind;2008;10;9;7;2;;;0
2293;Mannen;20 tot 35 uur per week;Positie: partner in paar zonder kind;2009;10;10;6;4;;;0
2294;Mannen;20 tot 35 uur per week;Positie: partner in paar zonder kind;2010;10;10;7;3;;;0
2295;Mannen;20 tot 35 uur per week;Positie: partner in paar zonder kind;2011;12;11;8;3;;;1
2296;Mannen;20 tot 35 uur per week;Positie: partner in paar zonder kind;2012;13;13;10;3;;;0
2297;Mannen;20 tot 35 uur per week;Positie: partner in paar zonder kind;2013;13;12;8;4;;;1
2298;Mannen;20 tot 35 uur per week;Positie: kind >=18 jaar;2008;63;62;26;36;42.4;57.6;1
2299;Mannen;20 tot 35 uur per week;Positie: kind >=18 jaar;2009;68;67;28;40;41.0;59.0;1
2300;Mannen;20 tot 35 uur per week;Positie: kind >=18 jaar;2010;67;65;26;38;40.9;59.1;2
2301;Mannen;20 tot 35 uur per week;Positie: kind >=18 jaar;2011;72;69;28;41;39.9;60.1;3
2302;Mannen;20 tot 35 uur per week;Positie: kind >=18 jaar;2012;76;74;27;47;36.4;63.6;2
2303;Mannen;20 tot 35 uur per week;Positie: kind >=18 jaar;2013;72;71;25;46;35.5;64.5;1
2304;Mannen;20 tot 35 uur per week;Positie: kind <18 jaar;2008;15;15;1;14;;;0
2305;Mannen;20 tot 35 uur per week;Positie: kind <18 jaar;2009;12;12;0;11;;;0
2306;Mannen;20 tot 35 uur per week;Positie: kind <18 jaar;2010;11;10;1;10;;;0
2307;Mannen;20 tot 35 uur per week;Positie: kind <18 jaar;2011;10;9;1;9;;;0
2308;Mannen;20 tot 35 uur per week;Positie: kind <18 jaar;2012;10;10;1;9;;;0
2309;Mannen;20 tot 35 uur per week;Positie: kind <18 jaar;2013;8;8;0;8;;;0
2310;Mannen;20 tot 35 uur per week;Positie.: ouder;2008;1;1;1;0;;;0
2311;Mannen;20 tot 35 uur per week;Positie.: ouder;2009;1;1;1;0;;;0
2312;Mannen;20 tot 35 uur per week;Positie.: ouder;2010;3;3;2;1;;;0
2313;Mannen;20 tot 35 uur per week;Positie.: ouder;2011;2;2;1;1;;;0
2314;Mannen;20 tot 35 uur per week;Positie.: ouder;2012;2;2;2;0;;;0
2315;Mannen;20 tot 35 uur per week;Positie.: ouder;2013;2;2;2;0;;;0
2316;Mannen;20 tot 35 uur per week;Positie: kind;2008;78;77;27;50;35.5;64.5;1
2317;Mannen;20 tot 35 uur per week;Positie: kind;2009;81;79;28;51;35.5;64.5;1
2318;Mannen;20 tot 35 uur per week;Positie: kind;2010;77;75;27;48;36.2;63.8;2
2319;Mannen;20 tot 35 uur per week;Positie: kind;2011;82;78;28;50;36.1;63.9;3
2320;Mannen;20 tot 35 uur per week;Positie: kind;2012;85;83;27;56;32.9;67.1;2
2321;Mannen;20 tot 35 uur per week;Positie: kind;2013;80;79;25;53;32.2;67.8;2
2322;Mannen;20 tot 35 uur per week;Positie: overig lid;2008;6;5;3;3;;;1
2323;Mannen;20 tot 35 uur per week;Positie: overig lid;2009;7;6;3;2;;;1
2324;Mannen;20 tot 35 uur per week;Positie: overig lid;2010;7;5;3;3;;;1
2325;Mannen;20 tot 35 uur per week;Positie: overig lid;2011;7;6;2;4;;;1
2326;Mannen;20 tot 35 uur per week;Positie: overig lid;2012;6;5;2;3;;;1
2327;Mannen;20 tot 35 uur per week;Positie: overig lid;2013;7;5;2;3;;;2
2328;Mannen;20 tot 35 uur per week;Volgt regulier onderwijs;2008;73;72;26;46;36.1;63.9;1
2329;Mannen;20 tot 35 uur per week;Volgt regulier onderwijs;2009;73;71;24;47;34.0;65.9;2
2330;Mannen;20 tot 35 uur per week;Volgt regulier onderwijs;2010;70;68;25;43;37.3;62.7;2
2331;Mannen;20 tot 35 uur per week;Volgt regulier onderwijs;2011;71;68;24;45;34.6;65.4;3
2332;Mannen;20 tot 35 uur per week;Volgt regulier onderwijs;2012;73;71;24;47;34.0;66.0;2
2333;Mannen;20 tot 35 uur per week;Volgt regulier onderwijs;2013;68;65;22;43;34.1;65.9;2
2334;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: laag;2008;7;6;1;5;;;0
2335;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: laag;2009;6;5;1;4;;;0
2336;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: laag;2010;4;4;1;3;;;0
2337;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: laag;2011;4;4;1;3;;;0
2338;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: laag;2012;4;4;1;3;;;0
2339;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: laag;2013;5;5;1;4;;;0
2340;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: middelbaar;2008;36;36;12;23;34.8;65.2;0
2341;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: middelbaar;2009;35;34;12;23;34.0;66.0;1
2342;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: middelbaar;2010;33;32;12;20;37.5;62.5;1
2343;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: middelbaar;2011;32;31;10;20;33.6;66.4;1
2344;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: middelbaar;2012;34;32;11;22;33.7;66.3;1
2345;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: middelbaar;2013;30;29;10;19;34.8;65.2;1
2346;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: hoog;2008;23;23;11;12;46.3;53.7;1
2347;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: hoog;2009;25;24;10;14;41.5;58.5;1
2348;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: hoog;2010;25;24;10;14;42.3;57.7;1
2349;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: hoog;2011;27;26;11;15;40.7;59.3;1
2350;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: hoog;2012;26;25;10;15;40.5;59.5;1
2351;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: hoog;2013;23;22;9;13;40.9;59.1;1
2352;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: onbekend;2008;7;7;2;5;;;0
2353;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: onbekend;2009;8;8;2;6;;;0
2354;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: onbekend;2010;8;7;2;6;;;0
2355;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: onbekend;2011;8;8;2;6;;;0
2356;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: onbekend;2012;9;9;2;7;;;0
2357;Mannen;20 tot 35 uur per week;Actueel onderwijsniveau: onbekend;2013;9;9;2;6;;;0
2358;Mannen;20 tot 35 uur per week;Volgt geen regulier onderwijs;2008;38;36;21;15;57.8;42.2;1
2359;Mannen;20 tot 35 uur per week;Volgt geen regulier onderwijs;2009;42;41;22;19;53.3;46.7;1
2360;Mannen;20 tot 35 uur per week;Volgt geen regulier onderwijs;2010;41;39;19;21;47.5;52.5;2
2361;Mannen;20 tot 35 uur per week;Volgt geen regulier onderwijs;2011;47;44;23;21;52.5;47.5;3
2362;Mannen;20 tot 35 uur per week;Volgt geen regulier onderwijs;2012;51;49;25;24;51.1;48.9;2
2363;Mannen;20 tot 35 uur per week;Volgt geen regulier onderwijs;2013;54;51;24;27;47.7;52.3;3
2364;Mannen;20 tot 35 uur per week;Onderwijsniveau: laag;2008;14;14;6;8;;;0
2365;Mannen;20 tot 35 uur per week;Onderwijsniveau: laag;2009;16;15;7;9;42.7;57.3;0
2366;Mannen;20 tot 35 uur per week;Onderwijsniveau: laag;2010;13;12;5;8;;;1
2367;Mannen;20 tot 35 uur per week;Onderwijsniveau: laag;2011;13;12;5;7;;;1
2368;Mannen;20 tot 35 uur per week;Onderwijsniveau: laag;2012;15;14;5;9;;;1
2369;Mannen;20 tot 35 uur per week;Onderwijsniveau: laag;2013;15;14;5;9;;;1
2370;Mannen;20 tot 35 uur per week;Onderwijsniveau: middelbaar;2008;16;15;9;6;60.5;39.5;1
2371;Mannen;20 tot 35 uur per week;Onderwijsniveau: middelbaar;2009;18;17;9;8;51.7;48.3;0
2372;Mannen;20 tot 35 uur per week;Onderwijsniveau: middelbaar;2010;20;19;9;10;47.3;52.7;1
2373;Mannen;20 tot 35 uur per week;Onderwijsniveau: middelbaar;2011;25;23;12;11;51.3;48.7;2
2374;Mannen;20 tot 35 uur per week;Onderwijsniveau: middelbaar;2012;26;25;12;13;49.5;50.5;1
2375;Mannen;20 tot 35 uur per week;Onderwijsniveau: middelbaar;2013;27;26;13;13;48.9;51.1;1
2376;Mannen;20 tot 35 uur per week;Onderwijsniveau: hoog;2008;6;6;5;1;;;0
2377;Mannen;20 tot 35 uur per week;Onderwijsniveau: hoog;2009;7;7;5;2;;;0
2378;Mannen;20 tot 35 uur per week;Onderwijsniveau: hoog;2010;7;7;5;2;;;0
2379;Mannen;20 tot 35 uur per week;Onderwijsniveau: hoog;2011;8;8;6;2;;;0
2380;Mannen;20 tot 35 uur per week;Onderwijsniveau: hoog;2012;9;9;7;2;;;0
2381;Mannen;20 tot 35 uur per week;Onderwijsniveau: hoog;2013;10;9;6;3;;;1
2382;Mannen;20 tot 35 uur per week;Onderwijsniveau: onbekend;2008;1;1;1;0;;;0
2383;Mannen;20 tot 35 uur per week;Onderwijsniveau: onbekend;2009;2;1;1;0;;;0
2384;Mannen;20 tot 35 uur per week;Onderwijsniveau: onbekend;2010;1;1;1;1;;;0
2385;Mannen;20 tot 35 uur per week;Onderwijsniveau: onbekend;2011;1;1;1;0;;;0
2386;Mannen;20 tot 35 uur per week;Onderwijsniveau: onbekend;2012;2;1;1;1;;;0
2387;Mannen;20 tot 35 uur per week;Onderwijsniveau: onbekend;2013;3;2;1;1;;;1
2388;Mannen;20 tot 35 uur per week;Werkkring: werknemer;2008;36;35;20;14;58.5;41.5;1
2389;Mannen;20 tot 35 uur per week;Werkkring: werknemer;2009;39;38;21;17;54.9;45.1;1
2390;Mannen;20 tot 35 uur per week;Werkkring: werknemer;2010;38;36;17;19;47.4;52.6;2
2391;Mannen;20 tot 35 uur per week;Werkkring: werknemer;2011;44;41;21;20;51.5;48.5;3
2392;Mannen;20 tot 35 uur per week;Werkkring: werknemer;2012;48;46;23;23;50.6;49.4;2
2393;Mannen;20 tot 35 uur per week;Werkkring: werknemer;2013;50;47;23;23;49.8;50.2;3
2394;Mannen;20 tot 35 uur per week;Werkkring: vaste arbeidsrelatie;2008;18;18;13;5;70.7;29.3;1
2395;Mannen;20 tot 35 uur per week;Werkkring: vaste arbeidsrelatie;2009;18;17;11;6;66.7;33.3;1
2396;Mannen;20 tot 35 uur per week;Werkkring: vaste arbeidsrelatie;2010;15;15;8;6;;;1
2397;Mannen;20 tot 35 uur per week;Werkkring: vaste arbeidsrelatie;2011;19;18;12;7;64.0;36.0;1
2398;Mannen;20 tot 35 uur per week;Werkkring: vaste arbeidsrelatie;2012;19;18;12;6;65.1;34.9;1
2399;Mannen;20 tot 35 uur per week;Werkkring: vaste arbeidsrelatie;2013;20;19;12;7;62.9;37.1;1
2400;Mannen;20 tot 35 uur per week;Werkkring: flexibele arbeidsrelatie;2008;17;17;8;9;45.6;54.4;1
2401;Mannen;20 tot 35 uur per week;Werkkring: flexibele arbeidsrelatie;2009;21;21;10;12;45.2;54.8;0
2402;Mannen;20 tot 35 uur per week;Werkkring: flexibele arbeidsrelatie;2010;23;22;9;13;40.9;59.1;1
2403;Mannen;20 tot 35 uur per week;Werkkring: flexibele arbeidsrelatie;2011;24;23;9;13;41.5;58.5;2
2404;Mannen;20 tot 35 uur per week;Werkkring: flexibele arbeidsrelatie;2012;29;28;11;16;41.1;59.0;1
2405;Mannen;20 tot 35 uur per week;Werkkring: flexibele arbeidsrelatie;2013;29;28;11;16;40.8;59.2;2
2406;Mannen;20 tot 35 uur per week;Werkkring: zelfstandige;2008;2;2;1;1;;;0
2407;Mannen;20 tot 35 uur per week;Werkkring: zelfstandige;2009;3;3;1;2;;;0
2408;Mannen;20 tot 35 uur per week;Werkkring: zelfstandige;2010;3;3;1;2;;;0
2409;Mannen;20 tot 35 uur per week;Werkkring: zelfstandige;2011;3;3;2;1;;;0
2410;Mannen;20 tot 35 uur per week;Werkkring: zelfstandige;2012;3;3;2;1;;;0
2411;Mannen;20 tot 35 uur per week;Werkkring: zelfstandige;2013;4;4;1;3;;;0
2412;Mannen;20 tot 35 uur per week;Werkkring: positie onbekend;2008;0;0;0;0;;;0
2413;Mannen;20 tot 35 uur per week;Werkkring: positie onbekend;2009;0;0;0;0;;;0
2414;Mannen;20 tot 35 uur per week;Werkkring: positie onbekend;2010;0;0;0;0;;;0
2415;Mannen;20 tot 35 uur per week;Werkkring: positie onbekend;2011;0;0;0;0;;;0
2416;Mannen;20 tot 35 uur per week;Werkkring: positie onbekend;2012;0;0;0;0;;;0
2417;Mannen;20 tot 35 uur per week;Werkkring: positie onbekend;2013;0;0;0;0;;;0
2418;Mannen;Voltijd;Totaal;2008;406;397;333;64;83.8;16.2;9
2419;Mannen;Voltijd;Totaal;2009;372;362;300;62;82.9;17.1;10
2420;Mannen;Voltijd;Totaal;2010;351;342;281;61;82.3;17.7;9
2421;Mannen;Voltijd;Totaal;2011;343;334;280;54;83.8;16.2;9
2422;Mannen;Voltijd;Totaal;2012;333;322;267;55;83.0;17.0;11
2423;Mannen;Voltijd;Totaal;2013;318;305;247;58;80.9;19.1;13
2424;Mannen;Voltijd;Migratieachtergrond: Nederland;2008;336;330;278;51;84.4;15.6;6
2425;Mannen;Voltijd;Migratieachtergrond: Nederland;2009;304;298;251;48;84.0;16.0;6
2426;Mannen;Voltijd;Migratieachtergrond: Nederland;2010;294;287;238;49;82.9;17.1;7
2427;Mannen;Voltijd;Migratieachtergrond: Nederland;2011;290;284;241;44;84.6;15.4;6
2428;Mannen;Voltijd;Migratieachtergrond: Nederland;2012;283;276;231;45;83.6;16.4;8
2429;Mannen;Voltijd;Migratieachtergrond: Nederland;2013;267;259;212;46;82.1;17.9;9
2430;Mannen;Voltijd;Migratieachtergrond: met migratieacht...;2008;69;67;54;13;80.9;19.1;3
2431;Mannen;Voltijd;Migratieachtergrond: met migratieacht...;2009;67;64;49;14;77.8;22.2;3
2432;Mannen;Voltijd;Migratieachtergrond: met migratieacht...;2010;56;54;43;12;78.8;21.2;2
2433;Mannen;Voltijd;Migratieachtergrond: met migratieacht...;2011;52;50;39;10;79.2;20.8;2
2434;Mannen;Voltijd;Migratieachtergrond: met migratieacht...;2012;49;46;37;10;78.9;21.1;3
2435;Mannen;Voltijd;Migratieachtergrond: met migratieacht...;2013;49;46;34;12;74.7;25.3;3
2436;Mannen;Voltijd;Migratieachtergrond: westers;2008;25;24;20;4;83.2;16.8;1
2437;Mannen;Voltijd;Migratieachtergrond: westers;2009;24;23;17;5;76.7;23.3;1
2438;Mannen;Voltijd;Migratieachtergrond: westers;2010;23;22;17;5;78.7;21.3;1
2439;Mannen;Voltijd;Migratieachtergrond: westers;2011;21;20;16;4;81.2;18.8;1
2440;Mannen;Voltijd;Migratieachtergrond: westers;2012;22;21;17;4;80.6;19.4;2
2441;Mannen;Voltijd;Migratieachtergrond: westers;2013;21;20;15;5;72.9;27.1;1
2442;Mannen;Voltijd;Migratieachtergrond: niet-westers;2008;44;43;34;9;79.6;20.4;1
2443;Mannen;Voltijd;Migratieachtergrond: niet-westers;2009;43;41;32;9;78.3;21.7;2
2444;Mannen;Voltijd;Migratieachtergrond: niet-westers;2010;34;32;25;7;78.8;21.2;1
2445;Mannen;Voltijd;Migratieachtergrond: niet-westers;2011;31;29;23;7;77.8;22.2;1
2446;Mannen;Voltijd;Migratieachtergrond: niet-westers;2012;27;26;20;6;77.6;22.4;1
2447;Mannen;Voltijd;Migratieachtergrond: niet-westers;2013;28;26;20;6;76.1;23.9;2
2448;Mannen;Voltijd;Migratieachtergrond : onbekend;2008;1;0;0;0;;;1
2449;Mannen;Voltijd;Migratieachtergrond : onbekend;2009;2;1;0;0;;;1
2450;Mannen;Voltijd;Migratieachtergrond : onbekend;2010;1;1;1;0;;;1
2451;Mannen;Voltijd;Migratieachtergrond : onbekend;2011;1;0;0;0;;;0
2452;Mannen;Voltijd;Migratieachtergrond : onbekend;2012;1;0;0;0;;;1
2453;Mannen;Voltijd;Migratieachtergrond : onbekend;2013;1;0;0;0;;;1
