ID;Geslacht;Leeftijd;Geboortegeneratie;NettoArbeidsparticipatie_1;Deeltijd0Tot12Uur_2;Deeltijd12Tot35Uur_3;Voltijders_4;GemiddeldeArbeidsduur_5;Baan12UurPerWeek_6;Baan12UurPerWeek_7;Baan1UurPerWeek_8;TotaalWerknemers_9;VasteArbeidsrelatie_10;FlexibeleArbeidsrelatie_11;VasteArbeidsrelatie_12;FlexibeleArbeidsrelatie_13;TotaalZelfstandigen_14;MetPersoneel_15;ZonderPersoneel_16;MetPersoneel_17;ZonderPersoneel_18;PersonenMetVoortdurendEenBaan_19;PersonenMetMeerDanEenBaan_20;PersonenMetUitkering_21
1586;Mannen;38 jaar;1955 tot 1960;90.9;1.0;7.8;91.3;40.9;10.1;;;86.2;80.6;5.6;93.5;6.5;13.8;6.3;7.5;45.7;54.3;;;
1587;Mannen;38 jaar;1960 tot 1965;92.4;0.5;9.6;89.9;41.0;9.0;;;83.3;77.6;5.7;93.1;6.9;16.7;8.2;8.5;49.2;50.8;62.0;40.0;9.0
1588;Mannen;38 jaar;1965 tot 1970;92.0;0.6;9.9;89.6;40.5;8.2;;;83.3;76.0;7.3;91.2;8.8;16.7;7.1;9.6;42.5;57.5;61.0;37.0;9.0
1589;Mannen;38 jaar;1970 tot 1975;92.9;0.7;11.0;88.3;40.3;7.9;;8.0;81.5;73.3;8.2;89.9;10.1;18.5;7.0;11.5;37.6;62.4;;;
1590;Mannen;38 jaar;1975 tot 1980;89.9;0.9;12.5;86.5;39.7;8.3;;8.3;80.0;73.6;12.1;85.8;14.2;20.0;6.2;13.8;31.0;69.0;;;
1591;Mannen;38 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
1592;Mannen;38 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
1593;Mannen;38 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
1594;Mannen;38 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
1595;Mannen;38 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
1596;Mannen;39 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
1597;Mannen;39 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
1598;Mannen;39 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
1599;Mannen;39 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
1600;Mannen;39 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
1601;Mannen;39 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;
1602;Mannen;39 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;
1603;Mannen;39 jaar;1945 tot 1950;90.8;1.6;8.8;89.6;40.7;;;;86.2;;;;;13.8;;;;;;;
1604;Mannen;39 jaar;1950 tot 1955;91.2;1.1;7.7;91.3;40.5;10.7;;;87.6;84.3;3.2;96.3;3.7;12.4;7.0;5.4;56.4;43.6;;;
1605;Mannen;39 jaar;1955 tot 1960;91.7;0.5;8.8;90.6;40.4;10.5;;;87.4;81.6;5.8;93.4;6.6;12.6;5.4;7.1;43.3;56.7;;;
1606;Mannen;39 jaar;1960 tot 1965;93.1;0.5;10.0;89.5;40.4;9.2;;;84.0;77.4;6.6;92.2;7.8;16.0;7.2;8.8;45.1;54.9;63.0;37.0;10.0
1607;Mannen;39 jaar;1965 tot 1970;93.0;0.8;9.8;89.4;40.7;8.7;;;81.8;74.7;7.1;91.3;8.7;18.2;8.0;10.2;44.0;56.0;61.0;37.0;9.0
1608;Mannen;39 jaar;1970 tot 1975;91.3;0.7;10.8;88.5;40.3;8.7;;8.7;79.6;71.3;8.3;89.6;10.4;20.4;7.3;13.1;35.7;64.3;;;
1609;Mannen;39 jaar;1975 tot 1980;90.6;0.7;12.6;86.8;39.5;8.8;;8.7;80.2;77.3;11.5;87.1;12.9;19.8;6.8;13.0;34.2;65.8;;;
1610;Mannen;39 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
1611;Mannen;39 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
1612;Mannen;39 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
1613;Mannen;39 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
1614;Mannen;39 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
1615;Mannen;40 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
1616;Mannen;40 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
1617;Mannen;40 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
1618;Mannen;40 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
1619;Mannen;40 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
1620;Mannen;40 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;
1621;Mannen;40 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;
1622;Mannen;40 jaar;1945 tot 1950;90.9;1.4;8.8;89.8;40.7;;;;85.6;;;;;14.4;;;;;;;
1623;Mannen;40 jaar;1950 tot 1955;91.4;1.1;8.2;90.7;40.5;11.4;;;87.0;83.4;3.4;96.1;3.9;13.0;6.2;7.0;47.1;52.9;;;
1624;Mannen;40 jaar;1955 tot 1960;90.7;0.9;8.6;90.5;40.6;11.2;;;85.4;79.8;5.6;93.4;6.6;14.6;7.3;7.3;49.9;50.1;;;
1625;Mannen;40 jaar;1960 tot 1965;92.5;0.6;10.0;89.3;40.5;9.7;;;83.6;78.0;5.6;93.3;6.7;16.4;7.5;8.9;45.7;54.3;63.0;34.0;11.0
1626;Mannen;40 jaar;1965 tot 1970;92.7;0.7;11.0;88.4;40.6;9.2;;;80.5;73.7;6.8;91.6;8.4;19.5;8.4;11.1;43.2;56.8;60.0;38.0;9.0
1627;Mannen;40 jaar;1970 tot 1975;90.5;0.8;11.1;88.1;40.1;9.2;;9.2;78.7;71.0;7.7;90.2;9.8;21.3;7.5;13.8;35.2;64.8;;;
1628;Mannen;40 jaar;1975 tot 1980;89.4;0.9;13.4;85.7;39.6;9.4;;9.3;78.7;81.1;11.5;87.5;12.5;21.3;6.3;15.0;29.8;70.2;;;
1629;Mannen;40 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
1630;Mannen;40 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
1631;Mannen;40 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
1632;Mannen;40 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
1633;Mannen;40 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
1634;Mannen;41 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
1635;Mannen;41 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
1636;Mannen;41 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
1637;Mannen;41 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
1638;Mannen;41 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
1639;Mannen;41 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;
1640;Mannen;41 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;
1641;Mannen;41 jaar;1945 tot 1950;90.8;2.1;8.2;89.7;40.3;;;;86.4;;;;;13.6;;;;;;;
1642;Mannen;41 jaar;1950 tot 1955;90.8;0.8;6.9;92.3;41.0;12.0;;;86.5;83.0;3.5;96.0;4.0;13.5;7.2;6.3;53.2;46.8;;;
1643;Mannen;41 jaar;1955 tot 1960;92.0;0.5;8.4;91.1;40.6;11.5;;;86.4;81.5;4.9;94.3;5.7;13.6;6.3;7.2;46.6;53.4;;;
1644;Mannen;41 jaar;1960 tot 1965;92.1;0.5;10.8;88.6;40.3;10.5;;;83.1;78.2;4.9;94.1;5.9;16.9;7.4;9.5;44.0;56.0;64.0;32.0;11.0
1645;Mannen;41 jaar;1965 tot 1970;92.9;0.7;10.0;89.4;40.7;9.6;;9.5;79.6;73.2;6.5;91.8;8.2;20.4;8.1;12.3;39.7;60.3;59.0;38.0;10.0
1646;Mannen;41 jaar;1970 tot 1975;89.1;0.8;12.3;86.9;40.0;9.5;;9.5;78.8;69.3;9.5;88.0;12.0;21.2;8.1;13.2;37.9;62.1;;;
1647;Mannen;41 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
1648;Mannen;41 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
1649;Mannen;41 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
1650;Mannen;41 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
1651;Mannen;41 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
1652;Mannen;41 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
1653;Mannen;42 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
1654;Mannen;42 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
1655;Mannen;42 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
1656;Mannen;42 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
1657;Mannen;42 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
1658;Mannen;42 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;
1659;Mannen;42 jaar;1940 tot 1945;92.7;;10.1;88.8;40.7;;;;86.3;;;;;13.7;;;;;;;
1660;Mannen;42 jaar;1945 tot 1950;90.5;1.9;8.6;89.4;40.3;12.7;;;87.2;84.5;3.0;96.5;3.5;12.8;6.1;6.4;;;;;
1661;Mannen;42 jaar;1950 tot 1955;90.0;0.6;7.2;92.1;40.9;12.7;;;86.0;82.5;3.5;95.9;4.1;14.0;6.2;7.8;44.1;55.9;;;
1662;Mannen;42 jaar;1955 tot 1960;92.2;0.6;8.9;90.4;40.6;11.6;;;85.0;80.7;4.3;94.9;5.1;15.0;7.1;7.9;47.1;52.9;;;10.0
1663;Mannen;42 jaar;1960 tot 1965;91.3;0.8;10.0;89.2;40.3;10.8;;;82.3;77.2;5.1;93.8;6.2;17.7;8.0;9.7;45.0;55.0;64.0;31.0;11.0
1664;Mannen;42 jaar;1965 tot 1970;91.6;0.7;10.7;88.6;40.7;10.1;;10.0;78.3;71.7;6.6;91.6;8.4;21.7;8.2;13.5;37.7;62.3;59.0;38.0;10.0
1665;Mannen;42 jaar;1970 tot 1975;87.9;0.8;11.8;87.4;40.1;10.0;;10.0;78.6;70.7;9.4;88.3;11.7;21.4;7.6;13.8;35.7;64.3;;;
1666;Mannen;42 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
1667;Mannen;42 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
1668;Mannen;42 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
1669;Mannen;42 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
1670;Mannen;42 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
1671;Mannen;42 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
1672;Mannen;43 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
1673;Mannen;43 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
1674;Mannen;43 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
1675;Mannen;43 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
1676;Mannen;43 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
1677;Mannen;43 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;
1678;Mannen;43 jaar;1940 tot 1945;89.7;1.8;8.1;90.1;40.9;;;;84.8;;;;;15.2;;;;;;;
1679;Mannen;43 jaar;1945 tot 1950;89.9;1.5;7.9;90.6;40.7;13.7;;;85.9;84.2;2.6;97.0;3.0;14.1;6.2;7.0;;;;;
1680;Mannen;43 jaar;1950 tot 1955;90.4;0.8;8.5;90.7;40.7;13.3;;;85.7;81.7;4.0;95.3;4.7;14.3;7.4;7.0;51.3;48.7;;;
1681;Mannen;43 jaar;1955 tot 1960;92.0;0.5;10.2;89.3;40.3;12.3;;;85.0;79.9;5.1;94.0;6.0;15.0;6.6;8.4;44.1;55.9;66.0;32.0;11.0
1682;Mannen;43 jaar;1960 tot 1965;91.6;0.9;9.8;89.2;40.3;11.5;;;82.6;76.9;5.7;93.1;6.9;17.4;7.1;10.3;40.7;59.3;64.0;31.0;11.0
1683;Mannen;43 jaar;1965 tot 1970;91.6;1.0;11.7;87.4;40.5;10.4;;10.4;78.4;71.7;6.7;91.4;8.6;21.6;8.4;13.2;39.0;61.0;;;
1684;Mannen;43 jaar;1970 tot 1975;88.7;1.0;11.6;87.4;40.1;10.5;;10.4;76.7;72.0;9.8;88.0;12.0;23.3;7.4;15.9;31.9;68.1;;;
1685;Mannen;43 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
1686;Mannen;43 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
1687;Mannen;43 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
1688;Mannen;43 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
1689;Mannen;43 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
1690;Mannen;43 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
1691;Mannen;44 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
1692;Mannen;44 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
1693;Mannen;44 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
1694;Mannen;44 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
1695;Mannen;44 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
1696;Mannen;44 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;
1697;Mannen;44 jaar;1940 tot 1945;90.0;1.9;8.9;89.2;40.5;;;;86.2;;;;;13.8;;;;;;;
1698;Mannen;44 jaar;1945 tot 1950;89.5;1.5;7.3;91.2;41.0;14.3;;;84.2;81.7;2.4;97.2;2.8;15.8;7.8;8.1;48.9;51.1;;;
1699;Mannen;44 jaar;1950 tot 1955;89.9;0.8;8.5;90.7;40.8;14.0;;;85.1;80.8;4.2;95.0;5.0;14.9;7.1;7.8;47.7;52.3;;;
1700;Mannen;44 jaar;1955 tot 1960;92.3;0.6;11.0;88.4;40.2;12.6;;;84.2;78.9;5.3;93.7;6.3;15.8;7.2;8.5;45.8;54.2;66.0;30.0;12.0
1701;Mannen;44 jaar;1960 tot 1965;92.2;0.9;10.4;88.7;40.4;11.9;;;81.1;75.6;5.5;93.2;6.8;18.9;7.3;11.5;38.9;61.1;63.0;31.0;11.0
1702;Mannen;44 jaar;1965 tot 1970;89.9;0.9;11.7;87.4;40.5;11.3;;11.3;77.9;71.5;6.3;91.9;8.1;22.1;8.1;14.0;36.6;63.4;;;
1703;Mannen;44 jaar;1970 tot 1975;89.0;1.0;12.5;86.5;40.0;10.8;;10.7;76.5;75.2;11.1;87.1;12.9;23.5;8.3;15.2;35.4;64.6;;;
1704;Mannen;44 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
1705;Mannen;44 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
1706;Mannen;44 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
1707;Mannen;44 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
1708;Mannen;44 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
1709;Mannen;44 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
1710;Mannen;45 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
1711;Mannen;45 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
1712;Mannen;45 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
1713;Mannen;45 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
1714;Mannen;45 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
1715;Mannen;45 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;
1716;Mannen;45 jaar;1940 tot 1945;89.7;2.1;8.3;89.6;40.9;;;;85.7;;;;;14.3;;;;;;;
1717;Mannen;45 jaar;1945 tot 1950;89.3;0.9;7.6;91.5;41.1;15.0;;;85.7;83.2;2.6;97.0;3.0;14.3;7.6;6.7;53.3;46.7;;;
1718;Mannen;45 jaar;1950 tot 1955;89.4;0.9;9.7;89.4;40.4;14.1;;;85.7;81.8;4.0;95.4;4.6;14.3;7.0;7.3;48.8;51.2;;;
1719;Mannen;45 jaar;1955 tot 1960;89.7;0.7;11.0;88.3;40.2;13.0;;;84.0;79.4;4.6;94.5;5.5;16.0;7.5;8.5;46.9;53.1;66.0;28.0;13.0
1720;Mannen;45 jaar;1960 tot 1965;90.6;1.1;11.1;87.8;40.3;12.2;;;81.0;75.2;5.8;92.8;7.2;19.0;7.5;11.5;39.5;60.5;62.0;32.0;11.0
1721;Mannen;45 jaar;1965 tot 1970;89.6;1.2;12.1;86.6;40.1;11.8;;11.7;77.8;70.8;7.0;91.0;9.0;22.2;8.0;14.1;36.2;63.8;;;
1722;Mannen;45 jaar;1970 tot 1975;89.7;1.2;12.8;85.9;39.9;11.4;;11.4;77.0;79.4;11.8;87.0;13.0;23.0;7.9;15.1;34.5;65.5;;;
1723;Mannen;45 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
1724;Mannen;45 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
1725;Mannen;45 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
1726;Mannen;45 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
1727;Mannen;45 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
1728;Mannen;45 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
1729;Mannen;46 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
1730;Mannen;46 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
1731;Mannen;46 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
1732;Mannen;46 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
1733;Mannen;46 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
1734;Mannen;46 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;
1735;Mannen;46 jaar;1940 tot 1945;88.4;2.0;8.8;89.2;40.8;;;;84.2;;;;;15.8;;;;;;;
1736;Mannen;46 jaar;1945 tot 1950;89.8;1.0;6.6;92.3;41.6;15.7;;;84.7;81.8;2.9;96.6;3.4;15.3;8.3;7.0;54.5;45.5;;;
1737;Mannen;46 jaar;1950 tot 1955;90.9;0.7;8.5;90.9;40.9;14.8;;;84.7;80.6;4.1;95.2;4.8;15.3;7.4;7.9;48.5;51.5;;;
1738;Mannen;46 jaar;1955 tot 1960;89.9;0.8;11.0;88.2;40.3;14.0;;;82.8;78.7;4.2;95.0;5.0;17.2;7.0;10.1;40.9;59.1;66.0;27.0;13.0
1739;Mannen;46 jaar;1960 tot 1965;90.8;0.9;10.8;88.3;40.3;12.8;;12.6;80.6;74.8;5.7;92.9;7.1;19.4;7.4;12.0;38.3;61.7;61.0;33.0;12.0
1740;Mannen;46 jaar;1965 tot 1970;89.3;1.5;11.9;86.6;40.0;12.5;;12.4;77.3;70.2;7.1;90.9;9.1;22.7;7.8;14.9;34.5;65.5;;;
1741;Mannen;46 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;
1742;Mannen;46 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
1743;Mannen;46 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
1744;Mannen;46 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
1745;Mannen;46 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
1746;Mannen;46 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
1747;Mannen;46 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
1748;Mannen;47 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
1749;Mannen;47 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
1750;Mannen;47 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
1751;Mannen;47 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
1752;Mannen;47 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
1753;Mannen;47 jaar;1935 tot 1940;86.4;;8.0;90.0;40.9;;;;85.4;;;;;14.6;;;;;;;
1754;Mannen;47 jaar;1940 tot 1945;87.7;1.9;8.2;89.8;40.9;16.5;;;85.0;81.9;1.5;98.2;1.8;15.0;8.0;8.6;;;;;
1755;Mannen;47 jaar;1945 tot 1950;89.3;1.0;6.8;92.2;41.3;16.1;;;84.7;82.0;2.7;96.8;3.2;15.3;7.6;7.7;49.9;50.1;;;
1756;Mannen;47 jaar;1950 tot 1955;90.1;0.6;9.0;90.4;40.7;15.3;;;84.5;79.9;4.6;94.5;5.5;15.5;7.5;8.0;48.2;51.8;;;14.0
1757;Mannen;47 jaar;1955 tot 1960;89.8;1.0;11.3;87.7;40.2;14.2;;;81.3;76.8;4.5;94.5;5.5;18.7;7.5;11.3;39.8;60.2;66.0;26.0;14.0
1758;Mannen;47 jaar;1960 tot 1965;90.7;0.8;11.1;88.1;40.5;13.4;;13.3;78.8;73.4;5.4;93.1;6.9;21.2;8.5;12.7;40.2;59.8;60.0;32.0;12.0
1759;Mannen;47 jaar;1965 tot 1970;88.2;1.2;12.7;86.1;40.3;13.0;;13.0;75.3;69.8;7.6;90.2;9.8;24.7;8.2;16.5;33.2;66.8;;;
1760;Mannen;47 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;
1761;Mannen;47 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
1762;Mannen;47 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
1763;Mannen;47 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
1764;Mannen;47 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
1765;Mannen;47 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
1766;Mannen;47 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
1767;Mannen;48 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
1768;Mannen;48 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
1769;Mannen;48 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
1770;Mannen;48 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
1771;Mannen;48 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
1772;Mannen;48 jaar;1935 tot 1940;87.2;2.6;8.5;88.9;41.0;;;;83.0;;;;;17.0;;;;;;;
1773;Mannen;48 jaar;1940 tot 1945;87.8;2.0;7.8;90.2;40.7;16.8;;;84.4;81.9;2.3;97.3;2.7;15.6;7.6;8.2;;;;;
1774;Mannen;48 jaar;1945 tot 1950;88.2;1.1;7.3;91.6;41.4;16.9;;;83.1;80.1;3.0;96.4;3.6;16.9;8.6;8.3;51.0;49.0;;;
1775;Mannen;48 jaar;1950 tot 1955;90.5;0.9;9.3;89.7;40.5;15.8;;;83.1;79.1;3.9;95.3;4.7;16.9;7.9;9.1;46.5;53.5;67.0;26.0;15.0
1776;Mannen;48 jaar;1955 tot 1960;89.9;1.1;10.6;88.3;40.0;15.0;;;82.2;77.4;4.8;94.1;5.9;17.8;7.3;10.5;40.8;59.2;66.0;26.0;14.0
1777;Mannen;48 jaar;1960 tot 1965;90.1;1.1;11.1;87.8;40.2;14.1;;13.9;79.7;73.9;5.8;92.8;7.2;20.3;8.0;12.3;39.5;60.5;;;
1778;Mannen;48 jaar;1965 tot 1970;88.4;1.4;12.5;86.2;39.8;13.2;;13.2;76.0;73.3;8.8;89.3;10.7;24.0;8.2;15.8;34.3;65.7;;;
1779;Mannen;48 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;
1780;Mannen;48 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
1781;Mannen;48 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
1782;Mannen;48 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
1783;Mannen;48 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
1784;Mannen;48 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
1785;Mannen;48 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
1786;Mannen;49 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
1787;Mannen;49 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
1788;Mannen;49 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
1789;Mannen;49 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
1790;Mannen;49 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
1791;Mannen;49 jaar;1935 tot 1940;85.2;1.8;7.8;90.4;40.7;;;;85.0;;;;;15.0;;;;;;;
1792;Mannen;49 jaar;1940 tot 1945;86.7;1.4;7.6;91.0;41.5;18.0;;;82.5;79.7;2.6;96.8;3.2;17.5;9.6;8.2;54.0;46.0;;;
1793;Mannen;49 jaar;1945 tot 1950;88.2;0.9;8.6;90.5;41.0;17.3;;;83.8;80.7;3.1;96.4;3.6;16.2;7.6;8.6;46.9;53.1;;;
1794;Mannen;49 jaar;1950 tot 1955;89.1;0.7;10.2;89.1;40.2;16.5;;;84.2;80.2;4.0;95.2;4.8;15.8;6.7;9.1;42.2;57.8;67.0;25.0;16.0
1795;Mannen;49 jaar;1955 tot 1960;89.0;1.0;10.4;88.6;40.4;15.4;;;80.8;76.3;4.5;94.4;5.6;19.2;7.8;11.3;40.8;59.2;65.0;27.0;14.0
1796;Mannen;49 jaar;1960 tot 1965;88.1;1.2;11.6;87.2;40.3;14.5;;14.4;78.5;72.4;6.1;92.2;7.8;21.5;8.4;13.1;39.2;60.8;;;
1797;Mannen;49 jaar;1965 tot 1970;88.1;1.2;12.8;86.0;39.7;13.8;;13.8;76.6;78.9;8.4;90.4;9.6;23.4;7.8;15.7;33.1;66.9;;;
1798;Mannen;49 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;
1799;Mannen;49 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
1800;Mannen;49 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
1801;Mannen;49 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
1802;Mannen;49 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
1803;Mannen;49 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
1804;Mannen;49 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
1805;Mannen;50 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
1806;Mannen;50 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
1807;Mannen;50 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
1808;Mannen;50 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
1809;Mannen;50 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
