ID;CaoSectors;SectorBranchesSIC2008;Version;Periods;MonthlyCaoWagesExclSpecialPayments_1;MonthlyCaoWagesInclSpecialPayments_2;HourlyCaoWagesExclSpecialPayments_3;HourlyCaoWagesInclSpecialPayments_4;MonthlyContractualWageCosts_5;HourlyContractualWageCosts_6;ContractualWorkingHours_7;MonthlyCaoWagesExclSpecialPayments_8;MonthlyCaoWagesInclSpecialPayments_9;HourlyCaoWagesExclSpecialPayments_10;HourlyCaoWagesInclSpecialPayments_11;MonthlyContractualWageCosts_12;HourlyContractualWageCosts_13;ContractualWorkingHours_14;PercentageOfCaoSConcluded_15
6240;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2022 December;128.9;131.8;127.7;130.5;;;100.6;3.4;4.0;3.4;4.0;;;0.0;
6241;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2022 4th quarter;128.8;131.6;127.6;130.4;;;100.6;3.3;3.9;3.3;3.9;;;0.0;
6242;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2022 year;127.5;130.6;126.3;129.4;;;100.6;2.9;3.7;2.9;3.7;;;0.0;
6243;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2023 January;129.9;133.0;128.7;131.7;;;100.6;3.5;3.7;3.5;3.6;;;0.0;
6244;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2023 February;129.9;133.0;128.7;131.7;;;100.6;3.5;3.7;3.5;3.6;;;0.0;
6245;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2023 March;130.2;133.3;129.0;132.1;;;100.6;3.4;3.5;3.4;3.6;;;0.0;
6246;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2023 1st quarter;130.0;133.1;128.8;131.8;;;100.6;3.5;3.6;3.5;3.5;;;0.0;
6247;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2023 April;132.1;135.3;130.9;134.0;;;100.6;4.4;3.4;4.5;3.4;;;0.0;
6248;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2023 May;133.4;136.7;132.2;135.4;;;100.6;5.3;4.3;5.3;4.2;;;0.0;
6249;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2023 June;134.3;137.6;133.1;136.3;;;100.6;4.9;5.1;4.9;5.1;;;0.0;
6250;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2023 2nd quarter;133.3;136.5;132.0;135.2;;;100.6;4.9;4.2;4.8;4.2;;;0.0;
6251;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2023 July;134.6;137.9;133.3;136.5;;;100.6;4.7;4.9;4.6;4.9;;;0.0;
6252;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2023 August;134.6;137.9;133.3;136.5;;;100.6;4.7;4.9;4.6;4.9;;;0.0;
6253;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2023 September;134.6;137.9;133.3;136.5;;;100.6;4.7;4.9;4.6;4.9;;;0.0;
6254;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2023 3rd quarter;134.6;137.9;133.3;136.5;;;100.6;4.7;4.9;4.6;4.9;;;0.0;
6255;Total Collective labour agreement sector;19-22 Refineries and chemistry;Current figures;2023 October;137.0;140.4;135.7;139.0;;;100.6;6.6;6.8;6.5;6.8;;;0.0;
6256;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1972 year;;;;;;;;;;;;;;;
6257;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1973 year;;;;;;;;;;;;;;;
6258;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1974 year;;;;;;;;;;;;;;;
6259;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1975 year;;;;;;;;;;;;;;;
6260;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1976 year;;;;;;;;;;;;;;;
6261;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1977 year;;;;;;;;;;;;;;;
6262;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1978 year;;;;;;;;;;;;;;;
6263;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1979 year;;;;;;;;;;;;;;;
6264;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1980 year;;;;;;;;;;;;;;;
6265;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1981 year;;;;;;;;;;;;;;;
6266;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1982 year;;;;;;;;;;;;;;;
6267;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1983 year;;;;;;;;;;;;;;;
6268;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1984 year;;;;;;;;;;;;;;;
6269;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1985 year;;;;;;;;;;;;;;;
6270;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1986 year;;;;;;;;;;;;;;;
6271;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1987 year;;;;;;;;;;;;;;;
6272;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1988 year;;;;;;;;;;;;;;;
6273;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1989 year;;;;;;;;;;;;;;;
6274;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1990 year;;;;;;;;;;;;;;;
6275;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1991 year;;;;;;;;;;;;;;;
6276;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1992 year;;;;;;;;;;;;;;;
6277;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1993 year;;;;;;;;;;;;;;;
6278;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1994 year;;;;;;;;;;;;;;;
6279;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1995 year;;;;;;;;;;;;;;;
6280;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1996 year;;;;;;;;;;;;;;;
6281;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1997 year;;;;;;;;;;;;;;;
6282;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1998 year;;;;;;;;;;;;;;;
6283;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;1999 year;;;;;;;;;;;;;;;
6284;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2000 year;;;;;;;;;;;;;;;
6285;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2001 year;;;;;;;;;;;;;;;
6286;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2002 year;;;;;;;;;;;;;;;
6287;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2003 year;;;;;;;;;;;;;;;
6288;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2004 year;;;;;;;;;;;;;;;
6289;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2005 year;;;;;;;;;;;;;;;
6290;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2006 year;;;;;;;;;;;;;;;
6291;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2007 year;;;;;;;;;;;;;;;
6292;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2008 year;;;;;;;;;;;;;;;
6293;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2009 year;;;;;;;;;;;;;;;
6294;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2010 January;99.1;99.1;99.1;99.1;;;100.0;;;;;;;;
6295;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2010 February;99.6;99.6;99.6;99.6;;;100.0;;;;;;;;
6296;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2010 March;99.6;99.6;99.6;99.6;;;100.0;;;;;;;;
6297;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2010 1st quarter;99.5;99.4;99.5;99.4;;;100.0;;;;;;;;
6298;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2010 April;100.0;100.0;100.0;100.0;;;100.0;;;;;;;;
6299;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2010 May;100.0;100.0;100.0;100.0;;;100.0;;;;;;;;
6300;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2010 June;100.0;100.1;100.0;100.1;;;100.0;;;;;;;;
6301;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2010 2nd quarter;100.0;100.0;100.0;100.0;;;100.0;;;;;;;;
6302;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2010 July;100.2;100.2;100.2;100.2;;;100.0;;;;;;;;
6303;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2010 August;100.2;100.2;100.2;100.2;;;100.0;;;;;;;;
6304;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2010 September;100.2;100.2;100.2;100.2;;;100.0;;;;;;;;
6305;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2010 3rd quarter;100.2;100.2;100.2;100.2;;;100.0;;;;;;;;
6306;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2010 October;100.4;100.4;100.4;100.4;;;100.0;;;;;;;;
6307;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2010 November;100.4;100.4;100.4;100.4;;;100.0;;;;;;;;
6308;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2010 December;100.4;100.4;100.4;100.4;;;100.0;;;;;;;;
6309;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2010 4th quarter;100.4;100.4;100.4;100.4;;;100.0;;;;;;;;
6310;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2010 year;100.0;100.0;100.0;100.0;;;100.0;;;;;;;;
6311;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2011 January;101.1;101.2;101.0;101.1;;;100.1;2.0;2.1;1.9;2.0;;;0.1;
6312;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2011 February;101.1;101.2;101.0;101.1;;;100.1;1.5;1.6;1.4;1.5;;;0.1;
6313;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2011 March;101.2;101.2;101.1;101.2;;;100.1;1.6;1.6;1.5;1.6;;;0.1;
6314;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2011 1st quarter;101.1;101.2;101.1;101.2;;;100.1;1.6;1.8;1.6;1.8;;;0.1;
6315;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2011 April;101.3;101.4;101.3;101.4;;;100.1;1.3;1.4;1.3;1.4;;;0.1;
6316;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2011 May;101.3;101.4;101.3;101.4;;;100.1;1.3;1.4;1.3;1.4;;;0.1;
6317;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2011 June;101.6;101.6;101.5;101.5;;;100.1;1.6;1.5;1.5;1.4;;;0.1;
6318;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2011 2nd quarter;101.4;101.5;101.4;101.4;;;100.1;1.4;1.5;1.4;1.4;;;0.1;
6319;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2011 July;101.9;101.9;101.8;101.8;;;100.1;1.7;1.7;1.6;1.6;;;0.1;
6320;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2011 August;101.9;101.9;101.8;101.8;;;100.1;1.7;1.7;1.6;1.6;;;0.1;
6321;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2011 September;101.9;101.9;101.8;101.8;;;100.1;1.7;1.7;1.6;1.6;;;0.1;
6322;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2011 3rd quarter;101.9;101.9;101.8;101.8;;;100.1;1.7;1.7;1.6;1.6;;;0.1;
6323;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2011 October;102.0;102.2;101.9;102.2;;;100.1;1.6;1.8;1.5;1.8;;;0.1;
6324;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2011 November;102.0;102.2;101.9;102.2;;;100.1;1.6;1.8;1.5;1.8;;;0.1;
6325;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2011 December;102.0;102.2;101.9;102.2;;;100.1;1.6;1.8;1.5;1.8;;;0.1;
6326;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2011 4th quarter;102.0;102.2;101.9;102.2;;;100.1;1.6;1.8;1.5;1.8;;;0.1;
6327;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2011 year;101.6;101.7;101.5;101.6;;;100.1;1.6;1.7;1.5;1.6;;;0.1;
6328;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2012 January;102.3;102.6;102.2;102.4;;;100.1;1.2;1.4;1.2;1.3;;;0.0;
6329;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2012 February;102.3;102.6;102.2;102.4;;;100.1;1.2;1.4;1.2;1.3;;;0.0;
6330;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2012 March;102.5;102.7;102.3;102.6;;;100.1;1.3;1.5;1.2;1.4;;;0.0;
6331;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2012 1st quarter;102.4;102.6;102.2;102.5;;;100.1;1.3;1.4;1.1;1.3;;;0.0;
6332;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2012 April;103.0;103.1;102.9;102.9;;;100.1;1.7;1.7;1.6;1.5;;;0.0;
6333;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2012 May;103.0;103.1;102.9;102.9;;;100.1;1.7;1.7;1.6;1.5;;;0.0;
6334;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2012 June;103.0;103.1;102.9;102.9;;;100.1;1.4;1.5;1.4;1.4;;;0.0;
6335;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2012 2nd quarter;103.0;103.1;102.9;102.9;;;100.1;1.6;1.6;1.5;1.5;;;0.0;
6336;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2012 July;103.8;103.8;103.6;103.7;;;100.1;1.9;1.9;1.8;1.9;;;0.0;
6337;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2012 August;103.8;103.8;103.6;103.7;;;100.1;1.9;1.9;1.8;1.9;;;0.0;
6338;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2012 September;103.8;103.8;103.6;103.7;;;100.1;1.9;1.9;1.8;1.9;;;0.0;
6339;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2012 3rd quarter;103.8;103.8;103.6;103.7;;;100.1;1.9;1.9;1.8;1.9;;;0.0;
6340;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2012 October;103.8;103.9;103.7;103.7;;;100.1;1.8;1.7;1.8;1.5;;;0.0;
6341;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2012 November;103.8;103.9;103.7;103.7;;;100.1;1.8;1.7;1.8;1.5;;;0.0;
6342;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2012 December;104.0;104.1;103.9;103.9;;;100.1;2.0;1.9;2.0;1.7;;;0.0;
6343;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2012 4th quarter;103.9;103.9;103.8;103.8;;;100.1;1.9;1.7;1.9;1.6;;;0.0;
6344;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2012 year;103.3;103.4;103.1;103.2;;;100.1;1.7;1.7;1.6;1.6;;;0.0;
6345;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2013 January;104.1;104.2;104.0;104.0;;;100.1;1.8;1.6;1.8;1.6;;;0.0;
6346;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2013 February;104.1;104.2;104.0;104.0;;;100.1;1.8;1.6;1.8;1.6;;;0.0;
6347;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2013 March;104.3;104.3;104.2;104.2;;;100.1;1.8;1.6;1.9;1.6;;;0.0;
6348;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2013 1st quarter;104.2;104.2;104.1;104.1;;;100.1;1.8;1.6;1.9;1.6;;;0.0;
6349;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2013  April;104.4;104.4;104.2;104.2;;;100.1;1.4;1.3;1.3;1.3;;;0.0;
6350;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2013 May;104.5;104.5;104.3;104.3;;;100.1;1.5;1.4;1.4;1.4;;;0.0;
6351;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2013 June;104.5;104.5;104.3;104.3;;;100.1;1.5;1.4;1.4;1.4;;;0.0;
6352;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2013 2nd quarter;104.4;104.4;104.3;104.3;;;100.1;1.4;1.3;1.4;1.4;;;0.0;
6353;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2013 July;105.0;105.0;104.9;104.9;;;100.1;1.2;1.2;1.3;1.2;;;0.0;
6354;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2013 August;105.0;105.0;104.9;104.9;;;100.1;1.2;1.2;1.3;1.2;;;0.0;
6355;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2013 September;105.3;105.3;105.1;105.1;;;100.1;1.4;1.4;1.4;1.4;;;0.0;
6356;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2013 3rd quarter;105.1;105.1;105.0;105.0;;;100.1;1.3;1.3;1.4;1.3;;;0.0;
6357;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2013 October;105.3;105.3;105.2;105.2;;;100.1;1.4;1.3;1.4;1.4;;;0.0;
6358;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2013 November;105.3;105.3;105.2;105.2;;;100.1;1.4;1.3;1.4;1.4;;;0.0;
6359;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2013 December;105.3;105.3;105.2;105.2;;;100.1;1.3;1.2;1.3;1.3;;;0.0;
6360;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2013 4th quarter;105.3;105.3;105.2;105.2;;;100.1;1.3;1.3;1.3;1.3;;;0.0;
6361;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2013 year;104.8;104.8;104.6;104.6;;;100.1;1.5;1.4;1.5;1.4;;;0.0;
6362;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2014 January;105.6;105.0;105.5;104.9;;;100.1;1.4;0.8;1.4;0.9;;;0.0;
6363;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2014 February;105.6;105.0;105.5;104.9;;;100.1;1.4;0.8;1.4;0.9;;;0.0;
6364;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2014 March;105.8;105.2;105.7;105.1;;;100.1;1.4;0.9;1.4;0.9;;;0.0;
6365;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2014 1st quarter;105.7;105.1;105.5;104.9;;;100.1;1.4;0.9;1.3;0.8;;;0.0;
6366;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2014 April;106.7;108.1;105.5;106.9;;;100.9;2.2;3.5;1.2;2.6;;;0.8;
6367;Total Collective labour agreement sector;19-22 Refineries and chemistry;First-published figures;2014 May;106.7;108.1;105.5;106.9;;;100.9;2.1;3.4;1.2;2.5;;;0.8;
