ID;TypeArbeidsongeschiktheidsuitkering;MateVanArbeidsongeschiktheid;HoofdcategorieDiagnoseIndelingCAS;Perioden;Arbeidsongeschiktheidsuitkeringen_1
1608;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2015;1720
1609;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2016;1680
1610;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2017;1660
1611;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2018;1630
1612;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2019;1570
1613;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2020;1530
1614;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2015;440
1615;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2016;420
1616;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2017;420
1617;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2018;410
1618;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2019;400
1619;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2020;390
1620;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2015;740
1621;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2016;730
1622;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2017;720
1623;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2018;700
1624;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2019;680
1625;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2020;660
1626;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2015;40
1627;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2016;40
1628;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2017;40
1629;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2018;40
1630;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2019;40
1631;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2020;40
1632;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2015;3590
1633;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2016;5780
1634;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2017;8520
1635;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2018;11590
1636;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2019;14970
1637;Wajong-uitkering;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2020;18940
1638;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Totaal;2015;19460
1639;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Totaal;2016;18060
1640;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Totaal;2017;16940
1641;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Totaal;2018;7720
1642;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Totaal;2019;6650
1643;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Totaal;2020;8270
1644;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2015;790
1645;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2016;720
1646;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2017;650
1647;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2018;450
1648;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2019;390
1649;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2020;350
1650;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2015;3880
1651;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2016;3880
1652;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2017;3690
1653;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2018;2520
1654;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2019;2290
1655;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2020;2090
1656;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2015;10660
1657;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2016;9630
1658;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2017;9020
1659;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2018;2390
1660;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2019;1900
1661;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2020;3860
1662;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2015;930
1663;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2016;880
1664;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2017;800
1665;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2018;530
1666;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2019;470
1667;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2020;440
1668;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2015;2050
1669;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2016;1890
1670;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2017;1780
1671;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2018;1150
1672;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2019;1030
1673;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2020;1000
1674;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2015;340
1675;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2016;320
1676;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2017;300
1677;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2018;200
1678;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2019;160
1679;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2020;150
1680;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2015;100
1681;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2016;80
1682;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2017;80
1683;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2018;50
1684;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2019;50
1685;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2020;50
1686;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2015;380
1687;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2016;370
1688;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2017;340
1689;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2018;250
1690;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2019;220
1691;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2020;210
1692;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2015;50
1693;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2016;40
1694;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2017;40
1695;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2018;30
1696;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2019;20
1697;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van huid en subcutis;2020;10
1698;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2015;100
1699;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2016;100
1700;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2017;100
1701;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2018;70
1702;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2019;60
1703;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2020;60
1704;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2015;0
1705;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2016;0
1706;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2017;0
1707;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2018;0
1708;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2019;0
1709;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2020;0
1710;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2015;180
1711;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2016;140
1712;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2017;120
1713;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2018;70
1714;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2019;60
1715;Wajong-uitkering;Gedeeltelijk arbeidsongeschikt;Medische oorzaak onbekend;2020;40
1716;Wajong-uitkering;Volledig arbeidsongeschikt;Totaal;2015;229280
1717;Wajong-uitkering;Volledig arbeidsongeschikt;Totaal;2016;228980
1718;Wajong-uitkering;Volledig arbeidsongeschikt;Totaal;2017;228820
1719;Wajong-uitkering;Volledig arbeidsongeschikt;Totaal;2018;228930
1720;Wajong-uitkering;Volledig arbeidsongeschikt;Totaal;2019;230770
1721;Wajong-uitkering;Volledig arbeidsongeschikt;Totaal;2020;234860
1722;Wajong-uitkering;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2015;17800
1723;Wajong-uitkering;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2016;16950
1724;Wajong-uitkering;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2017;16120
1725;Wajong-uitkering;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2018;15180
1726;Wajong-uitkering;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2019;14480
1727;Wajong-uitkering;Volledig arbeidsongeschikt;Algemene en endocriene ziekten;2020;13540
1728;Wajong-uitkering;Volledig arbeidsongeschikt;Psychische stoornissen;2015;123510
1729;Wajong-uitkering;Volledig arbeidsongeschikt;Psychische stoornissen;2016;121760
1730;Wajong-uitkering;Volledig arbeidsongeschikt;Psychische stoornissen;2017;120280
1731;Wajong-uitkering;Volledig arbeidsongeschikt;Psychische stoornissen;2018;118920
1732;Wajong-uitkering;Volledig arbeidsongeschikt;Psychische stoornissen;2019;117570
1733;Wajong-uitkering;Volledig arbeidsongeschikt;Psychische stoornissen;2020;116320
1734;Wajong-uitkering;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2015;53160
1735;Wajong-uitkering;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2016;53590
1736;Wajong-uitkering;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2017;53380
1737;Wajong-uitkering;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2018;53020
1738;Wajong-uitkering;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2019;53720
1739;Wajong-uitkering;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2020;55940
1740;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2015;5800
1741;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2016;5720
1742;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2017;5650
1743;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2018;5600
1744;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2019;5560
1745;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2020;5590
1746;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2015;20710
1747;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2016;20520
1748;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2017;20240
1749;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2018;20030
1750;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2019;19890
1751;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2020;19840
1752;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2015;1740
1753;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2016;1720
1754;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2017;1680
1755;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2018;1660
1756;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2019;1640
1757;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2020;1660
1758;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2015;770
1759;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2016;750
1760;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2017;740
1761;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2018;730
1762;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2019;730
1763;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2020;730
1764;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2015;1330
1765;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2016;1310
1766;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2017;1320
1767;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2018;1300
1768;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2019;1290
1769;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2020;1320
1770;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2015;380
1771;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2016;380
1772;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2017;380
1773;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2018;370
1774;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2019;370
1775;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2020;380
1776;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2015;640
1777;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2016;620
1778;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2017;610
1779;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2018;600
1780;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2019;600
1781;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2020;600
1782;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2015;40
1783;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2016;40
1784;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2017;40
1785;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2018;40
1786;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2019;40
1787;Wajong-uitkering;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2020;40
1788;Wajong-uitkering;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2015;3410
1789;Wajong-uitkering;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2016;5630
1790;Wajong-uitkering;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2017;8390
1791;Wajong-uitkering;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2018;11480
1792;Wajong-uitkering;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2019;14880
1793;Wajong-uitkering;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2020;18900
1794;Wajong-uitkering;Onbekend;Totaal;2015;70
1795;Wajong-uitkering;Onbekend;Totaal;2016;40
1796;Wajong-uitkering;Onbekend;Totaal;2017;60
1797;Wajong-uitkering;Onbekend;Totaal;2018;8450
1798;Wajong-uitkering;Onbekend;Totaal;2019;6760
1799;Wajong-uitkering;Onbekend;Totaal;2020;10
1800;Wajong-uitkering;Onbekend;Algemene en endocriene ziekten;2015;0
1801;Wajong-uitkering;Onbekend;Algemene en endocriene ziekten;2016;0
1802;Wajong-uitkering;Onbekend;Algemene en endocriene ziekten;2017;0
1803;Wajong-uitkering;Onbekend;Algemene en endocriene ziekten;2018;160
1804;Wajong-uitkering;Onbekend;Algemene en endocriene ziekten;2019;100
1805;Wajong-uitkering;Onbekend;Algemene en endocriene ziekten;2020;0
1806;Wajong-uitkering;Onbekend;Psychische stoornissen;2015;30
1807;Wajong-uitkering;Onbekend;Psychische stoornissen;2016;20
1808;Wajong-uitkering;Onbekend;Psychische stoornissen;2017;30
1809;Wajong-uitkering;Onbekend;Psychische stoornissen;2018;1020
1810;Wajong-uitkering;Onbekend;Psychische stoornissen;2019;780
1811;Wajong-uitkering;Onbekend;Psychische stoornissen;2020;0
1812;Wajong-uitkering;Onbekend;Ontwikkelingsstoornissen;2015;10
1813;Wajong-uitkering;Onbekend;Ontwikkelingsstoornissen;2016;0
1814;Wajong-uitkering;Onbekend;Ontwikkelingsstoornissen;2017;0
1815;Wajong-uitkering;Onbekend;Ontwikkelingsstoornissen;2018;6290
1816;Wajong-uitkering;Onbekend;Ontwikkelingsstoornissen;2019;5100
1817;Wajong-uitkering;Onbekend;Ontwikkelingsstoornissen;2020;0
1818;Wajong-uitkering;Onbekend;Ziekten van het bot- en spierstelsel;2015;20
1819;Wajong-uitkering;Onbekend;Ziekten van het bot- en spierstelsel;2016;0
1820;Wajong-uitkering;Onbekend;Ziekten van het bot- en spierstelsel;2017;10
1821;Wajong-uitkering;Onbekend;Ziekten van het bot- en spierstelsel;2018;210
1822;Wajong-uitkering;Onbekend;Ziekten van het bot- en spierstelsel;2019;160
1823;Wajong-uitkering;Onbekend;Ziekten van het bot- en spierstelsel;2020;0
1824;Wajong-uitkering;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2015;10
1825;Wajong-uitkering;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2016;10
1826;Wajong-uitkering;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2017;10
1827;Wajong-uitkering;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2018;520
1828;Wajong-uitkering;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2019;420
1829;Wajong-uitkering;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2020;0
1830;Wajong-uitkering;Onbekend;Ziekten van het hartvaatstelsel en bloed;2015;0
1831;Wajong-uitkering;Onbekend;Ziekten van het hartvaatstelsel en bloed;2016;0
1832;Wajong-uitkering;Onbekend;Ziekten van het hartvaatstelsel en bloed;2017;0
1833;Wajong-uitkering;Onbekend;Ziekten van het hartvaatstelsel en bloed;2018;70
1834;Wajong-uitkering;Onbekend;Ziekten van het hartvaatstelsel en bloed;2019;60
1835;Wajong-uitkering;Onbekend;Ziekten van het hartvaatstelsel en bloed;2020;0
1836;Wajong-uitkering;Onbekend;Ziekten van het ademhalingsstelsel;2015;0
1837;Wajong-uitkering;Onbekend;Ziekten van het ademhalingsstelsel;2016;0
1838;Wajong-uitkering;Onbekend;Ziekten van het ademhalingsstelsel;2017;0
1839;Wajong-uitkering;Onbekend;Ziekten van het ademhalingsstelsel;2018;30
1840;Wajong-uitkering;Onbekend;Ziekten van het ademhalingsstelsel;2019;20
1841;Wajong-uitkering;Onbekend;Ziekten van het ademhalingsstelsel;2020;0
1842;Wajong-uitkering;Onbekend;Ziekten van het spijsverteringsstelsel;2015;0
1843;Wajong-uitkering;Onbekend;Ziekten van het spijsverteringsstelsel;2016;0
1844;Wajong-uitkering;Onbekend;Ziekten van het spijsverteringsstelsel;2017;0
1845;Wajong-uitkering;Onbekend;Ziekten van het spijsverteringsstelsel;2018;70
1846;Wajong-uitkering;Onbekend;Ziekten van het spijsverteringsstelsel;2019;60
1847;Wajong-uitkering;Onbekend;Ziekten van het spijsverteringsstelsel;2020;0
1848;Wajong-uitkering;Onbekend;Ziekten van huid en subcutis;2015;0
1849;Wajong-uitkering;Onbekend;Ziekten van huid en subcutis;2016;0
1850;Wajong-uitkering;Onbekend;Ziekten van huid en subcutis;2017;0
1851;Wajong-uitkering;Onbekend;Ziekten van huid en subcutis;2018;10
1852;Wajong-uitkering;Onbekend;Ziekten van huid en subcutis;2019;10
1853;Wajong-uitkering;Onbekend;Ziekten van huid en subcutis;2020;0
1854;Wajong-uitkering;Onbekend;Ziekten van het urogenitaal stelsel;2015;0
1855;Wajong-uitkering;Onbekend;Ziekten van het urogenitaal stelsel;2016;0
1856;Wajong-uitkering;Onbekend;Ziekten van het urogenitaal stelsel;2017;0
1857;Wajong-uitkering;Onbekend;Ziekten van het urogenitaal stelsel;2018;20
1858;Wajong-uitkering;Onbekend;Ziekten van het urogenitaal stelsel;2019;20
1859;Wajong-uitkering;Onbekend;Ziekten van het urogenitaal stelsel;2020;0
1860;Wajong-uitkering;Onbekend;Ziekte bij zwangerschap en bevalling;2015;0
1861;Wajong-uitkering;Onbekend;Ziekte bij zwangerschap en bevalling;2016;0
1862;Wajong-uitkering;Onbekend;Ziekte bij zwangerschap en bevalling;2017;0
1863;Wajong-uitkering;Onbekend;Ziekte bij zwangerschap en bevalling;2018;0
1864;Wajong-uitkering;Onbekend;Ziekte bij zwangerschap en bevalling;2019;0
1865;Wajong-uitkering;Onbekend;Ziekte bij zwangerschap en bevalling;2020;0
1866;Wajong-uitkering;Onbekend;Medische oorzaak onbekend;2015;0
1867;Wajong-uitkering;Onbekend;Medische oorzaak onbekend;2016;0
1868;Wajong-uitkering;Onbekend;Medische oorzaak onbekend;2017;0
1869;Wajong-uitkering;Onbekend;Medische oorzaak onbekend;2018;40
1870;Wajong-uitkering;Onbekend;Medische oorzaak onbekend;2019;30
1871;Wajong-uitkering;Onbekend;Medische oorzaak onbekend;2020;0
