ID;RegioS;Perioden;TotaleInvesteringen_1;Woningen_2;Bedrijfsgebouwen_3;GrondWegEnWaterbouwkundigeWerken_4;Vervoermiddelen_5;MachinesEnInstallaties_6;InCultuurGebrachteActiva_7;OverdrachtskostenOpGrond_8;ComputerprogrammatuurEnDatabanken_9;OnderzoekEnOntwikkeling_10;OverigeInvesteringen_11
1907;Drechtsteden (CP);2012;1924;202;170;738;153;183;0;12;219;108;139
1908;Drechtsteden (CP);2013;1772;133;88;750;189;134;0;11;220;117;129
1909;Drechtsteden (CP);2014;1699;104;151;661;152;136;1;15;231;122;125
1910;Drechtsteden (CP);2015;1159;104;95;116;151;156;1;14;244;155;123
1911;Drechtsteden (CP);2016;1431;217;116;106;266;147;1;27;262;166;124
1912;Drechtsteden (CP);2017;1528;216;163;131;257;188;0;24;265;166;117
1913;Drechtsteden (CP);2018;1736;261;204;127;342;180;0;25;273;181;144
1914;Drechtsteden (CP);2019;1943;240;218;140;305;392;1;28;293;193;134
1915;Drechtsteden (CP);2020;1900;417;220;132;231;231;1;34;296;202;136
1916;Drechtsteden (CP);2021;2198;425;368;132;274;263;0;42;318;216;159
1917;Overig Zuidoost-Zuid-Holland (CP);1995;589;159;64;111;53;76;7;5;32;38;45
1918;Overig Zuidoost-Zuid-Holland (CP);1996;661;173;75;130;58;85;7;6;37;38;50
1919;Overig Zuidoost-Zuid-Holland (CP);1997;693;188;81;119;55;95;16;6;34;44;56
1920;Overig Zuidoost-Zuid-Holland (CP);1998;750;197;87;122;69;101;5;7;54;44;63
1921;Overig Zuidoost-Zuid-Holland (CP);1999;878;213;112;140;99;114;7;8;64;49;71
1922;Overig Zuidoost-Zuid-Holland (CP);2000;873;231;113;144;63;113;5;9;69;50;74
1923;Overig Zuidoost-Zuid-Holland (CP);2001;949;255;131;164;64;109;6;8;80;56;78
1924;Overig Zuidoost-Zuid-Holland (CP);2002;976;255;162;190;59;100;6;7;72;54;71
1925;Overig Zuidoost-Zuid-Holland (CP);2003;957;256;135;198;66;94;4;6;72;56;70
1926;Overig Zuidoost-Zuid-Holland (CP);2004;977;277;130;191;66;91;6;7;79;61;70
1927;Overig Zuidoost-Zuid-Holland (CP);2005;1030;300;132;206;66;95;5;9;86;62;70
1928;Overig Zuidoost-Zuid-Holland (CP);2006;1117;330;137;224;74;107;4;9;94;62;75
1929;Overig Zuidoost-Zuid-Holland (CP);2007;1244;354;174;236;88;128;7;9;105;62;82
1930;Overig Zuidoost-Zuid-Holland (CP);2008;1334;366;204;265;100;134;6;8;108;59;84
1931;Overig Zuidoost-Zuid-Holland (CP);2009;1364;529;245;160;75;104;5;6;102;61;78
1932;Overig Zuidoost-Zuid-Holland (CP);2010;1427;424;216;373;67;97;5;7;111;67;61
1933;Overig Zuidoost-Zuid-Holland (CP);2011;1247;261;239;298;62;128;4;7;112;69;66
1934;Overig Zuidoost-Zuid-Holland (CP);2012;1185;295;156;298;57;99;4;7;119;69;81
1935;Overig Zuidoost-Zuid-Holland (CP);2013;1293;231;136;372;130;123;6;6;128;78;84
1936;Overig Zuidoost-Zuid-Holland (CP);2014;1208;251;90;328;113;116;6;7;133;82;81
1937;Overig Zuidoost-Zuid-Holland (CP);2015;898;170;124;51;104;131;3;11;139;103;62
1938;Overig Zuidoost-Zuid-Holland (CP);2016;967;187;105;47;132;150;2;20;147;110;67
1939;Overig Zuidoost-Zuid-Holland (CP);2017;933;180;97;42;112;148;0;19;152;113;71
1940;Overig Zuidoost-Zuid-Holland (CP);2018;1316;231;122;53;387;149;0;19;157;123;74
1941;Overig Zuidoost-Zuid-Holland (CP);2019;1114;416;119;40;100;117;1;16;137;107;61
1942;Overig Zuidoost-Zuid-Holland (CP);2020;943;262;121;42;62;114;1;20;140;113;68
1943;Overig Zuidoost-Zuid-Holland (CP);2021;951;199;117;47;97;129;1;25;145;113;77
1944;Stadsgewest 's-Hertogenbosch (CP);1995;1313;417;181;144;119;132;3;18;77;86;134
1945;Stadsgewest 's-Hertogenbosch (CP);1996;1454;453;188;172;132;148;3;21;96;90;152
1946;Stadsgewest 's-Hertogenbosch (CP);1997;1522;494;193;135;137;166;7;22;102;98;168
1947;Stadsgewest 's-Hertogenbosch (CP);1998;1646;518;210;146;154;169;2;22;142;99;183
1948;Stadsgewest 's-Hertogenbosch (CP);1999;1856;559;239;154;183;206;3;28;165;111;208
1949;Stadsgewest 's-Hertogenbosch (CP);2000;1990;605;262;217;180;186;2;28;181;115;214
1950;Stadsgewest 's-Hertogenbosch (CP);2001;2117;667;290;216;196;183;3;26;187;125;224
1951;Stadsgewest 's-Hertogenbosch (CP);2002;2112;665;324;230;185;167;3;17;188;128;205
1952;Stadsgewest 's-Hertogenbosch (CP);2003;2137;668;334;241;191;159;2;15;188;130;209
1953;Stadsgewest 's-Hertogenbosch (CP);2004;2226;720;322;231;213;163;3;17;208;135;214
1954;Stadsgewest 's-Hertogenbosch (CP);2005;2354;781;328;248;221;165;2;20;231;138;218
1955;Stadsgewest 's-Hertogenbosch (CP);2006;2569;866;348;286;244;185;2;23;260;139;217
1956;Stadsgewest 's-Hertogenbosch (CP);2007;2829;928;400;323;266;216;3;23;290;138;241
1957;Stadsgewest 's-Hertogenbosch (CP);2008;2965;962;460;323;262;238;3;19;310;141;247
1958;Stadsgewest 's-Hertogenbosch (CP);2009;2778;720;486;534;156;192;3;19;305;139;225
1959;Stadsgewest 's-Hertogenbosch (CP);2010;2396;616;461;297;108;190;2;22;335;152;212
1960;Stadsgewest 's-Hertogenbosch (CP);2011;3219;550;466;480;136;843;2;24;327;155;235
1961;Stadsgewest 's-Hertogenbosch (CP);2012;2449;497;322;443;144;328;2;23;335;159;196
1962;Stadsgewest 's-Hertogenbosch (CP);2013;2510;497;346;485;186;247;3;18;343;169;216
1963;Stadsgewest 's-Hertogenbosch (CP);2014;2334;495;205;465;168;234;4;22;356;173;213
1964;Stadsgewest 's-Hertogenbosch (CP);2015;2555;563;343;372;224;219;6;29;399;189;212
1965;Stadsgewest 's-Hertogenbosch (CP);2016;2765;696;267;420;228;249;4;49;420;199;234
1966;Stadsgewest 's-Hertogenbosch (CP);2017;2507;585;245;423;152;211;1;46;423;197;224
1967;Stadsgewest 's-Hertogenbosch (CP);2018;2751;502;241;527;180;301;0;47;437;213;302
1968;Stadsgewest 's-Hertogenbosch (CP);2019;2725;486;246;467;211;336;1;53;462;229;233
1969;Stadsgewest 's-Hertogenbosch (CP);2020;3195;638;343;608;146;362;2;63;477;246;308
1970;Stadsgewest 's-Hertogenbosch (CP);2021;3939;971;678;561;147;367;1;74;500;255;385
1971;Overig Noordoost-Noord-Brabant (CP);1995;1418;369;249;84;87;231;10;8;95;178;106
1972;Overig Noordoost-Noord-Brabant (CP);1996;1519;400;244;97;91;267;9;9;90;191;120
1973;Overig Noordoost-Noord-Brabant (CP);1997;1619;436;274;86;92;276;21;9;82;207;136
1974;Overig Noordoost-Noord-Brabant (CP);1998;1736;458;287;91;109;292;7;10;119;212;152
1975;Overig Noordoost-Noord-Brabant (CP);1999;1960;495;352;101;118;330;10;12;138;237;167
1976;Overig Noordoost-Noord-Brabant (CP);2000;2009;536;350;110;107;312;7;14;149;252;172
1977;Overig Noordoost-Noord-Brabant (CP);2001;2119;590;361;123;108;310;8;13;162;265;180
1978;Overig Noordoost-Noord-Brabant (CP);2002;2142;592;406;139;99;303;7;10;155;260;170
1979;Overig Noordoost-Noord-Brabant (CP);2003;2159;594;422;147;108;288;6;10;155;262;167
1980;Overig Noordoost-Noord-Brabant (CP);2004;2168;641;385;140;114;264;8;11;170;268;167
1981;Overig Noordoost-Noord-Brabant (CP);2005;2283;696;393;150;110;273;7;13;186;288;168
1982;Overig Noordoost-Noord-Brabant (CP);2006;2458;765;422;162;119;293;6;13;206;296;176
1983;Overig Noordoost-Noord-Brabant (CP);2007;2656;820;459;173;134;336;9;14;227;291;193
1984;Overig Noordoost-Noord-Brabant (CP);2008;2821;850;514;195;135;367;8;13;243;304;192
1985;Overig Noordoost-Noord-Brabant (CP);2009;2667;784;566;127;114;328;12;12;229;324;172
1986;Overig Noordoost-Noord-Brabant (CP);2010;2606;736;546;146;99;306;9;13;237;356;157
1987;Overig Noordoost-Noord-Brabant (CP);2011;2645;672;485;167;126;338;7;14;241;396;200
1988;Overig Noordoost-Noord-Brabant (CP);2012;2435;626;438;184;103;287;9;15;253;351;169
1989;Overig Noordoost-Noord-Brabant (CP);2013;2508;501;440;211;236;338;10;13;262;306;191
1990;Overig Noordoost-Noord-Brabant (CP);2014;2559;551;440;205;228;343;12;17;278;302;183
1991;Overig Noordoost-Noord-Brabant (CP);2015;2151;395;441;112;132;341;11;28;303;211;177
1992;Overig Noordoost-Noord-Brabant (CP);2016;2254;545;373;112;144;314;5;47;327;227;160
1993;Overig Noordoost-Noord-Brabant (CP);2017;2475;538;399;120;239;366;1;46;352;243;172
1994;Overig Noordoost-Noord-Brabant (CP);2018;2775;793;490;121;172;348;1;48;370;260;172
1995;Overig Noordoost-Noord-Brabant (CP);2019;3048;761;522;160;172;505;2;51;398;282;193
1996;Overig Noordoost-Noord-Brabant (CP);2020;3019;657;578;148;163;471;3;60;408;302;229
1997;Overig Noordoost-Noord-Brabant (CP);2021;3318;851;650;132;149;437;3;76;441;323;257
1998;Almere (CP);1995;608;124;80;30;109;138;0;3;34;44;45
1999;Almere (CP);1996;685;135;98;36;127;143;0;3;42;48;54
2000;Almere (CP);1997;728;147;99;33;134;154;0;3;40;52;64
2001;Almere (CP);1998;779;154;112;35;153;138;0;3;58;54;71
2002;Almere (CP);1999;896;167;129;40;189;158;0;4;67;60;82
2003;Almere (CP);2000;906;180;147;46;200;109;0;4;75;63;80
2004;Almere (CP);2001;1005;199;177;51;226;110;0;4;79;70;89
2005;Almere (CP);2002;1026;200;202;55;215;118;0;4;80;70;82
2006;Almere (CP);2003;1029;200;185;58;223;128;0;3;80;70;81
2007;Almere (CP);2004;1099;216;177;57;252;152;0;4;89;73;80
2008;Almere (CP);2005;1159;235;183;61;264;157;0;5;99;74;82
2009;Almere (CP);2006;1267;258;199;67;298;167;0;5;108;78;87
2010;Almere (CP);2007;1440;276;259;76;312;202;0;5;122;77;111
2011;Almere (CP);2008;1517;286;285;86;305;244;0;5;130;79;97
2012;Almere (CP);2009;1884;429;283;103;658;110;0;4;142;68;87
2013;Almere (CP);2010;2782;531;296;196;1391;54;0;7;143;73;90
2014;Almere (CP);2011;2664;423;165;134;1517;100;0;7;131;81;105
2015;Almere (CP);2012;2750;237;131;146;1823;96;0;7;138;83;89
2016;Almere (CP);2013;984;192;109;141;102;108;0;5;145;84;99
2017;Almere (CP);2014;1251;264;127;297;85;128;0;7;154;84;106
2018;Almere (CP);2015;2676;84;89;115;1940;80;0;11;163;69;124
2019;Almere (CP);2016;1991;56;93;143;1243;73;0;20;178;74;110
2020;Almere (CP);2017;2301;86;179;110;1468;82;0;19;180;84;92
2021;Almere (CP);2018;2535;143;131;96;1677;95;0;19;184;91;98
2022;Almere (CP);2019;2943;111;151;104;2084;97;0;22;184;88;101
2023;Almere (CP);2020;2027;218;228;97;960;86;0;28;190;97;123
2024;Almere (CP);2021;2870;558;394;477;860;111;0;36;203;100;130
2025;Flevoland-Midden (CP);1995;539;198;102;34;26;69;9;4;27;30;40
2026;Flevoland-Midden (CP);1996;571;215;98;38;27;71;8;5;33;31;45
2027;Flevoland-Midden (CP);1997;621;234;104;34;27;82;19;6;32;33;51
2028;Flevoland-Midden (CP);1998;649;245;116;36;30;74;7;6;44;34;56
2029;Flevoland-Midden (CP);1999;718;265;129;40;29;87;9;7;51;38;63
2030;Flevoland-Midden (CP);2000;754;287;150;45;24;74;6;8;54;39;65
2031;Flevoland-Midden (CP);2001;817;317;167;50;24;77;7;8;60;42;66
2032;Flevoland-Midden (CP);2002;832;318;179;56;23;77;7;7;59;43;65
2033;Flevoland-Midden (CP);2003;856;319;197;59;24;74;5;6;59;44;67
2034;Flevoland-Midden (CP);2004;868;344;173;56;25;78;7;7;65;46;67
2035;Flevoland-Midden (CP);2005;921;373;185;60;26;76;6;8;72;48;67
2036;Flevoland-Midden (CP);2006;999;410;204;65;26;84;5;8;81;48;67
2037;Flevoland-Midden (CP);2007;1090;439;222;69;36;98;8;8;87;48;75
2038;Flevoland-Midden (CP);2008;1167;455;253;77;38;115;7;8;92;48;73
2039;Flevoland-Midden (CP);2009;1067;388;156;74;32;157;7;7;96;63;87
2040;Flevoland-Midden (CP);2010;1899;303;224;114;51;928;7;7;107;62;96
2041;Flevoland-Midden (CP);2011;998;202;162;93;51;198;5;6;101;68;112
2042;Flevoland-Midden (CP);2012;1365;165;275;410;70;149;7;6;120;60;104
2043;Flevoland-Midden (CP);2013;1614;181;178;418;101;444;8;5;118;64;97
2044;Flevoland-Midden (CP);2014;1167;88;226;74;101;396;4;6;118;63;90
2045;Flevoland-Midden (CP);2015;598;7;87;93;48;96;6;9;116;62;74
2046;Flevoland-Midden (CP);2016;693;71;112;90;52;106;2;15;122;65;59
2047;Flevoland-Midden (CP);2017;855;65;188;130;71;128;0;14;128;67;62
2048;Flevoland-Midden (CP);2018;892;42;265;101;50;139;4;15;135;74;67
2049;Flevoland-Midden (CP);2019;1162;132;275;126;61;263;1;16;139;78;73
2050;Flevoland-Midden (CP);2020;1122;93;267;147;46;178;1;20;145;82;142
2051;Flevoland-Midden (CP);2021;1075;91;228;134;61;173;1;25;148;89;125
2052;Noordoostpolder en Urk (CP);1995;287;80;60;5;20;69;7;2;11;15;17
2053;Noordoostpolder en Urk (CP);1996;305;87;65;6;19;70;7;2;14;15;19
2054;Noordoostpolder en Urk (CP);1997;335;95;72;6;17;75;15;2;13;17;22
2055;Noordoostpolder en Urk (CP);1998;347;100;75;6;21;77;5;2;19;17;25
2056;Noordoostpolder en Urk (CP);1999;391;108;94;8;22;80;7;3;23;19;27
2057;Noordoostpolder en Urk (CP);2000;403;117;96;6;27;76;5;4;25;20;28
2058;Noordoostpolder en Urk (CP);2001;428;129;111;6;21;77;6;3;26;21;28
2059;Noordoostpolder en Urk (CP);2002;449;129;136;8;23;71;5;3;26;22;27
2060;Noordoostpolder en Urk (CP);2003;436;129;136;7;20;65;4;2;25;21;27
2061;Noordoostpolder en Urk (CP);2004;438;140;124;6;20;65;6;3;28;21;26
2062;Noordoostpolder en Urk (CP);2005;461;151;130;7;19;65;5;3;31;22;27
2063;Noordoostpolder en Urk (CP);2006;492;167;134;8;23;70;4;3;34;22;28
2064;Noordoostpolder en Urk (CP);2007;558;178;159;8;26;85;7;4;38;22;31
2065;Noordoostpolder en Urk (CP);2008;598;185;183;9;27;92;5;3;40;22;32
2066;Noordoostpolder en Urk (CP);2009;514;137;159;10;42;70;5;3;37;23;27
2067;Noordoostpolder en Urk (CP);2010;360;95;90;9;15;50;6;3;33;27;32
2068;Noordoostpolder en Urk (CP);2011;432;104;117;8;19;84;4;3;34;31;29
2069;Noordoostpolder en Urk (CP);2012;470;126;127;10;33;71;5;4;35;29;30
2070;Noordoostpolder en Urk (CP);2013;581;80;84;99;63;137;6;3;37;32;40
2071;Noordoostpolder en Urk (CP);2014;455;74;64;35;54;110;2;4;39;34;40
2072;Noordoostpolder en Urk (CP);2015;410;83;118;14;26;63;3;5;43;28;25
2073;Noordoostpolder en Urk (CP);2016;621;90;165;16;30;200;6;8;47;31;27
2074;Noordoostpolder en Urk (CP);2017;595;164;186;16;32;79;0;8;52;34;24
2075;Noordoostpolder en Urk (CP);2018;610;105;259;16;31;72;1;8;54;38;26
2076;Noordoostpolder en Urk (CP);2019;610;91;220;30;41;90;1;8;58;42;29
2077;Noordoostpolder en Urk (CP);2020;770;238;241;28;23;92;2;9;60;42;35
2078;Noordoostpolder en Urk (CP);2021;755;204;249;29;26;89;1;12;65;45;36
