ID;Geslacht;Leeftijd;Geboortegeneratie;TotaalMetPartner_1;BeideWerkzaam_2;ZelfWerkzaamPartnerNietWerkzaam_3;ZelfNietWerkzaamPartnerWerkzaam_4;BeideNietWerkzaam_5;TotaalZonderPartner_6;Werkzaam_7;NietWerkzaam_8;AandeelVanTotaalArbeidsuren_9;TotaalAantalArbeidsuren_10;Totaal_11;BeideKleineParttimeBaan_12;KleineParttimeBaanEnGroteParttime_13;KleineParttimeBaanEnFulltimeBaan_14;BeideGroteParttimeBaan_15;GroteParttimeBaanEnFulltimeBaan_16;BeidePartnersFulltimeBaan_17;Totaal_18;EenKleineParttimeBaan_19;EenGroteParttimeBaan_20;EenFulltimeBaan_21;BeidePartnersNietWerkzaam_22;Werkzaam_23;NietWerkzaam_24
1122;Vrouwen;49 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1123;Vrouwen;49 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1124;Vrouwen;49 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1125;Vrouwen;50 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1126;Vrouwen;50 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
1127;Vrouwen;50 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
1128;Vrouwen;50 jaar;1940 tot 1945;83.2;31.9;5.1;36.1;10.2;16.8;8.5;8.3;20.9;63.7;38.3;;1.0;8.6;1.8;21.6;5.2;49.4;2.5;6.6;40.3;12.3;50.7;49.3
1129;Vrouwen;50 jaar;1945 tot 1950;82.4;38.7;4.7;30.2;8.7;17.6;10.2;7.5;24.1;63.6;47.0;;1.1;9.4;2.7;26.2;7.5;42.4;1.6;5.1;35.8;10.5;57.7;42.3
1130;Vrouwen;50 jaar;1950 tot 1955;81.0;47.8;6.1;21.7;5.4;19.0;11.5;7.5;30.5;62.9;59.0;0.2;1.3;9.0;4.8;35.1;8.6;34.4;1.5;7.1;25.7;6.7;60.3;39.7
1131;Vrouwen;50 jaar;1955 tot 1960;79.2;53.7;5.4;16.7;3.4;20.8;13.9;6.9;32.8;64.4;67.8;;1.3;7.9;5.5;43.6;9.4;27.9;1.0;6.0;20.9;4.4;66.9;33.1
1132;Vrouwen;50 jaar;1960 tot 1965;76.5;53.4;5.1;14.3;3.7;23.5;15.9;7.7;34.7;65.1;69.8;0.1;1.1;6.5;6.2;44.6;11.4;25.4;0.8;5.8;18.8;4.8;67.4;32.6
1133;Vrouwen;50 jaar;1965 tot 1970;75.5;55.8;4.3;12.7;2.7;24.5;17.1;7.4;35.9;66.8;73.9;;0.9;5.4;6.6;47.5;13.4;22.5;0.5;5.0;16.9;3.6;69.8;30.2
1134;Vrouwen;50 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
1135;Vrouwen;50 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1136;Vrouwen;50 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1137;Vrouwen;50 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1138;Vrouwen;50 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1139;Vrouwen;50 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1140;Vrouwen;51 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1141;Vrouwen;51 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
1142;Vrouwen;51 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
1143;Vrouwen;51 jaar;1940 tot 1945;81.6;28.5;6.3;34.3;12.5;18.4;9.7;8.7;22.7;63.3;34.9;;1.1;7.7;1.8;18.5;5.5;49.7;2.2;8.7;38.7;15.3;52.7;47.3
1144;Vrouwen;51 jaar;1945 tot 1950;82.1;38.8;5.7;28.8;8.7;17.9;10.6;7.4;26.0;63.3;47.3;;1.2;9.0;3.1;26.8;7.1;42.0;2.2;5.9;34.0;10.6;59.0;41.0
1145;Vrouwen;51 jaar;1950 tot 1955;79.8;45.2;6.6;22.2;5.8;20.2;12.2;8.0;30.4;62.7;56.7;;1.5;9.1;5.1;33.2;7.8;36.1;1.3;7.9;26.9;7.2;60.4;39.6
1146;Vrouwen;51 jaar;1955 tot 1960;78.5;52.3;6.0;15.8;4.4;21.5;14.4;7.1;34.3;64.3;66.6;0.1;1.6;7.2;6.0;42.0;9.8;27.7;0.8;6.8;20.1;5.6;67.1;32.9
1147;Vrouwen;51 jaar;1960 tot 1965;75.6;52.1;5.5;13.9;4.1;24.4;16.0;8.4;35.0;64.7;68.9;0.1;1.1;6.8;6.9;43.5;10.4;25.8;0.9;6.5;18.3;5.4;65.5;34.5
1148;Vrouwen;51 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
1149;Vrouwen;51 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
1150;Vrouwen;51 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1151;Vrouwen;51 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1152;Vrouwen;51 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1153;Vrouwen;51 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1154;Vrouwen;51 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1155;Vrouwen;52 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1156;Vrouwen;52 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
1157;Vrouwen;52 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
1158;Vrouwen;52 jaar;1940 tot 1945;81.6;27.5;7.0;32.5;14.5;18.4;8.7;9.8;24.1;63.0;33.8;;1.1;7.3;1.9;18.2;4.9;48.5;2.7;8.5;37.3;17.7;47.1;52.9
1159;Vrouwen;52 jaar;1945 tot 1950;80.7;37.6;6.5;26.7;9.8;19.3;11.3;8.0;27.6;63.8;46.7;;1.4;8.9;3.5;26.3;6.6;41.1;2.2;7.1;31.9;12.2;58.5;41.5
1160;Vrouwen;52 jaar;1950 tot 1955;79.4;42.9;7.3;22.5;6.7;20.6;12.4;8.2;30.9;62.7;54.1;0.2;1.5;8.3;5.4;31.4;7.2;37.5;1.7;8.9;26.9;8.4;60.3;39.7
1161;Vrouwen;52 jaar;1955 tot 1960;78.0;51.5;6.4;16.0;4.1;22.0;14.8;7.2;34.7;63.7;66.0;0.1;1.3;7.5;6.2;42.0;8.9;28.7;1.1;7.3;20.4;5.3;67.3;32.7
1162;Vrouwen;52 jaar;1960 tot 1965;76.2;51.8;6.0;14.3;4.0;23.8;15.7;8.1;35.5;65.3;68.0;0.2;1.2;6.6;6.5;42.9;10.6;26.7;1.0;6.8;18.8;5.3;66.0;34.0
1163;Vrouwen;52 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
1164;Vrouwen;52 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
1165;Vrouwen;52 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1166;Vrouwen;52 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1167;Vrouwen;52 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1168;Vrouwen;52 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1169;Vrouwen;52 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1170;Vrouwen;53 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1171;Vrouwen;53 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
1172;Vrouwen;53 jaar;1935 tot 1940;81.3;22.5;7.6;32.0;19.2;18.7;;;23.6;63.7;27.7;;;8.7;;11.0;5.8;48.7;3.1;7.4;38.2;23.6;;
1173;Vrouwen;53 jaar;1940 tot 1945;81.4;27.0;7.6;30.6;16.1;18.6;8.7;9.9;25.4;63.1;33.2;;1.2;7.1;2.2;17.0;5.5;47.0;3.3;9.3;34.4;19.8;46.8;53.2
1174;Vrouwen;53 jaar;1945 tot 1950;79.8;33.9;6.8;27.6;11.5;20.2;11.3;8.9;27.2;63.1;42.4;0.3;1.7;6.9;3.6;22.8;7.1;43.2;2.3;8.8;32.1;14.4;55.8;44.2
1175;Vrouwen;53 jaar;1950 tot 1955;78.3;41.8;7.7;21.0;7.7;21.7;12.9;8.9;32.3;61.8;53.5;0.2;1.8;7.8;5.4;32.2;6.0;36.7;1.8;9.5;25.4;9.9;59.3;40.7
1176;Vrouwen;53 jaar;1955 tot 1960;77.9;49.5;7.3;16.6;4.6;22.1;14.8;7.3;35.0;63.4;63.5;0.1;1.5;7.0;6.6;40.2;8.2;30.7;1.5;8.6;20.6;5.9;67.0;33.0
1177;Vrouwen;53 jaar;1960 tot 1965;75.8;50.1;7.2;14.3;4.3;24.2;16.0;8.2;36.9;64.6;66.0;0.2;1.2;6.1;7.2;41.3;10.0;28.3;1.1;7.9;19.3;5.6;66.0;34.0
1178;Vrouwen;53 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
1179;Vrouwen;53 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
1180;Vrouwen;53 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1181;Vrouwen;53 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1182;Vrouwen;53 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1183;Vrouwen;53 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1184;Vrouwen;53 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1185;Vrouwen;54 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1186;Vrouwen;54 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
1187;Vrouwen;54 jaar;1935 tot 1940;81.5;19.9;6.8;30.9;23.8;18.5;;;22.5;63.1;24.5;;1.1;6.4;1.6;11.8;3.6;46.3;4.0;8.6;33.7;29.2;;
1188;Vrouwen;54 jaar;1940 tot 1945;81.0;23.6;9.6;29.0;18.8;19.0;8.8;10.1;28.2;62.9;29.1;;1.4;5.5;2.1;15.9;4.0;47.6;3.7;11.0;33.0;23.1;46.5;53.5
1189;Vrouwen;54 jaar;1945 tot 1950;78.6;31.1;7.8;27.3;12.3;21.4;11.3;10.2;27.9;62.1;39.6;;1.9;7.3;4.0;20.9;5.3;44.7;3.6;10.6;30.6;15.7;52.6;47.4
1190;Vrouwen;54 jaar;1950 tot 1955;78.3;40.9;8.1;21.0;8.3;21.7;12.8;8.9;33.0;61.7;52.2;0.2;1.8;6.7;6.6;30.3;6.5;37.2;2.3;10.4;24.6;10.6;59.1;40.9
1191;Vrouwen;54 jaar;1955 tot 1960;76.5;47.1;7.8;16.2;5.4;23.5;15.3;8.2;36.0;63.1;61.5;0.1;1.8;6.8;6.8;37.7;8.4;31.4;1.8;9.2;20.5;7.0;65.3;34.7
1192;Vrouwen;54 jaar;1960 tot 1965;76.2;50.3;6.9;14.4;4.5;23.8;15.5;8.3;37.1;65.0;66.1;0.2;1.5;5.5;7.3;40.7;10.9;28.0;1.1;8.0;18.9;5.9;65.1;34.9
1193;Vrouwen;54 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
1194;Vrouwen;54 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
1195;Vrouwen;54 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1196;Vrouwen;54 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1197;Vrouwen;54 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1198;Vrouwen;54 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1199;Vrouwen;54 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1200;Vrouwen;55 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1201;Vrouwen;55 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
1202;Vrouwen;55 jaar;1935 tot 1940;79.8;16.6;8.0;28.0;27.2;20.2;8.7;11.5;25.2;63.6;20.9;;1.1;4.9;1.5;10.1;3.1;45.1;4.3;9.6;31.1;34.1;43.1;56.9
1203;Vrouwen;55 jaar;1940 tot 1945;79.2;21.3;8.9;26.7;22.2;20.8;9.6;11.2;28.4;63.6;26.9;;1.4;5.2;1.8;13.5;4.9;45.0;3.7;11.5;29.9;28.0;46.2;53.8
1204;Vrouwen;55 jaar;1945 tot 1950;79.2;27.8;9.7;25.9;15.8;20.8;9.6;11.2;30.7;61.3;35.1;0.4;1.7;6.0;3.9;18.8;4.4;45.0;3.6;13.1;28.3;19.9;46.2;53.8
1205;Vrouwen;55 jaar;1950 tot 1955;78.7;39.8;9.3;20.0;9.6;21.3;13.0;8.3;34.8;62.4;50.6;0.4;2.1;6.5;6.2;28.6;6.9;37.1;2.7;11.7;22.7;12.2;61.2;38.8
1206;Vrouwen;55 jaar;1955 tot 1960;76.4;44.1;9.4;16.6;6.3;23.6;15.2;8.5;37.1;62.7;57.7;0.3;1.9;6.4;6.9;34.7;7.6;34.0;1.8;10.9;21.3;8.2;64.2;35.8
1207;Vrouwen;55 jaar;1960 tot 1965;74.8;48.8;7.0;14.4;4.6;25.2;16.7;8.5;37.0;64.7;65.2;0.2;1.3;5.5;8.0;39.8;10.5;28.7;1.2;8.4;19.1;6.1;66.4;33.6
1208;Vrouwen;55 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
1209;Vrouwen;55 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
1210;Vrouwen;55 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1211;Vrouwen;55 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1212;Vrouwen;55 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1213;Vrouwen;55 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1214;Vrouwen;55 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1215;Vrouwen;56 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1216;Vrouwen;56 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
1217;Vrouwen;56 jaar;1935 tot 1940;78.8;12.5;8.6;25.0;32.7;21.2;7.9;13.2;27.6;63.9;15.9;;0.7;3.5;1.0;8.2;2.4;42.6;4.3;10.8;27.6;41.4;37.5;62.5
1218;Vrouwen;56 jaar;1940 tot 1945;79.6;18.8;9.8;23.8;27.2;20.4;8.6;11.8;31.1;61.8;23.6;;1.7;4.0;2.4;11.6;3.7;42.3;4.9;11.8;25.5;34.2;42.1;57.9
1219;Vrouwen;56 jaar;1945 tot 1950;78.7;26.0;10.9;24.1;17.7;21.3;10.8;10.5;33.0;60.4;33.0;0.3;1.9;6.1;3.8;17.0;4.0;44.5;4.3;14.3;25.9;22.4;50.6;49.4
1220;Vrouwen;56 jaar;1950 tot 1955;77.9;36.7;10.4;19.4;11.3;22.1;12.7;9.4;36.1;61.5;47.1;0.4;2.4;6.0;6.1;26.1;6.1;38.4;3.5;13.1;21.8;14.5;57.5;42.5
1221;Vrouwen;56 jaar;1955 tot 1960;76.2;42.8;8.5;17.3;7.6;23.8;14.6;9.2;36.2;62.5;56.2;0.2;1.9;5.9;7.3;33.7;7.2;33.8;2.2;10.5;21.1;10.0;61.4;38.6
1222;Vrouwen;56 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
1223;Vrouwen;56 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
1224;Vrouwen;56 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
1225;Vrouwen;56 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1226;Vrouwen;56 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1227;Vrouwen;56 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1228;Vrouwen;56 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1229;Vrouwen;56 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1230;Vrouwen;57 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1231;Vrouwen;57 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
1232;Vrouwen;57 jaar;1935 tot 1940;78.5;10.9;8.7;21.8;37.0;21.5;7.6;13.9;29.7;63.7;13.9;;1.0;3.3;1.0;6.2;2.0;38.9;5.7;10.9;22.3;47.2;35.3;64.7
1233;Vrouwen;57 jaar;1940 tot 1945;78.7;16.6;9.7;21.7;30.8;21.3;8.2;13.1;32.0;60.2;21.0;0.4;1.9;3.7;2.2;9.8;3.1;39.8;5.0;12.8;22.0;39.1;38.6;61.4
1234;Vrouwen;57 jaar;1945 tot 1950;77.5;22.2;11.5;22.2;21.6;22.5;11.2;11.3;34.7;59.7;28.7;0.4;2.0;5.0;3.7;14.1;3.4;43.5;5.1;15.9;22.5;27.8;50.0;50.0
1235;Vrouwen;57 jaar;1950 tot 1955;76.7;33.5;11.2;19.3;12.7;23.3;13.5;9.8;37.0;60.9;43.7;0.4;2.9;5.9;6.1;23.4;5.0;39.7;3.7;13.9;22.1;16.6;58.1;41.9
1236;Vrouwen;57 jaar;1955 tot 1960;74.3;39.0;9.3;17.1;8.8;25.7;14.6;11.2;37.3;61.8;52.6;0.2;2.3;5.4;7.4;31.1;6.0;35.6;2.5;11.8;21.3;11.9;56.6;43.4
1237;Vrouwen;57 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
1238;Vrouwen;57 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
1239;Vrouwen;57 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
1240;Vrouwen;57 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1241;Vrouwen;57 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1242;Vrouwen;57 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1243;Vrouwen;57 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1244;Vrouwen;57 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1245;Vrouwen;58 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1246;Vrouwen;58 jaar;1930 tot 1935;79.9;7.0;8.1;22.7;42.0;20.1;;;26.6;60.2;8.8;;;;;4.8;;38.6;5.5;9.1;24.1;52.6;;
1247;Vrouwen;58 jaar;1935 tot 1940;77.3;8.8;9.0;18.8;40.7;22.7;6.6;16.1;32.8;60.5;11.4;;1.2;2.2;1.0;4.9;1.9;35.9;5.4;11.9;18.6;52.7;29.1;70.9
1248;Vrouwen;58 jaar;1940 tot 1945;76.9;13.8;10.2;19.7;33.2;23.1;8.2;14.8;34.8;61.4;17.9;0.3;1.6;2.8;2.5;8.2;2.5;39.0;5.6;13.0;20.4;43.1;35.7;64.3
1249;Vrouwen;58 jaar;1945 tot 1950;77.7;19.8;11.8;20.2;25.9;22.3;10.1;12.3;37.0;59.1;25.5;0.5;2.2;3.7;3.7;12.4;3.0;41.1;5.0;15.7;20.4;33.3;45.0;55.0
1250;Vrouwen;58 jaar;1950 tot 1955;75.9;30.6;11.8;17.8;15.6;24.1;14.0;10.1;38.8;60.0;40.4;0.4;2.8;4.9;6.4;21.3;4.6;39.1;4.2;14.9;20.0;20.6;57.9;42.1
1251;Vrouwen;58 jaar;1955 tot 1960;74.6;36.4;11.0;16.8;10.4;25.4;14.1;11.2;38.9;61.6;48.8;0.2;2.5;5.0;7.4;28.0;5.7;37.3;2.7;13.7;20.9;13.9;55.7;44.3
1252;Vrouwen;58 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
1253;Vrouwen;58 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
1254;Vrouwen;58 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
1255;Vrouwen;58 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1256;Vrouwen;58 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1257;Vrouwen;58 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1258;Vrouwen;58 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1259;Vrouwen;58 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1260;Vrouwen;59 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1261;Vrouwen;59 jaar;1930 tot 1935;76.8;5.0;6.4;18.6;46.8;23.2;;;27.4;64.1;6.5;;;1.8;;2.2;;32.6;5.5;9.2;17.9;60.9;;
1262;Vrouwen;59 jaar;1935 tot 1940;76.7;7.3;7.8;16.8;44.9;23.3;5.6;17.6;32.5;64.4;9.5;;0.8;1.6;1.1;4.2;1.6;32.1;5.7;10.3;16.1;58.5;24.2;75.8
1263;Vrouwen;59 jaar;1940 tot 1945;75.5;11.4;10.5;16.3;37.4;24.5;7.4;17.0;38.0;59.8;15.0;0.5;1.7;3.0;1.7;6.0;2.1;35.4;6.4;13.3;15.7;49.5;30.4;69.6
1264;Vrouwen;59 jaar;1945 tot 1950;77.0;17.6;12.6;17.8;28.9;23.0;9.6;13.4;40.0;57.7;22.9;0.9;2.3;3.1;3.7;10.1;2.8;39.5;6.3;15.9;17.3;37.6;41.8;58.2
1265;Vrouwen;59 jaar;1950 tot 1955;75.5;27.2;13.1;18.0;17.3;24.5;13.3;11.1;40.4;57.9;36.0;0.7;2.9;5.0;6.2;17.3;3.8;41.1;4.5;17.4;19.2;22.9;54.5;45.5
1266;Vrouwen;59 jaar;1955 tot 1960;74.0;34.7;11.9;16.4;11.1;26.0;14.8;11.1;40.2;60.6;46.9;0.3;2.4;4.9;8.1;25.8;5.5;38.1;3.0;14.8;20.3;14.9;57.1;42.9
1267;Vrouwen;59 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
1268;Vrouwen;59 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
1269;Vrouwen;59 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
1270;Vrouwen;59 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1271;Vrouwen;59 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1272;Vrouwen;59 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1273;Vrouwen;59 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1274;Vrouwen;59 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1275;Vrouwen;60 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1276;Vrouwen;60 jaar;1930 tot 1935;75.2;4.0;3.5;13.9;53.9;24.8;3.4;21.3;23.4;60.2;5.3;;;;;1.2;1.3;23.1;4.5;6.1;12.6;71.6;13.9;86.1
1277;Vrouwen;60 jaar;1935 tot 1940;74.3;5.0;4.8;14.2;50.2;25.7;4.4;21.4;27.1;61.7;6.7;;0.6;1.8;0.7;2.2;1.0;25.7;5.1;7.2;13.3;67.6;17.1;82.9
1278;Vrouwen;60 jaar;1940 tot 1945;74.8;8.4;7.6;16.0;42.8;25.2;6.2;19.0;33.2;60.3;11.3;0.4;1.5;2.1;1.5;4.1;1.8;31.6;6.8;10.7;14.1;57.2;24.8;75.2
1279;Vrouwen;60 jaar;1945 tot 1950;77.4;14.2;10.7;18.3;34.2;22.6;8.1;14.5;37.1;57.6;18.4;0.7;2.1;3.1;3.1;7.3;2.2;37.4;7.6;14.5;15.4;44.2;35.9;64.1
1280;Vrouwen;60 jaar;1950 tot 1955;74.0;23.2;12.9;17.2;20.7;26.0;12.8;13.2;41.3;57.7;31.4;0.5;2.9;3.8;6.0;15.0;3.1;40.6;5.2;18.2;17.1;28.0;49.4;50.6
1281;Vrouwen;60 jaar;1955 tot 1960;73.1;31.4;12.0;16.6;13.2;26.9;14.3;12.5;40.4;60.2;42.9;0.3;2.5;5.1;7.9;22.1;4.9;39.1;3.6;15.9;19.6;18.0;53.4;46.6
1282;Vrouwen;60 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
1283;Vrouwen;60 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
1284;Vrouwen;60 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
1285;Vrouwen;60 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1286;Vrouwen;60 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1287;Vrouwen;60 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1288;Vrouwen;60 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1289;Vrouwen;60 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1290;Vrouwen;61 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1291;Vrouwen;61 jaar;1930 tot 1935;72.9;2.7;3.1;11.1;56.0;27.1;2.3;24.8;24.4;61.4;3.7;;;;;1.5;;19.4;4.6;5.5;9.3;76.8;8.6;91.4
1292;Vrouwen;61 jaar;1935 tot 1940;72.6;3.2;3.7;11.4;54.3;27.4;3.2;24.2;25.9;65.8;4.4;;;1.4;;1.8;;20.7;4.8;6.4;9.6;74.9;11.7;88.3
1293;Vrouwen;61 jaar;1940 tot 1945;72.1;6.8;5.7;13.7;45.9;27.9;5.9;22.0;30.9;60.4;9.5;0.5;1.2;1.8;1.3;3.4;1.3;26.9;7.2;9.4;10.3;63.6;21.2;78.8
1294;Vrouwen;61 jaar;1945 tot 1950;74.6;11.9;9.1;16.7;36.9;25.4;8.3;17.2;36.0;57.0;16.0;0.7;2.1;2.4;2.6;6.2;2.0;34.5;7.6;13.6;13.3;49.5;32.5;67.5
1295;Vrouwen;61 jaar;1950 tot 1955;73.6;19.1;13.5;16.5;24.5;26.4;11.9;14.5;43.1;57.0;25.9;0.7;2.9;2.7;4.6;12.1;2.9;40.8;6.0;18.4;16.4;33.3;44.9;55.1
1296;Vrouwen;61 jaar;1955 tot 1960;;;;;;;;;;;;;;;;;;;;;;;;
1297;Vrouwen;61 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
1298;Vrouwen;61 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
1299;Vrouwen;61 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
1300;Vrouwen;61 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1301;Vrouwen;61 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1302;Vrouwen;61 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1303;Vrouwen;61 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
