ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;TevredenMetArbeidsomstandigheden_1;TevredenMetWerk_2;LeeftijdWillenDoorwerken_3;LeeftijdInStaatDoorwerken_4;VoldoenAanFysiekeEisenWerk_5;VoldoenAanPsychischeEisenWerk_6;MakkelijkNieuweFunctieEigenWerkgever_7;MakkelijkNieuweBaanAndereWerkgever_8
1550;87-88 Verzorging en welzijn;Bovengrens 95%-interval;2024;73.7;80.1;64.3;62.1;87.4;87.8;60.0;81.5
1551;R-U Cultuur, recreatie, overige diensten;Waarde;2014;75.1;78.7;64.0;62.6;91.5;90.4;39.9;51.7
1552;R-U Cultuur, recreatie, overige diensten;Waarde;2015;73.4;77.5;63.6;63.1;91.8;92.5;42.2;49.8
1553;R-U Cultuur, recreatie, overige diensten;Waarde;2016;77.1;80.9;63.6;62.6;93.8;92.8;46.4;56.1
1554;R-U Cultuur, recreatie, overige diensten;Waarde;2017;74.1;78.6;63.0;62.9;92.4;91.0;46.4;60.7
1555;R-U Cultuur, recreatie, overige diensten;Waarde;2018;73.6;78.8;63.3;62.4;91.9;91.6;45.1;64.7
1556;R-U Cultuur, recreatie, overige diensten;Waarde;2019;75.4;79.0;62.9;62.1;90.7;91.1;44.4;65.5
1557;R-U Cultuur, recreatie, overige diensten;Waarde;2020;76.7;79.5;63.8;63.9;92.9;93.8;47.4;64.3
1558;R-U Cultuur, recreatie, overige diensten;Waarde;2021;75.7;78.4;64.4;63.8;91.6;90.1;46.6;64.5
1559;R-U Cultuur, recreatie, overige diensten;Waarde;2022;76.4;80.1;63.5;62.4;90.8;89.8;45.7;73.8
1560;R-U Cultuur, recreatie, overige diensten;Waarde;2023;79.1;80.9;63.2;62.4;91.0;89.1;47.1;72.4
1561;R-U Cultuur, recreatie, overige diensten;Waarde;2024;76.8;78.2;63.3;62.8;91.3;90.9;49.0;73.5
1562;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2014;72.4;76.1;63.4;61.8;89.6;88.5;36.8;48.5
1563;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2015;70.9;75.1;63.0;62.4;90.1;90.8;39.4;47.0
1564;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2016;74.7;78.7;63.0;61.9;92.4;91.3;42.2;51.8
1565;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2017;71.5;76.1;62.2;62.1;90.8;89.3;43.6;57.9
1566;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2018;71.4;76.7;62.8;61.7;90.5;90.1;42.6;62.3
1567;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2019;73.2;76.9;62.3;61.4;89.1;89.5;42.0;63.1
1568;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2020;74.3;77.2;63.2;63.1;91.3;92.4;44.8;61.7
1569;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2021;73.2;76.0;63.8;63.1;90.1;88.4;43.9;61.9
1570;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2022;74.3;78.1;62.8;61.6;89.3;88.2;43.3;71.7
1571;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2023;77.1;78.9;62.5;61.7;89.5;87.5;44.8;70.3
1572;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2024;74.7;76.1;62.7;62.0;89.9;89.5;46.6;71.5
1573;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2014;77.7;81.2;64.6;63.5;93.0;92.1;43.1;54.9
1574;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2015;75.9;79.8;64.2;63.8;93.2;93.9;45.1;52.7
1575;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2016;79.2;82.9;64.2;63.3;95.0;94.0;50.7;60.3
1576;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2017;76.5;80.9;63.7;63.8;93.8;92.5;49.3;63.4
1577;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2018;75.8;80.8;63.8;63.1;93.2;92.9;47.7;67.0
1578;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2019;77.5;80.9;63.5;62.8;92.0;92.4;46.9;67.7
1579;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2020;78.9;81.6;64.5;64.6;94.2;95.0;50.1;66.7
1580;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2021;77.9;80.6;65.0;64.5;93.0;91.6;49.3;67.0
1581;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2022;78.4;81.9;64.1;63.1;92.1;91.2;48.1;75.8
1582;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2023;81.0;82.7;63.9;63.2;92.3;90.6;49.5;74.5
1583;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2024;78.7;80.1;63.9;63.5;92.6;92.2;51.3;75.5
1584;R Cultuur, sport en recreatie;Waarde;2014;73.3;76.3;64.2;61.8;89.6;90.0;40.2;53.2
1585;R Cultuur, sport en recreatie;Waarde;2015;74.3;77.9;62.9;62.6;92.7;93.2;42.6;51.2
1586;R Cultuur, sport en recreatie;Waarde;2016;75.2;80.9;63.3;61.7;93.5;91.9;45.4;57.3
1587;R Cultuur, sport en recreatie;Waarde;2017;72.1;78.4;62.3;62.2;92.3;90.8;47.3;60.1
1588;R Cultuur, sport en recreatie;Waarde;2018;70.6;78.5;63.1;61.9;91.2;91.7;44.5;65.5
1589;R Cultuur, sport en recreatie;Waarde;2019;74.7;78.2;61.9;60.7;91.3;92.1;45.9;67.5
1590;R Cultuur, sport en recreatie;Waarde;2020;78.2;80.8;62.9;63.5;93.1;96.3;47.1;64.7
1591;R Cultuur, sport en recreatie;Waarde;2021;75.2;79.3;64.2;63.8;92.0;90.1;47.2;65.0
1592;R Cultuur, sport en recreatie;Waarde;2022;75.2;80.9;62.5;60.6;90.8;90.0;48.3;76.3
1593;R Cultuur, sport en recreatie;Waarde;2023;79.4;82.3;62.2;61.5;92.6;91.0;47.8;73.4
1594;R Cultuur, sport en recreatie;Waarde;2024;77.1;79.5;63.0;62.0;92.4;92.5;51.1;75.2
1595;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2014;69.1;72.2;63.3;60.4;86.5;87.0;35.8;48.7
1596;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2015;70.6;74.4;61.8;61.4;90.4;90.9;38.7;47.2
1597;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2016;71.6;77.7;62.5;60.6;91.2;89.5;41.5;53.5
1598;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2017;68.2;74.7;61.1;60.9;89.8;88.0;43.1;56.0
1599;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2018;67.2;75.4;62.3;60.8;89.1;89.5;41.0;62.1
1600;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2019;71.4;75.1;60.8;59.6;89.1;89.8;42.3;64.1
1601;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2020;74.9;77.5;61.7;62.3;90.9;94.8;43.3;61.1
1602;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2021;71.3;75.6;63.3;62.6;89.5;87.2;43.0;61.0
1603;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2022;72.1;78.0;61.4;59.4;88.5;87.6;44.8;73.3
1604;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2023;76.4;79.4;61.1;60.3;90.6;88.9;44.4;70.3
1605;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2024;74.1;76.7;62.0;60.9;90.4;90.5;47.9;72.4
1606;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2014;77.0;79.9;65.1;63.1;92.1;92.3;44.8;57.7
1607;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2015;77.6;81.0;64.0;63.8;94.5;95.0;46.7;55.2
1608;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2016;78.4;83.8;64.1;62.9;95.2;93.9;49.3;61.1
1609;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2017;75.8;81.6;63.6;63.5;94.2;93.0;51.5;64.1
1610;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2018;73.8;81.3;63.9;63.0;93.0;93.5;48.1;68.8
1611;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2019;77.7;81.1;63.0;61.7;93.1;93.9;49.5;70.8
1612;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2020;81.2;83.6;64.1;64.6;94.8;97.4;50.9;68.2
1613;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2021;78.7;82.5;65.2;65.1;94.0;92.4;51.4;68.9
1614;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2022;78.1;83.5;63.6;61.9;92.7;91.9;51.8;79.1
1615;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2023;82.0;84.8;63.4;62.7;94.2;92.8;51.2;76.3
1616;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2024;79.8;82.1;64.0;63.1;94.0;94.1;54.4;77.9
1617;S Overige dienstverlening;Waarde;2014;76.6;81.0;63.9;63.4;93.0;90.9;39.6;50.2
1618;S Overige dienstverlening;Waarde;2015;72.8;77.4;64.3;63.6;91.1;91.9;42.2;48.5
1619;S Overige dienstverlening;Waarde;2016;76.4;78.8;64.0;63.0;93.5;92.8;45.9;54.4
1620;S Overige dienstverlening;Waarde;2017;75.6;78.4;63.6;63.7;92.9;91.2;45.8;61.6
1621;S Overige dienstverlening;Waarde;2018;77.1;79.6;63.4;62.9;92.7;91.6;46.2;64.2
1622;S Overige dienstverlening;Waarde;2019;76.5;79.7;63.9;63.5;90.7;90.6;42.7;63.7
1623;S Overige dienstverlening;Waarde;2020;76.3;79.9;64.5;64.0;93.2;91.8;45.6;64.4
1624;S Overige dienstverlening;Waarde;2021;75.2;77.0;64.5;64.0;92.4;90.0;46.0;66.0
1625;S Overige dienstverlening;Waarde;2022;77.9;79.0;64.1;63.8;91.1;89.7;43.9;74.3
1626;S Overige dienstverlening;Waarde;2023;79.1;79.1;63.7;63.1;91.9;88.2;46.5;75.0
1627;S Overige dienstverlening;Waarde;2024;76.2;76.2;63.7;63.3;90.9;89.5;47.6;74.5
1628;S Overige dienstverlening;Ondergrens 95%-interval;2014;72.7;77.4;63.1;62.5;90.5;88.2;35.2;45.7
1629;S Overige dienstverlening;Ondergrens 95%-interval;2015;69.0;73.8;63.6;62.7;88.5;89.4;38.2;44.5
1630;S Overige dienstverlening;Ondergrens 95%-interval;2016;73.1;75.6;63.4;62.1;91.3;90.6;42.1;50.6
1631;S Overige dienstverlening;Ondergrens 95%-interval;2017;72.0;74.9;62.7;62.6;90.6;88.7;41.9;57.7
1632;S Overige dienstverlening;Ondergrens 95%-interval;2018;73.9;76.4;62.7;62.0;90.5;89.4;42.5;60.6
1633;S Overige dienstverlening;Ondergrens 95%-interval;2019;73.4;76.8;63.3;62.6;88.4;88.4;39.4;60.4
1634;S Overige dienstverlening;Ondergrens 95%-interval;2020;73.1;76.8;63.9;63.1;91.0;89.5;42.1;60.9
1635;S Overige dienstverlening;Ondergrens 95%-interval;2021;71.6;73.4;63.7;63.2;90.1;87.4;42.1;62.2
1636;S Overige dienstverlening;Ondergrens 95%-interval;2022;74.7;75.9;63.3;62.8;88.7;87.2;40.3;71.1
1637;S Overige dienstverlening;Ondergrens 95%-interval;2023;75.9;75.9;62.8;62.0;89.6;85.6;42.9;71.7
1638;S Overige dienstverlening;Ondergrens 95%-interval;2024;73.0;72.9;62.9;62.2;88.5;87.1;44.0;71.3
1639;S Overige dienstverlening;Bovengrens 95%-interval;2014;80.0;84.2;64.7;64.3;94.8;93.1;44.1;54.6
1640;S Overige dienstverlening;Bovengrens 95%-interval;2015;76.2;80.6;64.9;64.5;93.2;93.9;46.3;52.6
1641;S Overige dienstverlening;Bovengrens 95%-interval;2016;79.5;81.8;64.6;63.9;95.2;94.6;49.7;58.1
1642;S Overige dienstverlening;Bovengrens 95%-interval;2017;78.8;81.5;64.6;64.8;94.6;93.1;49.9;65.4
1643;S Overige dienstverlening;Bovengrens 95%-interval;2018;80.1;82.4;64.1;63.8;94.4;93.5;49.9;67.6
1644;S Overige dienstverlening;Bovengrens 95%-interval;2019;79.3;82.3;64.5;64.3;92.5;92.4;46.2;66.9
1645;S Overige dienstverlening;Bovengrens 95%-interval;2020;79.3;82.7;65.1;64.8;94.8;93.6;49.2;67.7
1646;S Overige dienstverlening;Bovengrens 95%-interval;2021;78.5;80.2;65.2;64.9;94.2;92.1;49.9;69.7
1647;S Overige dienstverlening;Bovengrens 95%-interval;2022;80.8;81.8;64.8;64.9;93.0;91.8;47.5;77.3
1648;S Overige dienstverlening;Bovengrens 95%-interval;2023;82.0;82.0;64.5;64.1;93.7;90.5;50.2;78.0
1649;S Overige dienstverlening;Bovengrens 95%-interval;2024;79.3;79.2;64.6;64.4;92.8;91.6;51.2;77.5
1650;T Huishoudens;Waarde;2014;;;;;;;;
1651;T Huishoudens;Waarde;2015;;;;;;;;
1652;T Huishoudens;Waarde;2016;;;;;;;;
1653;T Huishoudens;Waarde;2017;;;;;;;;
1654;T Huishoudens;Waarde;2018;;;;;;;;
1655;T Huishoudens;Waarde;2019;;;;;;;;
1656;T Huishoudens;Waarde;2020;;;;;;;;
1657;T Huishoudens;Waarde;2021;79.4;80.2;;;87.0;90.2;47.6;56.9
1658;T Huishoudens;Waarde;2022;74.5;80.1;;;88.5;88.4;40.2;55.5
1659;T Huishoudens;Waarde;2023;79.4;83.7;;;79.9;84.9;48.7;55.0
1660;T Huishoudens;Waarde;2024;77.6;79.9;;;87.3;88.9;44.7;60.5
1661;T Huishoudens;Ondergrens 95%-interval;2014;;;;;;;;
1662;T Huishoudens;Ondergrens 95%-interval;2015;;;;;;;;
1663;T Huishoudens;Ondergrens 95%-interval;2016;;;;;;;;
1664;T Huishoudens;Ondergrens 95%-interval;2017;;;;;;;;
1665;T Huishoudens;Ondergrens 95%-interval;2018;;;;;;;;
1666;T Huishoudens;Ondergrens 95%-interval;2019;;;;;;;;
1667;T Huishoudens;Ondergrens 95%-interval;2020;;;;;;;;
1668;T Huishoudens;Ondergrens 95%-interval;2021;72.4;73.1;;;80.6;84.3;39.6;48.8
1669;T Huishoudens;Ondergrens 95%-interval;2022;67.3;73.3;;;82.7;82.3;32.8;47.7
1670;T Huishoudens;Ondergrens 95%-interval;2023;72.3;77.1;;;72.8;78.2;40.8;47.1
1671;T Huishoudens;Ondergrens 95%-interval;2024;70.1;72.6;;;81.0;82.7;36.9;52.5
1672;T Huishoudens;Bovengrens 95%-interval;2014;;;;;;;;
1673;T Huishoudens;Bovengrens 95%-interval;2015;;;;;;;;
1674;T Huishoudens;Bovengrens 95%-interval;2016;;;;;;;;
1675;T Huishoudens;Bovengrens 95%-interval;2017;;;;;;;;
1676;T Huishoudens;Bovengrens 95%-interval;2018;;;;;;;;
1677;T Huishoudens;Bovengrens 95%-interval;2019;;;;;;;;
1678;T Huishoudens;Bovengrens 95%-interval;2020;;;;;;;;
1679;T Huishoudens;Bovengrens 95%-interval;2021;85.1;85.8;;;91.5;94.1;55.7;64.6
1680;T Huishoudens;Bovengrens 95%-interval;2022;80.6;85.5;;;92.5;92.6;48.0;63.1
1681;T Huishoudens;Bovengrens 95%-interval;2023;85.0;88.7;;;85.6;89.8;56.6;62.7
1682;T Huishoudens;Bovengrens 95%-interval;2024;83.7;85.7;;;91.7;93.0;52.7;68.0
1683;U Extraterritoriale organisaties;Waarde;2014;;;;;;;;
1684;U Extraterritoriale organisaties;Waarde;2015;;;;;;;;
1685;U Extraterritoriale organisaties;Waarde;2016;;;;;;;;
1686;U Extraterritoriale organisaties;Waarde;2017;;;;;;;;
1687;U Extraterritoriale organisaties;Waarde;2018;;;;;;;;
1688;U Extraterritoriale organisaties;Waarde;2019;;;;;;;;
1689;U Extraterritoriale organisaties;Waarde;2020;;;;;;;;
1690;U Extraterritoriale organisaties;Waarde;2021;;;;;;;;
1691;U Extraterritoriale organisaties;Waarde;2022;;;;;;;;
1692;U Extraterritoriale organisaties;Waarde;2023;;;;;;;;
1693;U Extraterritoriale organisaties;Waarde;2024;;;;;;;;
1694;U Extraterritoriale organisaties;Ondergrens 95%-interval;2014;;;;;;;;
1695;U Extraterritoriale organisaties;Ondergrens 95%-interval;2015;;;;;;;;
1696;U Extraterritoriale organisaties;Ondergrens 95%-interval;2016;;;;;;;;
1697;U Extraterritoriale organisaties;Ondergrens 95%-interval;2017;;;;;;;;
1698;U Extraterritoriale organisaties;Ondergrens 95%-interval;2018;;;;;;;;
1699;U Extraterritoriale organisaties;Ondergrens 95%-interval;2019;;;;;;;;
1700;U Extraterritoriale organisaties;Ondergrens 95%-interval;2020;;;;;;;;
1701;U Extraterritoriale organisaties;Ondergrens 95%-interval;2021;;;;;;;;
1702;U Extraterritoriale organisaties;Ondergrens 95%-interval;2022;;;;;;;;
1703;U Extraterritoriale organisaties;Ondergrens 95%-interval;2023;;;;;;;;
1704;U Extraterritoriale organisaties;Ondergrens 95%-interval;2024;;;;;;;;
1705;U Extraterritoriale organisaties;Bovengrens 95%-interval;2014;;;;;;;;
1706;U Extraterritoriale organisaties;Bovengrens 95%-interval;2015;;;;;;;;
1707;U Extraterritoriale organisaties;Bovengrens 95%-interval;2016;;;;;;;;
1708;U Extraterritoriale organisaties;Bovengrens 95%-interval;2017;;;;;;;;
1709;U Extraterritoriale organisaties;Bovengrens 95%-interval;2018;;;;;;;;
1710;U Extraterritoriale organisaties;Bovengrens 95%-interval;2019;;;;;;;;
1711;U Extraterritoriale organisaties;Bovengrens 95%-interval;2020;;;;;;;;
1712;U Extraterritoriale organisaties;Bovengrens 95%-interval;2021;;;;;;;;
1713;U Extraterritoriale organisaties;Bovengrens 95%-interval;2022;;;;;;;;
1714;U Extraterritoriale organisaties;Bovengrens 95%-interval;2023;;;;;;;;
1715;U Extraterritoriale organisaties;Bovengrens 95%-interval;2024;;;;;;;;
