ID;EconomicActivityNCEA2008;Regions;Periods;NumberOfLocalUnits_1
5887;0125 Growing of other fruits and nuts;Amsterdam (GA);2008;0
5888;0125 Growing of other fruits and nuts;Amsterdam (GA);2009;0
5889;0125 Growing of other fruits and nuts;Amsterdam (GA);2010;0
5890;0125 Growing of other fruits and nuts;Haarlem (GA);2006;0
5891;0125 Growing of other fruits and nuts;Haarlem (GA);2007;0
5892;0125 Growing of other fruits and nuts;Haarlem (GA);2008;0
5893;0125 Growing of other fruits and nuts;Haarlem (GA);2009;0
5894;0125 Growing of other fruits and nuts;Haarlem (GA);2010;0
5895;0125 Growing of other fruits and nuts;Leiden (GA);2006;0
5896;0125 Growing of other fruits and nuts;Leiden (GA);2007;0
5897;0125 Growing of other fruits and nuts;Leiden (GA);2008;0
5898;0125 Growing of other fruits and nuts;Leiden (GA);2009;0
5899;0125 Growing of other fruits and nuts;Leiden (GA);2010;0
5900;0125 Growing of other fruits and nuts;'s-Gravenhage (GA);2006;0
5901;0125 Growing of other fruits and nuts;'s-Gravenhage (GA);2007;0
5902;0125 Growing of other fruits and nuts;'s-Gravenhage (GA);2008;0
5903;0125 Growing of other fruits and nuts;'s-Gravenhage (GA);2009;0
5904;0125 Growing of other fruits and nuts;'s-Gravenhage (GA);2010;0
5905;0125 Growing of other fruits and nuts;Rotterdam (GA);2006;0
5906;0125 Growing of other fruits and nuts;Rotterdam (GA);2007;0
5907;0125 Growing of other fruits and nuts;Rotterdam (GA);2008;0
5908;0125 Growing of other fruits and nuts;Rotterdam (GA);2009;0
5909;0125 Growing of other fruits and nuts;Rotterdam (GA);2010;0
5910;0125 Growing of other fruits and nuts;Dordrecht (GA);2006;0
5911;0125 Growing of other fruits and nuts;Dordrecht (GA);2007;0
5912;0125 Growing of other fruits and nuts;Dordrecht (GA);2008;0
5913;0125 Growing of other fruits and nuts;Dordrecht (GA);2009;0
5914;0125 Growing of other fruits and nuts;Dordrecht (GA);2010;0
5915;0125 Growing of other fruits and nuts;Breda (GA);2006;0
5916;0125 Growing of other fruits and nuts;Breda (GA);2007;0
5917;0125 Growing of other fruits and nuts;Breda (GA);2008;0
5918;0125 Growing of other fruits and nuts;Breda (GA);2009;0
5919;0125 Growing of other fruits and nuts;Breda (GA);2010;0
5920;0125 Growing of other fruits and nuts;Tilburg (GA);2006;0
5921;0125 Growing of other fruits and nuts;Tilburg (GA);2007;0
5922;0125 Growing of other fruits and nuts;Tilburg (GA);2008;0
5923;0125 Growing of other fruits and nuts;Tilburg (GA);2009;0
5924;0125 Growing of other fruits and nuts;Tilburg (GA);2010;0
5925;0125 Growing of other fruits and nuts;'s-Hertogenbosch (GA);2006;0
5926;0125 Growing of other fruits and nuts;'s-Hertogenbosch (GA);2007;0
5927;0125 Growing of other fruits and nuts;'s-Hertogenbosch (GA);2008;0
5928;0125 Growing of other fruits and nuts;'s-Hertogenbosch (GA);2009;0
5929;0125 Growing of other fruits and nuts;'s-Hertogenbosch (GA);2010;0
5930;0125 Growing of other fruits and nuts;Eindhoven (GA);2006;0
5931;0125 Growing of other fruits and nuts;Eindhoven (GA);2007;0
5932;0125 Growing of other fruits and nuts;Eindhoven (GA);2008;0
5933;0125 Growing of other fruits and nuts;Eindhoven (GA);2009;0
5934;0125 Growing of other fruits and nuts;Eindhoven (GA);2010;0
5935;0125 Growing of other fruits and nuts;Geleen/Sittard (GA);2006;0
5936;0125 Growing of other fruits and nuts;Geleen/Sittard (GA);2007;0
5937;0125 Growing of other fruits and nuts;Geleen/Sittard (GA);2008;0
5938;0125 Growing of other fruits and nuts;Geleen/Sittard (GA);2009;0
5939;0125 Growing of other fruits and nuts;Geleen/Sittard (GA);2010;0
5940;0125 Growing of other fruits and nuts;Heerlen (GA);2006;0
5941;0125 Growing of other fruits and nuts;Heerlen (GA);2007;0
5942;0125 Growing of other fruits and nuts;Heerlen (GA);2008;0
5943;0125 Growing of other fruits and nuts;Heerlen (GA);2009;0
5944;0125 Growing of other fruits and nuts;Heerlen (GA);2010;0
5945;0125 Growing of other fruits and nuts;Maastricht (GA);2006;0
5946;0125 Growing of other fruits and nuts;Maastricht (GA);2007;0
5947;0125 Growing of other fruits and nuts;Maastricht (GA);2008;0
5948;0125 Growing of other fruits and nuts;Maastricht (GA);2009;0
5949;0125 Growing of other fruits and nuts;Maastricht (GA);2010;0
5950;0125 Growing of other fruits and nuts;Groningen (SG);2006;0
5951;0125 Growing of other fruits and nuts;Groningen (SG);2007;0
5952;0125 Growing of other fruits and nuts;Groningen (SG);2008;0
5953;0125 Growing of other fruits and nuts;Groningen (SG);2009;0
5954;0125 Growing of other fruits and nuts;Groningen (SG);2010;0
5955;0125 Growing of other fruits and nuts;Leeuwarden (SG);2006;0
5956;0125 Growing of other fruits and nuts;Leeuwarden (SG);2007;0
5957;0125 Growing of other fruits and nuts;Leeuwarden (SG);2008;0
5958;0125 Growing of other fruits and nuts;Leeuwarden (SG);2009;0
5959;0125 Growing of other fruits and nuts;Leeuwarden (SG);2010;0
5960;0125 Growing of other fruits and nuts;Zwolle (SG);2006;0
5961;0125 Growing of other fruits and nuts;Zwolle (SG);2007;0
5962;0125 Growing of other fruits and nuts;Zwolle (SG);2008;0
5963;0125 Growing of other fruits and nuts;Zwolle (SG);2009;0
5964;0125 Growing of other fruits and nuts;Zwolle (SG);2010;0
5965;0125 Growing of other fruits and nuts;Enschede (SG);2006;0
5966;0125 Growing of other fruits and nuts;Enschede (SG);2007;0
5967;0125 Growing of other fruits and nuts;Enschede (SG);2008;0
5968;0125 Growing of other fruits and nuts;Enschede (SG);2009;0
5969;0125 Growing of other fruits and nuts;Enschede (SG);2010;0
5970;0125 Growing of other fruits and nuts;Apeldoorn (SG);2006;0
5971;0125 Growing of other fruits and nuts;Apeldoorn (SG);2007;0
5972;0125 Growing of other fruits and nuts;Apeldoorn (SG);2008;0
5973;0125 Growing of other fruits and nuts;Apeldoorn (SG);2009;0
5974;0125 Growing of other fruits and nuts;Apeldoorn (SG);2010;0
5975;0125 Growing of other fruits and nuts;Arnhem (SG);2006;0
5976;0125 Growing of other fruits and nuts;Arnhem (SG);2007;0
5977;0125 Growing of other fruits and nuts;Arnhem (SG);2008;0
5978;0125 Growing of other fruits and nuts;Arnhem (SG);2009;0
5979;0125 Growing of other fruits and nuts;Arnhem (SG);2010;0
5980;0125 Growing of other fruits and nuts;Nijmegen (SG);2006;0
5981;0125 Growing of other fruits and nuts;Nijmegen (SG);2007;0
5982;0125 Growing of other fruits and nuts;Nijmegen (SG);2008;0
5983;0125 Growing of other fruits and nuts;Nijmegen (SG);2009;0
5984;0125 Growing of other fruits and nuts;Nijmegen (SG);2010;0
5985;0125 Growing of other fruits and nuts;Amersfoort (SG);2006;0
5986;0125 Growing of other fruits and nuts;Amersfoort (SG);2007;0
5987;0125 Growing of other fruits and nuts;Amersfoort (SG);2008;0
5988;0125 Growing of other fruits and nuts;Amersfoort (SG);2009;0
5989;0125 Growing of other fruits and nuts;Amersfoort (SG);2010;0
5990;0125 Growing of other fruits and nuts;Utrecht (SG);2006;0
5991;0125 Growing of other fruits and nuts;Utrecht (SG);2007;0
5992;0125 Growing of other fruits and nuts;Utrecht (SG);2008;0
5993;0125 Growing of other fruits and nuts;Utrecht (SG);2009;0
5994;0125 Growing of other fruits and nuts;Utrecht (SG);2010;0
5995;0125 Growing of other fruits and nuts;Amsterdam (SG);2006;0
5996;0125 Growing of other fruits and nuts;Amsterdam (SG);2007;0
5997;0125 Growing of other fruits and nuts;Amsterdam (SG);2008;0
5998;0125 Growing of other fruits and nuts;Amsterdam (SG);2009;0
5999;0125 Growing of other fruits and nuts;Amsterdam (SG);2010;0
6000;0125 Growing of other fruits and nuts;Haarlem (SG);2006;0
6001;0125 Growing of other fruits and nuts;Haarlem (SG);2007;0
6002;0125 Growing of other fruits and nuts;Haarlem (SG);2008;0
6003;0125 Growing of other fruits and nuts;Haarlem (SG);2009;0
6004;0125 Growing of other fruits and nuts;Haarlem (SG);2010;0
6005;0125 Growing of other fruits and nuts;Leiden (SG);2006;0
6006;0125 Growing of other fruits and nuts;Leiden (SG);2007;0
6007;0125 Growing of other fruits and nuts;Leiden (SG);2008;0
6008;0125 Growing of other fruits and nuts;Leiden (SG);2009;0
6009;0125 Growing of other fruits and nuts;Leiden (SG);2010;0
6010;0125 Growing of other fruits and nuts;'s-Gravenhage (SG);2006;0
6011;0125 Growing of other fruits and nuts;'s-Gravenhage (SG);2007;0
6012;0125 Growing of other fruits and nuts;'s-Gravenhage (SG);2008;0
6013;0125 Growing of other fruits and nuts;'s-Gravenhage (SG);2009;0
6014;0125 Growing of other fruits and nuts;'s-Gravenhage (SG);2010;0
6015;0125 Growing of other fruits and nuts;Rotterdam (SG);2006;0
6016;0125 Growing of other fruits and nuts;Rotterdam (SG);2007;0
6017;0125 Growing of other fruits and nuts;Rotterdam (SG);2008;0
6018;0125 Growing of other fruits and nuts;Rotterdam (SG);2009;0
6019;0125 Growing of other fruits and nuts;Rotterdam (SG);2010;0
6020;0125 Growing of other fruits and nuts;Dordrecht (SG);2006;0
6021;0125 Growing of other fruits and nuts;Dordrecht (SG);2007;0
6022;0125 Growing of other fruits and nuts;Dordrecht (SG);2008;0
6023;0125 Growing of other fruits and nuts;Dordrecht (SG);2009;0
6024;0125 Growing of other fruits and nuts;Dordrecht (SG);2010;0
6025;0125 Growing of other fruits and nuts;Breda (SG);2006;0
6026;0125 Growing of other fruits and nuts;Breda (SG);2007;0
6027;0125 Growing of other fruits and nuts;Breda (SG);2008;0
6028;0125 Growing of other fruits and nuts;Breda (SG);2009;0
6029;0125 Growing of other fruits and nuts;Breda (SG);2010;0
6030;0125 Growing of other fruits and nuts;Tilburg (SG);2006;0
6031;0125 Growing of other fruits and nuts;Tilburg (SG);2007;0
6032;0125 Growing of other fruits and nuts;Tilburg (SG);2008;0
6033;0125 Growing of other fruits and nuts;Tilburg (SG);2009;0
6034;0125 Growing of other fruits and nuts;Tilburg (SG);2010;0
6035;0125 Growing of other fruits and nuts;'s-Hertogenbosch (SG);2006;0
6036;0125 Growing of other fruits and nuts;'s-Hertogenbosch (SG);2007;0
6037;0125 Growing of other fruits and nuts;'s-Hertogenbosch (SG);2008;0
6038;0125 Growing of other fruits and nuts;'s-Hertogenbosch (SG);2009;0
6039;0125 Growing of other fruits and nuts;'s-Hertogenbosch (SG);2010;0
6040;0125 Growing of other fruits and nuts;Eindhoven (SG);2006;0
6041;0125 Growing of other fruits and nuts;Eindhoven (SG);2007;0
6042;0125 Growing of other fruits and nuts;Eindhoven (SG);2008;0
6043;0125 Growing of other fruits and nuts;Eindhoven (SG);2009;0
6044;0125 Growing of other fruits and nuts;Eindhoven (SG);2010;0
6045;0125 Growing of other fruits and nuts;Geleen/Sittard (SG);2006;0
6046;0125 Growing of other fruits and nuts;Geleen/Sittard (SG);2007;0
6047;0125 Growing of other fruits and nuts;Geleen/Sittard (SG);2008;0
6048;0125 Growing of other fruits and nuts;Geleen/Sittard (SG);2009;0
6049;0125 Growing of other fruits and nuts;Geleen/Sittard (SG);2010;0
6050;0125 Growing of other fruits and nuts;Heerlen (SG);2006;0
6051;0125 Growing of other fruits and nuts;Heerlen (SG);2007;0
6052;0125 Growing of other fruits and nuts;Heerlen (SG);2008;0
6053;0125 Growing of other fruits and nuts;Heerlen (SG);2009;0
6054;0125 Growing of other fruits and nuts;Heerlen (SG);2010;0
6055;0125 Growing of other fruits and nuts;Maastricht (SG);2006;0
6056;0125 Growing of other fruits and nuts;Maastricht (SG);2007;0
6057;0125 Growing of other fruits and nuts;Maastricht (SG);2008;0
6058;0125 Growing of other fruits and nuts;Maastricht (SG);2009;0
6059;0125 Growing of other fruits and nuts;Maastricht (SG);2010;0
6060;0127 Growing of beverage crops;Nederland;2006;0
6061;0127 Growing of beverage crops;Nederland;2007;0
6062;0127 Growing of beverage crops;Nederland;2008;0
6063;0127 Growing of beverage crops;Nederland;2009;0
6064;0127 Growing of beverage crops;Nederland;2010;0
6065;0127 Growing of beverage crops;Noord-Nederland (LD);2006;0
6066;0127 Growing of beverage crops;Noord-Nederland (LD);2007;0
6067;0127 Growing of beverage crops;Noord-Nederland (LD);2008;0
6068;0127 Growing of beverage crops;Noord-Nederland (LD);2009;0
6069;0127 Growing of beverage crops;Noord-Nederland (LD);2010;0
6070;0127 Growing of beverage crops;Oost-Nederland (LD);2006;0
6071;0127 Growing of beverage crops;Oost-Nederland (LD);2007;0
6072;0127 Growing of beverage crops;Oost-Nederland (LD);2008;0
6073;0127 Growing of beverage crops;Oost-Nederland (LD);2009;0
6074;0127 Growing of beverage crops;Oost-Nederland (LD);2010;0
6075;0127 Growing of beverage crops;West-Nederland (LD);2006;0
6076;0127 Growing of beverage crops;West-Nederland (LD);2007;0
6077;0127 Growing of beverage crops;West-Nederland (LD);2008;0
6078;0127 Growing of beverage crops;West-Nederland (LD);2009;0
6079;0127 Growing of beverage crops;West-Nederland (LD);2010;0
6080;0127 Growing of beverage crops;Zuid-Nederland (LD);2006;0
6081;0127 Growing of beverage crops;Zuid-Nederland (LD);2007;0
6082;0127 Growing of beverage crops;Zuid-Nederland (LD);2008;0
6083;0127 Growing of beverage crops;Zuid-Nederland (LD);2009;0
6084;0127 Growing of beverage crops;Zuid-Nederland (LD);2010;0
6085;0127 Growing of beverage crops;Groningen (PV);2006;0
6086;0127 Growing of beverage crops;Groningen (PV);2007;0
6087;0127 Growing of beverage crops;Groningen (PV);2008;0
6088;0127 Growing of beverage crops;Groningen (PV);2009;0
6089;0127 Growing of beverage crops;Groningen (PV);2010;0
6090;0127 Growing of beverage crops;Friesland (PV);2006;0
6091;0127 Growing of beverage crops;Friesland (PV);2007;0
6092;0127 Growing of beverage crops;Friesland (PV);2008;0
6093;0127 Growing of beverage crops;Friesland (PV);2009;0
6094;0127 Growing of beverage crops;Friesland (PV);2010;0
6095;0127 Growing of beverage crops;Drenthe (PV);2006;0
6096;0127 Growing of beverage crops;Drenthe (PV);2007;0
6097;0127 Growing of beverage crops;Drenthe (PV);2008;0
6098;0127 Growing of beverage crops;Drenthe (PV);2009;0
6099;0127 Growing of beverage crops;Drenthe (PV);2010;0
6100;0127 Growing of beverage crops;Overijssel (PV);2006;0
6101;0127 Growing of beverage crops;Overijssel (PV);2007;0
6102;0127 Growing of beverage crops;Overijssel (PV);2008;0
6103;0127 Growing of beverage crops;Overijssel (PV);2009;0
6104;0127 Growing of beverage crops;Overijssel (PV);2010;0
6105;0127 Growing of beverage crops;Flevoland (PV);2006;0
6106;0127 Growing of beverage crops;Flevoland (PV);2007;0
6107;0127 Growing of beverage crops;Flevoland (PV);2008;0
6108;0127 Growing of beverage crops;Flevoland (PV);2009;0
6109;0127 Growing of beverage crops;Flevoland (PV);2010;0
6110;0127 Growing of beverage crops;Gelderland (PV);2006;0
6111;0127 Growing of beverage crops;Gelderland (PV);2007;0
6112;0127 Growing of beverage crops;Gelderland (PV);2008;0
6113;0127 Growing of beverage crops;Gelderland (PV);2009;0
6114;0127 Growing of beverage crops;Gelderland (PV);2010;0
6115;0127 Growing of beverage crops;Utrecht (PV);2006;0
6116;0127 Growing of beverage crops;Utrecht (PV);2007;0
6117;0127 Growing of beverage crops;Utrecht (PV);2008;0
6118;0127 Growing of beverage crops;Utrecht (PV);2009;0
6119;0127 Growing of beverage crops;Utrecht (PV);2010;0
6120;0127 Growing of beverage crops;Noord-Holland (PV);2006;0
6121;0127 Growing of beverage crops;Noord-Holland (PV);2007;0
6122;0127 Growing of beverage crops;Noord-Holland (PV);2008;0
6123;0127 Growing of beverage crops;Noord-Holland (PV);2009;0
6124;0127 Growing of beverage crops;Noord-Holland (PV);2010;0
6125;0127 Growing of beverage crops;Zuid-Holland (PV);2006;0
6126;0127 Growing of beverage crops;Zuid-Holland (PV);2007;0
6127;0127 Growing of beverage crops;Zuid-Holland (PV);2008;0
6128;0127 Growing of beverage crops;Zuid-Holland (PV);2009;0
6129;0127 Growing of beverage crops;Zuid-Holland (PV);2010;0
6130;0127 Growing of beverage crops;Zeeland (PV);2006;0
6131;0127 Growing of beverage crops;Zeeland (PV);2007;0
6132;0127 Growing of beverage crops;Zeeland (PV);2008;0
6133;0127 Growing of beverage crops;Zeeland (PV);2009;0
6134;0127 Growing of beverage crops;Zeeland (PV);2010;0
6135;0127 Growing of beverage crops;Noord-Brabant (PV);2006;0
6136;0127 Growing of beverage crops;Noord-Brabant (PV);2007;0
6137;0127 Growing of beverage crops;Noord-Brabant (PV);2008;0
6138;0127 Growing of beverage crops;Noord-Brabant (PV);2009;0
6139;0127 Growing of beverage crops;Noord-Brabant (PV);2010;0
6140;0127 Growing of beverage crops;Limburg (PV);2006;0
6141;0127 Growing of beverage crops;Limburg (PV);2007;0
6142;0127 Growing of beverage crops;Limburg (PV);2008;0
6143;0127 Growing of beverage crops;Limburg (PV);2009;0
6144;0127 Growing of beverage crops;Limburg (PV);2010;0
6145;0127 Growing of beverage crops;Oost-Groningen (CR);2006;0
6146;0127 Growing of beverage crops;Oost-Groningen (CR);2007;0
6147;0127 Growing of beverage crops;Oost-Groningen (CR);2008;0
6148;0127 Growing of beverage crops;Oost-Groningen (CR);2009;0
6149;0127 Growing of beverage crops;Oost-Groningen (CR);2010;0
6150;0127 Growing of beverage crops;Delfzijl en omgeving (CR);2006;0
6151;0127 Growing of beverage crops;Delfzijl en omgeving (CR);2007;0
6152;0127 Growing of beverage crops;Delfzijl en omgeving (CR);2008;0
6153;0127 Growing of beverage crops;Delfzijl en omgeving (CR);2009;0
6154;0127 Growing of beverage crops;Delfzijl en omgeving (CR);2010;0
6155;0127 Growing of beverage crops;Overig Groningen (CR);2006;0
6156;0127 Growing of beverage crops;Overig Groningen (CR);2007;0
6157;0127 Growing of beverage crops;Overig Groningen (CR);2008;0
6158;0127 Growing of beverage crops;Overig Groningen (CR);2009;0
6159;0127 Growing of beverage crops;Overig Groningen (CR);2010;0
6160;0127 Growing of beverage crops;Noord-Friesland (CR);2006;0
6161;0127 Growing of beverage crops;Noord-Friesland (CR);2007;0
6162;0127 Growing of beverage crops;Noord-Friesland (CR);2008;0
6163;0127 Growing of beverage crops;Noord-Friesland (CR);2009;0
6164;0127 Growing of beverage crops;Noord-Friesland (CR);2010;0
6165;0127 Growing of beverage crops;Zuidwest-Friesland (CR);2006;0
6166;0127 Growing of beverage crops;Zuidwest-Friesland (CR);2007;0
6167;0127 Growing of beverage crops;Zuidwest-Friesland (CR);2008;0
6168;0127 Growing of beverage crops;Zuidwest-Friesland (CR);2009;0
6169;0127 Growing of beverage crops;Zuidwest-Friesland (CR);2010;0
6170;0127 Growing of beverage crops;Zuidoost-Friesland (CR);2006;0
6171;0127 Growing of beverage crops;Zuidoost-Friesland (CR);2007;0
6172;0127 Growing of beverage crops;Zuidoost-Friesland (CR);2008;0
6173;0127 Growing of beverage crops;Zuidoost-Friesland (CR);2009;0
6174;0127 Growing of beverage crops;Zuidoost-Friesland (CR);2010;0
6175;0127 Growing of beverage crops;Noord-Drenthe (CR);2006;0
